English Word	Emotion	Emotion-Intensity-Score	Croatian Word
humor	joy	0.656	humor
satisfy	joy	0.656	zadovoljiti
besties	joy	0.656	najbolje prijateljice
encouraged	joy	0.656	potaknuti
captivate	joy	0.656	zarobiti
christmaseve	joy	0.656	Badnjak
glow	joy	0.656	sjaj
romanticism	joy	0.656	romantizam
innerpeace	joy	0.656	unutarnji mir
pleasant	joy	0.656	ugodan
praises	joy	0.652	pohvale
abundance	joy	0.652	obilje
fortunes	joy	0.652	bogatstva
engaged	joy	0.652	angažiran
praised	joy	0.652	hvaljen
relaxing	joy	0.652	opuštajuće
treasure	joy	0.652	blago
satisfaction	joy	0.652	zadovoljstvo
nothingbetter	joy	0.647	ništa bolje
affection	joy	0.647	ljubav
relieved	joy	0.647	laknulo
complement	joy	0.647	upotpuniti, dopuna
carnival	joy	0.643	karneval
priceless	joy	0.641	neprocjenjivo
uplifting	joy	0.641	uzdižući
sensuality	joy	0.641	senzualnost
saintly	joy	0.641	svetački
champion	joy	0.641	prvak
thanksgiving	joy	0.641	zahvaljivanje
harmoniously	joy	0.641	skladno
wedding	joy	0.641	vjenčanje
achieve	joy	0.641	postići
divine	joy	0.641	božanski
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	medeni mjesec
exalt	joy	0.636	uzdizati
twinkle	joy	0.636	svjetlucati
comforting	joy	0.636	utješno
felicity	joy	0.636	sreća
peaceful	joy	0.636	mirno
climax	joy	0.636	vrhunac
winner	joy	0.636	pobjednik
reverie	joy	0.636	sanjarenje
yayy	joy	0.636	yayy
cuddle	joy	0.636	maziti
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	promatranje zvijezda
festival	joy	0.625	festival
sweet	joy	0.625	slatko
generosity	joy	0.625	velikodušnost
brighter	joy	0.625	svjetlije
praisegod	joy	0.625	hvala Bogu
gorgeous	joy	0.625	predivan
hearts	joy	0.625	srca
amusing	joy	0.625	zabavan
fondness	joy	0.625	naklonost
snuggling	joy	0.625	privijajući se
reward	joy	0.625	nagrada
sex	joy	0.622	seks
kind	joy	0.621	ljubazan
genial	joy	0.621	srdačan
parade	joy	0.621	parada
applause	joy	0.621	pljesak
beauty	joy	0.621	ljepota
fulfilling	joy	0.618	ispunjavajući
aspiring	joy	0.618	težeći
newlife	joy	0.618	novi život
godbless	joy	0.616	bezbožan
virtuous	joy	0.613	čestit
kiss	joy	0.610	poljubac
christmas	joy	0.609	Božić
rainbows	joy	0.609	duge
elegance	joy	0.609	elegancija
generous	joy	0.609	velikodušan
super	joy	0.609	super
playful	joy	0.609	razigran
enlightenment	joy	0.609	prosvjetljenje
praiseworthy	joy	0.609	hvalevrijedan
awards	joy	0.609	nagrade
adorable	joy	0.609	divan
rekindle	joy	0.609	ponovo zapaliti
winnings	joy	0.609	dobitak
independence	joy	0.607	neovisnost
amour	joy	0.607	ljubav
kindness	joy	0.606	ljubaznost
surprises	joy	0.606	iznenađenja
heheh	joy	0.606	heheh
hilarity	joy	0.606	veselje
wonder	joy	0.606	čudo
freely	joy	0.606	slobodno
successful	joy	0.606	uspješan
inspired	joy	0.606	nadahnut
onelove	joy	0.606	jedna ljubav
whimsical	joy	0.603	kapriciozan
entertainment	joy	0.603	Zabava
passion	joy	0.603	strast
stressfree	joy	0.601	bez stresa
beautify	joy	0.601	uljepšati
sunrise	joy	0.600	izlazak sunca
godisgood	joy	0.597	Bog je dobar
goodmusic	joy	0.594	dobra glazba
revere	joy	0.594	duboko poštovati
whoo	joy	0.594	opa
fanfare	joy	0.594	fanfare
inspire	joy	0.594	nadahnuti
angel	joy	0.594	anđeo
thankgod	joy	0.594	hvala Bogu
goodies	joy	0.594	dobrote
jesus	joy	0.594	Isus
accomplishment	joy	0.594	postignuće
snuggled	joy	0.594	priljubljena
peacefully	joy	0.594	mirno
flirt	joy	0.594	koketirati
friendship	joy	0.591	prijateljstvo
singing	joy	0.591	pjevanje
heroic	joy	0.591	herojski
exalted	joy	0.591	uzvišen
fortune	joy	0.591	bogatstvo
highest	joy	0.591	najviši
summer	joy	0.591	ljeto
contented	joy	0.588	zadovoljan
rollicking	joy	0.588	veseo
overflowing	joy	0.588	prelijevajući se
woot	joy	0.588	woot
accolade	joy	0.586	priznanje
hope	joy	0.586	nada
cozy	joy	0.583	udoban
delicious	joy	0.579	ukusno
raving	joy	0.578	buncanje
thelife	joy	0.578	Život
darling	joy	0.578	dragi
sensuous	joy	0.578	senzualan
picturesque	joy	0.578	slikovit
friendly	joy	0.578	prijateljski
everlasting	joy	0.578	vječna
praise	joy	0.578	hvaliti
ambition	joy	0.578	ambicija
sparkle	joy	0.577	svjetlucati
sensual	joy	0.576	senzualan
peace	joy	0.576	mir
flattering	joy	0.576	laskajući
grace	joy	0.576	milost
luckygirl	joy	0.576	sretna djevojka
heroism	joy	0.576	junaštvo
succeeding	joy	0.576	uspjevši
yeahhh	joy	0.576	yeahhh
special	joy	0.574	poseban
livelife	joy	0.574	živi život
tantalizing	joy	0.572	primamljiv
pumped	joy	0.567	pumpana
yey	joy	0.562	da
surprise	joy	0.562	iznenađenje
sunny	joy	0.562	sunčano
prevail	joy	0.562	prevladati
revels	joy	0.562	uživanja
humorous	joy	0.562	duhoviti
sweets	joy	0.562	slatkiši
liking	joy	0.562	sviđanje
admirable	joy	0.562	izvrstan
superstar	joy	0.562	super zvijezda
relax	joy	0.562	opustiti
prosper	joy	0.562	napredovati
hero	joy	0.562	junak
hugs	joy	0.562	zagrljaji
worthwhile	joy	0.562	vrijedno truda
newyear	joy	0.561	nova godina
tenderness	joy	0.561	nježnost
bless	joy	0.561	blagosloviti
favorable	joy	0.561	povoljan
freedom	joy	0.561	sloboda
masterpiece	joy	0.561	remek djelo
dreams	joy	0.559	snovima
hopeful	joy	0.559	pun nade
home	joy	0.559	Dom
cruising	joy	0.556	krstarenja
gracias	joy	0.554	hvala
faithfulness	joy	0.553	vjernost
eagerness	joy	0.552	revnost
closeness	joy	0.552	bliskost
sunshine	joy	0.551	sunce
comfy	joy	0.551	udoban
vacation	joy	0.547	odmor
celestial	joy	0.547	nebeski
good	joy	0.547	dobro
elite	joy	0.547	elita
illuminate	joy	0.547	osvijetliti
confidence	joy	0.547	samouvjerenost
mistletoe	joy	0.547	imela
daughter	joy	0.547	kći
lifted	joy	0.547	podignuta
goodmorning	joy	0.547	dobro jutro
zeal	joy	0.547	revnost
gifts	joy	0.547	pokloni
gift	joy	0.547	dar
astonishment	joy	0.547	zapanjenost
heart	joy	0.547	srce
completion	joy	0.547	završetak
bonus	joy	0.547	bonus
charmed	joy	0.546	očaran
dance	joy	0.545	ples
sublime	joy	0.545	uzvišen
recreation	joy	0.545	rekreacija
encouragement	joy	0.545	ohrabrenje
god	joy	0.545	bog
gush	joy	0.545	šikljati
freshstart	joy	0.544	novi početak
free	joy	0.544	besplatno
savior	joy	0.543	spasitelj
sanctuary	joy	0.541	svetilište
grandchildren	joy	0.540	unuci
wellness	joy	0.537	wellness
revel	joy	0.534	uživanje
music	joy	0.531	glazba, muzika
fab	joy	0.531	fab
bridal	joy	0.531	svadbeni
soar	joy	0.531	lebdjeti
alive	joy	0.531	živ
money	joy	0.531	novac
soothing	joy	0.531	umirujući
serene	joy	0.531	spokojan
holiness	joy	0.531	svetost
inspirational	joy	0.531	inspirativno
matrimony	joy	0.531	brak
dayoff	joy	0.531	slobodan dan
savor	joy	0.531	uživati
vitality	joy	0.531	vitalnost
confident	joy	0.531	uvjeren
firstborn	joy	0.531	prvorođenac
rainbow	joy	0.531	duga
liberation	joy	0.531	oslobođenje
elegant	joy	0.530	elegantan
mastery	joy	0.530	majstorstvo
glimmer	joy	0.530	svjetlucanje
illumination	joy	0.530	osvjetljenje
blossom	joy	0.530	cvijet
warmth	joy	0.530	toplina
welcomed	joy	0.530	pozdravio
treat	joy	0.529	liječiti
faithful	joy	0.529	vjeran
snuggles	joy	0.522	privija se
laurels	joy	0.521	lovorike
commendable	joy	0.519	pohvalno
succeed	joy	0.516	uspjeti
jingle	joy	0.516	zveckati
zest	joy	0.516	poletnost
noschool	joy	0.516	nema škole
brotherly	joy	0.516	bratski
silly	joy	0.516	budalica
abundant	joy	0.516	obilan
fancy	joy	0.516	fensi
resplendent	joy	0.516	sjajan
strengthening	joy	0.516	jačanje
presents	joy	0.516	predstavlja
pride	joy	0.516	ponos
almighty	joy	0.516	svemogući
powerful	joy	0.516	snažan
aspire	joy	0.516	težiti
remarkable	joy	0.516	izvanredan
greeted	joy	0.516	pozdravio
thanking	joy	0.515	zahvaljujući
cutie	joy	0.515	slatkica
kudos	joy	0.515	čast
therapeutic	joy	0.515	terapeutski
zen	joy	0.515	Zen
coronation	joy	0.515	krunidba
complete	joy	0.515	potpuna
shining	joy	0.515	blistavo
spirit	joy	0.515	duh
princely	joy	0.515	kneževski
vivid	joy	0.515	živopisan
comfort	joy	0.515	udobnost
leisure	joy	0.515	slobodno vrijeme
reunited	joy	0.515	ponovno ujedinjeni
kid	joy	0.515	dijete
newme	joy	0.515	novi me
payday	joy	0.515	dan isplate
animated	joy	0.515	animirani
familytime	joy	0.515	obiteljsko vrijeme
relationship	joy	0.514	odnos
godly	joy	0.514	božji
marriage	joy	0.514	brak
daymade	joy	0.514	podnevni
spouse	joy	0.507	suprug
intimately	joy	0.507	prisno
respect	joy	0.500	poštovanje
bloom	joy	0.500	cvjetati
purr	joy	0.500	presti
carefree	joy	0.500	bezbrižan
nature	joy	0.500	priroda
encourage	joy	0.500	poticati
soulful	joy	0.500	duševan
refreshed	joy	0.500	osvježen
family	joy	0.500	obitelj
gem	joy	0.500	dragulj
meritorious	joy	0.500	zaslužan
achieved	joy	0.500	postignuto
motherhood	joy	0.500	majčinstvo
holyspirit	joy	0.500	Sveti Duh
surreal	joy	0.500	nestvarno
charitable	joy	0.500	dobrotvorna
teamjesus	joy	0.500	tim Isuse
stressrelief	joy	0.500	oslobađanje od stresa
erotic	joy	0.500	erotski
inviting	joy	0.500	pozivajući
baby	joy	0.500	dijete
dignity	joy	0.500	dostojanstvo
satisfied	joy	0.500	zadovoljan
visionary	joy	0.500	vizionar
memorable	joy	0.500	nezaboravan
veracity	joy	0.500	istinitost
healthy	joy	0.500	zdrav
welcoming	joy	0.500	dobrodošlicu
diamond	joy	0.500	dijamant
christ	joy	0.500	Krist
beach	joy	0.500	plaža
accomplish	joy	0.500	ostvariti
friends	joy	0.500	prijatelji
excel	joy	0.500	excel
health	joy	0.493	zdravlje
aura	joy	0.493	aura
yehey	joy	0.486	jehej
approved	joy	0.486	odobreno
oasis	joy	0.486	oaza
liberty	joy	0.486	sloboda
crowning	joy	0.485	krunidba
aspiration	joy	0.485	aspiracija
privileged	joy	0.485	privilegiran
crescendo	joy	0.485	krešendo
rapture	joy	0.485	zanos
liberate	joy	0.485	osloboditi
nocomplaints	joy	0.485	nema pritužbi
prestige	joy	0.485	prestiž
bounty	joy	0.485	nagrada
gentle	joy	0.485	nježan
inseparable	joy	0.485	nerazdvojni
engaging	joy	0.485	angažiranje
loyal	joy	0.485	odan
betrothed	joy	0.485	zaručnica
transcendence	joy	0.484	transcendencija
selfworth	joy	0.484	vlastita vrijednost
yummy	joy	0.484	ukusan
datenight	joy	0.484	noćni spoj
destiny	joy	0.484	sudbina
heyday	joy	0.484	zenit
aloha	joy	0.484	aloha
desire	joy	0.484	želja
dream	joy	0.484	san
luck	joy	0.484	sreća
fete	joy	0.484	svečanost
trophy	joy	0.484	trofej
bouquet	joy	0.484	buket
chocolate	joy	0.484	čokolada
creativity	joy	0.484	kreativnost
boyfriend	joy	0.480	dečko
commemoration	joy	0.479	komemoracija
intelligence	joy	0.477	inteligencija
readiness	joy	0.473	spremnost
friend	joy	0.471	prijatelju
bride	joy	0.471	nevjesta
enthusiast	joy	0.471	entuzijasta
lush	joy	0.470	bujna
inheritance	joy	0.470	nasljedstvo
soothe	joy	0.470	umiriti
tickle	joy	0.470	golicati
kiddo	joy	0.470	klinac
nostalgia	joy	0.470	nostalgija
massage	joy	0.470	masaža
calming	joy	0.470	umirujući
adventure	joy	0.470	avantura
pretty	joy	0.469	prilično
purring	joy	0.469	predenje
eternal	joy	0.469	vječna
humanitarian	joy	0.469	humanitarni
nurture	joy	0.469	njegovati
giving	joy	0.469	davanje
rest	joy	0.469	odmor
getaway	joy	0.469	maknuti se
goals	joy	0.469	ciljevi
pray	joy	0.469	moliti
bridegroom	joy	0.469	mladoženja
heartily	joy	0.469	srdačno
luster	joy	0.469	sjaj
bonding	joy	0.469	vezivanje
princess	joy	0.469	princeza
amicable	joy	0.469	prijateljski
benevolence	joy	0.469	dobronamjernost
child	joy	0.466	dijete
salutary	joy	0.465	spasonosan
invite	joy	0.457	pozvati
beam	joy	0.456	greda
reminiscing	joy	0.456	prisjećajući se
befriend	joy	0.455	sprijateljiti se
aesthetics	joy	0.455	estetika
friday	joy	0.455	petak
freshair	joy	0.455	svježi zrak
ceremony	joy	0.455	ceremonija
kindred	joy	0.455	rodbina
mindfulness	joy	0.455	pomnost
sonice	joy	0.455	tako lijepo
elevation	joy	0.455	uzvisina
tropical	joy	0.455	tropski
scholarship	joy	0.455	stipendija
hee	joy	0.455	hej
noworries	joy	0.453	bez brige
allure	joy	0.453	vabiti
approve	joy	0.453	odobriti
scenery	joy	0.453	krajolik
waterfall	joy	0.453	slap
vindication	joy	0.453	opravdanje
namaste	joy	0.453	namaste
commemorate	joy	0.453	komemorirati
faith	joy	0.453	vjera
birth	joy	0.453	rođenje
forgiveness	joy	0.453	praštanje
journey	joy	0.447	putovanje
meditation	joy	0.446	meditacija
relaxed	joy	0.442	opušten
present	joy	0.441	predstaviti
weekend	joy	0.441	vikend
tender	joy	0.441	ponuda
tranquil	joy	0.441	miran
lyrical	joy	0.439	lirski
sharing	joy	0.439	dijeljenje
esteem	joy	0.439	poštovanje
nostalgic	joy	0.439	nostalgičan
prayer	joy	0.439	molitva
righteousness	joy	0.439	pravednost
husband	joy	0.438	suprug
relief	joy	0.438	olakšanje
strength	joy	0.438	snaga
mighty	joy	0.438	moćan
unbeaten	joy	0.438	nepobijeđen
eager	joy	0.438	željan
share	joy	0.438	udio
newday	joy	0.438	novi dan
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditirati
life	joy	0.438	život
winterbreak	joy	0.429	zimski raspust
warm	joy	0.429	toplo
movingforward	joy	0.429	ići naprijed
buddy	joy	0.427	prijatelj
oneness	joy	0.426	jedinstvo
unconstrained	joy	0.424	nesputan
amen	joy	0.424	Amen
reverence	joy	0.424	štovanje
healthful	joy	0.424	zdravo
thelittlethings	joy	0.424	male stvari
medal	joy	0.424	medalja
unsurpassed	joy	0.424	nenadmašan
candlelight	joy	0.424	svijeća
carols	joy	0.424	kolede
ejaculation	joy	0.424	ejakulacija
beginnings	joy	0.422	počecima
sledding	joy	0.422	sanjkanje
graduation	joy	0.422	matura
frisky	joy	0.422	nestašan
lml	joy	0.422	lml
ease	joy	0.422	olakšati
symphony	joy	0.422	simfonija
wealth	joy	0.422	bogatstvo
helpful	joy	0.422	koristan
musical	joy	0.422	glazbeni
glitter	joy	0.422	svjetlucati
calmness	joy	0.422	smirenost
energy	joy	0.422	energije
safe	joy	0.422	sef
nostress	joy	0.421	nema stresa
soundness	joy	0.421	zvučnost
promise	joy	0.415	obećanje
reunite	joy	0.414	ponovno ujediniti
mother	joy	0.412	majka
salvation	joy	0.412	spasenje
poems	joy	0.412	pjesme
clown	joy	0.409	klaun
lavender	joy	0.409	lavanda
immaculate	joy	0.409	besprijekoran
purify	joy	0.409	pročistiti
inauguration	joy	0.409	inauguracija
aromatherapy	joy	0.409	aromaterapija
lighten	joy	0.409	posvijetliti
travel	joy	0.409	putovati
cash	joy	0.406	unovčiti
companion	joy	0.406	pratilac
live	joy	0.406	uživo
opportune	joy	0.406	prigodan
completing	joy	0.406	dovršavajući
charity	joy	0.406	milosrđe
heal	joy	0.406	liječiti
star	joy	0.406	zvijezda
wishing	joy	0.406	želeći
flowers	joy	0.406	cvijeće
income	joy	0.403	prihod
soul	joy	0.401	duša
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipacija
indescribable	joy	0.397	neopisiv
progress	joy	0.397	napredak
equality	joy	0.394	jednakost
childhood	joy	0.394	djetinjstvo
together	joy	0.394	zajedno
rhythmical	joy	0.394	ritmički
fullness	joy	0.394	punina
calm	joy	0.394	smiriti
hammock	joy	0.394	viseća mreža
picnic	joy	0.394	piknik
movies	joy	0.393	filmovi
zealous	joy	0.393	revnostan
playground	joy	0.391	igralište
affluence	joy	0.391	obilje
warms	joy	0.391	grije
choir	joy	0.391	zbor
littlethings	joy	0.391	male stvari
auspicious	joy	0.391	povoljan
meaningful	joy	0.391	smisleno
adventures	joy	0.391	pustolovine
goofy	joy	0.391	šašav
starry	joy	0.391	zvjezdani
humanity	joy	0.391	čovječanstvo
gesture	joy	0.387	gesta
witty	joy	0.382	duhovit
vow	joy	0.382	zavjet
shopping	joy	0.382	shopping
vibes	joy	0.379	vibracije
worship	joy	0.379	štovati
jump	joy	0.379	skok
communion	joy	0.379	pričest
reverend	joy	0.377	velečasni
rising	joy	0.375	dižući se
advance	joy	0.375	unaprijed
beaches	joy	0.375	plaže
sonorous	joy	0.375	zvučan
courtship	joy	0.375	udvaranje
experience	joy	0.375	iskustvo
reunion	joy	0.375	ponovno sjedinjenje
simplicity	joy	0.375	jednostavnost
full	joy	0.375	puna
hymn	joy	0.375	hvalospjev
spirits	joy	0.375	duhovi
unforgettable	joy	0.375	nezaboravan
mirth	joy	0.375	veselje
youth	joy	0.375	mladosti
scenic	joy	0.375	scenski
unique	joy	0.375	jedinstvena
redeemed	joy	0.375	otkupljen
alliance	joy	0.368	savez
baptismal	joy	0.368	krsni
grant	joy	0.366	odobriti
kitten	joy	0.364	mače
sanctification	joy	0.364	posvećenje
conciliation	joy	0.364	mirenje
improves	joy	0.364	poboljšava
pure	joy	0.364	čist
improve	joy	0.364	poboljšati
authentic	joy	0.364	autentičan
moonlight	joy	0.364	mjesečina
weightloss	joy	0.362	gubitak težine
raspberries	joy	0.360	maline
feeling	joy	0.359	osjećaj
jest	joy	0.359	šala
independent	joy	0.359	nezavisna
sanctify	joy	0.359	posvetiti
devotional	joy	0.359	pobožno
tinsel	joy	0.359	šljokice
proficiency	joy	0.359	stručnost
listenting	joy	0.359	slušajući
fidelity	joy	0.359	vjernost
revival	joy	0.359	oživljavanje
giver	joy	0.353	davatelj
cocoa	joy	0.353	kakao
deliverance	joy	0.348	oslobođenje
melody	joy	0.348	melodija
unification	joy	0.348	ujedinjenje
romp	joy	0.348	nered
purpose	joy	0.348	Svrha
choral	joy	0.348	zborski
exceed	joy	0.348	premašiti
dolphin	joy	0.348	dupin
roaring	joy	0.348	rikanje
favor	joy	0.348	milost
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	pohotan
fruits	joy	0.344	voće
cookies	joy	0.344	kolačići
manicure	joy	0.344	manikura
nowork	joy	0.344	nema rada
date	joy	0.344	datum
newstart	joy	0.344	novi početak
hedonism	joy	0.344	hedonizam
pledge	joy	0.344	zalog
electric	joy	0.344	električni
humble	joy	0.344	skroman
roadtrip	joy	0.344	putovanje cestom
thx	joy	0.344	hvala
kiddos	joy	0.344	klinci
celebrity	joy	0.342	slavna osoba
bridesmaid	joy	0.338	djeveruša
rhythm	joy	0.338	ritam
spa	joy	0.333	lječilište
snowday	joy	0.333	snježni dan
familiarity	joy	0.333	familijarnost
coffee	joy	0.333	kava
edification	joy	0.333	poučavanje
garden	joy	0.333	vrt
renovation	joy	0.333	obnova
dawn	joy	0.333	zora
connoisseur	joy	0.333	znalac
gazing	joy	0.333	zureći
obliging	joy	0.333	uslužan
partner	joy	0.333	partner
foodie	joy	0.331	gurman
synchronize	joy	0.329	sinkronizirati
tribulation	joy	0.328	nevolja
psalm	joy	0.328	psalam
pedicure	joy	0.328	pedikura
noregrets	joy	0.328	bez žaljenja
chirping	joy	0.328	cvrkućući
saint	joy	0.328	svetac
healing	joy	0.328	iscjeljivanje
carol	joy	0.328	pjesma
true	joy	0.328	pravi
hobby	joy	0.328	hobi
amnesty	joy	0.328	amnestijom
respite	joy	0.324	predah
recreational	joy	0.318	rekreativno
cousins	joy	0.318	rođaci
mellow	joy	0.318	pripit
restorative	joy	0.318	obnoviteljski
lazyday	joy	0.318	Lijen dan
classics	joy	0.318	klasike
reconciliation	joy	0.316	pomirenje
woods	joy	0.312	šumama
progression	joy	0.312	napredovanje
muchneeded	joy	0.312	prijeko potreban
sterling	joy	0.312	sterling
dove	joy	0.312	golubica
simplify	joy	0.312	pojednostaviti
fitness	joy	0.312	fitness
sunset	joy	0.312	zalazak sunca
wisdom	joy	0.312	mudrost
relight	joy	0.312	ponovno osvijetliti
living	joy	0.312	život
presto	joy	0.312	prijesto
playhouse	joy	0.312	kazalište
superman	joy	0.312	nadčovjek
pony	joy	0.312	poni
recovery	joy	0.312	oporavak
crafts	joy	0.312	obrtništvo
lord	joy	0.312	gospodar
deal	joy	0.312	Dogovor
improvement	joy	0.309	poboljšanje
infant	joy	0.309	dječji
absolution	joy	0.306	oprost
honest	joy	0.303	pošten, čestit
gently	joy	0.303	nježno
banquet	joy	0.303	banket
established	joy	0.303	uspostavljena
endless	joy	0.303	beskrajan
decorating	joy	0.303	ukrašavanje
providing	joy	0.300	pružanje
lounging	joy	0.297	izležavajući se
growth	joy	0.297	rast
strolling	joy	0.297	šetajući se
feat	joy	0.297	podvig
morals	joy	0.297	moral
mine	joy	0.297	rudnik
spending	joy	0.297	trošenje
light	joy	0.297	svjetlo
spiritual	joy	0.297	duhovni
quaint	joy	0.297	čudan
fraternal	joy	0.297	bratski
notable	joy	0.297	primjetan
softly	joy	0.297	tiho
harvest	joy	0.297	žetva
yearning	joy	0.297	čežnja
breeze	joy	0.297	povjetarac
joker	joy	0.297	šaljivac
meditating	joy	0.297	meditirajući
fervor	joy	0.295	žestina
quotes	joy	0.294	citati
volunteer	joy	0.294	dobrovoljac
gain	joy	0.288	dobiti
resources	joy	0.288	resursi
create	joy	0.288	stvoriti
psalms	joy	0.288	psalmi
hippie	joy	0.288	hipik
taoism	joy	0.288	taoizam
midwife	joy	0.288	primalja
receiving	joy	0.287	primanje
snowfall	joy	0.286	padanje snijega
ocean	joy	0.286	ocean
lsd	joy	0.286	lsd
hiking	joy	0.283	planinarenje
evergreen	joy	0.281	zimzelen
destination	joy	0.281	odredište
candid	joy	0.281	iskren
unwind	joy	0.281	odviti
truce	joy	0.281	primirje
toast	joy	0.281	tost
chill	joy	0.281	ohladiti se
infinity	joy	0.281	beskonačnost
rested	joy	0.281	odmorio se
buzzing	joy	0.281	zujanje
venerable	joy	0.279	časni
balance	joy	0.275	ravnoteža
retirement	joy	0.275	odlazak u mirovinu
fireplace	joy	0.273	kamin
buddha	joy	0.273	Buda
devout	joy	0.273	pobožan
drinks	joy	0.273	pića
rapt	joy	0.273	ushićen
swim	joy	0.273	plivati
compensate	joy	0.273	nadoknaditi
snowing	joy	0.271	pada snijeg
sublimation	joy	0.270	sublimacija
fruity	joy	0.268	voćni
sunday	joy	0.266	nedjelja
sketching	joy	0.266	skiciranje
paragon	joy	0.266	uzor
humility	joy	0.266	poniznost
ministry	joy	0.266	ministarstvo
waves	joy	0.266	valovi
cathedral	joy	0.266	katedrala
sun	joy	0.266	Sunce
yoga	joy	0.266	joga
fortitude	joy	0.266	snaga duha
salute	joy	0.266	pozdrav
buddhism	joy	0.266	budizam
whim	joy	0.266	hir
artwork	joy	0.265	ilustracije
practiced	joy	0.264	uvježban
clean	joy	0.260	čist
running	joy	0.258	trčanje
clarity	joy	0.258	jasnoća
found	joy	0.258	pronađeno
fitting	joy	0.258	pristajanje
immerse	joy	0.258	zaroniti
exercise	joy	0.258	vježbanje
food	joy	0.258	hrana
autumn	joy	0.254	jesen
fit	joy	0.250	odgovarati
morning	joy	0.250	jutro
contagious	joy	0.250	zarazan
outdoors	joy	0.250	na otvorenom
hardy	joy	0.250	izdržljiv
candles	joy	0.250	svijeće
advocacy	joy	0.250	zagovaranje
countryside	joy	0.250	ladanje
demonstrative	joy	0.250	demonstrativna
football	joy	0.250	nogomet
chirp	joy	0.250	cvrkut
chilled	joy	0.250	ohlađena
undying	joy	0.250	besmrtan
visitor	joy	0.250	posjetitelj
clap	joy	0.250	pljeskati
diary	joy	0.250	dnevnik
ardent	joy	0.250	gorljiv
expedient	joy	0.250	sredstvo
mountain	joy	0.250	planina
cradle	joy	0.247	kolijevka
trance	joy	0.246	trans
intense	joy	0.242	intenzivno
procession	joy	0.242	procesija
church	joy	0.242	crkva
pay	joy	0.242	platiti
supremacy	joy	0.242	nadmoći
preservative	joy	0.242	konzervans
grow	joy	0.242	rasti
breakfast	joy	0.242	doručak
consecration	joy	0.235	posvećenje
salary	joy	0.234	plaća
lifetime	joy	0.234	doživotno
incense	joy	0.234	tamjan
ordination	joy	0.234	ređenje
snowy	joy	0.234	snježna
art	joy	0.234	umjetnost
nursery	joy	0.234	rasadnik
skiing	joy	0.234	skijanje
candle	joy	0.234	svijeća
doll	joy	0.234	lutka
vote	joy	0.234	glasanje
humbled	joy	0.234	ponižen
lyre	joy	0.234	lira
pastry	joy	0.229	tijesto
remedy	joy	0.227	lijek
chilling	joy	0.227	hlađenje
firefly	joy	0.227	krijesnica
rescue	joy	0.225	spasiti
camping	joy	0.221	kampiranje
perspective	joy	0.221	perspektiva
orchestra	joy	0.221	orkestar
orchard	joy	0.221	voćnjak
breezy	joy	0.219	vjetrovit
gardens	joy	0.219	vrtovima
castle	joy	0.219	dvorac
lamb	joy	0.219	janjetina
possess	joy	0.219	posjedovati
bouttime	joy	0.212	bouttime
pho	joy	0.212	fo
reggae	joy	0.212	reggae
countrymusic	joy	0.212	domaća glazba
teach	joy	0.212	podučavati
brisk	joy	0.212	žustar
ribbon	joy	0.212	vrpca
raindrops	joy	0.212	kišne kapi
mucis	joy	0.212	sluz
repay	joy	0.212	otplaćivati
listneing	joy	0.212	slušanje
nap	joy	0.206	drijemati
legalized	joy	0.203	legalizirana
unexpected	joy	0.203	neočekivano
vernal	joy	0.203	proljetni
chant	joy	0.203	pjevati
hire	joy	0.203	najam
uncontrollable	joy	0.203	nekontroliran
stillness	joy	0.203	mirovanje
lights	joy	0.203	svjetla
cove	joy	0.203	uvala
save	joy	0.200	uštedjeti
pastor	joy	0.197	pastor
atone	joy	0.197	iskupiti se
symmetry	joy	0.197	simetrija
trees	joy	0.197	stabla
oneday	joy	0.197	jednog dana
scripture	joy	0.196	sveto pismo
mountains	joy	0.194	planine
craziness	joy	0.188	ludost
tea	joy	0.188	čaj
walking	joy	0.188	hodanje
whiteness	joy	0.188	bjelina
sympathetic	joy	0.188	suosjećajan
forefathers	joy	0.188	preci
pathway	joy	0.188	put
custom	joy	0.188	prilagođen
quiet	joy	0.188	miran
liquor	joy	0.188	liker
soppy	joy	0.188	mokar
patient	joy	0.186	pacijent
movingon	joy	0.182	idemo dalje
score	joy	0.182	postići
dollhouse	joy	0.182	kućica za lutke
bath	joy	0.182	kupka
supporter	joy	0.180	podupiratelj
accompaniment	joy	0.179	pratnja
pursuit	joy	0.176	potjera
outburst	joy	0.176	ispad
frosty	joy	0.174	mrazovito
luncheon	joy	0.172	ručak
service	joy	0.172	servis
workout	joy	0.172	vježbati
closure	joy	0.172	zatvaranje
wintery	joy	0.172	zimski
civilized	joy	0.169	civiliziran
wages	joy	0.169	plaće
december	joy	0.167	prosinac
fain	joy	0.167	prinuđen
glide	joy	0.162	kliziti
acrobat	joy	0.162	akrobatica
finally	joy	0.157	konačno
chai	joy	0.156	čaj
obtainable	joy	0.156	dobiti
elf	joy	0.156	patuljak
peppermint	joy	0.156	paprena metvica
break	joy	0.156	pauza
reproductive	joy	0.156	reproduktivni
