English Word	Emotion	Emotion-Intensity-Score	Norwegian Word
overpowering	fear	0.562	overveldende
thrash	fear	0.562	søppel
incrimination	fear	0.562	inkriminering
grave	fear	0.562	grav
confine	fear	0.562	begrense
appalling	fear	0.562	forferdelig
lawsuit	fear	0.562	rettssak
risky	fear	0.562	risikabelt
incubus	fear	0.562	inkubus
punishing	fear	0.562	straffe
powerless	fear	0.562	maktesløs
freak	fear	0.562	freak
mange	fear	0.562	mange
risk	fear	0.562	Fare
sacrifices	fear	0.562	ofre
duel	fear	0.562	duell
pitfall	fear	0.562	fallgruve
gunpowder	fear	0.562	krutt
turbulence	fear	0.562	turbulens
eeek	fear	0.562	eikk
martyrdom	fear	0.562	martyrdøden
unsafe	fear	0.561	utrygt
worstfeeling	fear	0.560	verste følelsen
perpetrator	fear	0.560	gjerningspersonen
sin	fear	0.560	synd
occult	fear	0.559	okkult
intimidation	fear	0.559	trusler
disable	fear	0.558	deaktiver
decay	fear	0.557	forfall
autopsy	fear	0.557	autopsi
affliction	fear	0.557	lidelse
vulnerability	fear	0.548	sårbarhet
growling	fear	0.547	knurring
scandal	fear	0.547	skandale
scorpion	fear	0.547	skorpion
appendicitis	fear	0.547	blindtarmbetennelse
thief	fear	0.547	tyv
siren	fear	0.547	sirene
brigade	fear	0.547	brigade
insanity	fear	0.547	galskap
enmity	fear	0.547	fiendskap
beware	fear	0.547	pass på
ailing	fear	0.547	sykelig
talons	fear	0.547	klør
expulsion	fear	0.547	utvisning
asylum	fear	0.547	asyl
needles	fear	0.547	nåler
outburst	fear	0.547	utbrudd
cannon	fear	0.547	kanon
outcry	fear	0.547	ramaskrik
defenseless	fear	0.547	forsvarsløs
apparition	fear	0.547	tilsynekomst
flood	fear	0.547	oversvømmelse
precarious	fear	0.547	prekær
derogation	fear	0.547	unntak
overthrow	fear	0.547	styrte
gonorrhea	fear	0.547	gonoré
bondage	fear	0.547	trelldom
neuralgia	fear	0.547	nevralgi
deformity	fear	0.547	misdannelse
samurai	fear	0.547	samurai
communism	fear	0.547	kommunisme
adder	fear	0.547	huggorm
coercion	fear	0.547	tvang
jeopardize	fear	0.547	sette i fare
senile	fear	0.547	senil
noxious	fear	0.547	skadelig
abhor	fear	0.547	avsky
mad	fear	0.547	gal
plunge	fear	0.547	stupe
uprising	fear	0.545	oppstand
retribution	fear	0.545	straff
cemetery	fear	0.541	gravplass
badness	fear	0.539	ondskap
phantom	fear	0.538	fantom
abandoned	fear	0.534	forlatt
fled	fear	0.534	flyktet
rejection	fear	0.533	avslag
hopelessness	fear	0.531	håpløshet
shaking	fear	0.531	rister
endocarditis	fear	0.531	endokarditt
cowardly	fear	0.531	feigt
lawlessness	fear	0.531	lovløshet
punish	fear	0.531	straffe
manipulation	fear	0.531	manipulasjon
broken	fear	0.531	gått i stykker
carnivorous	fear	0.531	kjøttetende
impotence	fear	0.531	maktesløshet
unstable	fear	0.531	ustabil
penetration	fear	0.531	penetrasjon
incursion	fear	0.531	innfall
stalk	fear	0.531	forfølge
frenzied	fear	0.531	vanvittig
disembodied	fear	0.531	kroppsløs
superstitious	fear	0.531	overtroisk
stressed	fear	0.531	stresset
leeches	fear	0.531	igler
helpless	fear	0.531	hjelpeløs
harbinger	fear	0.531	varsel
saber	fear	0.531	sabel
atherosclerosis	fear	0.531	aterosklerose
deserted	fear	0.531	forlatt
manifestation	fear	0.531	manifestasjon
theft	fear	0.531	tyveri
captor	fear	0.531	fangefanger
slave	fear	0.531	slave
distrust	fear	0.531	mistro
subjugation	fear	0.531	underkastelse
buried	fear	0.531	begravd
wrangling	fear	0.531	krangling
freakout	fear	0.531	frike ut
rebellion	fear	0.531	opprør
abandon	fear	0.531	forlate
eek	fear	0.531	eek
jarring	fear	0.531	skurrende
swastika	fear	0.531	hakekors
failing	fear	0.531	mislykkes
stormy	fear	0.531	storm-
bacterium	fear	0.531	bakterie
suspense	fear	0.529	spenning
blood	fear	0.525	blod
hiding	fear	0.524	skjule
bear	fear	0.524	Bjørn
unlawful	fear	0.519	ulovlig
crazy	fear	0.519	gal
anxious	fear	0.518	engstelig
cult	fear	0.518	kult
captive	fear	0.517	fange
deportation	fear	0.517	deportasjon
emaciated	fear	0.516	avmagret
badfeeling	fear	0.516	dårlig følelse
troublesome	fear	0.516	plagsom
unthinkable	fear	0.516	utenkelig
robber	fear	0.516	raner
embolism	fear	0.516	emboli
plight	fear	0.516	vanskelig situasjon
intolerance	fear	0.516	intoleranse
sorcery	fear	0.516	trolldom
helplessness	fear	0.516	hjelpeløshet
foreboding	fear	0.516	varsler
grievous	fear	0.516	alvorlig
plunder	fear	0.516	plyndre
exacerbation	fear	0.516	forverring
relapse	fear	0.516	tilbakefall
chased	fear	0.516	jaget
insidious	fear	0.516	lumsk
smite	fear	0.516	slå
detainee	fear	0.516	internert
suspect	fear	0.516	mistenkt
shriek	fear	0.516	skrik
oppress	fear	0.516	undertrykke
busted	fear	0.516	tatt på fersken
growl	fear	0.516	knurre
pernicious	fear	0.516	skadelig
incite	fear	0.516	hetse opp
harshness	fear	0.516	hardhet
fang	fear	0.516	fang
sting	fear	0.516	Brodd
enforce	fear	0.516	håndheve
conspirator	fear	0.516	konspirator
darkness	fear	0.516	mørke
revulsion	fear	0.516	avsky
exile	fear	0.516	eksil
biopsy	fear	0.516	biopsi
palsy	fear	0.516	parese
depression	fear	0.508	depresjon
confinement	fear	0.507	innesperring
subvert	fear	0.500	undergrave
infarct	fear	0.500	infarkt
surrender	fear	0.500	overgi seg
prayforme	fear	0.500	be for meg
mistrust	fear	0.500	mistillit
odious	fear	0.500	avskyelig
madden	fear	0.500	gal
eeeek	fear	0.500	eeeekk
hunting	fear	0.500	jakt
constraint	fear	0.500	begrensning
suppression	fear	0.500	undertrykkelse
alcoholism	fear	0.500	alkoholisme
intolerant	fear	0.500	intolerant
blob	fear	0.500	blob
cliff	fear	0.500	klippe
frenetic	fear	0.500	frenetisk
illegal	fear	0.500	ulovlig
scalpel	fear	0.500	skalpell
downfall	fear	0.500	fall
prohibited	fear	0.500	forbudt
suppress	fear	0.500	undertrykke
raving	fear	0.500	raving
squeamish	fear	0.500	pysete
instability	fear	0.500	ustabilitet
vertigo	fear	0.500	svimmelhet
brute	fear	0.500	brute
sinful	fear	0.500	syndig
ruined	fear	0.500	ruinert
premeditated	fear	0.500	overlagt
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	trass
wasp	fear	0.500	veps
towering	fear	0.500	ruvende
woe	fear	0.491	ve
lash	fear	0.484	piskeslag
indefensible	fear	0.484	uforsvarlig
dismay	fear	0.484	forferdelse
disgusting	fear	0.484	motbydelig
divorce	fear	0.484	skilsmisse
hate	fear	0.484	hat
freakish	fear	0.484	freakish
sonervous	fear	0.484	så nervøs
ambulance	fear	0.484	ambulanse
rabble	fear	0.484	rabbel
flinch	fear	0.484	rykke til
palpitations	fear	0.484	hjertebank
fiend	fear	0.484	djevel
hallucination	fear	0.484	hallusinasjon
blackness	fear	0.484	svarthet
defamation	fear	0.484	ærekrenkelse
intrusion	fear	0.484	inntrenging
syringe	fear	0.484	sprøyte
prejudiced	fear	0.484	fordomsfull
indictment	fear	0.484	tiltale
worrying	fear	0.484	bekymrende
retard	fear	0.484	tilbakestående
canthandleit	fear	0.484	kan ikke håndtere det
insecurity	fear	0.484	usikkerhet
ravine	fear	0.484	ravine
poaching	fear	0.484	krypskyting
cracked	fear	0.484	sprukket
hospital	fear	0.484	sykehus
slam	fear	0.484	smelle
armor	fear	0.484	rustning
warrior	fear	0.484	kriger
coerce	fear	0.484	tvinge
hearse	fear	0.484	likbil
jumpy	fear	0.484	skvetten
cutting	fear	0.484	kutting
dishonor	fear	0.484	vanære
perjury	fear	0.484	mened
accusing	fear	0.484	anklagende
worse	fear	0.484	verre
endemic	fear	0.484	endemisk
ohno	fear	0.484	å nei
restriction	fear	0.484	begrensning
ravenous	fear	0.484	skrubbsulten
rat	fear	0.484	rotte
lion	fear	0.484	løve
shiver	fear	0.484	skjelve
averse	fear	0.483	uvillig
inspection	fear	0.483	undersøkelse
sinner	fear	0.483	synder
despairing	fear	0.474	fortvilet
missing	fear	0.474	savnet
darken	fear	0.471	mørkere
austere	fear	0.470	streng
unhealthy	fear	0.469	usunn
revoke	fear	0.469	tilbakekalle
fret	fear	0.469	bekymre seg
breakdown	fear	0.469	sammenbrudd
superstition	fear	0.469	overtro
criticize	fear	0.469	kritisere
armored	fear	0.469	pansret
illegality	fear	0.469	ulovlighet
overwhelmed	fear	0.469	overveldet
infidelity	fear	0.469	utroskap
thresh	fear	0.469	treske
scrapie	fear	0.469	skrantesjuke
precipice	fear	0.469	stup
idolatry	fear	0.469	avgudsdyrkelse
depressed	fear	0.469	deprimert
subversion	fear	0.469	undergraving
asteroid	fear	0.469	asteroide
jaws	fear	0.469	kjever
accused	fear	0.469	tiltalte
sinking	fear	0.469	synker
admonition	fear	0.469	formaning
indict	fear	0.469	tiltale
quiver	fear	0.469	skjelve
startle	fear	0.469	skremme
toothache	fear	0.469	tannverk
soulless	fear	0.469	sjelløs
foreclose	fear	0.469	utelukke
aftermath	fear	0.469	etterspill
fierce	fear	0.469	voldsom
fever	fear	0.469	feber
intrusive	fear	0.469	påtrengende
decomposition	fear	0.469	nedbrytning
nervous	fear	0.469	nervøs
animosity	fear	0.469	fiendtlighet
inmate	fear	0.469	innsatt
regime	fear	0.469	regime
spear	fear	0.468	spyd
nasty	fear	0.466	ekkel
worried	fear	0.466	bekymret
puma	fear	0.465	puma
thirteenth	fear	0.465	trettende
contraband	fear	0.464	smuglergods
insecure	fear	0.461	utrygg
disturbance	fear	0.459	forstyrrelse
denunciation	fear	0.456	oppsigelse
destitute	fear	0.455	nødlidende
stigma	fear	0.455	stigma
powerfully	fear	0.454	kraftig
apprehension	fear	0.453	engstelse
derogatory	fear	0.453	nedsettende
disruption	fear	0.453	forstyrrelse
rigor	fear	0.453	strenghet
dinosaur	fear	0.453	dinosaur
rifle	fear	0.453	rifle
illicit	fear	0.453	ulovlig
grope	fear	0.453	famle
howl	fear	0.453	hyle
stranger	fear	0.453	fremmed
resisting	fear	0.453	gjøre motstand
resign	fear	0.453	si opp
spasm	fear	0.453	spasmer
unspeakable	fear	0.453	ubeskrivelig
quandary	fear	0.453	dilemma
shrill	fear	0.453	skingrende
penal	fear	0.453	straffe
lockup	fear	0.453	låse
indoctrination	fear	0.453	indoktrinering
restrain	fear	0.453	holde tilbake
disreputable	fear	0.453	uanstendig
scold	fear	0.453	skjenne
wail	fear	0.453	jamre
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	varsle
batter	fear	0.453	røre
ohgod	fear	0.453	å gud
penalty	fear	0.453	straff
straits	fear	0.453	sundet
orphan	fear	0.453	foreldreløs
urgent	fear	0.450	som haster
arraignment	fear	0.450	rettssak
tramp	fear	0.440	landstryker
stress	fear	0.439	understreke
behemoth	fear	0.439	behemoth
accidental	fear	0.438	tilfeldig
dominate	fear	0.438	dominere
cabal	fear	0.438	kabal
accuser	fear	0.438	anklager
debacle	fear	0.438	debakel
perverse	fear	0.438	pervers
looming	fear	0.438	truende
yell	fear	0.438	hyle
forfeiture	fear	0.438	inndragning
infirmity	fear	0.438	skrøpelighet
expel	fear	0.438	utvise
probation	fear	0.438	prøvetid
falter	fear	0.438	vakle
tribunal	fear	0.438	tribunal
atrophy	fear	0.438	atrofi
aghhh	fear	0.438	åhhh
bewildered	fear	0.438	forvirret
asp	fear	0.438	asp
mace	fear	0.438	Labyrint
wince	fear	0.438	krympe
concealed	fear	0.438	skjult
indomitable	fear	0.438	ukuelig
illegitimate	fear	0.438	uekte
stripped	fear	0.438	strippet
unprepared	fear	0.438	uforberedt
entangled	fear	0.438	viklet inn
coldsweat	fear	0.438	kaldsvette
dentists	fear	0.438	tannleger
predicament	fear	0.438	knipe
rheumatism	fear	0.438	revmatisme
displaced	fear	0.438	fortrengt
dislocated	fear	0.438	forstuet
prick	fear	0.438	stikk
targeting	fear	0.438	rettet mot
obstruct	fear	0.438	blokkere
gasping	fear	0.438	gisper
scarcity	fear	0.438	knapphet
irreconcilable	fear	0.438	uforsonlig
impermeable	fear	0.438	ugjennomtrengelig
broke	fear	0.438	blakk
halting	fear	0.435	stopper
mysterious	fear	0.435	mystisk
insulting	fear	0.435	fornærmende
rebels	fear	0.435	opprørere
repulsion	fear	0.431	frastøtning
glare	fear	0.430	gjenskinn
punitive	fear	0.425	straffende
sordid	fear	0.425	kjipt
stake	fear	0.423	innsats
tempest	fear	0.423	storm
deleterious	fear	0.422	skadelig
reticent	fear	0.422	tilbakeholdende
stresses	fear	0.422	stresser
fainting	fear	0.422	besvimelse
offense	fear	0.422	fornærmelse
extrajudicial	fear	0.422	utenomrettslig
delusion	fear	0.422	vrangforestilling
thumping	fear	0.422	dunkende
lament	fear	0.422	beklage
depress	fear	0.422	deprimere
usurped	fear	0.422	tilranet seg
bigot	fear	0.422	bigot
hydra	fear	0.422	hydra
stressin	fear	0.422	stresser
coyote	fear	0.422	prærieulv
wilderness	fear	0.422	villmark
infamous	fear	0.422	beryktet
troll	fear	0.422	troll
dissident	fear	0.422	dissident
unnatural	fear	0.422	unaturlig
disappear	fear	0.422	forsvinne
bayonet	fear	0.422	bajonett
depresson	fear	0.422	depresjon
anathema	fear	0.422	anathema
steal	fear	0.422	stjele
publicspeaking	fear	0.422	offentlig tale
burdensome	fear	0.422	tyngende
bier	fear	0.422	bier
prowl	fear	0.422	lure
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	vannkopper
suspension	fear	0.422	suspensjon
unsteady	fear	0.422	ustødig
heathen	fear	0.422	hedning
alien	fear	0.422	romvesen
adversity	fear	0.418	motgang
ineptitude	fear	0.417	udugelighet
outsider	fear	0.413	utenforstående
ugliness	fear	0.410	stygghet
immoral	fear	0.410	umoralsk
vulture	fear	0.410	gribb
ghetto	fear	0.406	ghetto
nausea	fear	0.406	kvalme
weakly	fear	0.406	svakt
penance	fear	0.406	bot
distressed	fear	0.406	nedtrykt
dominant	fear	0.406	dominerende
disallowed	fear	0.406	ikke tillatt
recklessness	fear	0.406	hensynsløshet
insolvent	fear	0.406	insolvent
wary	fear	0.406	på vakt
scar	fear	0.406	arr
ohdear	fear	0.406	kjære
drones	fear	0.406	droner
tearful	fear	0.406	tårevåt
stretcher	fear	0.406	båre
stressing	fear	0.406	stresser
omnipotence	fear	0.406	allmakt
rubble	fear	0.406	steinsprut
escape	fear	0.406	flukt
whimper	fear	0.406	klynke
dismissal	fear	0.406	avskjedigelse
screech	fear	0.406	skrik
resection	fear	0.406	reseksjon
disorder	fear	0.406	lidelse
possession	fear	0.406	besittelse
claw	fear	0.406	klo
blackout	fear	0.406	blackout
squall	fear	0.406	storm
disabled	fear	0.406	funksjonshemmet
deport	fear	0.406	deportere
disgust	fear	0.406	avsky
stressful	fear	0.406	stressende
socialism	fear	0.405	sosialisme
conspiracy	fear	0.400	sammensvergelse
toughness	fear	0.400	seighet
defection	fear	0.398	avhopp
absence	fear	0.396	fravær
moan	fear	0.394	stønn
crusade	fear	0.392	korstog
overt	fear	0.391	åpenlyst
whatdoido	fear	0.391	hva gjør jeg
refutation	fear	0.391	tilbakevisning
descent	fear	0.391	avstamning
reject	fear	0.391	avvise
suspicion	fear	0.391	mistanke
exigent	fear	0.391	krevende
concealment	fear	0.391	fortielse
xanax	fear	0.391	xanax
cleave	fear	0.391	klyve
diagnosis	fear	0.391	diagnose
separation	fear	0.391	atskillelse
spaz	fear	0.391	spaz
musket	fear	0.391	muskett
brimstone	fear	0.391	svovel
repellent	fear	0.391	frastøtende
discrimination	fear	0.391	diskriminering
unrest	fear	0.391	uro
insolvency	fear	0.391	insolvens
submission	fear	0.391	innlevering
mental	fear	0.391	mental
scarecrow	fear	0.391	fugleskremsel
snare	fear	0.391	skarptromme
unemployed	fear	0.391	arbeidsledig
stifled	fear	0.391	kvalt
procedure	fear	0.391	fremgangsmåte
excitation	fear	0.391	eksitasjon
cyst	fear	0.391	cyste
avoiding	fear	0.391	unngå
lose	fear	0.391	å tape
nervy	fear	0.391	nervøs
gulp	fear	0.391	gulp
conquer	fear	0.391	erobre
dubious	fear	0.391	tvilsom
hardened	fear	0.391	herdet
radon	fear	0.391	radon
urgency	fear	0.391	hastverk
theocratic	fear	0.391	teokratisk
poverty	fear	0.391	fattigdom
throb	fear	0.388	banke
outcast	fear	0.388	utstøtt
orc	fear	0.388	orc
disapprove	fear	0.380	mislike
dontpanic	fear	0.378	ikke få panikk
withdrawals	fear	0.377	uttak
plea	fear	0.377	bønn
expose	fear	0.375	avdekke
edict	fear	0.375	påbud
frigate	fear	0.375	fregatt
bunker	fear	0.375	bunker
obligor	fear	0.375	skyldner
suspected	fear	0.375	mistenkt
interrogate	fear	0.375	forhøre
escaped	fear	0.375	rømte
flu	fear	0.375	influensa
ocd	fear	0.375	ocd
taunt	fear	0.375	håne
sultan	fear	0.375	sultan
bad	fear	0.375	dårlig
bankrupt	fear	0.375	konkurs
psychological	fear	0.375	psykologisk
dentistry	fear	0.375	tannbehandling
chimera	fear	0.375	kimær
sneaking	fear	0.375	sniking
nauseous	fear	0.375	kvalm
barricade	fear	0.375	barrikade
locust	fear	0.375	gresshoppe
dissolution	fear	0.375	oppløsning
misconception	fear	0.375	misforståelse
embarrassment	fear	0.375	flause
chasm	fear	0.375	kløft
grieve	fear	0.375	sørge
khan	fear	0.375	khan
coldness	fear	0.375	kulde
kerosene	fear	0.375	parafin
antsy	fear	0.375	sur
mentalhealth	fear	0.375	mental Helse
obi	fear	0.375	obi
pressure	fear	0.375	press
military	fear	0.375	militær
whirlpool	fear	0.375	boblebad
repellant	fear	0.373	frastøtende middel
unknown	fear	0.369	ukjent
pare	fear	0.367	pare
jealousy	fear	0.365	sjalusi
formidable	fear	0.359	formidabel
desert	fear	0.359	ørken
cautionary	fear	0.359	advarende
onedge	fear	0.359	på kanten
jaundice	fear	0.359	gulsott
pessimism	fear	0.359	pessimisme
recurring	fear	0.359	tilbakevendende
difficult	fear	0.359	vanskelig
concerned	fear	0.359	bekymret
consternation	fear	0.359	bestyrtelse
bottomless	fear	0.359	bunnløs
revolution	fear	0.359	revolusjon
stint	fear	0.359	stint
government	fear	0.359	Myndighetene
bankruptcy	fear	0.359	konkurser
timid	fear	0.359	sjenert
contempt	fear	0.359	forakt
warned	fear	0.359	advart
measles	fear	0.359	meslinger
rejects	fear	0.359	avviser
sectarian	fear	0.359	sekterisk
headaches	fear	0.359	hodepine
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	sløsing
conquest	fear	0.359	erobring
depreciation	fear	0.359	avskrivninger
mournful	fear	0.359	sørgmodig
mandamus	fear	0.359	mandamus
spike	fear	0.359	pigg
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	opprører
exam	fear	0.359	eksamen
anomaly	fear	0.359	anomali
mug	fear	0.359	krus
constrain	fear	0.358	begrense, forhindre
languishing	fear	0.358	syltende
bane	fear	0.356	bane
impeach	fear	0.354	riksrett
warden	fear	0.354	vaktmester
adverse	fear	0.352	uheldig
lawyer	fear	0.349	advokat
libel	fear	0.348	injurie
retrenchment	fear	0.345	nedskjæringer
imminent	fear	0.345	nært forestående
shame	fear	0.344	skam
avoidance	fear	0.344	unngåelse
shortage	fear	0.344	mangel
opium	fear	0.344	opium
swerve	fear	0.344	svinge
evade	fear	0.344	unngå
servile	fear	0.344	servile
pest	fear	0.344	skadedyr
hesitation	fear	0.344	nøling
loneliness	fear	0.344	ensomhet
discipline	fear	0.344	disiplin
fanaticism	fear	0.344	fanatisme
sorrow	fear	0.344	sorg
hiss	fear	0.344	suser
belittle	fear	0.344	bagatellisere
knell	fear	0.344	knel
contentious	fear	0.344	omstridt
bearish	fear	0.344	bearish
opposed	fear	0.344	motarbeidet
launches	fear	0.344	lanserer
taboo	fear	0.344	tabu
cutter	fear	0.344	kutter
defy	fear	0.344	trosse
unjustifiable	fear	0.344	utilbørlig
parachute	fear	0.344	fallskjerm
eel	fear	0.344	ål
psych	fear	0.344	psyk
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	kjennelse
mri	fear	0.344	mri
shaky	fear	0.344	skjelvende
resistant	fear	0.344	motstandsdyktig
obstacle	fear	0.344	hindring
reckless	fear	0.344	uforsvarlig
recession	fear	0.344	resesjon
disrespectful	fear	0.343	respektløs
phalanx	fear	0.342	falanks
creature	fear	0.340	skapning
specter	fear	0.331	spekter
mortgage	fear	0.331	boliglån
enigmatic	fear	0.329	gåtefull
supremacy	fear	0.328	overherredømme
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	anklagede
feeling	fear	0.328	følelse
ethereal	fear	0.328	eterisk
undesirable	fear	0.328	uønsket
mishap	fear	0.328	uhell
outpost	fear	0.328	utpost
weirdo	fear	0.328	raring
caution	fear	0.328	forsiktighet
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	herredømme
wimp	fear	0.328	pyse
quash	fear	0.328	kvash
subordinate	fear	0.328	underordnet
shank	fear	0.328	skaft
remove	fear	0.328	fjerne
senseless	fear	0.328	meningsløs
shutdown	fear	0.328	skru av
gametime	fear	0.328	spilletid
uhoh	fear	0.328	UH oh
loom	fear	0.328	vevstol
police	fear	0.328	politiet
wrongly	fear	0.328	feil
unlucky	fear	0.328	uheldig
gladiator	fear	0.328	gladiator
adrift	fear	0.328	på drift
hives	fear	0.328	utslett
smut	fear	0.328	smut
encumbrance	fear	0.328	heftelse
unsettled	fear	0.327	uoppgjort
scarce	fear	0.327	knapp
antisocial	fear	0.324	asosial
astray	fear	0.320	på avveie
vigilant	fear	0.319	årvåken
socialist	fear	0.318	sosialist
halter	fear	0.318	grime
pessimist	fear	0.317	pessimist
pacing	fear	0.316	tempo
wimpy	fear	0.312	pysete
clinical	fear	0.312	klinisk
blight	fear	0.312	sykdom
muzzle	fear	0.312	snuteparti
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	terapeut
laxative	fear	0.312	avføringsmiddel
obsessing	fear	0.312	besatt
seclusion	fear	0.312	skjerming
foreigner	fear	0.312	utlending
dentist	fear	0.312	tannlege
chargeable	fear	0.312	belastbar
deadline	fear	0.312	frist
uneasy	fear	0.312	urolig
valium	fear	0.312	valium
powerful	fear	0.312	kraftig
opponent	fear	0.312	motstander
ordnance	fear	0.312	ammunisjon
cram	fear	0.312	stappe
unexpected	fear	0.312	uventet
thorny	fear	0.312	tornete
discontinuity	fear	0.312	diskontinuitet
conspire	fear	0.312	konspirere
collusion	fear	0.312	samarbeid
litigate	fear	0.312	saksøke
unkind	fear	0.312	uvennlig
whirlwind	fear	0.312	virvelvind
nether	fear	0.312	under
trickery	fear	0.312	lureri
bewilderment	fear	0.312	forvirring
overthinking	fear	0.309	overtenke
doubts	fear	0.308	tvil
seriousness	fear	0.305	alvor
irrational	fear	0.305	irrasjonell
erase	fear	0.303	viske ut
teasing	fear	0.303	erting
razor	fear	0.303	barberhøvel
sweating	fear	0.298	svette
mage	fear	0.297	trollmann
giant	fear	0.297	kjempe
weighty	fear	0.297	tungtveiende
warning	fear	0.297	advarsel
avoid	fear	0.297	unngå
inflation	fear	0.297	inflasjon
mislead	fear	0.297	villede
adjudicate	fear	0.297	dømme
endless	fear	0.297	endeløs
deflation	fear	0.297	deflasjon
depreciated	fear	0.297	avskrevet
bitch	fear	0.297	tispe
swamp	fear	0.297	sump
bale	fear	0.297	balle
dashed	fear	0.297	stiplet
crouching	fear	0.297	huking
flounder	fear	0.297	flyndre
hide	fear	0.297	gjemme seg
reluctant	fear	0.297	motvillig
unsurpassed	fear	0.297	uovertruffen
medical	fear	0.297	medisinsk
timidity	fear	0.297	fryktsomhet
auditor	fear	0.297	revisor
deluge	fear	0.287	syndflod
disinformation	fear	0.286	desinformasjon
court	fear	0.284	domstol
aversion	fear	0.283	aversjon
cartridge	fear	0.281	patron
unfriendly	fear	0.281	uvennlig
cautious	fear	0.281	forsiktig
surveillance	fear	0.281	overvåkning
yelp	fear	0.281	rop
confusion	fear	0.281	forvirring
apache	fear	0.281	apache
flying	fear	0.281	flyr
submitting	fear	0.281	sender inn
discourage	fear	0.281	fraråde
rush	fear	0.281	skynde
fortress	fear	0.281	festning
dwarfed	fear	0.281	dverget
challenge	fear	0.281	utfordring
notready	fear	0.281	ikke klar
wan	fear	0.281	wan
mistaken	fear	0.281	feil
hurryup	fear	0.281	Skynd deg
swelling	fear	0.281	opphovning
oncoming	fear	0.281	møtende
remains	fear	0.281	rester
unruly	fear	0.281	uregjerlig
bigoted	fear	0.281	bigott
intense	fear	0.279	intens
noncompliance	fear	0.276	manglende overholdelse
alerts	fear	0.276	varsler
planes	fear	0.274	fly
cop	fear	0.273	politimann
displeased	fear	0.273	misfornøyd
unbridled	fear	0.271	uhemmet
problem	fear	0.266	problem
crouch	fear	0.266	krøke
sneak	fear	0.266	snike
hood	fear	0.266	hette
force	fear	0.266	makt
confession	fear	0.266	tilståelse
posse	fear	0.266	besitte
banger	fear	0.266	banger
belt	fear	0.266	belte
crowds	fear	0.266	folkemengder
elevation	fear	0.266	høyde
insomnia	fear	0.266	søvnløshet
auditions	fear	0.266	auditions
forgotten	fear	0.266	glemt
affront	fear	0.266	fornærmelse
cloak	fear	0.266	kappe
newjob	fear	0.266	ny jobb
blindfold	fear	0.266	bind
skid	fear	0.266	skrens
blemish	fear	0.266	lyte
uncanny	fear	0.266	nifst
sentence	fear	0.266	setning
cupping	fear	0.266	kopping
regiment	fear	0.266	regiment
hooded	fear	0.266	hette
operation	fear	0.266	operasjon
immerse	fear	0.266	senke
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	bølger
spur	fear	0.262	spore
mortgagor	fear	0.258	pantsetter
defense	fear	0.258	forsvar
insect	fear	0.250	insekt
defend	fear	0.250	forsvare
cataract	fear	0.250	grå stær
stealthy	fear	0.250	snikende
swampy	fear	0.250	sumpete
sunk	fear	0.250	senket
run	fear	0.250	løpe
scapegoat	fear	0.250	syndebukk
jobinterview	fear	0.250	jobbintervju
repent	fear	0.250	angre
breakingnews	fear	0.250	siste nytt
obliging	fear	0.250	forpliktende
rascal	fear	0.250	rakker
impatiently	fear	0.250	utålmodig
react	fear	0.250	reagere
doubt	fear	0.250	tvil
guard	fear	0.250	vakt
forewarned	fear	0.250	varslet
foul	fear	0.250	stygg
indifference	fear	0.250	likegyldighet
hag	fear	0.250	hag
picket	fear	0.250	streiket
delusional	fear	0.250	vrangforestillinger
standstill	fear	0.250	stillestående
rating	fear	0.250	vurdering
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	ukjent
indecisive	fear	0.250	ubesluttsom
grounded	fear	0.242	grunnfestet
badhabit	fear	0.242	dårlig vane
highest	fear	0.236	høyest
aaaah	fear	0.234	aaaah
shrink	fear	0.234	krympe
insomniac	fear	0.234	søvnløs
chicken	fear	0.234	kylling
bee	fear	0.234	Bie
inequality	fear	0.234	ulikhet
verge	fear	0.234	grense
shelters	fear	0.234	krisesentre
buzz	fear	0.234	buzz
buck	fear	0.234	dollar
discontent	fear	0.234	misnøye
difficulty	fear	0.234	vanskelighet
finalized	fear	0.234	avsluttet
overdrive	fear	0.234	overdrive
pinion	fear	0.234	tannhjul
scaffold	fear	0.234	stillas
dependence	fear	0.234	avhengighet
rekindle	fear	0.234	tenne opp igjen
instinctive	fear	0.234	instinktiv
thatmoment	fear	0.234	det øyeblikket
sleepless	fear	0.234	søvnløs
intercede	fear	0.234	gå i forbønn
psychiatrist	fear	0.234	psykiater
rushing	fear	0.233	rushing
overslept	fear	0.226	forsov meg
default	fear	0.226	misligholde
confessional	fear	0.225	skriftemål
