English Word	Emotion	Emotion-Intensity-Score	Czech Word
crowds	fear	0.266	davy
elevation	fear	0.266	nadmořská výška
insomnia	fear	0.266	nespavost
auditions	fear	0.266	konkurzy
forgotten	fear	0.266	zapomenutý
affront	fear	0.266	urážka
cloak	fear	0.266	plášť
newjob	fear	0.266	nová práce
blindfold	fear	0.266	páska přes oči
skid	fear	0.266	smyk
blemish	fear	0.266	vada
uncanny	fear	0.266	podivné
sentence	fear	0.266	věta
cupping	fear	0.266	baňkování
regiment	fear	0.266	pluk
hooded	fear	0.266	s kapucí
operation	fear	0.266	úkon
immerse	fear	0.266	ponořit
shanghai	fear	0.266	Šanghaj
acrobat	fear	0.266	akrobat
flurries	fear	0.266	návaly
spur	fear	0.262	ostruha
mortgagor	fear	0.258	zástavní právo
defense	fear	0.258	obrana
insect	fear	0.250	hmyz
defend	fear	0.250	hájit
cataract	fear	0.250	šedý zákal
stealthy	fear	0.250	kradmý
swampy	fear	0.250	bažinatý
sunk	fear	0.250	potopený
run	fear	0.250	běh
scapegoat	fear	0.250	obětní beránek
jobinterview	fear	0.250	pracovní pohovor
repent	fear	0.250	litovat
breakingnews	fear	0.250	nejnovější zprávy
obliging	fear	0.250	zavazující
rascal	fear	0.250	rošťák
impatiently	fear	0.250	netrpělivě
react	fear	0.250	reagovat
doubt	fear	0.250	pochybovat
guard	fear	0.250	hlídat
forewarned	fear	0.250	předem varován
foul	fear	0.250	faul
indifference	fear	0.250	lhostejnost
hag	fear	0.250	čarodějnice
picket	fear	0.250	hlídka
delusional	fear	0.250	klamný
standstill	fear	0.250	zastavení
rating	fear	0.250	hodnocení
spinster	fear	0.250	stará panna
unfamiliar	fear	0.250	neznámý
indecisive	fear	0.250	nerozhodný
grounded	fear	0.242	uzemněn
badhabit	fear	0.242	zlozvyk
highest	fear	0.236	nejvyšší
aaaah	fear	0.234	aaaah
shrink	fear	0.234	zmenšit
insomniac	fear	0.234	nespavý
chicken	fear	0.234	kuře
bee	fear	0.234	včela
inequality	fear	0.234	nerovnost
verge	fear	0.234	krajnice
shelters	fear	0.234	přístřešky
buzz	fear	0.234	bzučet
buck	fear	0.234	dolar
discontent	fear	0.234	nespokojenost
difficulty	fear	0.234	obtížnost
finalized	fear	0.234	dokončeno
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pastorek
scaffold	fear	0.234	lešení
dependence	fear	0.234	závislost
rekindle	fear	0.234	znovu zapálit
instinctive	fear	0.234	instinktivní
thatmoment	fear	0.234	ten okamžik
sleepless	fear	0.234	bezesný
intercede	fear	0.234	zakročit
psychiatrist	fear	0.234	psychiatr
rushing	fear	0.233	spěchající
overslept	fear	0.226	zaspal
default	fear	0.226	výchozí
confessional	fear	0.225	zpovědní
impatient	fear	0.224	netrpělivý
tactics	fear	0.219	taktika
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	vzrušení
immigrant	fear	0.219	přistěhovalec
veer	fear	0.219	zatáčet
sweat	fear	0.219	potit se
cane	fear	0.219	třtina
revelations	fear	0.219	odhalení
whatif	fear	0.219	co když
waver	fear	0.219	váhat
jungle	fear	0.219	džungle
fingerscrossed	fear	0.219	zkřížené prsty
stingy	fear	0.219	lakomý
bait	fear	0.219	návnada
unequal	fear	0.219	nerovný
lastminute	fear	0.219	na poslední chvíli
heft	fear	0.219	tíha
overtired	fear	0.218	unavený
prognosis	fear	0.217	prognóza
alertness	fear	0.216	ostražitost
hyped	fear	0.214	medializovaný
wishmeluck	fear	0.212	drž mi palce
somuchtodo	fear	0.212	tolik práce
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	zkoušky
clowns	fear	0.207	klauni
fluctuation	fear	0.204	kolísání
examination	fear	0.204	zkouška
restless	fear	0.204	neklidný
uphill	fear	0.203	do kopce
quail	fear	0.203	křepelka
phew	fear	0.203	fuj
mighty	fear	0.203	mocný
cross	fear	0.203	přejít
hurry	fear	0.203	pospěš si
recesses	fear	0.203	výklenky
intimacy	fear	0.203	intimita
overcome	fear	0.203	překonat
birth	fear	0.203	narození
acceptances	fear	0.203	přijetí
help	fear	0.203	Pomoc
fearless	fear	0.200	nebojácný
change	fear	0.198	změna
ware	fear	0.198	výrobky
withstand	fear	0.197	odolat
asap	fear	0.191	co nejdříve
heighten	fear	0.188	zvýšit
watch	fear	0.188	hodinky
tract	fear	0.188	trakt
advance	fear	0.188	záloha
overcoming	fear	0.188	překonávání
attorney	fear	0.188	advokát
deadlines	fear	0.188	termíny
bug	fear	0.188	Chyba
knots	fear	0.188	uzly
owing	fear	0.188	dlužno
waitinggame	fear	0.188	čekací hra
unorganised	fear	0.188	neorganizované
gnome	fear	0.188	Gnome
fragile	fear	0.188	křehký
cautiously	fear	0.188	opatrně
stillness	fear	0.188	klid
intrigue	fear	0.188	intrika
rule	fear	0.188	pravidlo
elf	fear	0.185	Elf
stillwaiting	fear	0.184	stále čekám
lonely	fear	0.183	osamělý
slippery	fear	0.181	kluzký
interview	fear	0.180	rozhovor
everyman	fear	0.178	každý muž
speculation	fear	0.176	spekulace
needtoknow	fear	0.173	potřebuji vědět
worship	fear	0.172	uctívání
unsure	fear	0.172	nejistý
surprise	fear	0.172	překvapení
settlor	fear	0.172	osadník
competition	fear	0.172	soutěž
readytogo	fear	0.172	připraven jít
checkpoint	fear	0.172	kontrolní bod
composure	fear	0.172	klid
interviewer	fear	0.172	tazatel
chaff	fear	0.172	plevy
regulatory	fear	0.172	regulační
birch	fear	0.172	bříza
shell	fear	0.172	skořápka
assessment	fear	0.172	Posouzení
uncertain	fear	0.172	nejistý
rod	fear	0.172	tyč
humanrights	fear	0.172	lidská práva
less	fear	0.167	méně
coy	fear	0.162	upejpavý
iris	fear	0.160	duhovka
intimately	fear	0.156	důvěrně
hearing	fear	0.156	sluch
legalized	fear	0.156	legalizováno
needit	fear	0.156	potřebuji to
audition	fear	0.156	konkurs
retirement	fear	0.156	odchod do důchodu
countdown	fear	0.156	odpočítávání
sly	fear	0.156	mazaný
bases	fear	0.156	základny
ceasefire	fear	0.156	zastavení palby
medication	fear	0.156	léky
courageous	fear	0.154	odvážný
overthinker	fear	0.153	přemýšlející
backtrack	fear	0.151	ustoupit
dawned	fear	0.150	svítalo
censor	fear	0.149	cenzurovat
bailiff	fear	0.147	soudní vykonavatel
syllabus	fear	0.147	osnova
delay	fear	0.141	zpoždění
newcomer	fear	0.141	nováček
imagination	fear	0.141	představivost
waiting	fear	0.141	čekání
gent	fear	0.141	pán
validity	fear	0.141	doba platnosti
cove	fear	0.141	zátoka
rationality	fear	0.141	rozumnost
caricature	fear	0.141	karikatura
eventuality	fear	0.141	možnost
alreadyyyyy	fear	0.140	užyyyy
shy	fear	0.140	plachý
symptom	fear	0.133	symptom
excite	fear	0.132	rozrušit
raccoon	fear	0.127	mýval
clown	fear	0.125	klaun
tryout	fear	0.125	vyzkoušet
needtorelax	fear	0.125	potřebuje uvolnit
swim	fear	0.125	plavat
campaigning	fear	0.125	kampaň
hawk	fear	0.125	jestřáb
prevent	fear	0.125	zabránit
gameday	fear	0.125	hrací den
ahhh	fear	0.125	ahhh
marry	fear	0.125	vdávat se
sprite	fear	0.125	skřítek
soready	fear	0.125	hotový
sag	fear	0.123	klesnout
pharmacy	fear	0.123	LÉKÁRNA
policeman	fear	0.121	policista
dreamt	fear	0.111	snil
lace	fear	0.111	krajka
homework	fear	0.109	domácí práce
destination	fear	0.109	destinace
incase	fear	0.109	v případě
pray	fear	0.109	modlit se
knot	fear	0.109	uzel
confidence	fear	0.109	důvěra
bigday	fear	0.109	velký den
holiness	fear	0.109	svatost
notoriety	fear	0.109	proslulost
weight	fear	0.109	hmotnost
slender	fear	0.100	štíhlý
undecided	fear	0.098	nerozhodný
sympathetic	fear	0.097	soucitný
poise	fear	0.094	viset
case	fear	0.094	případ
treat	fear	0.094	zacházet
locate	fear	0.094	lokalizovat
loyal	fear	0.094	loajální
grades	fear	0.094	stupně
god	fear	0.094	Bůh
helmet	fear	0.094	helma
confident	fear	0.094	sebejistý
counsellor	fear	0.094	poradce
northeast	fear	0.088	severovýchod
graduation	fear	0.078	promoce
compassion	fear	0.078	soucit
nurture	fear	0.078	živit
graded	fear	0.075	stupňované
mum	fear	0.070	maminka
infant	fear	0.067	kojenec
journey	fear	0.062	cesta
parade	fear	0.062	průvod
gradschool	fear	0.062	gymnázium
civilian	fear	0.062	civilní
cloudiness	fear	0.062	oblačnost
cash	fear	0.062	hotovost
civilians	fear	0.062	civilisté
guidelines	fear	0.062	pokyny
soulmate	fear	0.062	spřízněná duše
youth	fear	0.062	mládí
opera	fear	0.057	opera
synonymous	fear	0.056	synonymní
honest	fear	0.047	upřímný
praying	fear	0.047	modlit se
intelligence	fear	0.038	inteligence
volunteer	fear	0.031	dobrovolník
romance	fear	0.031	romantika
lines	fear	0.031	linky
obey	fear	0.016	poslouchat
happiest	joy	0.986	nejšťastnější
happiness	joy	0.984	štěstí
bliss	joy	0.971	blaho
celebrating	joy	0.970	slaví
jubilant	joy	0.969	jásavý
ecstatic	joy	0.954	extatický
elation	joy	0.944	euforie
beaming	joy	0.938	zářící
bestdayever	joy	0.938	nejlepší den
loveee	joy	0.932	miláčku
celebration	joy	0.929	oslava
awesomeness	joy	0.926	Úžasnost
joy	joy	0.924	radost
joyous	joy	0.922	radostný
fabulous	joy	0.922	báječný
happily	joy	0.922	šťastně
excitement	joy	0.922	vzrušení
exuberance	joy	0.922	bujnost
makesmehappy	joy	0.922	dělá mě šťastným
euphoria	joy	0.922	euforie
lovee	joy	0.920	miláčku
gratitude	joy	0.914	vděčnost
happydance	joy	0.912	šťastný tanec
merriment	joy	0.912	veselí
spectacular	joy	0.912	okázalý
overjoyed	joy	0.909	přešťastný
purebliss	joy	0.909	čistota
triumphant	joy	0.907	triumfální
ecstasy	joy	0.906	extáze
lovelovelove	joy	0.906	láska láska láska
cheerful	joy	0.906	veselý
cheer	joy	0.897	jásot
elated	joy	0.894	povznesený
peaceofmind	joy	0.891	klid v duši
jolly	joy	0.891	rozjařený
delighted	joy	0.891	potěšen
lovethis	joy	0.891	miluji to
excitation	joy	0.891	excitace
exhilaration	joy	0.891	rozjařenost
pleasures	joy	0.891	potěšení
laugh	joy	0.891	smích
marvelously	joy	0.881	úžasně
loving	joy	0.879	milující
joyful	joy	0.879	rozradostněný
blissful	joy	0.879	blažený
outstanding	joy	0.879	vynikající
pleasurable	joy	0.877	příjemný
lovinglife	joy	0.875	milující život
enthusiastic	joy	0.875	nadšený
glee	joy	0.875	veselí
iloveher	joy	0.875	Miluji ji
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	šťastné místo
sohappy	joy	0.868	tak šťastný
superb	joy	0.864	nádherný
woohoo	joy	0.864	woohoo
laughing	joy	0.864	smějící se
wonderful	joy	0.863	Báječné
hooray	joy	0.859	hurá
loved	joy	0.859	miloval
tearsofjoy	joy	0.859	slzy štěstí
hallelujah	joy	0.859	Aleluja
magnificent	joy	0.859	velkolepý
glory	joy	0.859	sláva
ilovechristmas	joy	0.859	miluji Vánoce
brilliant	joy	0.859	brilantní
celebrated	joy	0.859	oslavil
cheering	joy	0.859	povzbuzování
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	nebeský
exciting	joy	0.853	vzrušující
thrilled	joy	0.851	nadšený
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	slavit
wonderfully	joy	0.844	báječně
blessing	joy	0.844	požehnání
favoriteholiday	joy	0.844	oblíbený svátek
paradise	joy	0.833	ráj
marvellous	joy	0.833	úžasné
festive	joy	0.833	slavnostní
sweetness	joy	0.833	sladkost
blessed	joy	0.833	blahoslavený
celebrations	joy	0.833	oslavy
compliment	joy	0.831	kompliment
smiling	joy	0.828	usmívající se
allsmiles	joy	0.828	všechny úsměvy
love	joy	0.828	milovat
enchanting	joy	0.828	okouzlující
homesweethome	joy	0.826	domov sladký domov
thankyougod	joy	0.824	Děkuji Bože
marvelous	joy	0.824	úžasné
laughter	joy	0.824	smích
goodmood	joy	0.819	dobrá nálada
goodness	joy	0.818	dobrota
excellence	joy	0.818	excelence
sensational	joy	0.818	senzační
joys	joy	0.818	radosti
delightful	joy	0.818	rozkošný
excited	joy	0.818	vzrušený
rejoicing	joy	0.818	radovat se
happyheart	joy	0.818	šťastné srdce
celebratory	joy	0.818	slavnostní
greatful	joy	0.816	vděčný
jovial	joy	0.814	žoviální
rejoice	joy	0.812	radovat se
splendid	joy	0.812	nádherný
enjoy	joy	0.812	užívat si
smiley	joy	0.812	smajlík
glorious	joy	0.812	slavný
victorious	joy	0.812	vítězný
lovemaking	joy	0.812	milování
bonanza	joy	0.812	bonanza
greatday	joy	0.812	velký den
excellent	joy	0.812	vynikající
goodtimes	joy	0.811	dobré časy
whatmakesmesmile	joy	0.811	co dělá úsměv
happyday	joy	0.809	šťastný den
myfavorite	joy	0.804	můj oblíbený
thankyoulord	joy	0.803	děkuji pane
gladness	joy	0.803	radost
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	johhh
pleasure	joy	0.803	potěšení
giggle	joy	0.802	hihňat se
happier	joy	0.797	šťastnější
lovemylife	joy	0.797	Miluji svůj život
magnificence	joy	0.797	velkolepost
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	láskyplný život
yesss	joy	0.797	ano
dancing	joy	0.797	taneční
success	joy	0.797	úspěch
grateful	joy	0.789	vděčný
amuse	joy	0.788	bavit
splendor	joy	0.788	nádhera
happy	joy	0.788	šťastný
fun	joy	0.788	zábava
giggling	joy	0.781	chichotání
glad	joy	0.781	rád
glorify	joy	0.781	velebit
radiant	joy	0.781	zářivý
beautiful	joy	0.781	Krásná
solucky	joy	0.781	tak šťastný
sothankful	joy	0.781	vděčný
enchanted	joy	0.781	začarovaný
romance	joy	0.779	romantika
perfection	joy	0.779	dokonalost
christmassy	joy	0.779	vánoční
heavens	joy	0.779	nebesa
thrilling	joy	0.776	vzrušující
lovable	joy	0.773	roztomilý
congrats	joy	0.773	gratuluji
fiesta	joy	0.773	fiesta
entertain	joy	0.773	bavit
happyvalentinesday	joy	0.773	šťastného Valentýna
miraculous	joy	0.773	zázračný
cheers	joy	0.773	Na zdraví
cheered	joy	0.773	jásal
positivity	joy	0.773	pozitivita
funday	joy	0.772	zábavný den
enjoying	joy	0.771	užívat si
lifeisgood	joy	0.766	život je dobrý
amused	joy	0.766	pobavený
goodfeeling	joy	0.766	dobrý pocit
christmasspirit	joy	0.766	duch Vánoc
cuddling	joy	0.766	mazlení
smiles	joy	0.766	úsměvy
sosweet	joy	0.766	tak sladké
thebest	joy	0.766	nejlepší
party	joy	0.765	oslava
delight	joy	0.765	rozkoš
orgasm	joy	0.765	orgasmus
positive	joy	0.761	pozitivní
sweetheart	joy	0.758	miláček
enlighten	joy	0.758	osvítit
cheerfulness	joy	0.758	veselí
miracles	joy	0.758	zázraky
giddy	joy	0.757	závratný
christmastime	joy	0.757	o Vánocích
gratify	joy	0.750	uspokojit
greatness	joy	0.750	velikost
friendliness	joy	0.750	přívětivost
blessings	joy	0.750	požehnání
laughs	joy	0.750	Smích
tistheseason	joy	0.750	desátá sezóna
smile	joy	0.750	úsměv
pleasing	joy	0.750	příjemný
romantic	joy	0.750	romantický
happyholidays	joy	0.750	šťastné svátky
frolic	joy	0.748	rozpustilost
jubilee	joy	0.742	jubileum
miracle	joy	0.742	zázrak
enthusiasm	joy	0.742	nadšení
selflove	joy	0.742	sebeláska
triumph	joy	0.742	triumf
magical	joy	0.742	magický
rewarding	joy	0.742	odměňující
goodvibes	joy	0.742	dobré vibrace
positiveenergy	joy	0.742	pozitivní energie
feelgood	joy	0.736	cítit se dobře
prosperity	joy	0.735	prosperita
behappy	joy	0.734	buď šťastný
admiration	joy	0.734	obdiv
passionate	joy	0.734	vášnivý
goodday	joy	0.734	dobrý den
luxurious	joy	0.734	luxusní
tgif	joy	0.734	tgif
victory	joy	0.734	vítězství
feelinggood	joy	0.734	cítit se dobře
enchant	joy	0.734	okouzlit
greatnight	joy	0.734	skvělá noc
vivacious	joy	0.734	temperamentní
glorification	joy	0.733	oslavení
sing	joy	0.729	zpívat
glowing	joy	0.729	řeřavý
yessss	joy	0.728	anosss
fulfillment	joy	0.728	splnění
breathtaking	joy	0.728	dech beroucí
thankful	joy	0.727	vděčný
cheery	joy	0.727	radostný
santa	joy	0.727	santa
hurrah	joy	0.727	Hurá
christmasbreak	joy	0.727	vánoční prázdniny
win	joy	0.727	vyhrát
atpeace	joy	0.727	v míru
award	joy	0.727	cena
merry	joy	0.727	veselý
inspiration	joy	0.725	inspirace
radiance	joy	0.725	záře
pleased	joy	0.725	potěšen
uplift	joy	0.723	povznesení
optimistic	joy	0.723	optimistický
heaven	joy	0.721	nebe
lucky	joy	0.721	šťastný
godisgreat	joy	0.721	Bůh je skvělý
holidays	joy	0.721	dovolená
thrill	joy	0.721	vzrušení
congratulatory	joy	0.719	blahopřejný
thriving	joy	0.719	prosperující
amusement	joy	0.719	pobavení
perfect	joy	0.719	perfektní
lover	joy	0.719	milenec
xmas	joy	0.719	Vánoce
heartfelt	joy	0.719	srdečný
utopian	joy	0.719	utopista
lovely	joy	0.719	půvabný
harmony	joy	0.719	harmonie
praising	joy	0.719	chválit
brighten	joy	0.719	rozjasnit
luckiest	joy	0.712	nejšťastnější
merrychristmas	joy	0.712	veselé Vánoce
magic	joy	0.712	kouzlo
achievement	joy	0.712	úspěch
yay	joy	0.712	jojo
holiday	joy	0.712	Dovolená
treasures	joy	0.712	poklady
luxury	joy	0.712	luxus
bestfeeling	joy	0.712	nejlepší pocit
intimate	joy	0.710	intimní
soblessed	joy	0.706	tak požehnaný
yaaay	joy	0.706	yaaay
rave	joy	0.706	vztekat se
chuckle	joy	0.706	smát se
proud	joy	0.704	hrdý
winning	joy	0.703	vítězný
cherish	joy	0.703	milovat
goodnews	joy	0.703	dobré zprávy
fuckyeah	joy	0.703	kurva
optimism	joy	0.703	optimismus
amazingly	joy	0.703	úžasně
lovelife	joy	0.703	milostný život
truelove	joy	0.703	pravá láska
beautification	joy	0.703	zkrášlování
satisfying	joy	0.703	uspokojující
appreciates	joy	0.703	oceňuje
cuddled	joy	0.703	mazlil se
goodlife	joy	0.703	dobrý život
gooood	joy	0.703	bože
sweetest	joy	0.703	nejsladší
yaay	joy	0.700	yaay
entertained	joy	0.700	bavili
excite	joy	0.697	rozrušit
newbeginnings	joy	0.693	nové začátky
praisejesus	joy	0.691	chvála Ježíši
birthday	joy	0.691	narozeniny
greatfriends	joy	0.688	skvělí přátelé
adoration	joy	0.688	adorace
godsend	joy	0.688	dar z nebes
favorite	joy	0.688	oblíbený
content	joy	0.688	obsah
entertaining	joy	0.688	zábavný
honored	joy	0.688	poctěn
metime	joy	0.688	čas
exquisite	joy	0.688	vynikající
holidayseason	joy	0.688	prázdninová sezóna
thankyoujesus	joy	0.688	děkujioujesus
angelic	joy	0.688	andělský
goodhealth	joy	0.682	dobré zdraví
majestic	joy	0.682	majestátní
luscious	joy	0.682	lahodný
memoriesiwontforget	joy	0.682	vzpomínky nezapomenou
bestfriends	joy	0.682	nejlepší přátelé
precious	joy	0.682	drahocenný
appreciated	joy	0.682	ocenili
exaltation	joy	0.682	povznesení
smiled	joy	0.682	usmál se
brightens	joy	0.682	rozjasňuje
tranquility	joy	0.679	klid
marry	joy	0.676	vdávat se
embrace	joy	0.676	objetí
positively	joy	0.676	pozitivně
grin	joy	0.672	úsměv
hug	joy	0.672	obejmout
hilarious	joy	0.672	povedený
dearest	joy	0.672	nejdražší
contentment	joy	0.672	spokojenost
accomplished	joy	0.672	dokonalý
relaxation	joy	0.672	relaxace
bday	joy	0.672	narozeniny
enliven	joy	0.672	oživit
weeeee	joy	0.672	weeeee
giggles	joy	0.672	chichotá se
fulfilled	joy	0.667	splnil
bountiful	joy	0.667	bohatý
victor	joy	0.667	vítěz
adore	joy	0.667	uctívat
boisterous	joy	0.667	bouřlivý
fulfill	joy	0.664	splnit
cuddles	joy	0.662	mazlí se
prosperous	joy	0.660	prosperující
appreciation	joy	0.656	uznání
serenity	joy	0.656	klid
happynewyear	joy	0.656	šťastný nový rok
humor	joy	0.656	humor
satisfy	joy	0.656	uspokojit
besties	joy	0.656	Nejlepší přátelé
encouraged	joy	0.656	povzbuzen
captivate	joy	0.656	upoutat
christmaseve	joy	0.656	Štědrý večer
glow	joy	0.656	záře
romanticism	joy	0.656	romantismus
innerpeace	joy	0.656	vnitřní mír
pleasant	joy	0.656	příjemný
praises	joy	0.652	chválí
abundance	joy	0.652	hojnost
fortunes	joy	0.652	bohatství
engaged	joy	0.652	zasnoubený
praised	joy	0.652	chválil
relaxing	joy	0.652	relaxační
treasure	joy	0.652	poklad
satisfaction	joy	0.652	spokojenost
nothingbetter	joy	0.647	nic lepšího
affection	joy	0.647	náklonnost
relieved	joy	0.647	uklidněný
complement	joy	0.647	doplněk
carnival	joy	0.643	karneval
priceless	joy	0.641	neocenitelný
uplifting	joy	0.641	povznášející
sensuality	joy	0.641	smyslnost
saintly	joy	0.641	svatý
champion	joy	0.641	mistr
thanksgiving	joy	0.641	díkůvzdání
harmoniously	joy	0.641	harmonicky
wedding	joy	0.641	svatba
achieve	joy	0.641	dosáhnout
divine	joy	0.641	božský
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	svatební cesta
exalt	joy	0.636	oslavovat
twinkle	joy	0.636	blikat
comforting	joy	0.636	uklidňující
felicity	joy	0.636	štěstí
peaceful	joy	0.636	klidný
climax	joy	0.636	vyvrcholení
winner	joy	0.636	vítěz
reverie	joy	0.636	snění
yayy	joy	0.636	yayy
cuddle	joy	0.636	hýčkat
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	pozorování hvězd
festival	joy	0.625	festival
sweet	joy	0.625	bonbón
generosity	joy	0.625	velkorysost
brighter	joy	0.625	jasnější
praisegod	joy	0.625	Chvála Bohu
gorgeous	joy	0.625	nádherný
hearts	joy	0.625	srdce
amusing	joy	0.625	zábavný
fondness	joy	0.625	záliba
snuggling	joy	0.625	přitulení
reward	joy	0.625	odměna
sex	joy	0.622	sex
kind	joy	0.621	druh
genial	joy	0.621	geniální
parade	joy	0.621	průvod
applause	joy	0.621	potlesk
beauty	joy	0.621	krása
fulfilling	joy	0.618	naplňující
aspiring	joy	0.618	aspirující
newlife	joy	0.618	nový život
godbless	joy	0.616	Bůh žehnej
virtuous	joy	0.613	ctnostný
kiss	joy	0.610	polibek
christmas	joy	0.609	Vánoce
rainbows	joy	0.609	duhy
elegance	joy	0.609	elegance
generous	joy	0.609	štědrý
super	joy	0.609	super
playful	joy	0.609	hravý
enlightenment	joy	0.609	osvícení
praiseworthy	joy	0.609	chvályhodný
awards	joy	0.609	ocenění
adorable	joy	0.609	rozkošný
rekindle	joy	0.609	znovu zapálit
winnings	joy	0.609	výhry
independence	joy	0.607	nezávislost
amour	joy	0.607	amour
kindness	joy	0.606	laskavost
surprises	joy	0.606	překvapení
heheh	joy	0.606	heheh
hilarity	joy	0.606	veselost
wonder	joy	0.606	divit se
freely	joy	0.606	svobodně
successful	joy	0.606	úspěšný
inspired	joy	0.606	inspirovaný
onelove	joy	0.606	jedna láska
whimsical	joy	0.603	náladový
entertainment	joy	0.603	zábava
passion	joy	0.603	vášeň
stressfree	joy	0.601	bez stresu
beautify	joy	0.601	zkrášlit
sunrise	joy	0.600	východ slunce
godisgood	joy	0.597	Bůh je dobrý
goodmusic	joy	0.594	dobrá hudba
revere	joy	0.594	ctít
whoo	joy	0.594	ouha
fanfare	joy	0.594	fanfára
inspire	joy	0.594	inspirovat
angel	joy	0.594	anděl
thankgod	joy	0.594	díky bohu
goodies	joy	0.594	dobroty
jesus	joy	0.594	Ježíš
accomplishment	joy	0.594	dosažení
snuggled	joy	0.594	přitulil se
peacefully	joy	0.594	pokojně
flirt	joy	0.594	flirtovat
friendship	joy	0.591	přátelství
singing	joy	0.591	zpěv
heroic	joy	0.591	hrdinný
exalted	joy	0.591	vznešený
fortune	joy	0.591	štěstí
highest	joy	0.591	nejvyšší
summer	joy	0.591	léto
contented	joy	0.588	spokojený
rollicking	joy	0.588	veselý
overflowing	joy	0.588	přetékající
woot	joy	0.588	woot
accolade	joy	0.586	vyznamenání
hope	joy	0.586	naděje
cozy	joy	0.583	útulný
delicious	joy	0.579	Lahodné
raving	joy	0.578	nepříčetný
thelife	joy	0.578	život
darling	joy	0.578	zlatíčko moje
sensuous	joy	0.578	smyslný
picturesque	joy	0.578	malebné
friendly	joy	0.578	přátelský
everlasting	joy	0.578	věčný
praise	joy	0.578	Chvála
ambition	joy	0.578	ctižádost
sparkle	joy	0.577	Jiskra
sensual	joy	0.576	smyslný
peace	joy	0.576	mír
flattering	joy	0.576	lichotivý
grace	joy	0.576	milost
luckygirl	joy	0.576	šťastná dívka
heroism	joy	0.576	hrdinství
succeeding	joy	0.576	uspět
yeahhh	joy	0.576	johh
special	joy	0.574	speciální
livelife	joy	0.574	žít život
tantalizing	joy	0.572	vzrušující
pumped	joy	0.567	čerpané
yey	joy	0.562	ano
surprise	joy	0.562	překvapení
sunny	joy	0.562	slunný
prevail	joy	0.562	převažovat
revels	joy	0.562	libuje si
humorous	joy	0.562	vtipný
sweets	joy	0.562	cukroví
liking	joy	0.562	záliba
admirable	joy	0.562	obdivuhodný
superstar	joy	0.562	superstar
relax	joy	0.562	relaxovat
prosper	joy	0.562	prosperovat
hero	joy	0.562	hrdina
hugs	joy	0.562	Objetí
worthwhile	joy	0.562	stojí za to
newyear	joy	0.561	nový rok
tenderness	joy	0.561	něha
bless	joy	0.561	žehnat
favorable	joy	0.561	příznivý
freedom	joy	0.561	svoboda
masterpiece	joy	0.561	veledílo
dreams	joy	0.559	sny
hopeful	joy	0.559	nadějný
home	joy	0.559	Domov
cruising	joy	0.556	křižování
gracias	joy	0.554	gracias
faithfulness	joy	0.553	věrnost
eagerness	joy	0.552	dychtivost
closeness	joy	0.552	blízkost
sunshine	joy	0.551	Sluneční svit
comfy	joy	0.551	pohodlný
vacation	joy	0.547	dovolená
celestial	joy	0.547	nebeský
good	joy	0.547	dobrý
elite	joy	0.547	elita
illuminate	joy	0.547	osvětlit
confidence	joy	0.547	důvěra
mistletoe	joy	0.547	jmelí
daughter	joy	0.547	dcera
lifted	joy	0.547	zvedl
goodmorning	joy	0.547	dobré ráno
zeal	joy	0.547	horlivost
gifts	joy	0.547	dárkové předměty
gift	joy	0.547	dárek
astonishment	joy	0.547	údiv
heart	joy	0.547	srdce
completion	joy	0.547	dokončení
bonus	joy	0.547	bonus
charmed	joy	0.546	okouzlen
dance	joy	0.545	tanec
sublime	joy	0.545	sublimovat
recreation	joy	0.545	rekreace
encouragement	joy	0.545	povzbuzení
god	joy	0.545	Bůh
gush	joy	0.545	příval
freshstart	joy	0.544	nový začátek
free	joy	0.544	volný, uvolnit
savior	joy	0.543	zachránce
sanctuary	joy	0.541	svatyně
grandchildren	joy	0.540	vnoučata
wellness	joy	0.537	wellness
revel	joy	0.534	hýřit
music	joy	0.531	hudba
fab	joy	0.531	fab
bridal	joy	0.531	svatební
soar	joy	0.531	stoupat
alive	joy	0.531	naživu
money	joy	0.531	peníze
soothing	joy	0.531	uklidňující
serene	joy	0.531	klidný
holiness	joy	0.531	svatost
inspirational	joy	0.531	inspirativní
matrimony	joy	0.531	manželství
dayoff	joy	0.531	volno
savor	joy	0.531	vychutnat
vitality	joy	0.531	vitalita
confident	joy	0.531	sebejistý
firstborn	joy	0.531	prvorozený
rainbow	joy	0.531	duha
liberation	joy	0.531	osvobození
elegant	joy	0.530	elegantní
mastery	joy	0.530	mistrovství
glimmer	joy	0.530	záblesk
illumination	joy	0.530	osvětlení
blossom	joy	0.530	květ
