English Word	Emotion	Emotion-Intensity-Score	Latin Word
withstand	fear	0.197	sustinere
asap	fear	0.191	asap
heighten	fear	0.188	luxus
watch	fear	0.188	vigilate
tract	fear	0.188	tractus
advance	fear	0.188	antecessum
overcoming	fear	0.188	superans
attorney	fear	0.188	advocatus
deadlines	fear	0.188	deadlines
bug	fear	0.188	bug
knots	fear	0.188	nodis
owing	fear	0.188	debebatur
waitinggame	fear	0.188	expectantes
unorganised	fear	0.188	inordinatos
gnome	fear	0.188	gnome
fragile	fear	0.188	fragilis
cautiously	fear	0.188	caute
stillness	fear	0.188	silentium
intrigue	fear	0.188	adulterium
rule	fear	0.188	lex
elf	fear	0.185	dryadalis
stillwaiting	fear	0.184	adhuc expectans
lonely	fear	0.183	solum
slippery	fear	0.181	lubrico
interview	fear	0.180	colloquium
everyman	fear	0.178	everyman
speculation	fear	0.176	speculatio
needtoknow	fear	0.173	needtoknow
worship	fear	0.172	cultus
unsure	fear	0.172	incerta
surprise	fear	0.172	mirum
settlor	fear	0.172	settlor
competition	fear	0.172	competition
readytogo	fear	0.172	paratus ad ire
checkpoint	fear	0.172	LAPIS 
composure	fear	0.172	securitas
interviewer	fear	0.172	Interviewer
chaff	fear	0.172	palea
regulatory	fear	0.172	regulatory
birch	fear	0.172	betula
shell	fear	0.172	testa
assessment	fear	0.172	taxatio
uncertain	fear	0.172	incertum
rod	fear	0.172	rod
humanrights	fear	0.172	ius humanum
less	fear	0.167	minus
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	intime
hearing	fear	0.156	auditus
legalized	fear	0.156	legalised
needit	fear	0.156	needit
audition	fear	0.156	audition
retirement	fear	0.156	secessus
countdown	fear	0.156	countdown
sly	fear	0.156	subdola
bases	fear	0.156	bases
ceasefire	fear	0.156	ceasefire
medication	fear	0.156	medicamentum
courageous	fear	0.154	audax
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	LATEBRA
dawned	fear	0.150	illuxit
censor	fear	0.149	censor
bailiff	fear	0.147	baiulus
syllabus	fear	0.147	Syllabus
delay	fear	0.141	mora
newcomer	fear	0.141	advena
imagination	fear	0.141	imagination
waiting	fear	0.141	exspectans
gent	fear	0.141	gent
validity	fear	0.141	validitatem
cove	fear	0.141	cove
rationality	fear	0.141	rationalitas
caricature	fear	0.141	Mimorum
eventuality	fear	0.141	casus
alreadyyyyy	fear	0.140	iamyyyy
shy	fear	0.140	fugax
symptom	fear	0.133	indicium
excite	fear	0.132	excitant
raccoon	fear	0.127	raccoon
clown	fear	0.125	Corydon
tryout	fear	0.125	experiri
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	natare
campaigning	fear	0.125	militia
hawk	fear	0.125	accipiter
prevent	fear	0.125	praeveni
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	nubere
sprite	fear	0.125	spiritus
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	pharmacy
policeman	fear	0.121	tristis
dreamt	fear	0.111	somniavit
lace	fear	0.111	vitta
homework	fear	0.109	Duis congue sem
destination	fear	0.109	destination
incase	fear	0.109	in casu
pray	fear	0.109	precor
knot	fear	0.109	nodum
confidence	fear	0.109	fiducia
bigday	fear	0.109	bigday
holiness	fear	0.109	sanctitas
notoriety	fear	0.109	fama
weight	fear	0.109	pondus
slender	fear	0.100	gracilis
undecided	fear	0.098	iniudicatus
sympathetic	fear	0.097	sympatheticus
poise	fear	0.094	poise
case	fear	0.094	casus
treat	fear	0.094	tractare
locate	fear	0.094	locate
loyal	fear	0.094	fidus
grades	fear	0.094	grades
god	fear	0.094	Deus
helmet	fear	0.094	galea
confident	fear	0.094	confidentes
counsellor	fear	0.094	consiliarius
northeast	fear	0.088	septentriones
graduation	fear	0.078	graduatio
compassion	fear	0.078	misericordia
nurture	fear	0.078	nutrire
graded	fear	0.075	gressibilia
mum	fear	0.070	mum
infant	fear	0.067	infant
journey	fear	0.062	iter
parade	fear	0.062	pompa
gradschool	fear	0.062	gradschool
civilian	fear	0.062	civilian
cloudiness	fear	0.062	nubilum
cash	fear	0.062	cash
civilians	fear	0.062	cives
guidelines	fear	0.062	guidelines
soulmate	fear	0.062	soulmate
youth	fear	0.062	adulescens
opera	fear	0.057	opera
synonymous	fear	0.056	synonymous
honest	fear	0.047	honestus
praying	fear	0.047	orantes
intelligence	fear	0.038	intelligentia
volunteer	fear	0.031	Voluntarius
romance	fear	0.031	romance
lines	fear	0.031	lineae
obey	fear	0.016	obedire
happiest	joy	0.986	laetissimus
happiness	joy	0.984	beatitudo
bliss	joy	0.971	beatitudo
celebrating	joy	0.970	celebrans
jubilant	joy	0.969	jubilans
ecstatic	joy	0.954	exstaticum
elation	joy	0.944	elatio
beaming	joy	0.938	gerens
bestdayever	joy	0.938	Dies optimus semper
loveee	joy	0.932	loveee
celebration	joy	0.929	celebrationem
awesomeness	joy	0.926	terror
joy	joy	0.924	gaudium
joyous	joy	0.922	laetificans
fabulous	joy	0.922	fabulosa
happily	joy	0.922	feliciter
excitement	joy	0.922	motus
exuberance	joy	0.922	ubertas
makesmehappy	joy	0.922	makesmhappy
euphoria	joy	0.922	euphoria
lovee	joy	0.920	lovee
gratitude	joy	0.914	gratiam
happydance	joy	0.912	happydance
merriment	joy	0.912	laetitia
spectacular	joy	0.912	spectaculi
overjoyed	joy	0.909	laetus
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	triumphans
ecstasy	joy	0.906	excessus
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	hilaris
cheer	joy	0.897	laetificet
elated	joy	0.894	elatus
peaceofmind	joy	0.891	peaceofmind
jolly	joy	0.891	iocose
delighted	joy	0.891	delectatus
lovethis	joy	0.891	lovethis
excitation	joy	0.891	excitatio
exhilaration	joy	0.891	exhilaratio
pleasures	joy	0.891	voluptates
laugh	joy	0.891	rideat
marvelously	joy	0.881	mirabiliter
loving	joy	0.879	amare
joyful	joy	0.879	jucundus
blissful	joy	0.879	beatus
outstanding	joy	0.879	egregius
pleasurable	joy	0.877	delectabilis
lovinglife	joy	0.875	amantes
enthusiastic	joy	0.875	alacer
glee	joy	0.875	laetum
iloveher	joy	0.875	eam amo
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	super lunam
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	laetissimus
superb	joy	0.864	superbus
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ridens
wonderful	joy	0.863	mirabilis
hooray	joy	0.859	Euax
loved	joy	0.859	diligitur
tearsofjoy	joy	0.859	lacrimae gaudium
hallelujah	joy	0.859	alleluja
magnificent	joy	0.859	magnificus
glory	joy	0.859	gloria
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	egregie
celebrated	joy	0.859	celebratur
cheering	joy	0.859	laetum
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	caelestia
exciting	joy	0.853	excitando
thrilled	joy	0.851	horruit
mademyday	joy	0.848	dies meus factus
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	celebramus
wonderfully	joy	0.844	mirum in modum
blessing	joy	0.844	benedictio
favoriteholiday	joy	0.844	favoriteholiday
paradise	joy	0.833	paradisus
marvellous	joy	0.833	mirabilis
festive	joy	0.833	festivum
sweetness	joy	0.833	dulcedo
blessed	joy	0.833	beatus
celebrations	joy	0.833	celebrationes
compliment	joy	0.831	honorificum
smiling	joy	0.828	subridens
allsmiles	joy	0.828	allsmiles
love	joy	0.828	amare
enchanting	joy	0.828	lepidus
homesweethome	joy	0.826	domum dulce domum
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	mirabilis
laughter	joy	0.824	risus
goodmood	joy	0.819	bonus animus
goodness	joy	0.818	bonitas
excellence	joy	0.818	excellentia
sensational	joy	0.818	sensational
joys	joy	0.818	gaudia
delightful	joy	0.818	jucundus
excited	joy	0.818	excitatur
rejoicing	joy	0.818	gaudens
happyheart	joy	0.818	happyheart
celebratory	joy	0.818	celebrem
greatful	joy	0.816	magnus
jovial	joy	0.814	jovial
rejoice	joy	0.812	gaudete
splendid	joy	0.812	splendidus
enjoy	joy	0.812	frui
smiley	joy	0.812	amet
glorious	joy	0.812	gloriosus
victorious	joy	0.812	victores
lovemaking	joy	0.812	ut diligatis
bonanza	joy	0.812	bonanza
greatday	joy	0.812	magnus dies
excellent	joy	0.812	optimum
goodtimes	joy	0.811	bona tempora
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	happyday
myfavorite	joy	0.804	mei beneficium
thankyoulord	joy	0.803	thankyoulord
gladness	joy	0.803	laetitia
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	voluptas
giggle	joy	0.802	cachinnant
happier	joy	0.797	beatior
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	magnificentia
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	tripudium
success	joy	0.797	success
grateful	joy	0.789	gratus
amuse	joy	0.788	oblectare
splendor	joy	0.788	splendor
happy	joy	0.788	felix
fun	joy	0.788	fun
giggling	joy	0.781	giggling
glad	joy	0.781	gaudeo
glorify	joy	0.781	glorificate
radiant	joy	0.781	radiantes
beautiful	joy	0.781	pulchra
solucky	joy	0.781	solucky
sothankful	joy	0.781	sothankful
enchanted	joy	0.781	haeream
romance	joy	0.779	romance
perfection	joy	0.779	perfectum
christmassy	joy	0.779	christmassy
heavens	joy	0.779	caelum
thrilling	joy	0.776	iuvenale
lovable	joy	0.773	amabilis
congrats	joy	0.773	congrats
fiesta	joy	0.773	fiesta
entertain	joy	0.773	hospitio
happyvalentinesday	joy	0.773	happyvalentesday
miraculous	joy	0.773	mirabilis
cheers	joy	0.773	iubentium
cheered	joy	0.773	bono animo
positivity	joy	0.773	positivity
funday	joy	0.772	funday
enjoying	joy	0.771	enjoying
lifeisgood	joy	0.766	vita bona est
amused	joy	0.766	risit
goodfeeling	joy	0.766	benevolentia
christmasspirit	joy	0.766	christmasspirit
cuddling	joy	0.766	cuddling
smiles	joy	0.766	risum
sosweet	joy	0.766	tam dulcis
thebest	joy	0.766	thebest
party	joy	0.765	pars 
delight	joy	0.765	delectatio
orgasm	joy	0.765	gaudens
positive	joy	0.761	positivum
sweetheart	joy	0.758	puella
enlighten	joy	0.758	illuminare
cheerfulness	joy	0.758	hilaritas
miracles	joy	0.758	miracula
giddy	joy	0.757	levis
christmastime	joy	0.757	christmas
gratify	joy	0.750	gratificari
greatness	joy	0.750	magnitudo
friendliness	joy	0.750	amicitia
blessings	joy	0.750	beneficia
laughs	joy	0.750	ridet
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	risus
pleasing	joy	0.750	placens
romantic	joy	0.750	romantic
happyholidays	joy	0.750	Felices fiestas
frolic	joy	0.748	ludicra
jubilee	joy	0.742	iubilaeum
miracle	joy	0.742	miraculum
enthusiasm	joy	0.742	studium
selflove	joy	0.742	selflove
triumph	joy	0.742	triumphum
magical	joy	0.742	magicis
rewarding	joy	0.742	praemium
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	positiveenergy
feelgood	joy	0.736	feelgood
prosperity	joy	0.735	prosperitas
behappy	joy	0.734	es laetus
admiration	joy	0.734	admirationem
passionate	joy	0.734	flagranti
goodday	joy	0.734	goodday
luxurious	joy	0.734	luxuriosus
tgif	joy	0.734	tgif *
victory	joy	0.734	victoriam
feelinggood	joy	0.734	bonum affectum
enchant	joy	0.734	incantare
greatnight	joy	0.734	greatnight
vivacious	joy	0.734	vivax
glorification	joy	0.733	glorificatio
sing	joy	0.729	cantare
glowing	joy	0.729	candentis
yessss	joy	0.728	yessss
fulfillment	joy	0.728	impletio
breathtaking	joy	0.728	stupendo
thankful	joy	0.727	grati?
cheery	joy	0.727	festivum
santa	joy	0.727	santa
hurrah	joy	0.727	eia
christmasbreak	joy	0.727	christmasbreak
win	joy	0.727	win
atpeace	joy	0.727	at pax
award	joy	0.727	award
merry	joy	0.727	hilares
inspiration	joy	0.725	inspiratio
radiance	joy	0.725	jubar
pleased	joy	0.725	placuit
uplift	joy	0.723	sublevo
optimistic	joy	0.723	eu
heaven	joy	0.721	caelum
lucky	joy	0.721	felix
godisgreat	joy	0.721	Deus magnus est
holidays	joy	0.721	dies festos
thrill	joy	0.721	pertemptant
congratulatory	joy	0.719	gratulans
thriving	joy	0.719	vigens
amusement	joy	0.719	ludicrum
perfect	joy	0.719	perfectus
lover	joy	0.719	amantis
xmas	joy	0.719	per conubia nostra
heartfelt	joy	0.719	cordialis
utopian	joy	0.719	utopian
lovely	joy	0.719	amabilia
harmony	joy	0.719	concordia
praising	joy	0.719	laudans
brighten	joy	0.719	perspicuus
luckiest	joy	0.712	felicissimus
merrychristmas	joy	0.712	felicem natalem Christi
magic	joy	0.712	magicae
achievement	joy	0.712	factum
yay	joy	0.712	Euge
holiday	joy	0.712	feriatum
treasures	joy	0.712	thesauri
luxury	joy	0.712	deliciae
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	familiaris
soblessed	joy	0.706	sobrius
yaaay	joy	0.706	yaaay
rave	joy	0.706	flexanima
chuckle	joy	0.706	chuckle
proud	joy	0.704	superbus
winning	joy	0.703	winning
cherish	joy	0.703	foveam
goodnews	joy	0.703	nuntiae bonae
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	spe
amazingly	joy	0.703	mirum in modum
lovelife	joy	0.703	amare vita
truelove	joy	0.703	truelove
beautification	joy	0.703	pulchritudinis
satisfying	joy	0.703	satisfaciens
appreciates	joy	0.703	intelligit
cuddled	joy	0.703	cuddled
goodlife	joy	0.703	vita bona
gooood	joy	0.703	gooood
sweetest	joy	0.703	dulcissime
yaay	joy	0.700	yaay
entertained	joy	0.700	susceptus
excite	joy	0.697	excitant
newbeginnings	joy	0.693	novitates
praisejesus	joy	0.691	praisejesus
birthday	joy	0.691	natalis
greatfriends	joy	0.688	magnates
adoration	joy	0.688	adoratio
godsend	joy	0.688	deosend
favorite	joy	0.688	ventus
content	joy	0.688	content
entertaining	joy	0.688	nactus
honored	joy	0.688	inclitus
metime	joy	0.688	metime
exquisite	joy	0.688	exquisitus
holidayseason	joy	0.688	holidayseason
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	angelicus
goodhealth	joy	0.682	bonus salus
majestic	joy	0.682	sublimis
luscious	joy	0.682	decoctionis
memoriesiwontforget	joy	0.682	memoriamiwontforget
bestfriends	joy	0.682	amici optimi
precious	joy	0.682	pretiosus
appreciated	joy	0.682	gratum
exaltation	joy	0.682	exaltatio
smiled	joy	0.682	risit
brightens	joy	0.682	lucem
tranquility	joy	0.679	tranquillitas
marry	joy	0.676	nubere
embrace	joy	0.676	amplexus
positively	joy	0.676	positive
grin	joy	0.672	subridere
hug	joy	0.672	amplexus
hilarious	joy	0.672	hilares
dearest	joy	0.672	carissime
contentment	joy	0.672	contentum
accomplished	joy	0.672	peracta
relaxation	joy	0.672	relaxatio
bday	joy	0.672	bday
enliven	joy	0.672	vivificat
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	impletum
bountiful	joy	0.667	munificus
victor	joy	0.667	victoris
adore	joy	0.667	adorare
boisterous	joy	0.667	feruentes
fulfill	joy	0.664	imple
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	prosperum
appreciation	joy	0.656	appreciation
serenity	joy	0.656	serenitatem
happynewyear	joy	0.656	happynewyear
humor	joy	0.656	humor
satisfy	joy	0.656	satisfacere
besties	joy	0.656	besties
encouraged	joy	0.656	adhortatus
captivate	joy	0.656	captare
christmaseve	joy	0.656	christmaseve
glow	joy	0.656	rutilans
romanticism	joy	0.656	romanticism
innerpeace	joy	0.656	interiorem pacem
pleasant	joy	0.656	jucundus
praises	joy	0.652	laudat
abundance	joy	0.652	abundantia
fortunes	joy	0.652	fortuna
engaged	joy	0.652	occupatum
praised	joy	0.652	laudatur
relaxing	joy	0.652	remittere
treasure	joy	0.652	thesaurus
satisfaction	joy	0.652	satisfactio
nothingbetter	joy	0.647	nihil melius
affection	joy	0.647	affectio
relieved	joy	0.647	levatus
complement	joy	0.647	complement
carnival	joy	0.643	Saturnalia agunt
priceless	joy	0.641	inaestimabilis
uplifting	joy	0.641	sublatio
sensuality	joy	0.641	sensualitas
saintly	joy	0.641	sanctus
champion	joy	0.641	champion
thanksgiving	joy	0.641	gratiarum actio
harmoniously	joy	0.641	harmonice
wedding	joy	0.641	nuptiae
achieve	joy	0.641	consequi
divine	joy	0.641	Divinus
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	exaltare
twinkle	joy	0.636	scintillare
comforting	joy	0.636	consolatio
felicity	joy	0.636	felicitas
peaceful	joy	0.636	pacificus
climax	joy	0.636	climax
winner	joy	0.636	victor
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	Cuddle
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	festival'
sweet	joy	0.625	dulcis
generosity	joy	0.625	liberalitas
brighter	joy	0.625	illustrior
praisegod	joy	0.625	laudem Dei
gorgeous	joy	0.625	splendidis
hearts	joy	0.625	corda
amusing	joy	0.625	ludibrium
fondness	joy	0.625	indulgentia
snuggling	joy	0.625	snuggling
reward	joy	0.625	praemium
sex	joy	0.622	sexus
kind	joy	0.621	benignus
genial	joy	0.621	genial
parade	joy	0.621	pompa
applause	joy	0.621	plausus
beauty	joy	0.621	pulchritudo
fulfilling	joy	0.618	impletio
aspiring	joy	0.618	aspirare
newlife	joy	0.618	vita nova
godbless	joy	0.616	Deus benedicat
virtuous	joy	0.613	honestum
kiss	joy	0.610	osculum
christmas	joy	0.609	Nativitatis
rainbows	joy	0.609	irides
elegance	joy	0.609	elegantia
generous	joy	0.609	liberalis
super	joy	0.609	super-
playful	joy	0.609	lasciva
enlightenment	joy	0.609	illustratio
praiseworthy	joy	0.609	laudabile
awards	joy	0.609	arbitria
adorable	joy	0.609	venerabile
rekindle	joy	0.609	incendere
winnings	joy	0.609	lucra
independence	joy	0.607	libertatem
amour	joy	0.607	amour
kindness	joy	0.606	benignitas
surprises	joy	0.606	obrepserit
heheh	joy	0.606	heheh'
hilarity	joy	0.606	hilaritas
wonder	joy	0.606	admirari
freely	joy	0.606	gratis
successful	joy	0.606	felix
inspired	joy	0.606	inspirati
onelove	joy	0.606	unus amor
whimsical	joy	0.603	ABSURDUS
entertainment	joy	0.603	entertainment
passion	joy	0.603	passion
stressfree	joy	0.601	stressfree
beautify	joy	0.601	ornare
sunrise	joy	0.600	ortus solis
godisgood	joy	0.597	bonum est Deus
goodmusic	joy	0.594	goodmusic
revere	joy	0.594	venerari
whoo	joy	0.594	whoo
fanfare	joy	0.594	ambitione
inspire	joy	0.594	inspire
angel	joy	0.594	angelus
thankgod	joy	0.594	gratias Deo
goodies	joy	0.594	suscipit lacus
jesus	joy	0.594	Jesus
accomplishment	joy	0.594	effectus
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	pacifice
flirt	joy	0.594	amas
friendship	joy	0.591	amicitia
singing	joy	0.591	cantus
heroic	joy	0.591	heroici
exalted	joy	0.591	exaltatus
fortune	joy	0.591	fortuna
highest	joy	0.591	summum
summer	joy	0.591	aestas
contented	joy	0.588	contenti
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	inundans
woot	joy	0.588	woot
accolade	joy	0.586	accolade
hope	joy	0.586	spes
cozy	joy	0.583	fovere
delicious	joy	0.579	delectamentum
raving	joy	0.578	debacchatio
thelife	joy	0.578	vita
darling	joy	0.578	deliciae
sensuous	joy	0.578	sensualis
picturesque	joy	0.578	picturesque
friendly	joy	0.578	amicissimum
everlasting	joy	0.578	sempiterne
praise	joy	0.578	lauda
ambition	joy	0.578	ambitio
sparkle	joy	0.577	coruscent
sensual	joy	0.576	sensuale
peace	joy	0.576	pax
flattering	joy	0.576	adulatio
grace	joy	0.576	gratia
luckygirl	joy	0.576	felix puella
heroism	joy	0.576	virtus
succeeding	joy	0.576	postea
yeahhh	joy	0.576	yeahhh
special	joy	0.574	speciale
livelife	joy	0.574	vita vivet
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	exantlaretur
yey	joy	0.562	yey
surprise	joy	0.562	mirum
sunny	joy	0.562	serenum
prevail	joy	0.562	praevalere
revels	joy	0.562	orgia
humorous	joy	0.562	faceta
sweets	joy	0.562	dulcia
liking	joy	0.562	favor
admirable	joy	0.562	admirabilis
superstar	joy	0.562	superstar
relax	joy	0.562	relaxat
prosper	joy	0.562	prosperum
hero	joy	0.562	heros
hugs	joy	0.562	cubantem piis foveamus amplexibus
worthwhile	joy	0.562	operaepretium
newyear	joy	0.561	annus novus
tenderness	joy	0.561	teneritas
bless	joy	0.561	benedicite
favorable	joy	0.561	placabilis
freedom	joy	0.561	libertas
masterpiece	joy	0.561	PALMARIUS
dreams	joy	0.559	somnia
hopeful	joy	0.559	bonae spei
home	joy	0.559	home
cruising	joy	0.556	raeda
gracias	joy	0.554	gracias
faithfulness	joy	0.553	fides
eagerness	joy	0.552	cupiditas
closeness	joy	0.552	propinquitas
sunshine	joy	0.551	sunshine
comfy	joy	0.551	levamentum
vacation	joy	0.547	vacation
celestial	joy	0.547	caelestia
good	joy	0.547	bonum
elite	joy	0.547	electi
illuminate	joy	0.547	illuminare
confidence	joy	0.547	fiducia
mistletoe	joy	0.547	visci
daughter	joy	0.547	filia
lifted	joy	0.547	levavi
goodmorning	joy	0.547	bonum mane
zeal	joy	0.547	zelus
gifts	joy	0.547	munera
gift	joy	0.547	donum
astonishment	joy	0.547	stupor
heart	joy	0.547	cor
completion	joy	0.547	complementum
bonus	joy	0.547	bonus
charmed	joy	0.546	delectatus
dance	joy	0.545	saltare
sublime	joy	0.545	sublime
recreation	joy	0.545	recreatio
encouragement	joy	0.545	adhortatio
god	joy	0.545	Deus
gush	joy	0.545	sclopetis
freshstart	joy	0.544	freshstart
free	joy	0.544	Liber
savior	joy	0.543	salvator
sanctuary	joy	0.541	sanctuarium
grandchildren	joy	0.540	nepotes
wellness	joy	0.537	sanitatem
revel	joy	0.534	gaude
music	joy	0.531	music
fab	joy	0.531	fab
bridal	joy	0.531	epithalamium
soar	joy	0.531	adsurgere
alive	joy	0.531	vivus
money	joy	0.531	pecunia
soothing	joy	0.531	blandimentum
serene	joy	0.531	serenus
holiness	joy	0.531	sanctitas
inspirational	joy	0.531	inspirational
matrimony	joy	0.531	matrimonium
dayoff	joy	0.531	dayoff
savor	joy	0.531	odor
vitality	joy	0.531	vitale
confident	joy	0.531	confidentes
firstborn	joy	0.531	primogenitus
rainbow	joy	0.531	iris
liberation	joy	0.531	liberatio
elegant	joy	0.530	elegans
mastery	joy	0.530	magisterium
glimmer	joy	0.530	LUMEN
illumination	joy	0.530	illuminatio
blossom	joy	0.530	florere
warmth	joy	0.530	calor
welcomed	joy	0.530	suscepit
treat	joy	0.529	tractare
faithful	joy	0.529	fidelis
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurus
commendable	joy	0.519	laudabilis
succeed	joy	0.516	succedunt
jingle	joy	0.516	sonantis
zest	joy	0.516	cupido
noschool	joy	0.516	noschool
brotherly	joy	0.516	fraterna
silly	joy	0.516	inepta
abundant	joy	0.516	abundat
fancy	joy	0.516	ludo mentis
resplendent	joy	0.516	splendidus
strengthening	joy	0.516	confirmatio
presents	joy	0.516	munera
pride	joy	0.516	superbia
almighty	joy	0.516	omnipotens
powerful	joy	0.516	potens
aspire	joy	0.516	aspirare
remarkable	joy	0.516	praeclarum
greeted	joy	0.516	salutatus
thanking	joy	0.515	agentes
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	medicinales
zen	joy	0.515	zen
coronation	joy	0.515	coronatio
complete	joy	0.515	completum
shining	joy	0.515	lucens
spirit	joy	0.515	spiritus
princely	joy	0.515	principaliter
vivid	joy	0.515	vivida
comfort	joy	0.515	consolatio
leisure	joy	0.515	otium
reunited	joy	0.515	convenerunt
kid	joy	0.515	hedum
newme	joy	0.515	newme
payday	joy	0.515	payday
animated	joy	0.515	animatum
familytime	joy	0.515	familiaris
relationship	joy	0.514	necessitudo
godly	joy	0.514	pia
marriage	joy	0.514	matrimonium
daymade	joy	0.514	daymade
spouse	joy	0.507	coniugis
intimately	joy	0.507	intime
respect	joy	0.500	respect
bloom	joy	0.500	florere
purr	joy	0.500	purr
carefree	joy	0.500	securus
nature	joy	0.500	natura
encourage	joy	0.500	robora
soulful	joy	0.500	soulful
refreshed	joy	0.500	refecti
family	joy	0.500	familia
gem	joy	0.500	gem
meritorious	joy	0.500	meritorium
achieved	joy	0.500	effectum
motherhood	joy	0.500	maternitatis
holyspirit	joy	0.500	spiritus Sanctus
surreal	joy	0.500	surreal
charitable	joy	0.500	caritativa
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stressrelief
erotic	joy	0.500	amatorios
inviting	joy	0.500	vocat
baby	joy	0.500	infans
dignity	joy	0.500	dignitas
satisfied	joy	0.500	satiata
visionary	joy	0.500	visionarius
memorable	joy	0.500	memorabile
veracity	joy	0.500	veritas
healthy	joy	0.500	sanus
welcoming	joy	0.500	excepit
diamond	joy	0.500	iaspis
christ	joy	0.500	christus
beach	joy	0.500	litore
accomplish	joy	0.500	efficere
friends	joy	0.500	amicis
excel	joy	0.500	excel
health	joy	0.493	sanitas
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	probatus
oasis	joy	0.486	oasis
liberty	joy	0.486	libertas
crowning	joy	0.485	cumulus
aspiration	joy	0.485	aspiratio
privileged	joy	0.485	privilegiatus
crescendo	joy	0.485	crescendo
rapture	joy	0.485	raptu
liberate	joy	0.485	liberare
nocomplaints	joy	0.485	nocomplaints
prestige	joy	0.485	auctoritas
bounty	joy	0.485	largitas
gentle	joy	0.485	mitis
inseparable	joy	0.485	inseparabilis
engaging	joy	0.485	confligere
loyal	joy	0.485	fidus
betrothed	joy	0.485	desponsata
transcendence	joy	0.484	transcendentia
selfworth	joy	0.484	selfworth
yummy	joy	0.484	delicatus
datenight	joy	0.484	datenight
destiny	joy	0.484	Fatum
heyday	joy	0.484	flos
aloha	joy	0.484	Dei
desire	joy	0.484	desiderium
dream	joy	0.484	somnium
luck	joy	0.484	fortuna
fete	joy	0.484	fete
trophy	joy	0.484	tropaeum
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	scelerisque
creativity	joy	0.484	creativity
boyfriend	joy	0.480	boyfriend
commemoration	joy	0.479	commemoratio
intelligence	joy	0.477	intelligentia
readiness	joy	0.473	promptum
friend	joy	0.471	amica
bride	joy	0.471	sponsa
enthusiast	joy	0.471	fanaticus
lush	joy	0.470	laeto
inheritance	joy	0.470	hereditas
soothe	joy	0.470	lenire
tickle	joy	0.470	titillatio
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	desiderium
massage	joy	0.470	massage
calming	joy	0.470	sedatio
adventure	joy	0.470	casus
pretty	joy	0.469	satis
purring	joy	0.469	purring
eternal	joy	0.469	aeternus
humanitarian	joy	0.469	humanitarium
nurture	joy	0.469	nutrire
giving	joy	0.469	dare
rest	joy	0.469	requiem
getaway	joy	0.469	abite
goals	joy	0.469	proposita
pray	joy	0.469	precor
bridegroom	joy	0.469	sponsus
heartily	joy	0.469	ex animo
luster	joy	0.469	illustrat
bonding	joy	0.469	compages
princess	joy	0.469	princeps
amicable	joy	0.469	amicabilis
benevolence	joy	0.469	benevolentia
child	joy	0.466	pueri
salutary	joy	0.465	salutaris
invite	joy	0.457	invite
beam	joy	0.456	trabem
reminiscing	joy	0.456	reminiscendo
befriend	joy	0.455	befriend
