English Word	Emotion	Emotion-Intensity-Score	Belarusian Word
muzzle	fear	0.312	пыса
ahhhhhhhh	fear	0.312	ахххххххх
therapist	fear	0.312	тэрапеўт
laxative	fear	0.312	слабільнае
obsessing	fear	0.312	дакучлівы
seclusion	fear	0.312	замкнёнасць
foreigner	fear	0.312	іншаземец
dentist	fear	0.312	стаматолаг
chargeable	fear	0.312	платная
deadline	fear	0.312	Крайні тэрмін
uneasy	fear	0.312	няпроста
valium	fear	0.312	валлё
powerful	fear	0.312	магутны
opponent	fear	0.312	праціўнік
ordnance	fear	0.312	боепрыпасы
cram	fear	0.312	запхнуць
unexpected	fear	0.312	нечаканы
thorny	fear	0.312	калючая
discontinuity	fear	0.312	разрывістасць
conspire	fear	0.312	змаўляцца
collusion	fear	0.312	змова
litigate	fear	0.312	судзіцца
unkind	fear	0.312	нядобры
whirlwind	fear	0.312	завіруха
nether	fear	0.312	ніжні
trickery	fear	0.312	хітрасць
bewilderment	fear	0.312	здзіўленне
overthinking	fear	0.309	перадумванне
doubts	fear	0.308	сумневы
seriousness	fear	0.305	сур'ёзнасць
irrational	fear	0.305	нерацыянальны
erase	fear	0.303	сціраць
teasing	fear	0.303	дражніць
razor	fear	0.303	брытва
sweating	fear	0.298	потлівасць
mage	fear	0.297	маг
giant	fear	0.297	гігант
weighty	fear	0.297	важкі
warning	fear	0.297	папярэджанне
avoid	fear	0.297	пазбягаць
inflation	fear	0.297	інфляцыя
mislead	fear	0.297	уводзіць у зман
adjudicate	fear	0.297	вынесці прысуд
endless	fear	0.297	бясконцы
deflation	fear	0.297	дэфляцыя
depreciated	fear	0.297	абясцэнены
bitch	fear	0.297	сука
swamp	fear	0.297	балота
bale	fear	0.297	цюк
dashed	fear	0.297	пункцірныя
crouching	fear	0.297	прыгнуўшыся
flounder	fear	0.297	камбала
hide	fear	0.297	схаваць
reluctant	fear	0.297	неахвотна
unsurpassed	fear	0.297	непераўзыдзены
medical	fear	0.297	медыцынскі
timidity	fear	0.297	палахлівасць
auditor	fear	0.297	рэвізор
deluge	fear	0.287	патоп
disinformation	fear	0.286	дэзінфармацыя
court	fear	0.284	суд
aversion	fear	0.283	агіда
cartridge	fear	0.281	патрон
unfriendly	fear	0.281	непрыязна
cautious	fear	0.281	асцярожны
surveillance	fear	0.281	назіранне
yelp	fear	0.281	лямантаваць
confusion	fear	0.281	разгубленасць
apache	fear	0.281	апач
flying	fear	0.281	лятаючы
submitting	fear	0.281	падаючы
discourage	fear	0.281	адгаворваць
rush	fear	0.281	спяшацца
fortress	fear	0.281	крэпасць
dwarfed	fear	0.281	карлікавы
challenge	fear	0.281	выклік
notready	fear	0.281	не гатовы
wan	fear	0.281	бледны
mistaken	fear	0.281	памыліўся
hurryup	fear	0.281	спяшайся
swelling	fear	0.281	ацёк
oncoming	fear	0.281	сустрэчны
remains	fear	0.281	застаецца
unruly	fear	0.281	непакорлівы
bigoted	fear	0.281	фанатычны
intense	fear	0.279	інтэнсіўны
noncompliance	fear	0.276	неадпаведнасць
alerts	fear	0.276	абвесткі
planes	fear	0.274	самалёты
cop	fear	0.273	паліцэйскі
displeased	fear	0.273	незадаволены
unbridled	fear	0.271	неўтаймаваны
problem	fear	0.266	праблема
crouch	fear	0.266	прысядаць
sneak	fear	0.266	красціся
hood	fear	0.266	капот
force	fear	0.266	сіла
confession	fear	0.266	споведзь
posse	fear	0.266	атрад
banger	fear	0.266	трасянка
belt	fear	0.266	рэмень
crowds	fear	0.266	натоўпы
elevation	fear	0.266	ўзвышэнне
insomnia	fear	0.266	бессань
auditions	fear	0.266	праслухоўванні
forgotten	fear	0.266	забыты
affront	fear	0.266	абражаць
cloak	fear	0.266	плашч
newjob	fear	0.266	новая праца
blindfold	fear	0.266	завязаць вочы
skid	fear	0.266	занос
blemish	fear	0.266	загана
uncanny	fear	0.266	жудасны
sentence	fear	0.266	сказ
cupping	fear	0.266	купіраванне
regiment	fear	0.266	палка
hooded	fear	0.266	з капюшонам
operation	fear	0.266	аперацыя
immerse	fear	0.266	пагрузіць
shanghai	fear	0.266	шанхай
acrobat	fear	0.266	акрабат
flurries	fear	0.266	шквалы
spur	fear	0.262	шпора
mortgagor	fear	0.258	залогадаўца
defense	fear	0.258	абароны
insect	fear	0.250	казурка
defend	fear	0.250	абараняць
cataract	fear	0.250	катаракта
stealthy	fear	0.250	крадлівы
swampy	fear	0.250	забалочаны
sunk	fear	0.250	затануў
run	fear	0.250	бегчы
scapegoat	fear	0.250	казёл адпушчэння
jobinterview	fear	0.250	сумоўе
repent	fear	0.250	пакаяцца
breakingnews	fear	0.250	галоўныя навіны
obliging	fear	0.250	абавязлівы
rascal	fear	0.250	нягоднік
impatiently	fear	0.250	нецярпліва
react	fear	0.250	рэагаваць
doubt	fear	0.250	сумнявацца
guard	fear	0.250	ахоўнік
forewarned	fear	0.250	папярэджаны
foul	fear	0.250	фол
indifference	fear	0.250	абыякавасць
hag	fear	0.250	дзядзька
picket	fear	0.250	пікет
delusional	fear	0.250	ілюзорны
standstill	fear	0.250	прыпынак
rating	fear	0.250	рэйтынг
spinster	fear	0.250	дзява
unfamiliar	fear	0.250	незнаёмы
indecisive	fear	0.250	нерашучы
grounded	fear	0.242	абгрунтаваны
badhabit	fear	0.242	дрэнная звычка
highest	fear	0.236	самы высокі
aaaah	fear	0.234	аааа
shrink	fear	0.234	сціскацца
insomniac	fear	0.234	бяссонніца
chicken	fear	0.234	курыца
bee	fear	0.234	пчала
inequality	fear	0.234	няроўнасць
verge	fear	0.234	мяжа
shelters	fear	0.234	хованкі
buzz	fear	0.234	гудзенне
buck	fear	0.234	бакс
discontent	fear	0.234	незадаволенасць
difficulty	fear	0.234	цяжкасць
finalized	fear	0.234	дапрацаваны
overdrive	fear	0.234	авердрайв
pinion	fear	0.234	шасцярня
scaffold	fear	0.234	эшафот
dependence	fear	0.234	залежнасць
rekindle	fear	0.234	распаліць
instinctive	fear	0.234	інстынктыўныя
thatmoment	fear	0.234	той момант
sleepless	fear	0.234	бяссонны
intercede	fear	0.234	заступацца
psychiatrist	fear	0.234	псіхіятр
rushing	fear	0.233	кідаючыся
overslept	fear	0.226	праспаў
default	fear	0.226	па змаўчанні
confessional	fear	0.225	спавядальны
impatient	fear	0.224	нецярплівы
tactics	fear	0.219	тактыка
aga	fear	0.219	ага
blues	fear	0.219	блюз
thrill	fear	0.219	вострыя адчуванні
immigrant	fear	0.219	імігрант
veer	fear	0.219	паварот
sweat	fear	0.219	пот
cane	fear	0.219	трыснёг
revelations	fear	0.219	адкрыцці
whatif	fear	0.219	што калі
waver	fear	0.219	вагацца
jungle	fear	0.219	джунглі
fingerscrossed	fear	0.219	скрыжаваныя пальцы
stingy	fear	0.219	скупы
bait	fear	0.219	прынада
unequal	fear	0.219	няроўныя
lastminute	fear	0.219	ў апошнюю хвіліну
heft	fear	0.219	цяжар
overtired	fear	0.218	ператамленне
prognosis	fear	0.217	прагноз
alertness	fear	0.216	насцярожанасць
hyped	fear	0.214	раскручаны
wishmeluck	fear	0.212	пажадай мне поспеху
somuchtodo	fear	0.212	чамутода
toomuchtodo	fear	0.212	toouchtodo
tryouts	fear	0.210	пробныя
clowns	fear	0.207	клоўны
fluctuation	fear	0.204	ваганне
examination	fear	0.204	экспертыза
restless	fear	0.204	неспакойны
uphill	fear	0.203	у гару
quail	fear	0.203	перапёлкі
phew	fear	0.203	цьфу
mighty	fear	0.203	магутны
cross	fear	0.203	крыж
hurry	fear	0.203	спяшацца
recesses	fear	0.203	паглыбленні
intimacy	fear	0.203	блізкасць
overcome	fear	0.203	пераадолець
birth	fear	0.203	нараджэнне
acceptances	fear	0.203	прыняцці
help	fear	0.203	дапамагчы
fearless	fear	0.200	бясстрашны
change	fear	0.198	змяніць
ware	fear	0.198	посуд
withstand	fear	0.197	вытрымаць
asap	fear	0.191	як мага хутчэй
heighten	fear	0.188	павысіць
watch	fear	0.188	глядзець
tract	fear	0.188	урочышча
advance	fear	0.188	загадзя
overcoming	fear	0.188	пераадоленне
attorney	fear	0.188	адвакат
deadlines	fear	0.188	тэрміны
bug	fear	0.188	памылка
knots	fear	0.188	вузлы
owing	fear	0.188	з-за
waitinggame	fear	0.188	гульня ў чаканні
unorganised	fear	0.188	неарганізаваны
gnome	fear	0.188	гном
fragile	fear	0.188	далікатныя
cautiously	fear	0.188	асцярожна
stillness	fear	0.188	нерухомасць
intrigue	fear	0.188	інтрыгі
rule	fear	0.188	правіла
elf	fear	0.185	эльф
stillwaiting	fear	0.184	усё яшчэ чакае
lonely	fear	0.183	самотны
slippery	fear	0.181	слізкі
interview	fear	0.180	інтэрв'ю
everyman	fear	0.178	абывацель
speculation	fear	0.176	спекуляцыя
needtoknow	fear	0.173	трэба ведаць
worship	fear	0.172	набажэнства
unsure	fear	0.172	няўпэўнены
surprise	fear	0.172	сюрпрыз
settlor	fear	0.172	пасяленца
competition	fear	0.172	спаборніцтва
readytogo	fear	0.172	гатовы
checkpoint	fear	0.172	пункт пропуску
composure	fear	0.172	сабранасць
interviewer	fear	0.172	інтэрв'юер
chaff	fear	0.172	мякіна
regulatory	fear	0.172	нарматыўная
birch	fear	0.172	бяроза
shell	fear	0.172	абалонка
assessment	fear	0.172	ацэнка
uncertain	fear	0.172	нявызначаны
rod	fear	0.172	стрыжань
humanrights	fear	0.172	правы чалавека
less	fear	0.167	менш
coy	fear	0.162	сарамлівы
iris	fear	0.160	касач
intimately	fear	0.156	інтымна
hearing	fear	0.156	слых
legalized	fear	0.156	легалізаваны
needit	fear	0.156	трэба
audition	fear	0.156	праслухоўванне
retirement	fear	0.156	выхад на пенсію
countdown	fear	0.156	зваротны адлік
sly	fear	0.156	хітры
bases	fear	0.156	базы
ceasefire	fear	0.156	спыненне агню
medication	fear	0.156	лекі
courageous	fear	0.154	мужны
overthinker	fear	0.153	звышдумца
backtrack	fear	0.151	адступіць
dawned	fear	0.150	развіднела
censor	fear	0.149	цэнзар
bailiff	fear	0.147	судовы выканаўца
syllabus	fear	0.147	вучэбны план
delay	fear	0.141	затрымка
newcomer	fear	0.141	навічок
imagination	fear	0.141	уяўленне
waiting	fear	0.141	чаканне
gent	fear	0.141	джэнтльмен
validity	fear	0.141	абгрунтаванасць
cove	fear	0.141	бухта
rationality	fear	0.141	рацыянальнасць
caricature	fear	0.141	карыкатура
eventuality	fear	0.141	выпадковасць
alreadyyyyy	fear	0.140	ужо ыыыы
shy	fear	0.140	сарамлівы
symptom	fear	0.133	сімптом
excite	fear	0.132	ўзбуджаць
raccoon	fear	0.127	янот
clown	fear	0.125	блазан
tryout	fear	0.125	апрабаваць
needtorelax	fear	0.125	трэба расслабіцца
swim	fear	0.125	плаваць
campaigning	fear	0.125	агітацыя
hawk	fear	0.125	ястраб
prevent	fear	0.125	прадухіліць
gameday	fear	0.125	гульнявы дзень
ahhh	fear	0.125	аххх
marry	fear	0.125	ажаніцца
sprite	fear	0.125	спрайт
soready	fear	0.125	так гатова
sag	fear	0.123	правіснуць
pharmacy	fear	0.123	аптэка
policeman	fear	0.121	міліцыянт
dreamt	fear	0.111	марыў
lace	fear	0.111	карункі
homework	fear	0.109	Дамашняя работа
destination	fear	0.109	прызначэння
incase	fear	0.109	у выпадку
pray	fear	0.109	маліцца
knot	fear	0.109	вузел
confidence	fear	0.109	упэўненасць
bigday	fear	0.109	вялікі дзень
holiness	fear	0.109	святасць
notoriety	fear	0.109	вядомасць
weight	fear	0.109	вага
slender	fear	0.100	стройны
undecided	fear	0.098	не вызначыўся
sympathetic	fear	0.097	спагадлівы
poise	fear	0.094	ураўнаважанасць
case	fear	0.094	выпадку
treat	fear	0.094	лячыць
locate	fear	0.094	знайсці
loyal	fear	0.094	лаяльны
grades	fear	0.094	гатункі
god	fear	0.094	бог
helmet	fear	0.094	шлем
confident	fear	0.094	упэўнены ў сабе
counsellor	fear	0.094	саветнік
northeast	fear	0.088	паўночны ўсход
graduation	fear	0.078	выпускны
compassion	fear	0.078	спачуванне
nurture	fear	0.078	выхоўваць
graded	fear	0.075	градуяваная
mum	fear	0.070	мама
infant	fear	0.067	немаўля
journey	fear	0.062	падарожжа
parade	fear	0.062	парад
gradschool	fear	0.062	гімназія
civilian	fear	0.062	грамадзянскі
cloudiness	fear	0.062	воблачнасць
cash	fear	0.062	наяўныя грошы
civilians	fear	0.062	грамадзянскія асобы
guidelines	fear	0.062	кіруючыя прынцыпы
soulmate	fear	0.062	роднасная душа
youth	fear	0.062	моладзь
opera	fear	0.057	опера
synonymous	fear	0.056	сінанімічныя
honest	fear	0.047	сумленны
praying	fear	0.047	молячыся
intelligence	fear	0.038	інтэлект
volunteer	fear	0.031	валанцёр
romance	fear	0.031	рамантыка
lines	fear	0.031	лініі
obey	fear	0.016	падпарадкоўвацца
happiest	joy	0.986	самы шчаслівы
happiness	joy	0.984	шчасце
bliss	joy	0.971	асалода
celebrating	joy	0.970	святкаванне
jubilant	joy	0.969	юбіляр
ecstatic	joy	0.954	экстатычны
elation	joy	0.944	уздым
beaming	joy	0.938	ззяючы
bestdayever	joy	0.938	лепшы дзень
loveee	joy	0.932	каханая
celebration	joy	0.929	святкаванне
awesomeness	joy	0.926	дзіўнасць
joy	joy	0.924	радасць
joyous	joy	0.922	радасны
fabulous	joy	0.922	казачны
happily	joy	0.922	шчасліва
excitement	joy	0.922	хваляванне
exuberance	joy	0.922	буянства
makesmehappy	joy	0.922	зрабіць шчаслівым
euphoria	joy	0.922	эйфарыя
lovee	joy	0.920	каханая
gratitude	joy	0.914	удзячнасць
happydance	joy	0.912	шчаслівы танец
merriment	joy	0.912	весялосць
spectacular	joy	0.912	відовішчны
overjoyed	joy	0.909	па-за радасцю
purebliss	joy	0.909	чыстая асалода
triumphant	joy	0.907	трыумфальна
ecstasy	joy	0.906	экстаз
lovelovelove	joy	0.906	каханнелюбоў каханне
cheerful	joy	0.906	вясёлы
cheer	joy	0.897	падбадзёрыць
elated	joy	0.894	прыўзняты настрой
peaceofmind	joy	0.891	душэўны спакой
jolly	joy	0.891	вясёлы
delighted	joy	0.891	у захапленні
lovethis	joy	0.891	люблю гэта
excitation	joy	0.891	ўзбуджэнне
exhilaration	joy	0.891	ўзбуджэнне
pleasures	joy	0.891	задавальненняў
laugh	joy	0.891	смяяцца
marvelously	joy	0.881	цудоўна
loving	joy	0.879	кахаючы
joyful	joy	0.879	радасны
blissful	joy	0.879	блажэнны
outstanding	joy	0.879	выбітны
pleasurable	joy	0.877	прыемнае
lovinglife	joy	0.875	любіць жыццё
enthusiastic	joy	0.875	энтузіязм
glee	joy	0.875	радасць
iloveher	joy	0.875	я кахаю яе
yaaaay	joy	0.875	агаааа
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	шчаслівае месца
sohappy	joy	0.868	так шчаслівы
superb	joy	0.864	цудоўны
woohoo	joy	0.864	ура
laughing	joy	0.864	смеючыся
wonderful	joy	0.863	выдатны
hooray	joy	0.859	ура
loved	joy	0.859	любіў
tearsofjoy	joy	0.859	слёзы радасці
hallelujah	joy	0.859	алілуя
magnificent	joy	0.859	цудоўны
glory	joy	0.859	слава
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	бліскучы
celebrated	joy	0.859	адзначаецца
cheering	joy	0.859	апладысменты
yayyyy	joy	0.859	яййййй
heavenly	joy	0.853	нябесны
exciting	joy	0.853	захапляльны
thrilled	joy	0.851	у захапленні
mademyday	joy	0.848	зроблены мой дзень
hohoho	joy	0.845	хохохо
celebrate	joy	0.844	святкаваць
wonderfully	joy	0.844	цудоўна
blessing	joy	0.844	дабраславеньне
favoriteholiday	joy	0.844	любімае свята
paradise	joy	0.833	рай
marvellous	joy	0.833	цудоўны
festive	joy	0.833	святочны
sweetness	joy	0.833	слодыч
blessed	joy	0.833	блаславёны
celebrations	joy	0.833	урачыстасці
compliment	joy	0.831	камплімент
smiling	joy	0.828	усміхаючыся
allsmiles	joy	0.828	усе ўсміхаюцца
love	joy	0.828	каханне
enchanting	joy	0.828	феерычны
homesweethome	joy	0.826	дом мілы дом
thankyougod	joy	0.824	дзякуй богу
marvelous	joy	0.824	цудоўны
laughter	joy	0.824	смех
goodmood	joy	0.819	добры настрой
goodness	joy	0.818	дабрыня
excellence	joy	0.818	дасканаласць
sensational	joy	0.818	сенсацыйны
joys	joy	0.818	радасці
delightful	joy	0.818	цудоўны
excited	joy	0.818	узбуджаны
rejoicing	joy	0.818	радуючыся
happyheart	joy	0.818	шчаслівае сэрца
celebratory	joy	0.818	святочны
greatful	joy	0.816	вялікае
jovial	joy	0.814	вясёлы
rejoice	joy	0.812	радавацца
splendid	joy	0.812	цудоўны
enjoy	joy	0.812	атрымліваць асалоду ад
smiley	joy	0.812	смайлік
glorious	joy	0.812	слаўны
victorious	joy	0.812	пераможны
lovemaking	joy	0.812	заняткі любоўю
bonanza	joy	0.812	залатое дно
greatday	joy	0.812	вялікі дзень
excellent	joy	0.812	выдатны
goodtimes	joy	0.811	добры час
whatmakesmesmile	joy	0.811	што выклікае ўсмешку
happyday	joy	0.809	шчаслівы дзень
myfavorite	joy	0.804	мой любімы
thankyoulord	joy	0.803	дзякуй, спадар
gladness	joy	0.803	радасць
yayyy	joy	0.803	яйййй
yeahhhh	joy	0.803	агаххх
pleasure	joy	0.803	задавальненне
giggle	joy	0.802	хіхікаць
happier	joy	0.797	шчаслівей
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	пышнасць
happytweet	joy	0.797	шчаслівы твіт
lovinlife	joy	0.797	каханне жыцця
yesss	joy	0.797	так
dancing	joy	0.797	танцы
success	joy	0.797	поспех
grateful	joy	0.789	удзячны
amuse	joy	0.788	забаўляць
splendor	joy	0.788	пышнасць
happy	joy	0.788	шчаслівы
fun	joy	0.788	весела
giggling	joy	0.781	хіхікаючы
glad	joy	0.781	рады
glorify	joy	0.781	праслаўляць
radiant	joy	0.781	зіхатлівы
beautiful	joy	0.781	прыгожая
solucky	joy	0.781	салюцкі
sothankful	joy	0.781	так удзячны
enchanted	joy	0.781	зачараваны
romance	joy	0.779	рамантыка
perfection	joy	0.779	дасканаласць
christmassy	joy	0.779	Каляды
heavens	joy	0.779	нябёсы
thrilling	joy	0.776	захапляльны
lovable	joy	0.773	мілы
congrats	joy	0.773	віншую
fiesta	joy	0.773	фіеста
entertain	joy	0.773	забаўляць
happyvalentinesday	joy	0.773	з днём святога валянціна
miraculous	joy	0.773	цудадзейны
cheers	joy	0.773	ура
cheered	joy	0.773	падбадзёрыўся
positivity	joy	0.773	пазітыву
funday	joy	0.772	вясёлы дзень
enjoying	joy	0.771	атрымліваць асалоду ад
lifeisgood	joy	0.766	жыцьцё добрае
amused	joy	0.766	пацешыўся
goodfeeling	joy	0.766	добрае самаадчуванне
christmasspirit	joy	0.766	калядны дух
cuddling	joy	0.766	абдымацца
smiles	joy	0.766	усмешкі
sosweet	joy	0.766	так міла
thebest	joy	0.766	найлепшы
party	joy	0.765	партыя
delight	joy	0.765	захапленне
orgasm	joy	0.765	аргазм
positive	joy	0.761	станоўчы
sweetheart	joy	0.758	мілая
enlighten	joy	0.758	прасьвятляць
cheerfulness	joy	0.758	жыццярадаснасць
miracles	joy	0.758	цуды
giddy	joy	0.757	галавакружэнне
christmastime	joy	0.757	калядны час
gratify	joy	0.750	задавальняць
greatness	joy	0.750	веліч
friendliness	joy	0.750	прыязнасць
blessings	joy	0.750	дабраславеньні
laughs	joy	0.750	смяецца
tistheseason	joy	0.750	гэты сезон
smile	joy	0.750	усміхніся
pleasing	joy	0.750	прыемны
romantic	joy	0.750	рамантычны
happyholidays	joy	0.750	шчаслівых святаў
frolic	joy	0.748	гарэзаваць
jubilee	joy	0.742	юбілейны
miracle	joy	0.742	цуд
enthusiasm	joy	0.742	энтузіязм
selflove	joy	0.742	любоў да сябе
triumph	joy	0.742	трыумфаваць
magical	joy	0.742	магічны
rewarding	joy	0.742	ўзнагароджанне
goodvibes	joy	0.742	добры настрой
positiveenergy	joy	0.742	станоўчая энергія
feelgood	joy	0.736	адчуваць сябе добра
prosperity	joy	0.735	росквіту
behappy	joy	0.734	быць шчаслівым
admiration	joy	0.734	захапленне
passionate	joy	0.734	гарачы
goodday	joy	0.734	добры дзень
luxurious	joy	0.734	раскошны
tgif	joy	0.734	tgif
victory	joy	0.734	перамога
feelinggood	joy	0.734	адчуваць сябе добра
enchant	joy	0.734	зачараваць
greatnight	joy	0.734	выдатная ноч
vivacious	joy	0.734	бадзёры
glorification	joy	0.733	праслаўленне
sing	joy	0.729	спяваць
glowing	joy	0.729	свеціцца
yessss	joy	0.728	так
fulfillment	joy	0.728	выкананне
breathtaking	joy	0.728	дух захоплівае
thankful	joy	0.727	удзячны
cheery	joy	0.727	бадзёры
santa	joy	0.727	Санта
hurrah	joy	0.727	ура
christmasbreak	joy	0.727	калядныя канікулы
win	joy	0.727	выйграць
atpeace	joy	0.727	у спакоі
award	joy	0.727	прэмія
merry	joy	0.727	вясёлы
inspiration	joy	0.725	натхненне
radiance	joy	0.725	ззянне
pleased	joy	0.725	задаволены
uplift	joy	0.723	ўздым
optimistic	joy	0.723	аптымістычны
heaven	joy	0.721	нябёсы
lucky	joy	0.721	пашанцавала
godisgreat	joy	0.721	Бог вялікі
holidays	joy	0.721	святы
thrill	joy	0.721	вострыя адчуванні
congratulatory	joy	0.719	віншавальны
thriving	joy	0.719	квітнее
amusement	joy	0.719	забаўка
perfect	joy	0.719	ідэальны
lover	joy	0.719	палюбоўнік
xmas	joy	0.719	Каляды
heartfelt	joy	0.719	сардэчны
utopian	joy	0.719	утапічны
lovely	joy	0.719	выдатны
harmony	joy	0.719	гармонія
praising	joy	0.719	усхваляючы
brighten	joy	0.719	асвятліць
luckiest	joy	0.712	самы удачлівы
merrychristmas	joy	0.712	вясёлыя каляды
magic	joy	0.712	магія
achievement	joy	0.712	дасягненне
yay	joy	0.712	ура
holiday	joy	0.712	свята
treasures	joy	0.712	скарбы
luxury	joy	0.712	раскоша
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	інтымныя
soblessed	joy	0.706	блаславёны
yaaay	joy	0.706	ага
rave	joy	0.706	трызніць
chuckle	joy	0.706	хіхікаць
proud	joy	0.704	ганарлівы
winning	joy	0.703	перамога
cherish	joy	0.703	песціць
goodnews	joy	0.703	добрыя навіны
fuckyeah	joy	0.703	чорт вазьмі
optimism	joy	0.703	аптымізм
amazingly	joy	0.703	дзіўна
lovelife	joy	0.703	асабістае жыццё
truelove	joy	0.703	сапраўднае каханне
beautification	joy	0.703	добраўпарадкаванне
satisfying	joy	0.703	сытна
appreciates	joy	0.703	шануе
cuddled	joy	0.703	абдымаўся
goodlife	joy	0.703	добрае жыццё
gooood	joy	0.703	добра
sweetest	joy	0.703	салодкі
yaay	joy	0.700	ага
entertained	joy	0.700	забаўлялі
excite	joy	0.697	ўзбуджаць
newbeginnings	joy	0.693	новыя пачаткі
praisejesus	joy	0.691	Хвала Ісусу
birthday	joy	0.691	дзень нараджэння
greatfriends	joy	0.688	выдатныя сябры
adoration	joy	0.688	пакланенне
godsend	joy	0.688	знаходка
favorite	joy	0.688	любімы
content	joy	0.688	змест
entertaining	joy	0.688	забаўляльны
honored	joy	0.688	ушанаваны
metime	joy	0.688	час
exquisite	joy	0.688	вытанчаны
holidayseason	joy	0.688	курортны сезон
thankyoujesus	joy	0.688	дзякуй, божа
angelic	joy	0.688	анёльскі
goodhealth	joy	0.682	добрае здароўе
majestic	joy	0.682	велічны
luscious	joy	0.682	сакавіты
memoriesiwontforget	joy	0.682	незабыўныя ўспаміны
bestfriends	joy	0.682	Лепшыя сябры
precious	joy	0.682	каштоўны
appreciated	joy	0.682	ацанілі
exaltation	joy	0.682	экзальтацыя
smiled	joy	0.682	усміхнуўся
brightens	joy	0.682	асвятляе
tranquility	joy	0.679	спакой
marry	joy	0.676	ажаніцца
embrace	joy	0.676	абдымаць
positively	joy	0.676	станоўча
grin	joy	0.672	усмешка
hug	joy	0.672	абняць
hilarious	joy	0.672	вясёлы
dearest	joy	0.672	самы дарагі
contentment	joy	0.672	задаволенасць
accomplished	joy	0.672	выканана
relaxation	joy	0.672	паслабленне
bday	joy	0.672	дзень нараджэння
enliven	joy	0.672	ажывіць
weeeee	joy	0.672	эээээ
giggles	joy	0.672	хіхікае
fulfilled	joy	0.667	выкананы
bountiful	joy	0.667	шчодры
victor	joy	0.667	пераможца
adore	joy	0.667	абажаць
boisterous	joy	0.667	бурлівы
fulfill	joy	0.664	выконваць
cuddles	joy	0.662	абдымаецца
prosperous	joy	0.660	квітнеючы
appreciation	joy	0.656	удзячнасць
serenity	joy	0.656	спакой
happynewyear	joy	0.656	з Новым годам
humor	joy	0.656	гумар
satisfy	joy	0.656	задаволіць
besties	joy	0.656	лепшыя
encouraged	joy	0.656	заахвочаны
captivate	joy	0.656	захапіць
christmaseve	joy	0.656	Каляды
glow	joy	0.656	свячэнне
romanticism	joy	0.656	рамантызм
innerpeace	joy	0.656	унутраны спакой
pleasant	joy	0.656	прыемны
praises	joy	0.652	хвалы
abundance	joy	0.652	багацце
fortunes	joy	0.652	лёсы
engaged	joy	0.652	займаецца
praised	joy	0.652	хвалілі
relaxing	joy	0.652	расслабляльны
treasure	joy	0.652	скарб
satisfaction	joy	0.652	задавальненне
nothingbetter	joy	0.647	нічога лепшага
affection	joy	0.647	прыхільнасць
relieved	joy	0.647	з палёгкай
complement	joy	0.647	дапаўняць
carnival	joy	0.643	карнавал
priceless	joy	0.641	бясцэнны
uplifting	joy	0.641	падымаючы настрой
sensuality	joy	0.641	пачуццёвасць
saintly	joy	0.641	святы
champion	joy	0.641	чэмпіён
thanksgiving	joy	0.641	падзяка
harmoniously	joy	0.641	гарманічна
wedding	joy	0.641	вяселле
achieve	joy	0.641	дасягнуць
divine	joy	0.641	чароўны
jackpot	joy	0.641	джэкпот
honeymoon	joy	0.636	мядовы месяц
exalt	joy	0.636	узвялічваць
twinkle	joy	0.636	мільгаць
comforting	joy	0.636	суцяшальны
felicity	joy	0.636	шчасце
peaceful	joy	0.636	мірны
climax	joy	0.636	клімакс
winner	joy	0.636	пераможца
reverie	joy	0.636	летуценнасць
yayy	joy	0.636	яй
cuddle	joy	0.636	абдымацца
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	назіранне за зоркамі
festival	joy	0.625	фестываль
sweet	joy	0.625	салодкі
generosity	joy	0.625	шчодрасць
brighter	joy	0.625	ярчэй
praisegod	joy	0.625	Дзякуй Богу
gorgeous	joy	0.625	цудоўны
hearts	joy	0.625	сэрцайкі
amusing	joy	0.625	пацешна
fondness	joy	0.625	замілаванне
snuggling	joy	0.625	прыціскаючыся
reward	joy	0.625	Узнагарода
sex	joy	0.622	сэкс
kind	joy	0.621	выгляд
genial	joy	0.621	геніяльны
parade	joy	0.621	парад
applause	joy	0.621	апладысменты
beauty	joy	0.621	прыгажосць
fulfilling	joy	0.618	выкананне
aspiring	joy	0.618	які імкнецца
newlife	joy	0.618	новае жыццё
godbless	joy	0.616	бязбожны
virtuous	joy	0.613	дабрадзейны
kiss	joy	0.610	пацалунак
christmas	joy	0.609	Каляды
rainbows	joy	0.609	вясёлкі
elegance	joy	0.609	элегантнасць
generous	joy	0.609	шчодры
super	joy	0.609	супер
playful	joy	0.609	гуллівы
enlightenment	joy	0.609	асветніцтва
praiseworthy	joy	0.609	пахвальна
awards	joy	0.609	ўзнагароды
adorable	joy	0.609	чароўная
rekindle	joy	0.609	распаліць
winnings	joy	0.609	выйгрышы
independence	joy	0.607	незалежнасць
amour	joy	0.607	любоў
kindness	joy	0.606	дабрыня
surprises	joy	0.606	сюрпрызы
heheh	joy	0.606	хе-хе
hilarity	joy	0.606	весялосьць
wonder	joy	0.606	дзівіцца
freely	joy	0.606	свабодна
successful	joy	0.606	паспяховы
