English Word	Emotion	Emotion-Intensity-Score	Marathi Word
superb	joy	0.864	उत्कृष्ट
woohoo	joy	0.864	वूहू
laughing	joy	0.864	हसणे
wonderful	joy	0.863	अद्भुत
hooray	joy	0.859	हुर्रे
loved	joy	0.859	प्रेम केले
tearsofjoy	joy	0.859	आनंदाश्रू
hallelujah	joy	0.859	हल्लेलुया
magnificent	joy	0.859	भव्य
glory	joy	0.859	गौरव
ilovechristmas	joy	0.859	ilovachristmas
brilliant	joy	0.859	हुशार
celebrated	joy	0.859	साजरा केला
cheering	joy	0.859	जयजयकार
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	स्वर्गीय
exciting	joy	0.853	रोमांचक
thrilled	joy	0.851	रोमांचित
mademyday	joy	0.848	मेडमायडे
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	साजरा करणे
wonderfully	joy	0.844	आश्चर्यकारकपणे
blessing	joy	0.844	आशीर्वाद
favoriteholiday	joy	0.844	आवडती सुट्टी
paradise	joy	0.833	स्वर्ग
marvellous	joy	0.833	अद्भुत
festive	joy	0.833	उत्सव
sweetness	joy	0.833	गोडवा
blessed	joy	0.833	धन्य
celebrations	joy	0.833	उत्सव
compliment	joy	0.831	प्रशंसा
smiling	joy	0.828	हसत
allsmiles	joy	0.828	सर्व स्मित
love	joy	0.828	प्रेम
enchanting	joy	0.828	मोहक
homesweethome	joy	0.826	घरगुती
thankyougod	joy	0.824	आभारी आहे देवा
marvelous	joy	0.824	अद्भुत
laughter	joy	0.824	हशा
goodmood	joy	0.819	चांगला मूड
goodness	joy	0.818	चांगुलपणा
excellence	joy	0.818	उत्कृष्टता
sensational	joy	0.818	खळबळजनक
joys	joy	0.818	आनंद
delightful	joy	0.818	आनंददायक
excited	joy	0.818	उत्साहित
rejoicing	joy	0.818	आनंदी
happyheart	joy	0.818	आनंदी हृदय
celebratory	joy	0.818	उत्सव
greatful	joy	0.816	महान
jovial	joy	0.814	आनंदी
rejoice	joy	0.812	आनंद करा
splendid	joy	0.812	भव्य
enjoy	joy	0.812	आनंद घ्या
smiley	joy	0.812	हसरा
glorious	joy	0.812	गौरवशाली
victorious	joy	0.812	विजयी
lovemaking	joy	0.812	प्रेम करणे
bonanza	joy	0.812	बोनान्झा
greatday	joy	0.812	छान दिवस
excellent	joy	0.812	उत्कृष्ट
goodtimes	joy	0.811	चांगला वेळा
whatmakesmesmile	joy	0.811	काय हसते
happyday	joy	0.809	आनंदी दिवस
myfavorite	joy	0.804	माझे आवडते
thankyoulord	joy	0.803	धन्यवाद देवा
gladness	joy	0.803	आनंद
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	होय
pleasure	joy	0.803	आनंद
giggle	joy	0.802	हास्य
happier	joy	0.797	अधिक आनंदी
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	भव्यता
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	प्रेमळ जीवन
yesss	joy	0.797	होय
dancing	joy	0.797	नृत्य
success	joy	0.797	यश
grateful	joy	0.789	कृतज्ञ
amuse	joy	0.788	करमणूक
splendor	joy	0.788	वैभव
happy	joy	0.788	आनंदी
fun	joy	0.788	मजा
giggling	joy	0.781	खिदळणे
glad	joy	0.781	आनंद
glorify	joy	0.781	गौरव करणे
radiant	joy	0.781	तेजस्वी
beautiful	joy	0.781	सुंदर
solucky	joy	0.781	किती भाग्यवान
sothankful	joy	0.781	कृतज्ञ
enchanted	joy	0.781	मंत्रमुग्ध
romance	joy	0.779	प्रणय
perfection	joy	0.779	पूर्णता
christmassy	joy	0.779	ख्रिसमस
heavens	joy	0.779	स्वर्ग
thrilling	joy	0.776	थरारक
lovable	joy	0.773	प्रेमळ
congrats	joy	0.773	अभिनंदन
fiesta	joy	0.773	उत्सव
entertain	joy	0.773	मनोरंजन
happyvalentinesday	joy	0.773	व्हॅलेंटाईन डे च्या शुभेच्छा
miraculous	joy	0.773	चमत्कारिक
cheers	joy	0.773	जयजयकार
cheered	joy	0.773	जल्लोष केला
positivity	joy	0.773	सकारात्मकता
funday	joy	0.772	निधी
enjoying	joy	0.771	आनंद घेत आहे
lifeisgood	joy	0.766	आयुष्य चांगले आहे
amused	joy	0.766	मनोरंजक
goodfeeling	joy	0.766	चांगले वाटत आहे
christmasspirit	joy	0.766	ख्रिसमसस्पिरिट
cuddling	joy	0.766	मिठी मारणे
smiles	joy	0.766	हसतो
sosweet	joy	0.766	किती गोड
thebest	joy	0.766	उत्तम
party	joy	0.765	पार्टी
delight	joy	0.765	आनंद
orgasm	joy	0.765	भावनोत्कटता
positive	joy	0.761	सकारात्मक
sweetheart	joy	0.758	प्रिये
enlighten	joy	0.758	ज्ञान देणे
cheerfulness	joy	0.758	आनंदीपणा
miracles	joy	0.758	चमत्कार
giddy	joy	0.757	चक्कर
christmastime	joy	0.757	ख्रिसमसटाइम
gratify	joy	0.750	संतुष्ट करणे
greatness	joy	0.750	महानता
friendliness	joy	0.750	मैत्री
blessings	joy	0.750	आशीर्वाद
laughs	joy	0.750	हसतो
tistheseason	joy	0.750	तिथीचा हंगाम
smile	joy	0.750	स्मित
pleasing	joy	0.750	सुखकारक
romantic	joy	0.750	रोमँटिक
happyholidays	joy	0.750	सुट्टीच्या शुभेछा
frolic	joy	0.748	आनंद
jubilee	joy	0.742	जयंती
miracle	joy	0.742	चमत्कार
enthusiasm	joy	0.742	उत्साह
selflove	joy	0.742	स्वत:वर प्रेम
triumph	joy	0.742	विजय
magical	joy	0.742	जादुई
rewarding	joy	0.742	फायद्याचे
goodvibes	joy	0.742	चांगले नक्कीच
positiveenergy	joy	0.742	सकारात्मक ऊर्जा
feelgood	joy	0.736	छान वाटते
prosperity	joy	0.735	समृद्धी
behappy	joy	0.734	आनंदी रहा
admiration	joy	0.734	प्रशंसा
passionate	joy	0.734	उत्कट
goodday	joy	0.734	शुभ दिवस
luxurious	joy	0.734	सर्व सुविधांनी युक्त
tgif	joy	0.734	tgif
victory	joy	0.734	विजय
feelinggood	joy	0.734	बरं वाटतंय
enchant	joy	0.734	मंत्रमुग्ध करणे
greatnight	joy	0.734	मस्त रात्र
vivacious	joy	0.734	उत्साही
glorification	joy	0.733	गौरव
sing	joy	0.729	गाणे
glowing	joy	0.729	चमकणारा
yessss	joy	0.728	होय
fulfillment	joy	0.728	पूर्तता
breathtaking	joy	0.728	चित्तथरारक
thankful	joy	0.727	आभारी
cheery	joy	0.727	आनंदी
santa	joy	0.727	सांता
hurrah	joy	0.727	हुरे
christmasbreak	joy	0.727	ख्रिसमसब्रेक
win	joy	0.727	जिंकणे
atpeace	joy	0.727	शांततेत
award	joy	0.727	पुरस्कार
merry	joy	0.727	आनंदी
inspiration	joy	0.725	प्रेरणा
radiance	joy	0.725	तेज
pleased	joy	0.725	आनंद
uplift	joy	0.723	उत्थान
optimistic	joy	0.723	आशावादी
heaven	joy	0.721	स्वर्ग
lucky	joy	0.721	भाग्यवान
godisgreat	joy	0.721	देव महान आहे
holidays	joy	0.721	सुट्ट्या
thrill	joy	0.721	रोमांच
congratulatory	joy	0.719	अभिनंदन
thriving	joy	0.719	भरभराट
amusement	joy	0.719	करमणूक
perfect	joy	0.719	परिपूर्ण
lover	joy	0.719	प्रियकर
xmas	joy	0.719	ख्रिसमस
heartfelt	joy	0.719	मनापासून
utopian	joy	0.719	युटोपियन
lovely	joy	0.719	सुंदर
harmony	joy	0.719	सुसंवाद
praising	joy	0.719	प्रशंसा
brighten	joy	0.719	उजळणे
luckiest	joy	0.712	सर्वात भाग्यवान
merrychristmas	joy	0.712	मेरी ख्रिसमस
magic	joy	0.712	जादू
achievement	joy	0.712	उपलब्धी
yay	joy	0.712	होय
holiday	joy	0.712	सुट्टी
treasures	joy	0.712	खजिना
luxury	joy	0.712	लक्झरी
bestfeeling	joy	0.712	सर्वोत्तम भावना
intimate	joy	0.710	अंतरंग
soblessed	joy	0.706	शांत
yaaay	joy	0.706	yaaay
rave	joy	0.706	बडबड
chuckle	joy	0.706	हसणे
proud	joy	0.704	अ भी मा न
winning	joy	0.703	जिंकणे
cherish	joy	0.703	ह्रदयात जतन
goodnews	joy	0.703	चांगली बातमी
fuckyeah	joy	0.703	संभोग
optimism	joy	0.703	आशावाद
amazingly	joy	0.703	आश्चर्यकारकपणे
lovelife	joy	0.703	आयुष्यावर प्रेम करा
truelove	joy	0.703	खरे प्रेम
beautification	joy	0.703	सुशोभीकरण
satisfying	joy	0.703	समाधानकारक
appreciates	joy	0.703	कौतुक करतो
cuddled	joy	0.703	मिठी मारली
goodlife	joy	0.703	चांगले जीवन
gooood	joy	0.703	चांगले
sweetest	joy	0.703	सर्वात गोड
yaay	joy	0.700	yaay
entertained	joy	0.700	मनोरंजन केले
excite	joy	0.697	उत्तेजित करणे
newbeginnings	joy	0.693	नवी सुरुवात
praisejesus	joy	0.691	स्तुती
birthday	joy	0.691	वाढदिवस
greatfriends	joy	0.688	महान मित्र
adoration	joy	0.688	आराधना
godsend	joy	0.688	देवदान
favorite	joy	0.688	आवडते
content	joy	0.688	सामग्री
entertaining	joy	0.688	मनोरंजक
honored	joy	0.688	सन्मानित
metime	joy	0.688	वेळ
exquisite	joy	0.688	उत्कृष्ट
holidayseason	joy	0.688	सुट्यांचा काळ
thankyoujesus	joy	0.688	धन्यवाद येशू
angelic	joy	0.688	देवदूत
goodhealth	joy	0.682	चांगले आरोग्य
majestic	joy	0.682	भव्य
luscious	joy	0.682	लुसलुशीत
memoriesiwontforget	joy	0.682	आठवणी विसरणार नाहीत
bestfriends	joy	0.682	सर्वोत्तम मित्र
precious	joy	0.682	मौल्यवान
appreciated	joy	0.682	कौतुक केले
exaltation	joy	0.682	उदात्तीकरण
smiled	joy	0.682	हसले
brightens	joy	0.682	चमकते
tranquility	joy	0.679	शांतता
marry	joy	0.676	लग्न करा
embrace	joy	0.676	आलिंगन
positively	joy	0.676	सकारात्मक
grin	joy	0.672	हसणे
hug	joy	0.672	मिठी
hilarious	joy	0.672	आनंदी
dearest	joy	0.672	प्राणप्रिय
contentment	joy	0.672	समाधान
accomplished	joy	0.672	पूर्ण केले
relaxation	joy	0.672	विश्रांती
bday	joy	0.672	वाढदिवस
enliven	joy	0.672	जिवंत करणे
weeeee	joy	0.672	weeeee
giggles	joy	0.672	हसणे
fulfilled	joy	0.667	पूर्ण
bountiful	joy	0.667	उदंड
victor	joy	0.667	विजयी
adore	joy	0.667	पूजा करणे
boisterous	joy	0.667	उद्दाम
fulfill	joy	0.664	पूर्ण
cuddles	joy	0.662	मिठी मारणे
prosperous	joy	0.660	समृद्ध
appreciation	joy	0.656	प्रशंसा
serenity	joy	0.656	शांतता
happynewyear	joy	0.656	नवीन वर्षाच्या शुभेच्छा
humor	joy	0.656	विनोद
satisfy	joy	0.656	संतुष्ट करणे
besties	joy	0.656	मित्र
encouraged	joy	0.656	प्रोत्साहन दिले
captivate	joy	0.656	मोहित करणे
christmaseve	joy	0.656	ख्रिसमसवे
glow	joy	0.656	चमक
romanticism	joy	0.656	रोमँटिसिझम
innerpeace	joy	0.656	आत्मीय शांती
pleasant	joy	0.656	आनंददायी
praises	joy	0.652	स्तुती
abundance	joy	0.652	विपुलता
fortunes	joy	0.652	दैव
engaged	joy	0.652	व्यस्त
praised	joy	0.652	प्रशंसा केली
relaxing	joy	0.652	आरामदायी
treasure	joy	0.652	खजिना
satisfaction	joy	0.652	समाधान
nothingbetter	joy	0.647	काहीच चांगले नाही
affection	joy	0.647	आपुलकी
relieved	joy	0.647	आराम
complement	joy	0.647	पूरक
carnival	joy	0.643	आनंदोत्सव
priceless	joy	0.641	अमूल्य
uplifting	joy	0.641	उत्थान
sensuality	joy	0.641	कामुकता
saintly	joy	0.641	साधु
champion	joy	0.641	चॅम्पियन
thanksgiving	joy	0.641	धन्यवाद
harmoniously	joy	0.641	सुसंवादीपणे
wedding	joy	0.641	लग्न
achieve	joy	0.641	साध्य करणे
divine	joy	0.641	दैवी
jackpot	joy	0.641	जॅकपॉट
honeymoon	joy	0.636	मधुचंद्र
exalt	joy	0.636	उंच करणे
twinkle	joy	0.636	चमकणे
comforting	joy	0.636	दिलासा देणारा
felicity	joy	0.636	आनंद
peaceful	joy	0.636	शांत
climax	joy	0.636	कळस
winner	joy	0.636	विजेता
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	मिठी मारणे
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	उत्सव
sweet	joy	0.625	गोड
generosity	joy	0.625	औदार्य
brighter	joy	0.625	उजळ
praisegod	joy	0.625	देवाची स्तुती
gorgeous	joy	0.625	भव्य
hearts	joy	0.625	ह्रदये
amusing	joy	0.625	मनोरंजक
fondness	joy	0.625	आवड
snuggling	joy	0.625	snuggling
reward	joy	0.625	प्रतिफळ भरून पावले
sex	joy	0.622	लिंग
kind	joy	0.621	दयाळू
genial	joy	0.621	मिलनसार
parade	joy	0.621	परेड
applause	joy	0.621	टाळ्या
beauty	joy	0.621	सौंदर्य
fulfilling	joy	0.618	पूर्ण करणे
aspiring	joy	0.618	महत्वाकांक्षी
newlife	joy	0.618	नवीन जीवन
godbless	joy	0.616	दैवी
virtuous	joy	0.613	सद्गुणी
kiss	joy	0.610	चुंबन
christmas	joy	0.609	ख्रिसमस
rainbows	joy	0.609	इंद्रधनुष्य
elegance	joy	0.609	अभिजातता
generous	joy	0.609	उदार
super	joy	0.609	उत्कृष्ट
playful	joy	0.609	खेळकर
enlightenment	joy	0.609	ज्ञान
praiseworthy	joy	0.609	कौतुकास्पद
awards	joy	0.609	पुरस्कार
adorable	joy	0.609	मोहक
rekindle	joy	0.609	पुन्हा जागृत करणे
winnings	joy	0.609	विजय
independence	joy	0.607	स्वातंत्र्य
amour	joy	0.607	प्रेम
kindness	joy	0.606	दया
surprises	joy	0.606	आश्चर्य
heheh	joy	0.606	हेहे
hilarity	joy	0.606	आनंद
wonder	joy	0.606	आश्चर्य
freely	joy	0.606	मुक्तपणे
successful	joy	0.606	यशस्वी
inspired	joy	0.606	प्रेरित
onelove	joy	0.606	एक प्रेम
whimsical	joy	0.603	लहरी
entertainment	joy	0.603	मनोरंजन
passion	joy	0.603	आवड
stressfree	joy	0.601	तणावमुक्त
beautify	joy	0.601	सुशोभित करणे
sunrise	joy	0.600	सूर्योदय
godisgood	joy	0.597	देव चांगला आहे
goodmusic	joy	0.594	चांगले संगीत
revere	joy	0.594	आदर
whoo	joy	0.594	हू
fanfare	joy	0.594	धूमधडाका
inspire	joy	0.594	प्रेरणा
angel	joy	0.594	देवदूत
thankgod	joy	0.594	धन्यवाद
goodies	joy	0.594	गुडी
jesus	joy	0.594	येशू
accomplishment	joy	0.594	सिद्धी
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	शांततेने
flirt	joy	0.594	इश्कबाज
friendship	joy	0.591	मैत्री
singing	joy	0.591	गाणे
heroic	joy	0.591	वीर
exalted	joy	0.591	उत्तुंग
fortune	joy	0.591	दैव
highest	joy	0.591	सर्वोच्च
summer	joy	0.591	उन्हाळा
contented	joy	0.588	समाधानी
rollicking	joy	0.588	रोलिंग
overflowing	joy	0.588	ओसंडून वाहणारे
woot	joy	0.588	वूट
accolade	joy	0.586	प्रशंसा
hope	joy	0.586	आशा
cozy	joy	0.583	उबदार
delicious	joy	0.579	स्वादिष्ट
raving	joy	0.578	बडबड
thelife	joy	0.578	जीवन
darling	joy	0.578	प्रिय
sensuous	joy	0.578	कामुक
picturesque	joy	0.578	नयनरम्य
friendly	joy	0.578	मैत्रीपूर्ण
everlasting	joy	0.578	चिरंतन
praise	joy	0.578	स्तुती
ambition	joy	0.578	महत्वाकांक्षा
sparkle	joy	0.577	चमकणे
sensual	joy	0.576	कामुक
peace	joy	0.576	शांतता
flattering	joy	0.576	खुशामत करणारा
grace	joy	0.576	कृपा
luckygirl	joy	0.576	भाग्यवान मुल्गी
heroism	joy	0.576	वीरता
succeeding	joy	0.576	यशस्वी
yeahhh	joy	0.576	होय
special	joy	0.574	विशेष
livelife	joy	0.574	आयुष्य जगा
tantalizing	joy	0.572	त्रासदायक
pumped	joy	0.567	पंप केलेले
yey	joy	0.562	हो
surprise	joy	0.562	आश्चर्य
sunny	joy	0.562	सनी
prevail	joy	0.562	विजय मिळवणे
revels	joy	0.562	revels
humorous	joy	0.562	विनोदी
sweets	joy	0.562	मिठाई
liking	joy	0.562	आवड
admirable	joy	0.562	प्रशंसनीय
superstar	joy	0.562	सुपरस्टार
relax	joy	0.562	आराम
prosper	joy	0.562	समृद्धी
hero	joy	0.562	नायक
hugs	joy	0.562	मिठ्या
worthwhile	joy	0.562	फायदेशीर
newyear	joy	0.561	नवीन वर्ष
tenderness	joy	0.561	कोमलता
bless	joy	0.561	आशीर्वाद
favorable	joy	0.561	अनुकूल
freedom	joy	0.561	स्वातंत्र्य
masterpiece	joy	0.561	उत्कृष्ट नमुना
dreams	joy	0.559	स्वप्ने
hopeful	joy	0.559	आशावादी
home	joy	0.559	मुख्यपृष्ठ
cruising	joy	0.556	समुद्रपर्यटन
gracias	joy	0.554	धन्यवाद
faithfulness	joy	0.553	विश्वासूपणा
eagerness	joy	0.552	उत्सुकता
closeness	joy	0.552	जवळीक
sunshine	joy	0.551	सूर्यप्रकाश
comfy	joy	0.551	आरामदायी
vacation	joy	0.547	सुट्टी
celestial	joy	0.547	आकाशीय
good	joy	0.547	चांगले
elite	joy	0.547	अभिजन
illuminate	joy	0.547	भ्रमनिरास
confidence	joy	0.547	आत्मविश्वास
mistletoe	joy	0.547	मिस्टलेटो
daughter	joy	0.547	मुलगी
lifted	joy	0.547	उचलले
goodmorning	joy	0.547	शुभ प्रभात
zeal	joy	0.547	आवेश
gifts	joy	0.547	भेटवस्तू
gift	joy	0.547	भेट
astonishment	joy	0.547	आश्चर्य
heart	joy	0.547	हृदय
completion	joy	0.547	पूर्णता
bonus	joy	0.547	बोनस
charmed	joy	0.546	मोहक
dance	joy	0.545	नृत्य
sublime	joy	0.545	उदात्त
recreation	joy	0.545	मनोरंजन
encouragement	joy	0.545	प्रोत्साहन
god	joy	0.545	देव
gush	joy	0.545	गळणे
freshstart	joy	0.544	नवी सुरुवात
free	joy	0.544	फुकट
savior	joy	0.543	तारणहार
sanctuary	joy	0.541	अभयारण्य
grandchildren	joy	0.540	नातवंड
wellness	joy	0.537	निरोगीपणा
revel	joy	0.534	आनंद
music	joy	0.531	संगीत
fab	joy	0.531	फॅब
bridal	joy	0.531	वधू
soar	joy	0.531	उडणे
alive	joy	0.531	जिवंत
money	joy	0.531	पैसे
soothing	joy	0.531	सुखदायक
serene	joy	0.531	शांत
holiness	joy	0.531	पवित्रता
inspirational	joy	0.531	प्रेरणादायी
matrimony	joy	0.531	विवाह
dayoff	joy	0.531	दिवस बंद
savor	joy	0.531	आस्वाद घेणे
vitality	joy	0.531	चैतन्य
confident	joy	0.531	आत्मविश्वास
firstborn	joy	0.531	ज्येष्ठ
rainbow	joy	0.531	इंद्रधनुष्य
liberation	joy	0.531	मुक्ती
elegant	joy	0.530	मोहक
mastery	joy	0.530	प्रभुत्व
glimmer	joy	0.530	झगमगाट
illumination	joy	0.530	प्रदीपन
blossom	joy	0.530	बहर
warmth	joy	0.530	उबदारपणा
welcomed	joy	0.530	स्वागत केले
treat	joy	0.529	उपचार
faithful	joy	0.529	विश्वासू
snuggles	joy	0.522	snuggles
laurels	joy	0.521	गौरव
commendable	joy	0.519	प्रशंसनीय
succeed	joy	0.516	यशस्वी
jingle	joy	0.516	जिंगल
zest	joy	0.516	उत्साह
noschool	joy	0.516	शाळा नाही
brotherly	joy	0.516	भाऊ
silly	joy	0.516	मूर्ख
abundant	joy	0.516	मुबलक
fancy	joy	0.516	फॅन्सी
resplendent	joy	0.516	देदीप्यमान
strengthening	joy	0.516	मजबूत करणे
presents	joy	0.516	भेटवस्तू
pride	joy	0.516	अभिमान
almighty	joy	0.516	सर्वशक्तिमान
powerful	joy	0.516	शक्तिशाली
aspire	joy	0.516	महत्वाकांक्षा
remarkable	joy	0.516	उल्लेखनीय
greeted	joy	0.516	अभिवादन केले
thanking	joy	0.515	धन्यवाद
cutie	joy	0.515	गोंडस
kudos	joy	0.515	प्रशंसा
therapeutic	joy	0.515	उपचारात्मक
zen	joy	0.515	झेन
coronation	joy	0.515	राज्याभिषेक
complete	joy	0.515	पूर्ण
shining	joy	0.515	प्रकाशमय
spirit	joy	0.515	आत्मा
princely	joy	0.515	राजेशाही
vivid	joy	0.515	स्पष्ट
comfort	joy	0.515	आराम
leisure	joy	0.515	विश्रांती
reunited	joy	0.515	पुन्हा एकत्र आले
kid	joy	0.515	लहान मूल
newme	joy	0.515	newme
payday	joy	0.515	पगाराचा दिवस
animated	joy	0.515	अॅनिमेटेड
familytime	joy	0.515	कौटुंबिक काळ
relationship	joy	0.514	नाते
godly	joy	0.514	धार्मिक
marriage	joy	0.514	लग्न
daymade	joy	0.514	दिवसा तयार केलेला
spouse	joy	0.507	जोडीदार
intimately	joy	0.507	जवळून
respect	joy	0.500	आदर
bloom	joy	0.500	तजेला
purr	joy	0.500	purr
carefree	joy	0.500	निश्चिंत
nature	joy	0.500	निसर्ग
encourage	joy	0.500	प्रोत्साहित करा
soulful	joy	0.500	भावपूर्ण
refreshed	joy	0.500	ताजेतवाने
family	joy	0.500	कुटुंब
gem	joy	0.500	रत्न
meritorious	joy	0.500	गुणवान
achieved	joy	0.500	साध्य केले
motherhood	joy	0.500	मातृत्व
holyspirit	joy	0.500	पवित्र आत्मा
surreal	joy	0.500	अतिवास्तव
charitable	joy	0.500	धर्मादाय
teamjesus	joy	0.500	टीम जिझस
stressrelief	joy	0.500	तणाव मुक्त
erotic	joy	0.500	कामुक
inviting	joy	0.500	आमंत्रित
baby	joy	0.500	बाळ
dignity	joy	0.500	प्रतिष्ठा
satisfied	joy	0.500	समाधानी
visionary	joy	0.500	दूरदर्शी
memorable	joy	0.500	संस्मरणीय
veracity	joy	0.500	सत्यता
healthy	joy	0.500	निरोगी
welcoming	joy	0.500	स्वागत
diamond	joy	0.500	हिरा
christ	joy	0.500	ख्रिस्त
beach	joy	0.500	समुद्रकिनारा
accomplish	joy	0.500	पूर्ण करणे
friends	joy	0.500	मित्र
excel	joy	0.500	एक्सेल
health	joy	0.493	आरोग्य
aura	joy	0.493	आभा
yehey	joy	0.486	हो
approved	joy	0.486	मंजूर
oasis	joy	0.486	ओएसिस
liberty	joy	0.486	स्वातंत्र्य
crowning	joy	0.485	मुकुट
aspiration	joy	0.485	आकांक्षा
privileged	joy	0.485	विशेषाधिकार प्राप्त
crescendo	joy	0.485	क्रेसेंडो
rapture	joy	0.485	आनंदी
liberate	joy	0.485	मुक्त करणे
nocomplaints	joy	0.485	तक्रार नाही
prestige	joy	0.485	प्रतिष्ठा
bounty	joy	0.485	इनाम
gentle	joy	0.485	सौम्य
inseparable	joy	0.485	अविभाज्य
engaging	joy	0.485	आकर्षक
loyal	joy	0.485	निष्ठावंत
betrothed	joy	0.485	लग्न केले
transcendence	joy	0.484	अतिक्रमण
selfworth	joy	0.484	स्वार्थ
yummy	joy	0.484	स्वादिष्ट
datenight	joy	0.484	तारीख रात्री
destiny	joy	0.484	नशीब
heyday	joy	0.484	आनंदाचा दिवस
aloha	joy	0.484	अलोहा
desire	joy	0.484	इच्छा
dream	joy	0.484	स्वप्न
luck	joy	0.484	नशीब
fete	joy	0.484	उत्सव
trophy	joy	0.484	ट्रॉफी
bouquet	joy	0.484	पुष्पगुच्छ
chocolate	joy	0.484	चॉकलेट
creativity	joy	0.484	सर्जनशीलता
boyfriend	joy	0.480	प्रियकर
commemoration	joy	0.479	स्मारक
intelligence	joy	0.477	बुद्धिमत्ता
readiness	joy	0.473	तयारी
friend	joy	0.471	मित्र
bride	joy	0.471	वधू
enthusiast	joy	0.471	उत्साही
lush	joy	0.470	समृद्ध
inheritance	joy	0.470	वारसा
soothe	joy	0.470	शांत करणे
tickle	joy	0.470	गुदगुल्या
kiddo	joy	0.470	लहान मूल
nostalgia	joy	0.470	नॉस्टॅल्जिया
massage	joy	0.470	मालिश
calming	joy	0.470	शांत करणारा
adventure	joy	0.470	साहस
pretty	joy	0.469	सुंदर
purring	joy	0.469	purring
eternal	joy	0.469	अनंत
humanitarian	joy	0.469	मानवतावादी
nurture	joy	0.469	पालनपोषण
giving	joy	0.469	देणे
rest	joy	0.469	उर्वरित
getaway	joy	0.469	सुटका
goals	joy	0.469	ध्येय
pray	joy	0.469	प्रार्थना
bridegroom	joy	0.469	वर
heartily	joy	0.469	मनापासून
luster	joy	0.469	चमक
bonding	joy	0.469	बाँडिंग
princess	joy	0.469	राजकुमारी
amicable	joy	0.469	सौहार्दपूर्ण
benevolence	joy	0.469	परोपकार
child	joy	0.466	मूल
salutary	joy	0.465	वंदनीय
invite	joy	0.457	आमंत्रित करा
beam	joy	0.456	तुळई
reminiscing	joy	0.456	आठवण करून देणारा
befriend	joy	0.455	मैत्री
aesthetics	joy	0.455	सौंदर्यशास्त्र
friday	joy	0.455	शुक्रवार
freshair	joy	0.455	ताजी हवा
ceremony	joy	0.455	समारंभ
kindred	joy	0.455	नातेवाईक
mindfulness	joy	0.455	जागरूकता
sonice	joy	0.455	खूप छान
elevation	joy	0.455	उत्थान
tropical	joy	0.455	उष्णकटिबंधीय
scholarship	joy	0.455	शिष्यवृत्ती
hee	joy	0.455	हे
noworries	joy	0.453	काळजी नाही
allure	joy	0.453	आकर्षण
approve	joy	0.453	मंजूर
scenery	joy	0.453	देखावा
waterfall	joy	0.453	धबधबा
vindication	joy	0.453	पुष्टीकरण
namaste	joy	0.453	नमस्ते
commemorate	joy	0.453	स्मरण करणे
faith	joy	0.453	विश्वास
birth	joy	0.453	जन्म
forgiveness	joy	0.453	क्षमा
journey	joy	0.447	प्रवास
meditation	joy	0.446	ध्यान
relaxed	joy	0.442	आरामशीर
present	joy	0.441	उपस्थित
weekend	joy	0.441	शनिवार व रविवार
tender	joy	0.441	निविदा
tranquil	joy	0.441	निश्चल
lyrical	joy	0.439	गीतात्मक
sharing	joy	0.439	शेअरिंग
esteem	joy	0.439	आदर
nostalgic	joy	0.439	नॉस्टॅल्जिक
prayer	joy	0.439	प्रार्थना
righteousness	joy	0.439	धार्मिकता
husband	joy	0.438	नवरा
relief	joy	0.438	आराम
strength	joy	0.438	शक्ती
mighty	joy	0.438	पराक्रमी
unbeaten	joy	0.438	नाबाद
eager	joy	0.438	उत्सुक
share	joy	0.438	शेअर
newday	joy	0.438	नवीन दिवस
sonnet	joy	0.438	सॉनेट
meditate	joy	0.438	ध्यान करणे
life	joy	0.438	जीवन
winterbreak	joy	0.429	हिवाळी सुट्टी
warm	joy	0.429	उबदार
movingforward	joy	0.429	पुढे जात आहे
buddy	joy	0.427	मित्र
oneness	joy	0.426	एकता
unconstrained	joy	0.424	अनियंत्रित
amen	joy	0.424	आमेन
reverence	joy	0.424	आदर
healthful	joy	0.424	आरोग्यदायी
thelittlethings	joy	0.424	छोट्या गोष्टी
medal	joy	0.424	पदक
unsurpassed	joy	0.424	अतुलनीय
candlelight	joy	0.424	मेणबत्ती
carols	joy	0.424	कॅरोल्स
ejaculation	joy	0.424	स्खलन
beginnings	joy	0.422	सुरुवात
sledding	joy	0.422	स्लेडिंग
graduation	joy	0.422	पदवी
frisky	joy	0.422	भडक
lml	joy	0.422	lml
ease	joy	0.422	सहजता
symphony	joy	0.422	सिम्फनी
wealth	joy	0.422	संपत्ती
helpful	joy	0.422	उपयुक्त
musical	joy	0.422	संगीत
glitter	joy	0.422	चकाकी
calmness	joy	0.422	शांतता
energy	joy	0.422	ऊर्जा
safe	joy	0.422	सुरक्षित
nostress	joy	0.421	नाकपुडी
soundness	joy	0.421	सुदृढता
promise	joy	0.415	वचन
