English Word	Emotion	Emotion-Intensity-Score	Russian Word
countdown	fear	0.156	обратный отсчет
sly	fear	0.156	хитрый
bases	fear	0.156	базы
ceasefire	fear	0.156	прекращение огня
medication	fear	0.156	медикамент
courageous	fear	0.154	смелый
overthinker	fear	0.153	слишком много думающий
backtrack	fear	0.151	отступать
dawned	fear	0.150	рассветало
censor	fear	0.149	цензор
bailiff	fear	0.147	судебный пристав
syllabus	fear	0.147	учебный план
delay	fear	0.141	задерживать
newcomer	fear	0.141	новичок
imagination	fear	0.141	воображение
waiting	fear	0.141	ожидающий
gent	fear	0.141	джентльмен
validity	fear	0.141	срок действия
cove	fear	0.141	бухта
rationality	fear	0.141	рациональность
caricature	fear	0.141	карикатура
eventuality	fear	0.141	возможность
alreadyyyyy	fear	0.140	ужеуууу
shy	fear	0.140	застенчивый
symptom	fear	0.133	симптом
excite	fear	0.132	возбуждать
raccoon	fear	0.127	енот
clown	fear	0.125	клоун
tryout	fear	0.125	проверять
needtorelax	fear	0.125	нуждаться в расслаблении
swim	fear	0.125	плавать
campaigning	fear	0.125	кампания
hawk	fear	0.125	ястреб
prevent	fear	0.125	предотвращать
gameday	fear	0.125	день игры
ahhh	fear	0.125	ааа
marry	fear	0.125	жениться
sprite	fear	0.125	спрайт
soready	fear	0.125	уже
sag	fear	0.123	провисание
pharmacy	fear	0.123	аптека
policeman	fear	0.121	полицейский
dreamt	fear	0.111	мечтал
lace	fear	0.111	кружево
homework	fear	0.109	домашнее задание
destination	fear	0.109	назначения
incase	fear	0.109	в случае
pray	fear	0.109	молиться
knot	fear	0.109	морской узел
confidence	fear	0.109	уверенность
bigday	fear	0.109	Большой день
holiness	fear	0.109	святость
notoriety	fear	0.109	известность
weight	fear	0.109	масса
slender	fear	0.100	стройный
undecided	fear	0.098	неопределившийся
sympathetic	fear	0.097	симпатичный
poise	fear	0.094	уравновешенность
case	fear	0.094	кейс
treat	fear	0.094	удовольствие
locate	fear	0.094	найти
loyal	fear	0.094	верный
grades	fear	0.094	оценки
god	fear	0.094	Бог
helmet	fear	0.094	шлем
confident	fear	0.094	уверенная в себе
counsellor	fear	0.094	советник
northeast	fear	0.088	к северо-востоку
graduation	fear	0.078	выпускной
compassion	fear	0.078	сострадание
nurture	fear	0.078	воспитывать
graded	fear	0.075	оцененный
mum	fear	0.070	мама
infant	fear	0.067	младенец
journey	fear	0.062	путешествие
parade	fear	0.062	парад
gradschool	fear	0.062	аспирантура
civilian	fear	0.062	гражданский
cloudiness	fear	0.062	облачность
cash	fear	0.062	наличные
civilians	fear	0.062	мирное население
guidelines	fear	0.062	методические рекомендации
soulmate	fear	0.062	родственная душа
youth	fear	0.062	молодежь
opera	fear	0.057	опера
synonymous	fear	0.056	синонимичный
honest	fear	0.047	честный
praying	fear	0.047	молиться
intelligence	fear	0.038	интеллект
volunteer	fear	0.031	волонтер
romance	fear	0.031	романтика
lines	fear	0.031	линии
obey	fear	0.016	подчиниться
happiest	joy	0.986	самый счастливый
happiness	joy	0.984	счастье
bliss	joy	0.971	блаженство
celebrating	joy	0.970	празднование
jubilant	joy	0.969	ликующий
ecstatic	joy	0.954	восторженный
elation	joy	0.944	восторг
beaming	joy	0.938	сияющий
bestdayever	joy	0.938	самый лучший день
loveee	joy	0.932	любимая
celebration	joy	0.929	праздник
awesomeness	joy	0.926	удивительность
joy	joy	0.924	радость
joyous	joy	0.922	радостный
fabulous	joy	0.922	поразительнй
happily	joy	0.922	счастливо
excitement	joy	0.922	возбуждение
exuberance	joy	0.922	изобилие
makesmehappy	joy	0.922	делает меня счастливым
euphoria	joy	0.922	эйфория
lovee	joy	0.920	возлюбленная
gratitude	joy	0.914	благодарность
happydance	joy	0.912	счастливый танец
merriment	joy	0.912	веселье
spectacular	joy	0.912	изумительный
overjoyed	joy	0.909	вне себя от радости
purebliss	joy	0.909	блаженство
triumphant	joy	0.907	торжествующий
ecstasy	joy	0.906	экстаз
lovelovelove	joy	0.906	люблю люблю люблю
cheerful	joy	0.906	веселый
cheer	joy	0.897	радость
elated	joy	0.894	ликующий
peaceofmind	joy	0.891	спокойствие духа
jolly	joy	0.891	веселый
delighted	joy	0.891	получивший удовольствие
lovethis	joy	0.891	люблю это
excitation	joy	0.891	возбуждение
exhilaration	joy	0.891	возбуждение
pleasures	joy	0.891	удовольствия
laugh	joy	0.891	смех
marvelously	joy	0.881	чудесно
loving	joy	0.879	любящий
joyful	joy	0.879	радостный
blissful	joy	0.879	блаженный
outstanding	joy	0.879	выдающийся
pleasurable	joy	0.877	приятный
lovinglife	joy	0.875	Любящий жизнь
enthusiastic	joy	0.875	восторженный
glee	joy	0.875	ликование
iloveher	joy	0.875	я люблю ее
yaaaay	joy	0.875	дааааа
overthemoon	joy	0.875	полнолуние
happyplace	joy	0.875	счастливое место
sohappy	joy	0.868	так счастлив
superb	joy	0.864	превосходный
woohoo	joy	0.864	вууху
laughing	joy	0.864	смеющийся
wonderful	joy	0.863	замечательно
hooray	joy	0.859	Ура
loved	joy	0.859	любил
tearsofjoy	joy	0.859	слезы радости
hallelujah	joy	0.859	аллилуйя
magnificent	joy	0.859	великолепный
glory	joy	0.859	слава
ilovechristmas	joy	0.859	я люблю Рождество
brilliant	joy	0.859	блестящий
celebrated	joy	0.859	праздновали
cheering	joy	0.859	аплодисменты
yayyyy	joy	0.859	ууууу
heavenly	joy	0.853	небесный
exciting	joy	0.853	захватывающе
thrilled	joy	0.851	взволнованный
mademyday	joy	0.848	сделал мой день
hohoho	joy	0.845	Хо-хо-хо
celebrate	joy	0.844	праздновать
wonderfully	joy	0.844	чудесно
blessing	joy	0.844	благословение
favoriteholiday	joy	0.844	любимый праздник
paradise	joy	0.833	рай
marvellous	joy	0.833	чудесный
festive	joy	0.833	праздничный
sweetness	joy	0.833	сладость
blessed	joy	0.833	благословенный
celebrations	joy	0.833	торжества
compliment	joy	0.831	комплимент
smiling	joy	0.828	улыбается
allsmiles	joy	0.828	все улыбки
love	joy	0.828	любовь
enchanting	joy	0.828	очаровательный
homesweethome	joy	0.826	дом, милый дом
thankyougod	joy	0.824	Спасибо тебе, Господи
marvelous	joy	0.824	чудесный
laughter	joy	0.824	смех
goodmood	joy	0.819	хорошее настроение
goodness	joy	0.818	доброта
excellence	joy	0.818	совершенство
sensational	joy	0.818	сенсационный
joys	joy	0.818	радости
delightful	joy	0.818	восхитительный
excited	joy	0.818	взволнованный
rejoicing	joy	0.818	радуясь
happyheart	joy	0.818	счастливое сердце
celebratory	joy	0.818	праздничный
greatful	joy	0.816	благодарный
jovial	joy	0.814	веселый
rejoice	joy	0.812	радоваться
splendid	joy	0.812	великолепный
enjoy	joy	0.812	наслаждаться
smiley	joy	0.812	смайлик
glorious	joy	0.812	славный
victorious	joy	0.812	победоносный
lovemaking	joy	0.812	занятие любовью
bonanza	joy	0.812	золотое дно
greatday	joy	0.812	отличный день
excellent	joy	0.812	превосходно
goodtimes	joy	0.811	хорошие времена
whatmakesmesmile	joy	0.811	Что делает смайл
happyday	joy	0.809	счастливый день
myfavorite	joy	0.804	мое любимое
thankyoulord	joy	0.803	Благодарю Тебя, Господь
gladness	joy	0.803	радость
yayyy	joy	0.803	ура
yeahhhh	joy	0.803	дааааа
pleasure	joy	0.803	удовольствие
giggle	joy	0.802	хихикать
happier	joy	0.797	счастливее
lovemylife	joy	0.797	Люблю свою жизнь
magnificence	joy	0.797	великолепие
happytweet	joy	0.797	счастливый твит
lovinlife	joy	0.797	любовь
yesss	joy	0.797	дасссс
dancing	joy	0.797	танцы
success	joy	0.797	успех
grateful	joy	0.789	благодарный
amuse	joy	0.788	развлекать
splendor	joy	0.788	великолепие
happy	joy	0.788	счастливый
fun	joy	0.788	весело
giggling	joy	0.781	хихиканье
glad	joy	0.781	радостный
glorify	joy	0.781	прославлять
radiant	joy	0.781	сияющий
beautiful	joy	0.781	красивая
solucky	joy	0.781	так повезло
sothankful	joy	0.781	так благодарен
enchanted	joy	0.781	очарованный
romance	joy	0.779	романтика
perfection	joy	0.779	совершенство
christmassy	joy	0.779	рождественский
heavens	joy	0.779	небеса
thrilling	joy	0.776	захватывающий
lovable	joy	0.773	милый
congrats	joy	0.773	поздравляю
fiesta	joy	0.773	фиеста
entertain	joy	0.773	развлекать
happyvalentinesday	joy	0.773	с днем Святого Валентина
miraculous	joy	0.773	чудесный
cheers	joy	0.773	ваше здоровье
cheered	joy	0.773	приветствовал
positivity	joy	0.773	позитив
funday	joy	0.772	веселый день
enjoying	joy	0.771	наслаждаясь
lifeisgood	joy	0.766	жизнь хороша
amused	joy	0.766	изумленный
goodfeeling	joy	0.766	хорошее чувство
christmasspirit	joy	0.766	Рождественское настроение
cuddling	joy	0.766	объятия
smiles	joy	0.766	улыбается
sosweet	joy	0.766	так мило
thebest	joy	0.766	самый лучший
party	joy	0.765	партия
delight	joy	0.765	восторг
orgasm	joy	0.765	оргазм
positive	joy	0.761	положительный
sweetheart	joy	0.758	дорогой
enlighten	joy	0.758	просвещать
cheerfulness	joy	0.758	бодрость
miracles	joy	0.758	чудеса
giddy	joy	0.757	головокружительный
christmastime	joy	0.757	Рождественское время
gratify	joy	0.750	удовлетворять
greatness	joy	0.750	величие
friendliness	joy	0.750	дружелюбие
blessings	joy	0.750	благословения
laughs	joy	0.750	смеется
tistheseason	joy	0.750	этосезон
smile	joy	0.750	улыбка
pleasing	joy	0.750	приятный
romantic	joy	0.750	романтик
happyholidays	joy	0.750	Счастливых праздников
frolic	joy	0.748	резвиться
jubilee	joy	0.742	юбилей
miracle	joy	0.742	чудо
enthusiasm	joy	0.742	энтузиазм
selflove	joy	0.742	любовь к себе
triumph	joy	0.742	триумф
magical	joy	0.742	волшебный
rewarding	joy	0.742	вознаграждающий
goodvibes	joy	0.742	волны позитива
positiveenergy	joy	0.742	позитивная энергия
feelgood	joy	0.736	хорошо себя чувствовать
prosperity	joy	0.735	процветание
behappy	joy	0.734	будь счастлив
admiration	joy	0.734	восхищение
passionate	joy	0.734	страстный
goodday	joy	0.734	добрый день
luxurious	joy	0.734	роскошный
tgif	joy	0.734	tgif
victory	joy	0.734	победа
feelinggood	joy	0.734	хорошее самочувствие
enchant	joy	0.734	очаровывать
greatnight	joy	0.734	Великая ночь
vivacious	joy	0.734	живой
glorification	joy	0.733	прославление
sing	joy	0.729	петь
glowing	joy	0.729	светящийся
yessss	joy	0.728	дасссс
fulfillment	joy	0.728	исполнение
breathtaking	joy	0.728	захватывающий дух
thankful	joy	0.727	благодарный
cheery	joy	0.727	радостный
santa	joy	0.727	Санта
hurrah	joy	0.727	Ура
christmasbreak	joy	0.727	Рождественские каникулы
win	joy	0.727	победить
atpeace	joy	0.727	в мире
award	joy	0.727	награда
merry	joy	0.727	веселый
inspiration	joy	0.725	вдохновение
radiance	joy	0.725	сияние
pleased	joy	0.725	довольный
uplift	joy	0.723	поднимать
optimistic	joy	0.723	оптимистичный
heaven	joy	0.721	небеса
lucky	joy	0.721	счастливый
godisgreat	joy	0.721	Бог велик
holidays	joy	0.721	каникулы
thrill	joy	0.721	трепет
congratulatory	joy	0.719	поздравительный
thriving	joy	0.719	процветающий
amusement	joy	0.719	развлечение
perfect	joy	0.719	идеально
lover	joy	0.719	любовник
xmas	joy	0.719	рождество
heartfelt	joy	0.719	искренний
utopian	joy	0.719	утопический
lovely	joy	0.719	прекрасный
harmony	joy	0.719	гармония
praising	joy	0.719	восхваление
brighten	joy	0.719	осветлить
luckiest	joy	0.712	самый удачливый
merrychristmas	joy	0.712	С Рождеством
magic	joy	0.712	магия
achievement	joy	0.712	достижение
yay	joy	0.712	ура
holiday	joy	0.712	праздничный день
treasures	joy	0.712	сокровища
luxury	joy	0.712	роскошь
bestfeeling	joy	0.712	лучшее чувство
intimate	joy	0.710	интимный
soblessed	joy	0.706	так благословенен
yaaay	joy	0.706	даааа
rave	joy	0.706	бред
chuckle	joy	0.706	посмеиваться
proud	joy	0.704	гордый
winning	joy	0.703	выигрыш
cherish	joy	0.703	ценить
goodnews	joy	0.703	хорошие новости
fuckyeah	joy	0.703	бля
optimism	joy	0.703	оптимизм
amazingly	joy	0.703	удивительно
lovelife	joy	0.703	личная жизнь
truelove	joy	0.703	настоящая любовь
beautification	joy	0.703	благоустройство
satisfying	joy	0.703	удовлетворяющий
appreciates	joy	0.703	ценит
cuddled	joy	0.703	обнимал
goodlife	joy	0.703	хорошая жизнь
gooood	joy	0.703	хорошо
sweetest	joy	0.703	самый сладкий
yaay	joy	0.700	дааа
entertained	joy	0.700	развлекали
excite	joy	0.697	возбуждать
newbeginnings	joy	0.693	новые начинания
praisejesus	joy	0.691	хвала Иисусу
birthday	joy	0.691	день рождения
greatfriends	joy	0.688	большие друзья
adoration	joy	0.688	обожание
godsend	joy	0.688	находка
favorite	joy	0.688	любимый
content	joy	0.688	содержание
entertaining	joy	0.688	развлекательный
honored	joy	0.688	заслуженный
metime	joy	0.688	мне время
exquisite	joy	0.688	изысканный
holidayseason	joy	0.688	праздник сезон
thankyoujesus	joy	0.688	спасибо Иисус
angelic	joy	0.688	ангельский
goodhealth	joy	0.682	хорошее здоровье
majestic	joy	0.682	величественный
luscious	joy	0.682	сочный
memoriesiwontforget	joy	0.682	воспоминанияя не забуду
bestfriends	joy	0.682	лучшие друзья
precious	joy	0.682	драгоценный
appreciated	joy	0.682	ценится
exaltation	joy	0.682	возвышение
smiled	joy	0.682	улыбнулся
brightens	joy	0.682	осветляет
tranquility	joy	0.679	спокойствие
marry	joy	0.676	жениться
embrace	joy	0.676	объятие
positively	joy	0.676	положительно
grin	joy	0.672	ухмылка
hug	joy	0.672	обнимать
hilarious	joy	0.672	веселый
dearest	joy	0.672	самый дорогой
contentment	joy	0.672	довольство
accomplished	joy	0.672	удавшийся
relaxation	joy	0.672	расслабление
bday	joy	0.672	день рождения
enliven	joy	0.672	оживить
weeeee	joy	0.672	уииии
giggles	joy	0.672	хихикает
fulfilled	joy	0.667	выполненный
bountiful	joy	0.667	обильный
victor	joy	0.667	Виктор
adore	joy	0.667	обожать
boisterous	joy	0.667	шумный
fulfill	joy	0.664	выполнить
cuddles	joy	0.662	объятия
prosperous	joy	0.660	процветающий
appreciation	joy	0.656	признательность
serenity	joy	0.656	умиротворенность
happynewyear	joy	0.656	с Новым Годом
humor	joy	0.656	юмор
satisfy	joy	0.656	удовлетворить
besties	joy	0.656	лучшие друзья
encouraged	joy	0.656	поощряется
captivate	joy	0.656	пленять
christmaseve	joy	0.656	канун Рождества
glow	joy	0.656	светиться
romanticism	joy	0.656	романтизм
innerpeace	joy	0.656	внутреннее спокойствие
pleasant	joy	0.656	приятный
praises	joy	0.652	хвалит
abundance	joy	0.652	избыток
fortunes	joy	0.652	состояние
engaged	joy	0.652	увлеченный
praised	joy	0.652	похвалил
relaxing	joy	0.652	расслабляющий
treasure	joy	0.652	сокровище
satisfaction	joy	0.652	удовлетворение
nothingbetter	joy	0.647	ничего лучше
affection	joy	0.647	привязанность
relieved	joy	0.647	с облегчением
complement	joy	0.647	дополнять
carnival	joy	0.643	карнавал
priceless	joy	0.641	бесценный
uplifting	joy	0.641	воодушевляющий
sensuality	joy	0.641	чувственность
saintly	joy	0.641	святой
champion	joy	0.641	чемпион
thanksgiving	joy	0.641	благодарение
harmoniously	joy	0.641	гармонично
wedding	joy	0.641	свадьба
achieve	joy	0.641	достигать
divine	joy	0.641	божественный
jackpot	joy	0.641	джекпот
honeymoon	joy	0.636	Медовый месяц
exalt	joy	0.636	превозносить
twinkle	joy	0.636	мерцание
comforting	joy	0.636	утешительный
felicity	joy	0.636	счастье
peaceful	joy	0.636	мирный
climax	joy	0.636	кульминация
winner	joy	0.636	победитель
reverie	joy	0.636	мечтательность
yayy	joy	0.636	ура
cuddle	joy	0.636	обнимать
xoxo	joy	0.634	хохо
stargazing	joy	0.625	наблюдение за звездами
festival	joy	0.625	фестиваль
sweet	joy	0.625	сладкий
generosity	joy	0.625	щедрость
brighter	joy	0.625	ярче
praisegod	joy	0.625	бог хвалы
gorgeous	joy	0.625	великолепный
hearts	joy	0.625	сердца
amusing	joy	0.625	занимательный
fondness	joy	0.625	нежность
snuggling	joy	0.625	прижимаясь
reward	joy	0.625	награда
sex	joy	0.622	секс
kind	joy	0.621	Добрый
genial	joy	0.621	гениальный
parade	joy	0.621	парад
applause	joy	0.621	аплодисменты
beauty	joy	0.621	красота
fulfilling	joy	0.618	выполнение
aspiring	joy	0.618	стремящийся
newlife	joy	0.618	новая жизнь
godbless	joy	0.616	Бог благословил
virtuous	joy	0.613	добродетельный
kiss	joy	0.610	целовать
christmas	joy	0.609	рождество
rainbows	joy	0.609	радуга
elegance	joy	0.609	элегантность
generous	joy	0.609	щедрый
super	joy	0.609	супер
playful	joy	0.609	игривый
enlightenment	joy	0.609	просветление
praiseworthy	joy	0.609	похвальный
awards	joy	0.609	награды
adorable	joy	0.609	восхитительный
rekindle	joy	0.609	возродить
winnings	joy	0.609	выигрыш
independence	joy	0.607	независимость
amour	joy	0.607	любовь
kindness	joy	0.606	доброта
surprises	joy	0.606	сюрпризы
heheh	joy	0.606	хе-хе
hilarity	joy	0.606	веселье
wonder	joy	0.606	удивляться
freely	joy	0.606	свободно
successful	joy	0.606	успешный
inspired	joy	0.606	вдохновленный
onelove	joy	0.606	одна любовь
whimsical	joy	0.603	причудливый
entertainment	joy	0.603	развлечения
passion	joy	0.603	страсть
stressfree	joy	0.601	без стресса
beautify	joy	0.601	украшать
sunrise	joy	0.600	Восход солнца
godisgood	joy	0.597	годисгуд
goodmusic	joy	0.594	хорошая музыка
revere	joy	0.594	почитать
whoo	joy	0.594	эй
fanfare	joy	0.594	фанфары
inspire	joy	0.594	вдохновлять
angel	joy	0.594	ангел
thankgod	joy	0.594	слава Богу
goodies	joy	0.594	лакомства
jesus	joy	0.594	Иисус
accomplishment	joy	0.594	достижение
snuggled	joy	0.594	прижался
peacefully	joy	0.594	мирно
flirt	joy	0.594	флиртовать
friendship	joy	0.591	дружба
singing	joy	0.591	пение
heroic	joy	0.591	героический
exalted	joy	0.591	возвышенный
fortune	joy	0.591	удача
highest	joy	0.591	наибольший
summer	joy	0.591	лето
contented	joy	0.588	довольный
rollicking	joy	0.588	бесшабашный
overflowing	joy	0.588	переполняющий
woot	joy	0.588	уот
accolade	joy	0.586	похвалить
hope	joy	0.586	надеяться
cozy	joy	0.583	уютный
delicious	joy	0.579	вкусный
raving	joy	0.578	бред
thelife	joy	0.578	жизнь
darling	joy	0.578	дорогой
sensuous	joy	0.578	чувственный
picturesque	joy	0.578	живописный
friendly	joy	0.578	дружелюбный
everlasting	joy	0.578	вечный
praise	joy	0.578	хвалить
ambition	joy	0.578	амбиция
sparkle	joy	0.577	блеск
sensual	joy	0.576	чувственный
peace	joy	0.576	мир
flattering	joy	0.576	лестный
grace	joy	0.576	благодать
luckygirl	joy	0.576	счастливица
heroism	joy	0.576	героизм
succeeding	joy	0.576	преуспевающий
yeahhh	joy	0.576	ага
special	joy	0.574	специальный
livelife	joy	0.574	живая жизнь
tantalizing	joy	0.572	дразнящий
pumped	joy	0.567	накачанный
yey	joy	0.562	да
surprise	joy	0.562	сюрприз
sunny	joy	0.562	солнечно
prevail	joy	0.562	преобладать
revels	joy	0.562	упивается
humorous	joy	0.562	юмористический
sweets	joy	0.562	сладости
liking	joy	0.562	симпатия
admirable	joy	0.562	замечательный
superstar	joy	0.562	супер звезда
relax	joy	0.562	расслабляться
prosper	joy	0.562	процветать
hero	joy	0.562	герой
hugs	joy	0.562	объятия
worthwhile	joy	0.562	стоящий
newyear	joy	0.561	новый год
tenderness	joy	0.561	нежность
bless	joy	0.561	благословить
favorable	joy	0.561	благоприятный
freedom	joy	0.561	свобода
masterpiece	joy	0.561	шедевр
dreams	joy	0.559	мечты
hopeful	joy	0.559	обнадеживающий
home	joy	0.559	дом
cruising	joy	0.556	крейсерская
gracias	joy	0.554	грациас
faithfulness	joy	0.553	верность
eagerness	joy	0.552	рвение
closeness	joy	0.552	близость
sunshine	joy	0.551	Солнечный свет
comfy	joy	0.551	удобный
vacation	joy	0.547	отпуск
celestial	joy	0.547	небесный
good	joy	0.547	хороший
elite	joy	0.547	элита
illuminate	joy	0.547	освещать
confidence	joy	0.547	уверенность
mistletoe	joy	0.547	омела
daughter	joy	0.547	дочь
lifted	joy	0.547	поднят
goodmorning	joy	0.547	доброе утро
zeal	joy	0.547	рвение
gifts	joy	0.547	подарки
gift	joy	0.547	подарок
astonishment	joy	0.547	удивление
heart	joy	0.547	сердце
completion	joy	0.547	завершение
bonus	joy	0.547	бонус
charmed	joy	0.546	Зачарованные
dance	joy	0.545	танец
sublime	joy	0.545	возвышенный
recreation	joy	0.545	отдых
encouragement	joy	0.545	поощрение
god	joy	0.545	Бог
gush	joy	0.545	фонтанировать
freshstart	joy	0.544	новый старт
free	joy	0.544	свободно
savior	joy	0.543	спаситель
sanctuary	joy	0.541	святилище
grandchildren	joy	0.540	внуки
wellness	joy	0.537	здоровье
revel	joy	0.534	упиваться
music	joy	0.531	Музыка
fab	joy	0.531	потрясающий
bridal	joy	0.531	свадебный
soar	joy	0.531	парить
alive	joy	0.531	в живых
money	joy	0.531	Деньги
soothing	joy	0.531	успокаивающий
serene	joy	0.531	безмятежный
holiness	joy	0.531	святость
inspirational	joy	0.531	вдохновляющий
matrimony	joy	0.531	брак
dayoff	joy	0.531	выходной
savor	joy	0.531	Вкус
vitality	joy	0.531	жизненная сила
confident	joy	0.531	уверенная в себе
firstborn	joy	0.531	первенец
rainbow	joy	0.531	радуга
liberation	joy	0.531	освобождение
elegant	joy	0.530	элегантный
mastery	joy	0.530	мастерство
glimmer	joy	0.530	мерцание
illumination	joy	0.530	освещение
blossom	joy	0.530	цвести
warmth	joy	0.530	тепло
welcomed	joy	0.530	приветствуется
treat	joy	0.529	удовольствие
faithful	joy	0.529	верный
snuggles	joy	0.522	прижимается
laurels	joy	0.521	лавры
commendable	joy	0.519	похвально
succeed	joy	0.516	преуспеть
jingle	joy	0.516	звон
zest	joy	0.516	изюминка
noschool	joy	0.516	никакой школы
brotherly	joy	0.516	братский
silly	joy	0.516	глупый
abundant	joy	0.516	обильный
fancy	joy	0.516	изысканный
resplendent	joy	0.516	великолепный
strengthening	joy	0.516	укрепление
presents	joy	0.516	подарки
pride	joy	0.516	гордость
almighty	joy	0.516	всемогущий
powerful	joy	0.516	мощный
aspire	joy	0.516	стремиться
remarkable	joy	0.516	замечательный
greeted	joy	0.516	приветствовал
thanking	joy	0.515	благодаря
cutie	joy	0.515	милашка
kudos	joy	0.515	слава
therapeutic	joy	0.515	терапевтический
zen	joy	0.515	дзен
coronation	joy	0.515	коронация
complete	joy	0.515	полный
shining	joy	0.515	сияющий
spirit	joy	0.515	дух
princely	joy	0.515	княжеский
vivid	joy	0.515	яркий
comfort	joy	0.515	комфорт
leisure	joy	0.515	досуг
reunited	joy	0.515	воссоединились
kid	joy	0.515	ребенок
newme	joy	0.515	новый я
payday	joy	0.515	день выплаты жалованья
animated	joy	0.515	анимированный
familytime	joy	0.515	семейное время
relationship	joy	0.514	отношение
godly	joy	0.514	благочестивый
marriage	joy	0.514	свадьба
daymade	joy	0.514	дневной
spouse	joy	0.507	супруг
intimately	joy	0.507	интимно
respect	joy	0.500	уважать
bloom	joy	0.500	цвести
purr	joy	0.500	мурлыкать
carefree	joy	0.500	беззаботный
nature	joy	0.500	природа
encourage	joy	0.500	поощрять
soulful	joy	0.500	душевный
refreshed	joy	0.500	обновленный
family	joy	0.500	семья
gem	joy	0.500	драгоценный камень
meritorious	joy	0.500	заслуженный
achieved	joy	0.500	достигнуто
motherhood	joy	0.500	материнство
holyspirit	joy	0.500	Святой Дух
surreal	joy	0.500	сюрреалистичный
charitable	joy	0.500	благотворительный
teamjesus	joy	0.500	команда Иисуса
stressrelief	joy	0.500	снятие стресса
erotic	joy	0.500	эротический
inviting	joy	0.500	приглашая
baby	joy	0.500	малыш
dignity	joy	0.500	достоинство
satisfied	joy	0.500	доволен
visionary	joy	0.500	провидец
memorable	joy	0.500	памятный
veracity	joy	0.500	правдивость
healthy	joy	0.500	здоровый
welcoming	joy	0.500	гостеприимный
diamond	joy	0.500	алмаз
christ	joy	0.500	Христос
beach	joy	0.500	пляж
accomplish	joy	0.500	выполнить
friends	joy	0.500	друзья
excel	joy	0.500	превосходить
health	joy	0.493	здоровье
aura	joy	0.493	аура
yehey	joy	0.486	да
approved	joy	0.486	одобренный
oasis	joy	0.486	оазис
liberty	joy	0.486	свобода
crowning	joy	0.485	венчающий
aspiration	joy	0.485	стремление
privileged	joy	0.485	привилегированный
crescendo	joy	0.485	крещендо
rapture	joy	0.485	восторг
liberate	joy	0.485	освободить
nocomplaints	joy	0.485	претензий нет
prestige	joy	0.485	престиж
bounty	joy	0.485	награда
gentle	joy	0.485	нежный
inseparable	joy	0.485	неразлучный
engaging	joy	0.485	привлечение
loyal	joy	0.485	верный
betrothed	joy	0.485	невеста
transcendence	joy	0.484	превосходство
selfworth	joy	0.484	самооценка
yummy	joy	0.484	вкуснятина
datenight	joy	0.484	свидание
destiny	joy	0.484	судьба
heyday	joy	0.484	расцвет
aloha	joy	0.484	алоха
desire	joy	0.484	желание
dream	joy	0.484	мечтать
luck	joy	0.484	удача
fete	joy	0.484	праздник
trophy	joy	0.484	трофей
bouquet	joy	0.484	букет
chocolate	joy	0.484	шоколад
creativity	joy	0.484	креативность
boyfriend	joy	0.480	парень
commemoration	joy	0.479	поминовение
intelligence	joy	0.477	интеллект
readiness	joy	0.473	готовность
friend	joy	0.471	друг
bride	joy	0.471	невеста
enthusiast	joy	0.471	энтузиаст
lush	joy	0.470	пышный
inheritance	joy	0.470	наследование
soothe	joy	0.470	успокаивать
tickle	joy	0.470	щекотать
kiddo	joy	0.470	малыш
nostalgia	joy	0.470	ностальгия
massage	joy	0.470	массаж
calming	joy	0.470	успокаивающий
adventure	joy	0.470	приключение
pretty	joy	0.469	Симпатичная
purring	joy	0.469	мурлыканье
eternal	joy	0.469	вечный
humanitarian	joy	0.469	гуманитарный
nurture	joy	0.469	воспитывать
giving	joy	0.469	давать
rest	joy	0.469	отдыхать
getaway	joy	0.469	уходи
goals	joy	0.469	цели
pray	joy	0.469	молиться
bridegroom	joy	0.469	жених
heartily	joy	0.469	от всей души
luster	joy	0.469	блеск
bonding	joy	0.469	связь
princess	joy	0.469	принцесса
amicable	joy	0.469	дружелюбный
benevolence	joy	0.469	доброжелательность
child	joy	0.466	ребенок
salutary	joy	0.465	благотворный
invite	joy	0.457	приглашать
beam	joy	0.456	луч
reminiscing	joy	0.456	вспоминая
befriend	joy	0.455	подружиться
aesthetics	joy	0.455	эстетика
friday	joy	0.455	пятница
freshair	joy	0.455	свежий воздух
ceremony	joy	0.455	церемония
kindred	joy	0.455	родственный
mindfulness	joy	0.455	внимательность
sonice	joy	0.455	так мило
elevation	joy	0.455	возвышение
tropical	joy	0.455	тропический
scholarship	joy	0.455	стипендия
hee	joy	0.455	хи
noworries	joy	0.453	без проблем
allure	joy	0.453	очарование
approve	joy	0.453	одобрить
scenery	joy	0.453	пейзаж
waterfall	joy	0.453	водопад
vindication	joy	0.453	оправдание
namaste	joy	0.453	намасте
commemorate	joy	0.453	почтить память
faith	joy	0.453	вера
birth	joy	0.453	рождение
forgiveness	joy	0.453	прощение
journey	joy	0.447	путешествие
meditation	joy	0.446	медитация
relaxed	joy	0.442	расслабленный
present	joy	0.441	подарок
weekend	joy	0.441	выходные дни
tender	joy	0.441	тендер
tranquil	joy	0.441	спокойный
lyrical	joy	0.439	лирический
sharing	joy	0.439	обмен
esteem	joy	0.439	почитать
nostalgic	joy	0.439	ностальгический
prayer	joy	0.439	молитва
righteousness	joy	0.439	праведность
husband	joy	0.438	муж
relief	joy	0.438	рельеф
