English Word	Emotion	Emotion-Intensity-Score	Scots-Gaelic Word
euphoria	joy	0.922	euphoria
lovee	joy	0.920	leannan
gratitude	joy	0.914	buidheachas
happydance	joy	0.912	dannsa sona
merriment	joy	0.912	aoibhneas
spectacular	joy	0.912	iongantach
overjoyed	joy	0.909	air leth toilichte
purebliss	joy	0.909	aoibhneas fìor-ghlan
triumphant	joy	0.907	buadhach
ecstasy	joy	0.906	eacstais
lovelovelove	joy	0.906	gaol gaol
cheerful	joy	0.906	sunndach
cheer	joy	0.897	gàirdeachas
elated	joy	0.894	togarrach
peaceofmind	joy	0.891	fois inntinn
jolly	joy	0.891	gàirdeachas
delighted	joy	0.891	toilichte
lovethis	joy	0.891	gaol seo
excitation	joy	0.891	excitation
exhilaration	joy	0.891	fògradh
pleasures	joy	0.891	tlachd
laugh	joy	0.891	gàire
marvelously	joy	0.881	gu h-iongantach
loving	joy	0.879	gaolach
joyful	joy	0.879	aoibhneach
blissful	joy	0.879	toilichte
outstanding	joy	0.879	air leth
pleasurable	joy	0.877	taitneach
lovinglife	joy	0.875	beatha ghràidh
enthusiastic	joy	0.875	dealasach
glee	joy	0.875	gleadhraich
iloveher	joy	0.875	tha gaol agam oirre
yaaaay	joy	0.875	aaaay
overthemoon	joy	0.875	thairis air a' ghealach
happyplace	joy	0.875	àite sona
sohappy	joy	0.868	cho toilichte
superb	joy	0.864	sàr-mhath
woohoo	joy	0.864	siubh
laughing	joy	0.864	a' gàireachdainn
wonderful	joy	0.863	mìorbhaileach
hooray	joy	0.859	hùra
loved	joy	0.859	measail
tearsofjoy	joy	0.859	deòir gàirdeachais
hallelujah	joy	0.859	halleluiah
magnificent	joy	0.859	eireachdail
glory	joy	0.859	glòir
ilovechristmas	joy	0.859	nollaig
brilliant	joy	0.859	sgoinneil
celebrated	joy	0.859	comharrachadh
cheering	joy	0.859	gàireachdainn
yayyyy	joy	0.859	siiiii
heavenly	joy	0.853	nèamhaidh
exciting	joy	0.853	brosnachail
thrilled	joy	0.851	air bhioran
mademyday	joy	0.848	rinn mi latha
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	comharrachadh
wonderfully	joy	0.844	gu h-iongantach
blessing	joy	0.844	beannachd
favoriteholiday	joy	0.844	saor-làithean as fheàrr leotha
paradise	joy	0.833	pàrras
marvellous	joy	0.833	iongantach
festive	joy	0.833	fèill
sweetness	joy	0.833	binneas
blessed	joy	0.833	beannaichte
celebrations	joy	0.833	subhachasan
compliment	joy	0.831	moladh
smiling	joy	0.828	gàire
allsmiles	joy	0.828	gàire
love	joy	0.828	gaol
enchanting	joy	0.828	draoidheil
homesweethome	joy	0.826	Mo dhachaigh fhìn
thankyougod	joy	0.824	tapadh leat
marvelous	joy	0.824	iongantach
laughter	joy	0.824	gàire
goodmood	joy	0.819	deagh-ghean
goodness	joy	0.818	maitheas
excellence	joy	0.818	sàr-mhathais
sensational	joy	0.818	faireachail
joys	joy	0.818	gàirdeachas
delightful	joy	0.818	aoibhneach
excited	joy	0.818	air bhioran
rejoicing	joy	0.818	a' deanamh gàirdeachais
happyheart	joy	0.818	cridhe sona
celebratory	joy	0.818	comharradh
greatful	joy	0.816	mòr
jovial	joy	0.814	gàirdeachas
rejoice	joy	0.812	gàirdeachas
splendid	joy	0.812	eireachdail
enjoy	joy	0.812	tlachd
smiley	joy	0.812	gàire
glorious	joy	0.812	glòrmhor
victorious	joy	0.812	buadhach
lovemaking	joy	0.812	gaol
bonanza	joy	0.812	bonanza
greatday	joy	0.812	latha sgoinneil
excellent	joy	0.812	sàr-mhath
goodtimes	joy	0.811	amannan math
whatmakesmesmile	joy	0.811	dè a nì gàire
happyday	joy	0.809	latha sona
myfavorite	joy	0.804	as fheàrr leam
thankyoulord	joy	0.803	tapadh leat
gladness	joy	0.803	gàirdeachas
yayyy	joy	0.803	seadh
yeahhhh	joy	0.803	sihhhh
pleasure	joy	0.803	tlachd
giggle	joy	0.802	gàire
happier	joy	0.797	nas toilichte
lovemylife	joy	0.797	gaol-bheatha
magnificence	joy	0.797	maise
happytweet	joy	0.797	tweet sona
lovinlife	joy	0.797	beatha ghràidh
yesss	joy	0.797	seadh
dancing	joy	0.797	dannsadh
success	joy	0.797	soirbheas
grateful	joy	0.789	taingeil
amuse	joy	0.788	spòrs
splendor	joy	0.788	greadhnachas
happy	joy	0.788	toilichte
fun	joy	0.788	fealla-dhà
giggling	joy	0.781	a' gàireachdainn
glad	joy	0.781	toilichte
glorify	joy	0.781	glòraich
radiant	joy	0.781	radanta
beautiful	joy	0.781	bòidheach
solucky	joy	0.781	sòlasach
sothankful	joy	0.781	socair
enchanted	joy	0.781	draoidheil
romance	joy	0.779	romansa
perfection	joy	0.779	foirfeachd
christmassy	joy	0.779	nollaig
heavens	joy	0.779	neamh
thrilling	joy	0.776	spreidh
lovable	joy	0.773	gràdhach
congrats	joy	0.773	meala-naidheachd
fiesta	joy	0.773	fiesta
entertain	joy	0.773	dibhearsain
happyvalentinesday	joy	0.773	latha Valentine sona dhut
miraculous	joy	0.773	miorbhuileach
cheers	joy	0.773	Slàinte
cheered	joy	0.773	gàirdeachas
positivity	joy	0.773	fàbharach
funday	joy	0.772	latha spòrs
enjoying	joy	0.771	a' gabhail tlachd
lifeisgood	joy	0.766	tha beatha math
amused	joy	0.766	amaideach
goodfeeling	joy	0.766	deagh fhaireachdainn
christmasspirit	joy	0.766	spiorad na Nollaige
cuddling	joy	0.766	cagnadh
smiles	joy	0.766	gàire
sosweet	joy	0.766	Cho milis
thebest	joy	0.766	As fheàrr
party	joy	0.765	pàrtaidh
delight	joy	0.765	tlachd
orgasm	joy	0.765	orgasm
positive	joy	0.761	deimhinneach
sweetheart	joy	0.758	leannan
enlighten	joy	0.758	soillsich
cheerfulness	joy	0.758	sunndachd
miracles	joy	0.758	miorbhuilean
giddy	joy	0.757	giddy
christmastime	joy	0.757	nollaig
gratify	joy	0.750	toilichte
greatness	joy	0.750	mòrachd
friendliness	joy	0.750	càirdeil
blessings	joy	0.750	beannachdan
laughs	joy	0.750	gàire
tistheseason	joy	0.750	an ràithe
smile	joy	0.750	gàire
pleasing	joy	0.750	taitneach
romantic	joy	0.750	romansach
happyholidays	joy	0.750	saor-làithean sona
frolic	joy	0.748	frolic
jubilee	joy	0.742	iubailidh
miracle	joy	0.742	miorbhuil
enthusiasm	joy	0.742	dealas
selflove	joy	0.742	fèin-ghràdh
triumph	joy	0.742	buaidh
magical	joy	0.742	draoidheil
rewarding	joy	0.742	buannachdail
goodvibes	joy	0.742	Comharran math
positiveenergy	joy	0.742	lùth adhartach
feelgood	joy	0.736	faireachdainn math
prosperity	joy	0.735	saoibhreas
behappy	joy	0.734	bi toilichte
admiration	joy	0.734	meas
passionate	joy	0.734	dìoghrasach
goodday	joy	0.734	Latha math
luxurious	joy	0.734	sòghail
tgif	joy	0.734	tgif
victory	joy	0.734	buaidh
feelinggood	joy	0.734	faireachdainn math
enchant	joy	0.734	draoidheil
greatnight	joy	0.734	oidhche mhòr
vivacious	joy	0.734	beothail
glorification	joy	0.733	glòrachadh
sing	joy	0.729	seinn
glowing	joy	0.729	glòrmhor
yessss	joy	0.728	seadh
fulfillment	joy	0.728	choimhlionadh
breathtaking	joy	0.728	iongantach
thankful	joy	0.727	taingeil
cheery	joy	0.727	sunndach
santa	joy	0.727	santa
hurrah	joy	0.727	cabhaig
christmasbreak	joy	0.727	briseadh na Nollaige
win	joy	0.727	buaigh
atpeace	joy	0.727	aig fois
award	joy	0.727	duais
merry	joy	0.727	subhach
inspiration	joy	0.725	brosnachadh
radiance	joy	0.725	radiance
pleased	joy	0.725	toilichte
uplift	joy	0.723	togail suas
optimistic	joy	0.723	dòchasach
heaven	joy	0.721	neamh
lucky	joy	0.721	fortanach
godisgreat	joy	0.721	dioghaltas
holidays	joy	0.721	saor-làithean
thrill	joy	0.721	thròcair
congratulatory	joy	0.719	meala-naidheachd
thriving	joy	0.719	a' soirbheachadh
amusement	joy	0.719	cur-seachad
perfect	joy	0.719	foirfe
lover	joy	0.719	leannan
xmas	joy	0.719	nollaig
heartfelt	joy	0.719	cridheil
utopian	joy	0.719	utopian
lovely	joy	0.719	ghrinn
harmony	joy	0.719	co-sheirm
praising	joy	0.719	a' moladh
brighten	joy	0.719	shoilleireachadh
luckiest	joy	0.712	as fortanach
merrychristmas	joy	0.712	Nollaig Chridheil
magic	joy	0.712	draoidheachd
achievement	joy	0.712	euchd
yay	joy	0.712	siud
holiday	joy	0.712	saor-làithean
treasures	joy	0.712	ionmhasan
luxury	joy	0.712	sòghalachd
bestfeeling	joy	0.712	faireachdainn as fheàrr
intimate	joy	0.710	dlùth
soblessed	joy	0.706	subhach
yaaay	joy	0.706	siud
rave	joy	0.706	fitheach
chuckle	joy	0.706	uchd
proud	joy	0.704	pròiseil
winning	joy	0.703	buannachadh
cherish	joy	0.703	meas
goodnews	joy	0.703	deagh naidheachd
fuckyeah	joy	0.703	fitheach
optimism	joy	0.703	dòchas
amazingly	joy	0.703	iongantach
lovelife	joy	0.703	beatha ghaoil
truelove	joy	0.703	Fìor ghaol
beautification	joy	0.703	maiseachadh
satisfying	joy	0.703	sàsachail
appreciates	joy	0.703	ga meas
cuddled	joy	0.703	chuartaich
goodlife	joy	0.703	deagh bheatha
gooood	joy	0.703	math
sweetest	joy	0.703	bu bhinne
yaay	joy	0.700	siud
entertained	joy	0.700	aoigheachd
excite	joy	0.697	togarrach
newbeginnings	joy	0.693	ùr-thòisich
praisejesus	joy	0.691	moladh losa
birthday	joy	0.691	co-là-breith
greatfriends	joy	0.688	sàr-charaidean
adoration	joy	0.688	adhradh
godsend	joy	0.688	diadhachd
favorite	joy	0.688	còrdadh
content	joy	0.688	susbaint
entertaining	joy	0.688	aoigheachd
honored	joy	0.688	urram
metime	joy	0.688	uair
exquisite	joy	0.688	eireachdail
holidayseason	joy	0.688	saor-làithean
thankyoujesus	joy	0.688	tapadh leat Iosa
angelic	joy	0.688	aingil
goodhealth	joy	0.682	Slàinte mhath
majestic	joy	0.682	mòrail
luscious	joy	0.682	lusach
memoriesiwontforget	joy	0.682	cuimhneachan air an dìochuimhneachadh
bestfriends	joy	0.682	Na caraidean as fheàrr
precious	joy	0.682	luachmhor
appreciated	joy	0.682	meas
exaltation	joy	0.682	ardachadh
smiled	joy	0.682	gàire
brightens	joy	0.682	a' soilleireachadh
tranquility	joy	0.679	suaimhneas
marry	joy	0.676	pòsadh
embrace	joy	0.676	gabhail ris
positively	joy	0.676	gu deimhinneach
grin	joy	0.672	gàire
hug	joy	0.672	uchd
hilarious	joy	0.672	èibhinn
dearest	joy	0.672	bu ghràidh
contentment	joy	0.672	sàsachadh
accomplished	joy	0.672	choileanta
relaxation	joy	0.672	fois
bday	joy	0.672	b latha
enliven	joy	0.672	beothachadh
weeeee	joy	0.672	searbhadair
giggles	joy	0.672	gàire
fulfilled	joy	0.667	choimhlionadh
bountiful	joy	0.667	pailt
victor	joy	0.667	buadhadair
adore	joy	0.667	adhradh
boisterous	joy	0.667	borb
fulfill	joy	0.664	choimhlionadh
cuddles	joy	0.662	cudaigean
prosperous	joy	0.660	soirbheachail
appreciation	joy	0.656	meas
serenity	joy	0.656	serenity
happynewyear	joy	0.656	bliadhna Mhath Ùr
humor	joy	0.656	àbhachdas
satisfy	joy	0.656	sàsachadh
besties	joy	0.656	b'fhearr
encouraged	joy	0.656	air a bhrosnachadh
captivate	joy	0.656	glacail
christmaseve	joy	0.656	oidhche na Nollaig
glow	joy	0.656	glaodhaich
romanticism	joy	0.656	romansaidheachd
innerpeace	joy	0.656	sìth a-staigh
pleasant	joy	0.656	taitneach
praises	joy	0.652	moladh
abundance	joy	0.652	pailteas
fortunes	joy	0.652	fortan
engaged	joy	0.652	an sàs
praised	joy	0.652	mholainn
relaxing	joy	0.652	a' gabhail fois
treasure	joy	0.652	ionmhas
satisfaction	joy	0.652	sàsachadh
nothingbetter	joy	0.647	dad nas fheàrr
affection	joy	0.647	gean
relieved	joy	0.647	faochadh
complement	joy	0.647	coimhlionta
carnival	joy	0.643	carnabhail
priceless	joy	0.641	gun phrìs
uplifting	joy	0.641	togail suas
sensuality	joy	0.641	mothachalachd
saintly	joy	0.641	naomh
champion	joy	0.641	curaidh
thanksgiving	joy	0.641	buidheachas
harmoniously	joy	0.641	co-sheirm
wedding	joy	0.641	banais
achieve	joy	0.641	coileanadh
divine	joy	0.641	dhiadhaidh
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	mìos na meala
exalt	joy	0.636	àrdaich
twinkle	joy	0.636	feadail
comforting	joy	0.636	comhfhurtachd
felicity	joy	0.636	caoimhneas
peaceful	joy	0.636	sìtheil
climax	joy	0.636	àirde
winner	joy	0.636	buannaiche
reverie	joy	0.636	urram
yayy	joy	0.636	seadh
cuddle	joy	0.636	uchd
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	speuradh
festival	joy	0.625	fèis
sweet	joy	0.625	milis
generosity	joy	0.625	fialaidheachd
brighter	joy	0.625	nas gile
praisegod	joy	0.625	molaidh
gorgeous	joy	0.625	uaibhreach
hearts	joy	0.625	cridheachan
amusing	joy	0.625	èibhinn
fondness	joy	0.625	dilseachd
snuggling	joy	0.625	a' slugadh
reward	joy	0.625	duais
sex	joy	0.622	gnè
kind	joy	0.621	math
genial	joy	0.621	fial
parade	joy	0.621	caismeachd
applause	joy	0.621	moladh
beauty	joy	0.621	maise
fulfilling	joy	0.618	choimhlionadh
aspiring	joy	0.618	miannach
newlife	joy	0.618	beatha ùr
godbless	joy	0.616	Gum beannaicheadh Dia thu
virtuous	joy	0.613	buadhach
kiss	joy	0.610	pòg
christmas	joy	0.609	Nollaig
rainbows	joy	0.609	bogha-frois
elegance	joy	0.609	eireachdas
generous	joy	0.609	fialaidh
super	joy	0.609	super
playful	joy	0.609	spòrsail
enlightenment	joy	0.609	soillseachadh
praiseworthy	joy	0.609	ionmholta
awards	joy	0.609	duaisean
adorable	joy	0.609	ion-mholaidh
rekindle	joy	0.609	ath-ghin
winnings	joy	0.609	buannachadh
independence	joy	0.607	neo-eisimeileachd
amour	joy	0.607	amour
kindness	joy	0.606	caoimhneas
surprises	joy	0.606	iongantas
heheh	joy	0.606	heheh
hilarity	joy	0.606	greannachd
wonder	joy	0.606	ioghnadh
freely	joy	0.606	gu saor
successful	joy	0.606	soirbheachail
inspired	joy	0.606	air a bhrosnachadh
onelove	joy	0.606	aon gaol
whimsical	joy	0.603	sgiamhach
entertainment	joy	0.603	cur-seachad
passion	joy	0.603	paisean
stressfree	joy	0.601	gun cuideam
beautify	joy	0.601	maiseach
sunrise	joy	0.600	èirigh na grèine
godisgood	joy	0.597	maitheas
goodmusic	joy	0.594	ceòl math
revere	joy	0.594	urram
whoo	joy	0.594	cò
fanfare	joy	0.594	fanadh
inspire	joy	0.594	brosnaich
angel	joy	0.594	aingeal
thankgod	joy	0.594	taing
goodies	joy	0.594	deagh-bheusan
jesus	joy	0.594	losa
accomplishment	joy	0.594	coileanadh
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	gu sàmhach
flirt	joy	0.594	flirt
friendship	joy	0.591	càirdeas
singing	joy	0.591	seinn
heroic	joy	0.591	gaisgeil
exalted	joy	0.591	àrdaichte
fortune	joy	0.591	fortan
highest	joy	0.591	as àirde
summer	joy	0.591	samhradh
contented	joy	0.588	toilichte
rollicking	joy	0.588	a' roiligeadh
overflowing	joy	0.588	a' cur thairis
woot	joy	0.588	uisg
accolade	joy	0.586	cliù
hope	joy	0.586	dòchas
cozy	joy	0.583	cluthar
delicious	joy	0.579	blasta
raving	joy	0.578	creachadh
thelife	joy	0.578	am beatha
darling	joy	0.578	leannan
sensuous	joy	0.578	ciallach
picturesque	joy	0.578	àillidh
friendly	joy	0.578	càirdeil
everlasting	joy	0.578	sìorruidh
praise	joy	0.578	moladh
ambition	joy	0.578	àrd-amas
sparkle	joy	0.577	lìomhadh
sensual	joy	0.576	ciallach
peace	joy	0.576	sìth
flattering	joy	0.576	rèidh
grace	joy	0.576	gràs
luckygirl	joy	0.576	leannan
heroism	joy	0.576	gaisge
succeeding	joy	0.576	a' soirbheachadh
yeahhh	joy	0.576	sihhhh
special	joy	0.574	sònraichte
livelife	joy	0.574	beatha
tantalizing	joy	0.572	a' tarruing
pumped	joy	0.567	air a phumpadh
yey	joy	0.562	seadh
surprise	joy	0.562	iongnadh
sunny	joy	0.562	grianach
prevail	joy	0.562	buaidh
revels	joy	0.562	gàirdeachas
humorous	joy	0.562	èibhinn
sweets	joy	0.562	siùcairean
liking	joy	0.562	a' còrdadh
admirable	joy	0.562	ionmholta
superstar	joy	0.562	sàr-rionnag
relax	joy	0.562	gabh fois
prosper	joy	0.562	soirbhich
hero	joy	0.562	gaisgeach
hugs	joy	0.562	dubhagan
worthwhile	joy	0.562	luachmhor
newyear	joy	0.561	bliadhna ur
tenderness	joy	0.561	caomhalachd
bless	joy	0.561	beannaich
favorable	joy	0.561	fàbharach
freedom	joy	0.561	saorsa
masterpiece	joy	0.561	annas-làimhe
dreams	joy	0.559	aislingean
hopeful	joy	0.559	dòchasach
home	joy	0.559	dhachaidh
cruising	joy	0.556	siubhal
gracias	joy	0.554	gràs
faithfulness	joy	0.553	dìlseachd
eagerness	joy	0.552	deòin
closeness	joy	0.552	faisg
sunshine	joy	0.551	ghrian
comfy	joy	0.551	cofhurtail
vacation	joy	0.547	saor-làithean
celestial	joy	0.547	neamhaidh
good	joy	0.547	math
elite	joy	0.547	mionlach
illuminate	joy	0.547	soillseachadh
confidence	joy	0.547	misneachd
mistletoe	joy	0.547	druthag
daughter	joy	0.547	nighean
lifted	joy	0.547	thogadh
goodmorning	joy	0.547	madainn mhath
zeal	joy	0.547	eud
gifts	joy	0.547	gibhtean
gift	joy	0.547	tiodhlac
astonishment	joy	0.547	ioghnadh
heart	joy	0.547	cridhe
completion	joy	0.547	crìochnachadh
bonus	joy	0.547	bònas
charmed	joy	0.546	seun
dance	joy	0.545	dannsa
sublime	joy	0.545	sublime
recreation	joy	0.545	cur-seachad
encouragement	joy	0.545	brosnachadh
god	joy	0.545	dhia
gush	joy	0.545	guis
freshstart	joy	0.544	ùr-thòiseach
free	joy	0.544	saor
savior	joy	0.543	fear-saoraidh
sanctuary	joy	0.541	tearmann
grandchildren	joy	0.540	oghaichean
wellness	joy	0.537	sunnd
revel	joy	0.534	gàirdeachas
music	joy	0.531	ceòl
fab	joy	0.531	fab
bridal	joy	0.531	bean-bainnse
soar	joy	0.531	èirich
alive	joy	0.531	beò
money	joy	0.531	airgead
soothing	joy	0.531	socair
serene	joy	0.531	sàmhach
holiness	joy	0.531	naomhachd
inspirational	joy	0.531	brosnachail
matrimony	joy	0.531	pòsaidh
dayoff	joy	0.531	latha dheth
savor	joy	0.531	blasad
vitality	joy	0.531	spionnadh
confident	joy	0.531	misneachail
firstborn	joy	0.531	ciad-ghin
rainbow	joy	0.531	bogha-frois
liberation	joy	0.531	saoradh
elegant	joy	0.530	eireachdail
mastery	joy	0.530	maighstireachd
glimmer	joy	0.530	gleusadh
illumination	joy	0.530	soillseachadh
blossom	joy	0.530	bhlàth
warmth	joy	0.530	blàths
welcomed	joy	0.530	fàilte
treat	joy	0.529	làimhseachadh
faithful	joy	0.529	dìleas
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	ionmholta
succeed	joy	0.516	soirbhich
jingle	joy	0.516	geansaidh
zest	joy	0.516	sgail
noschool	joy	0.516	sgoil
brotherly	joy	0.516	bràthaireil
silly	joy	0.516	amaideach
abundant	joy	0.516	pailt
fancy	joy	0.516	fìnealta
resplendent	joy	0.516	eireachdail
strengthening	joy	0.516	neartachadh
presents	joy	0.516	tiodhlacan
pride	joy	0.516	uaill
almighty	joy	0.516	uile-chumhachdach
powerful	joy	0.516	cumhachdach
aspire	joy	0.516	miann
remarkable	joy	0.516	iongantach
greeted	joy	0.516	fàilte
thanking	joy	0.515	a' toirt taing
cutie	joy	0.515	cutie
kudos	joy	0.515	beannachd
therapeutic	joy	0.515	teirpeach
zen	joy	0.515	zen
coronation	joy	0.515	crùnadh
complete	joy	0.515	coileanta
shining	joy	0.515	a' deàrrsadh
spirit	joy	0.515	spiorad
princely	joy	0.515	prionnsa
vivid	joy	0.515	beothail
comfort	joy	0.515	comhfhurtachd
leisure	joy	0.515	cur-seachad
reunited	joy	0.515	air ath-choinneachadh
kid	joy	0.515	leanabh
newme	joy	0.515	nuadh
payday	joy	0.515	latha-pàighidh
animated	joy	0.515	beothaichte
familytime	joy	0.515	àm teaghlaich
relationship	joy	0.514	dàimh
godly	joy	0.514	dhiadhaidh
marriage	joy	0.514	pòsadh
daymade	joy	0.514	làthaich
spouse	joy	0.507	cèile
intimately	joy	0.507	gu dlùth
respect	joy	0.500	spèis
bloom	joy	0.500	fo bhlàth
purr	joy	0.500	purr
carefree	joy	0.500	gun chùram
nature	joy	0.500	nàdur
encourage	joy	0.500	brosnachadh
soulful	joy	0.500	anamoch
refreshed	joy	0.500	ath-nuadhachadh
family	joy	0.500	teaghlach
gem	joy	0.500	gem
meritorious	joy	0.500	airidh
achieved	joy	0.500	air a choileanadh
motherhood	joy	0.500	màthaireachd
holyspirit	joy	0.500	spiorad naomh
surreal	joy	0.500	surreal
charitable	joy	0.500	carthannach
teamjesus	joy	0.500	sgioba Iosa
stressrelief	joy	0.500	faochadh cuideam
erotic	joy	0.500	eirmseach
inviting	joy	0.500	a' toirt cuireadh
baby	joy	0.500	leanabh
dignity	joy	0.500	urram
satisfied	joy	0.500	riaraichte
visionary	joy	0.500	lèirsinneach
memorable	joy	0.500	cuimhneachail
veracity	joy	0.500	fìreantachd
healthy	joy	0.500	fallain
welcoming	joy	0.500	fàilteachail
diamond	joy	0.500	daoimean
christ	joy	0.500	crìosd
beach	joy	0.500	tràigh
accomplish	joy	0.500	deàrn
friends	joy	0.500	chairdean
excel	joy	0.500	excel
health	joy	0.493	slàinte
aura	joy	0.493	aura
yehey	joy	0.486	seadh
approved	joy	0.486	aontaichte
oasis	joy	0.486	oaisis
liberty	joy	0.486	saorsa
crowning	joy	0.485	crùnadh
aspiration	joy	0.485	miann
privileged	joy	0.485	sochair
crescendo	joy	0.485	crescendo
rapture	joy	0.485	èigneachadh
liberate	joy	0.485	shaoradh
nocomplaints	joy	0.485	neo-ghearan
prestige	joy	0.485	cliù
bounty	joy	0.485	bountachd
gentle	joy	0.485	sèimh
inseparable	joy	0.485	neo-sgaraichte
engaging	joy	0.485	an sàs
loyal	joy	0.485	dìleas
betrothed	joy	0.485	rèiteach
transcendence	joy	0.484	tar-ghnèitheachd
selfworth	joy	0.484	fèin-luach
yummy	joy	0.484	blasta
datenight	joy	0.484	oidhche latha
destiny	joy	0.484	dàn
heyday	joy	0.484	latha mòr
aloha	joy	0.484	aloha
desire	joy	0.484	miann
dream	joy	0.484	bruadar
luck	joy	0.484	fortan
fete	joy	0.484	feithe
trophy	joy	0.484	trocair
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	seòclaid
creativity	joy	0.484	cruthachalachd
boyfriend	joy	0.480	bràmair
commemoration	joy	0.479	cuimhneachan
intelligence	joy	0.477	ìnnleachd
readiness	joy	0.473	ullamh
friend	joy	0.471	caraid
bride	joy	0.471	bean-bainnse
enthusiast	joy	0.471	dealasach
lush	joy	0.470	lus
inheritance	joy	0.470	oighreachd
soothe	joy	0.470	socrachadh
tickle	joy	0.470	diog
kiddo	joy	0.470	leanabh
nostalgia	joy	0.470	cianalas
massage	joy	0.470	massage
calming	joy	0.470	socrachadh
adventure	joy	0.470	dànachd
pretty	joy	0.469	breagha
purring	joy	0.469	a' glanadh
eternal	joy	0.469	shiorruidh
humanitarian	joy	0.469	daonnachdail
nurture	joy	0.469	àrach
giving	joy	0.469	a' toirt
rest	joy	0.469	fois
getaway	joy	0.469	Faigh air falbh
goals	joy	0.469	amasan
pray	joy	0.469	urnaigh
bridegroom	joy	0.469	fear na bainnse
heartily	joy	0.469	gu cridheil
luster	joy	0.469	luster
bonding	joy	0.469	ceangal
princess	joy	0.469	bana-phrionnsa
amicable	joy	0.469	càirdeil
benevolence	joy	0.469	caoimhneas
child	joy	0.466	leanabh
salutary	joy	0.465	sòlasach
invite	joy	0.457	cuireadh
beam	joy	0.456	beoil
reminiscing	joy	0.456	a' cuimhneachadh
befriend	joy	0.455	caraid
aesthetics	joy	0.455	bòidhchead
friday	joy	0.455	Dihaoine
freshair	joy	0.455	ùr
ceremony	joy	0.455	cuirm
kindred	joy	0.455	càirdeil
mindfulness	joy	0.455	mothachadh
sonice	joy	0.455	sonais
elevation	joy	0.455	àirde
tropical	joy	0.455	tropaigeach
scholarship	joy	0.455	sgoilearachd
hee	joy	0.455	heidh
noworries	joy	0.453	Gun dragh sam bith
allure	joy	0.453	aoibhneas
approve	joy	0.453	aontachadh
scenery	joy	0.453	seallaidhean
waterfall	joy	0.453	eas
vindication	joy	0.453	dearbhadh
namaste	joy	0.453	namasg
commemorate	joy	0.453	mar chuimhneachan
faith	joy	0.453	creideamh
birth	joy	0.453	breith
forgiveness	joy	0.453	maitheanas
journey	joy	0.447	turas
meditation	joy	0.446	meòrachadh
relaxed	joy	0.442	aig fois
present	joy	0.441	làthair
weekend	joy	0.441	deireadh-seachdain
tender	joy	0.441	tairgse
tranquil	joy	0.441	sèimh
lyrical	joy	0.439	liriceach
sharing	joy	0.439	roinneadh
esteem	joy	0.439	meas
nostalgic	joy	0.439	cianalais
prayer	joy	0.439	ùrnaigh
righteousness	joy	0.439	fìreantachd
husband	joy	0.438	fear-pòsda
relief	joy	0.438	faochadh
strength	joy	0.438	neart
mighty	joy	0.438	cumhachdach
unbeaten	joy	0.438	gun bhualadh
eager	joy	0.438	èasgaidh
share	joy	0.438	roinn
newday	joy	0.438	latha ùr
sonnet	joy	0.438	sonaid
meditate	joy	0.438	cnuasachadh
life	joy	0.438	beatha
winterbreak	joy	0.429	briseadh a' gheamhraidh
warm	joy	0.429	blàth
movingforward	joy	0.429	a' gluasad air adhart
buddy	joy	0.427	caraid
oneness	joy	0.426	aonachd
unconstrained	joy	0.424	gun bhacadh
amen	joy	0.424	amen
reverence	joy	0.424	urram
healthful	joy	0.424	fallain
thelittlethings	joy	0.424	na rudan beaga
medal	joy	0.424	bonn
unsurpassed	joy	0.424	gun choimeas
candlelight	joy	0.424	solas coinnle
carols	joy	0.424	laoidhean
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	toiseach-tòiseachaidh
sledding	joy	0.422	sledding
graduation	joy	0.422	ceumnachadh
frisky	joy	0.422	friogais
lml	joy	0.422	lml
ease	joy	0.422	easbhuidh
symphony	joy	0.422	symphony
wealth	joy	0.422	beairteas
helpful	joy	0.422	cuideachail
musical	joy	0.422	ceòlmhor
glitter	joy	0.422	gile
calmness	joy	0.422	ciùineas
energy	joy	0.422	lùth
safe	joy	0.422	sàbhailte
nostress	joy	0.421	uchd
soundness	joy	0.421	fuaimneach
promise	joy	0.415	ghealladh
reunite	joy	0.414	ath-choinneachadh
mother	joy	0.412	màthair
salvation	joy	0.412	saoradh
poems	joy	0.412	dàin
clown	joy	0.409	clown
lavender	joy	0.409	lavender
immaculate	joy	0.409	gun smal
purify	joy	0.409	glanadh
inauguration	joy	0.409	sealbhachadh
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	lasadh
travel	joy	0.409	siubhal
cash	joy	0.406	airgead
companion	joy	0.406	companach
live	joy	0.406	beò
opportune	joy	0.406	chothromach
completing	joy	0.406	a' crìochnachadh
charity	joy	0.406	carthannas
heal	joy	0.406	leighis
star	joy	0.406	rionnag
wishing	joy	0.406	a' miannachadh
flowers	joy	0.406	flùraichean
income	joy	0.403	teachd a-steach
soul	joy	0.401	anam
