English Word	Emotion	Emotion-Intensity-Score	Sesotho Word
hawk	fear	0.125	hawk
prevent	fear	0.125	thibela
gameday	fear	0.125	letsatsi la papali
ahhh	fear	0.125	ahhh
marry	fear	0.125	nyala
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	khemisi
policeman	fear	0.121	lepolesa
dreamt	fear	0.111	lora
lace	fear	0.111	lace
homework	fear	0.109	mosebetsi oa sekolo o etsoang hae
destination	fear	0.109	moo e eang teng
incase	fear	0.109	mohlomong
pray	fear	0.109	rapela
knot	fear	0.109	lefito
confidence	fear	0.109	tshepo
bigday	fear	0.109	letsatsi le leholo
holiness	fear	0.109	khalalelo
notoriety	fear	0.109	botumo bo botle
weight	fear	0.109	boima
slender	fear	0.100	mosesane
undecided	fear	0.098	sa etsa qeto
sympathetic	fear	0.097	kutloelo bohloko
poise	fear	0.094	botsitso
case	fear	0.094	nyeoe
treat	fear	0.094	tšoara
locate	fear	0.094	fumana
loyal	fear	0.094	tšepahalang
grades	fear	0.094	limaraka
god	fear	0.094	modimo
helmet	fear	0.094	helmete
confident	fear	0.094	itshepa
counsellor	fear	0.094	moeletsi
northeast	fear	0.088	leboea-bochabela
graduation	fear	0.078	kabo ea mangolo
compassion	fear	0.078	qenehelo
nurture	fear	0.078	hodisa
graded	fear	0.075	hlophisoa
mum	fear	0.070	mme
infant	fear	0.067	lesea
journey	fear	0.062	leetong
parade	fear	0.062	parade
gradschool	fear	0.062	sekolo sa mathomo
civilian	fear	0.062	moahi
cloudiness	fear	0.062	bofutsana
cash	fear	0.062	chelete
civilians	fear	0.062	baahi
guidelines	fear	0.062	tataiso
soulmate	fear	0.062	molekane wa moya
youth	fear	0.062	bacha
opera	fear	0.057	opera
synonymous	fear	0.056	mahlalosi
honest	fear	0.047	tšepahalang
praying	fear	0.047	ho rapela
intelligence	fear	0.038	bohlale
volunteer	fear	0.031	moithaopi
romance	fear	0.031	marato
lines	fear	0.031	mela
obey	fear	0.016	mamela
happiest	joy	0.986	thabile ka ho fetisisa
happiness	joy	0.984	thabo
bliss	joy	0.971	thabo
celebrating	joy	0.970	ho keteka
jubilant	joy	0.969	thabileng
ecstatic	joy	0.954	nyakallo
elation	joy	0.944	boipelo
beaming	joy	0.938	phatsimang
bestdayever	joy	0.938	letsatsi le monate ka ho fetisisa
loveee	joy	0.932	leratoee
celebration	joy	0.929	mokete
awesomeness	joy	0.926	bokgabane
joy	joy	0.924	thabo
joyous	joy	0.922	nyakallo
fabulous	joy	0.922	tsotehang
happily	joy	0.922	ka thabo
excitement	joy	0.922	nyakallo
exuberance	joy	0.922	boithatelo
makesmehappy	joy	0.922	etsa hore ke thabe
euphoria	joy	0.922	thabo e khaphatsehang
lovee	joy	0.920	lerato
gratitude	joy	0.914	teboho
happydance	joy	0.912	happydance
merriment	joy	0.912	monyaka
spectacular	joy	0.912	tsotehang
overjoyed	joy	0.909	thabo e khaphatsehang
purebliss	joy	0.909	bohloeki
triumphant	joy	0.907	mohlodi
ecstasy	joy	0.906	nyakallo
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	thabileng
cheer	joy	0.897	thabang
elated	joy	0.894	nyakalletse
peaceofmind	joy	0.891	khotso maikutlong
jolly	joy	0.891	jolly
delighted	joy	0.891	Nyakalletse
lovethis	joy	0.891	rata sena
excitation	joy	0.891	thoholetso
exhilaration	joy	0.891	boithatelo
pleasures	joy	0.891	menyaka
laugh	joy	0.891	tsheha
marvelously	joy	0.881	ka tsela e makatsang
loving	joy	0.879	lerato
joyful	joy	0.879	thabileng
blissful	joy	0.879	thabileng
outstanding	joy	0.879	e hlahelletseng
pleasurable	joy	0.877	monate
lovinglife	joy	0.875	bophelo ba lerato
enthusiastic	joy	0.875	cheseha
glee	joy	0.875	monate
iloveher	joy	0.875	kea mo rata
yaaaay	joy	0.875	eaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	sebaka sa thabo
sohappy	joy	0.868	thabileng
superb	joy	0.864	e ntlehali
woohoo	joy	0.864	woohoo
laughing	joy	0.864	tsheha
wonderful	joy	0.863	babatsehang
hooray	joy	0.859	hooray
loved	joy	0.859	ratoa
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	kgabane
glory	joy	0.859	kganya
ilovechristmas	joy	0.859	mokete oa Keresemese
brilliant	joy	0.859	kganya
celebrated	joy	0.859	keteka
cheering	joy	0.859	ho thoholetsa
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	ya lehodimo
exciting	joy	0.853	e thabisang
thrilled	joy	0.851	nyakalletse
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	keteka
wonderfully	joy	0.844	ka tsela e makatsang
blessing	joy	0.844	tlhohonolofatso
favoriteholiday	joy	0.844	letsatsi la phomolo le ratehang
paradise	joy	0.833	paradeise
marvellous	joy	0.833	tsotehang
festive	joy	0.833	mokete
sweetness	joy	0.833	monate
blessed	joy	0.833	hlohonolofetse
celebrations	joy	0.833	mekete
compliment	joy	0.831	babatsa
smiling	joy	0.828	pososelo
allsmiles	joy	0.828	allmiles
love	joy	0.828	lerato
enchanting	joy	0.828	cheseha
homesweethome	joy	0.826	lapeng moo ho le monate
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	tsotehang
laughter	joy	0.824	ditsheho
goodmood	joy	0.819	bophelo bo botle
goodness	joy	0.818	molemo
excellence	joy	0.818	bokgabane
sensational	joy	0.818	ya maikutlo
joys	joy	0.818	thabo
delightful	joy	0.818	kgahlisang
excited	joy	0.818	nyakalletse
rejoicing	joy	0.818	nyakallo
happyheart	joy	0.818	pelo e thabileng
celebratory	joy	0.818	mokete o monate
greatful	joy	0.816	e kgolohadi
jovial	joy	0.814	jovial
rejoice	joy	0.812	thabang
splendid	joy	0.812	bokgabane
enjoy	joy	0.812	thabela
smiley	joy	0.812	smiley
glorious	joy	0.812	e kganyang
victorious	joy	0.812	ea hlotseng
lovemaking	joy	0.812	ho etsa lerato
bonanza	joy	0.812	bonanza
greatday	joy	0.812	letsatsi le leholo
excellent	joy	0.812	e kgabane
goodtimes	joy	0.811	nako tse monate
whatmakesmesmile	joy	0.811	ntho e etsang hore e bososele
happyday	joy	0.809	letsatsi le monate
myfavorite	joy	0.804	thatohatsi ea ka
thankyoulord	joy	0.803	lebohang
gladness	joy	0.803	nyakallo
yayyy	joy	0.803	jayyy
yeahhhh	joy	0.803	eahhhh
pleasure	joy	0.803	monyaka
giggle	joy	0.802	tsheha
happier	joy	0.797	thabile ho feta
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	kganya
happytweet	joy	0.797	thabotweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	ho joalo
dancing	joy	0.797	ho tjeka
success	joy	0.797	katleho
grateful	joy	0.789	teboho
amuse	joy	0.788	qabola
splendor	joy	0.788	bokhabane
happy	joy	0.788	thabileng
fun	joy	0.788	monate
giggling	joy	0.781	tshehile
glad	joy	0.781	thabile
glorify	joy	0.781	tlotlisa
radiant	joy	0.781	kganyang
beautiful	joy	0.781	e ntle
solucky	joy	0.781	solucky
sothankful	joy	0.781	lebohang
enchanted	joy	0.781	enchanted
romance	joy	0.779	marato
perfection	joy	0.779	phetheho
christmassy	joy	0.779	keresemese
heavens	joy	0.779	mahodimo
thrilling	joy	0.776	hlasimolla
lovable	joy	0.773	ratehang
congrats	joy	0.773	liteboho
fiesta	joy	0.773	fiesta
entertain	joy	0.773	thabisa
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	mohlolo
cheers	joy	0.773	thabo
cheered	joy	0.773	hlasimolohile
positivity	joy	0.773	boemo bo botle
funday	joy	0.772	funday
enjoying	joy	0.771	ho thabela
lifeisgood	joy	0.766	bophelo bo monate
amused	joy	0.766	qabola
goodfeeling	joy	0.766	goodfeeling
christmasspirit	joy	0.766	keresemese
cuddling	joy	0.766	ho kopela
smiles	joy	0.766	pososelo
sosweet	joy	0.766	tsoekere hoo
thebest	joy	0.766	ea mantlha
party	joy	0.765	mokete
delight	joy	0.765	nyakallo
orgasm	joy	0.765	ho thoba maikutlo
positive	joy	0.761	ntle
sweetheart	joy	0.758	moratuwa
enlighten	joy	0.758	bonesa
cheerfulness	joy	0.758	nyakallo
miracles	joy	0.758	mehlolo
giddy	joy	0.757	giddy
christmastime	joy	0.757	keresemese
gratify	joy	0.750	kgotsofatsa
greatness	joy	0.750	boholo
friendliness	joy	0.750	botsoalle
blessings	joy	0.750	mahlohonolo
laughs	joy	0.750	ditsheho
tistheseason	joy	0.750	nako ea selemo
smile	joy	0.750	pososelo
pleasing	joy	0.750	kgahlisang
romantic	joy	0.750	tsa lerato
happyholidays	joy	0.750	matsatsi a phomolo a monate
frolic	joy	0.748	qabola
jubilee	joy	0.742	jubile
miracle	joy	0.742	mohlolo
enthusiasm	joy	0.742	tjantjello
selflove	joy	0.742	boithati
triumph	joy	0.742	tlholo
magical	joy	0.742	boselamose
rewarding	joy	0.742	e putsang
goodvibes	joy	0.742	monate wa maikutlo
positiveenergy	joy	0.742	positiveenergy
feelgood	joy	0.736	ikutloa hantle
prosperity	joy	0.735	katleho
behappy	joy	0.734	thaba
admiration	joy	0.734	ho hlolloa
passionate	joy	0.734	tjantjello
goodday	joy	0.734	lumela
luxurious	joy	0.734	mabothobotho
tgif	joy	0.734	tgif
victory	joy	0.734	tlholo
feelinggood	joy	0.734	maikutlo a monate
enchant	joy	0.734	moloi
greatnight	joy	0.734	bosiu bo boholo
vivacious	joy	0.734	vivacious
glorification	joy	0.733	thoriso
sing	joy	0.729	bina
glowing	joy	0.729	benyang
yessss	joy	0.728	yesss
fulfillment	joy	0.728	phethahatso
breathtaking	joy	0.728	e kgahlisang
thankful	joy	0.727	lebohang
cheery	joy	0.727	boipelo
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	keresemese
win	joy	0.727	hlola
atpeace	joy	0.727	kgotso
award	joy	0.727	khau
merry	joy	0.727	thabileng
inspiration	joy	0.725	pululelo
radiance	joy	0.725	kganya
pleased	joy	0.725	thabile
uplift	joy	0.723	phahamisa
optimistic	joy	0.723	tshepile
heaven	joy	0.721	lehodimong
lucky	joy	0.721	lehlohonolo
godisgreat	joy	0.721	e kholo
holidays	joy	0.721	matsatsi a phomolo
thrill	joy	0.721	nyakallo
congratulatory	joy	0.719	thoholetso
thriving	joy	0.719	atlehang
amusement	joy	0.719	boithabiso
perfect	joy	0.719	phethahetseng
lover	joy	0.719	morati
xmas	joy	0.719	xmas
heartfelt	joy	0.719	ka pelo
utopian	joy	0.719	utopian
lovely	joy	0.719	ratehang
harmony	joy	0.719	kutloano
praising	joy	0.719	rorisa
brighten	joy	0.719	phatsimisa
luckiest	joy	0.712	lehlohonolo ka ho fetisisa
merrychristmas	joy	0.712	kereseme e monate
magic	joy	0.712	boselamose
achievement	joy	0.712	phihlello
yay	joy	0.712	shatee
holiday	joy	0.712	matsatsi a phomolo
treasures	joy	0.712	matlotlo
luxury	joy	0.712	mabothobotho
bestfeeling	joy	0.712	maikutlo a monate ka ho fetisisa
intimate	joy	0.710	haufi-ufi
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	eaaay
rave	joy	0.706	rorisa
chuckle	joy	0.706	tsheha
proud	joy	0.704	motlotlo
winning	joy	0.703	ho hlola
cherish	joy	0.703	baballa
goodnews	joy	0.703	litaba tse molemo
fuckyeah	joy	0.703	fuckyea
optimism	joy	0.703	tshepo
amazingly	joy	0.703	ka tsela e makatsang
lovelife	joy	0.703	lovelife
truelove	joy	0.703	lerato la 'nete
beautification	joy	0.703	kgabisa
satisfying	joy	0.703	kgotsofatsang
appreciates	joy	0.703	ananelang
cuddled	joy	0.703	kopile
goodlife	joy	0.703	bophelo bo botle
gooood	joy	0.703	hantle
sweetest	joy	0.703	monate ka ho fetisisa
yaay	joy	0.700	eaa
entertained	joy	0.700	thabisa
excite	joy	0.697	hlasimolla
newbeginnings	joy	0.693	maqalo a macha
praisejesus	joy	0.691	rorisa Jesu
birthday	joy	0.691	letsatsi la tsoalo
greatfriends	joy	0.688	metsoalle e meholo
adoration	joy	0.688	khumamelo
godsend	joy	0.688	godsend
favorite	joy	0.688	thatohatsi
content	joy	0.688	dikahare
entertaining	joy	0.688	natefisa
honored	joy	0.688	hlomphuoa
metime	joy	0.688	nako
exquisite	joy	0.688	ntlehali
holidayseason	joy	0.688	nako ea phomolo
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	mangeloi
goodhealth	joy	0.682	bophelo bo botle
majestic	joy	0.682	e kgolohadi
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	memoriont lebala
bestfriends	joy	0.682	metsoalle ea hlooho ea khomo
precious	joy	0.682	ea bohlokoa
appreciated	joy	0.682	ananeloa
exaltation	joy	0.682	phahamiso
smiled	joy	0.682	pososelo
brightens	joy	0.682	e kganya
tranquility	joy	0.679	khutso
marry	joy	0.676	nyala
embrace	joy	0.676	akareletsa
positively	joy	0.676	ka nepo
grin	joy	0.672	grin
hug	joy	0.672	ho haka
hilarious	joy	0.672	qabola
dearest	joy	0.672	ratehang ka ho fetisisa
contentment	joy	0.672	kgotsofalo
accomplished	joy	0.672	phethile
relaxation	joy	0.672	phomolo
bday	joy	0.672	letsatsi la letsatsi
enliven	joy	0.672	phedisa
weeeee	joy	0.672	weeeee
giggles	joy	0.672	tsheha
fulfilled	joy	0.667	phethahala
bountiful	joy	0.667	letlotlo
victor	joy	0.667	mohlodi
adore	joy	0.667	khumamela
boisterous	joy	0.667	morusu
fulfill	joy	0.664	phethahatsa
cuddles	joy	0.662	ho kopela
prosperous	joy	0.660	atlehile
appreciation	joy	0.656	kananelo
serenity	joy	0.656	khutso
happynewyear	joy	0.656	mahlohonolo a selemo se secha
humor	joy	0.656	metlae
satisfy	joy	0.656	kgotsofatsa
besties	joy	0.656	metsoalle
encouraged	joy	0.656	khothatsoa
captivate	joy	0.656	heletsa
christmaseve	joy	0.656	letsatsi la pele ho Keresemese
glow	joy	0.656	kganya
romanticism	joy	0.656	maikutlo a lerato
innerpeace	joy	0.656	khotsofalo
pleasant	joy	0.656	monate
praises	joy	0.652	thoriso
abundance	joy	0.652	bongata
fortunes	joy	0.652	lehlohonolo
engaged	joy	0.652	phathahane
praised	joy	0.652	rorisoa
relaxing	joy	0.652	phomolong
treasure	joy	0.652	letlotlo
satisfaction	joy	0.652	kgotsofalo
nothingbetter	joy	0.647	ha ho letho le betere
affection	joy	0.647	lerato
relieved	joy	0.647	phomotsehile
complement	joy	0.647	tlatsana
carnival	joy	0.643	mokete oa boithabiso
priceless	joy	0.641	ea bohlokoa haholo
uplifting	joy	0.641	phahamisa
sensuality	joy	0.641	sensuality
saintly	joy	0.641	mohalaleli
champion	joy	0.641	mmampodi
thanksgiving	joy	0.641	teboho
harmoniously	joy	0.641	ka kutloano
wedding	joy	0.641	lenyalo
achieve	joy	0.641	finyella
divine	joy	0.641	bomodimo
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	lechato
exalt	joy	0.636	phahamisa
twinkle	joy	0.636	phatsima
comforting	joy	0.636	tshedisang
felicity	joy	0.636	thabo
peaceful	joy	0.636	kgotsong
climax	joy	0.636	sehlohlolo
winner	joy	0.636	mohlodi
reverie	joy	0.636	reverie
yayy	joy	0.636	jayy
cuddle	joy	0.636	kopela
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ho qamaka linaleli
festival	joy	0.625	mokete
sweet	joy	0.625	monate
generosity	joy	0.625	seatla se bulehileng
brighter	joy	0.625	kganyang
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	e ntle
hearts	joy	0.625	lipelo
amusing	joy	0.625	qabolang
fondness	joy	0.625	ho rata
snuggling	joy	0.625	ho phopholetsa
reward	joy	0.625	moputso
sex	joy	0.622	thobalano
kind	joy	0.621	mosa
genial	joy	0.621	genial
parade	joy	0.621	parade
applause	joy	0.621	litlatse
beauty	joy	0.621	botle
fulfilling	joy	0.618	phethahatsa
aspiring	joy	0.618	labalabelang
newlife	joy	0.618	bophelo bo bocha
godbless	joy	0.616	molimo a u hlohonolofatse
virtuous	joy	0.613	makhabane
kiss	joy	0.610	aka
christmas	joy	0.609	keresemese
rainbows	joy	0.609	mookodi
elegance	joy	0.609	bokgabane
generous	joy	0.609	seatla se bulehileng
super	joy	0.609	kahohle
playful	joy	0.609	e bapalang
enlightenment	joy	0.609	temoso
praiseworthy	joy	0.609	thoriso
awards	joy	0.609	likhau
adorable	joy	0.609	ratehang
rekindle	joy	0.609	tsosolosa
winnings	joy	0.609	moputso
independence	joy	0.607	boikemelo
amour	joy	0.607	lerato
kindness	joy	0.606	mosa
surprises	joy	0.606	tse makatsang
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	hlolla
freely	joy	0.606	ka bolokolohi
successful	joy	0.606	atlehile
inspired	joy	0.606	bululetsoeng
onelove	joy	0.606	lerato le le leng
whimsical	joy	0.603	tse tshosang
entertainment	joy	0.603	boithabiso
passion	joy	0.603	tjantjello
stressfree	joy	0.601	khatello ea maikutlo
beautify	joy	0.601	kgabisa
sunrise	joy	0.600	ho chaba ha letsatsi
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	mmino o monate
revere	joy	0.594	hlonepha
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	susumetsa
angel	joy	0.594	lengeloi
thankgod	joy	0.594	tanki molimo
goodies	joy	0.594	tse monate
jesus	joy	0.594	Jesu
accomplishment	joy	0.594	phihlello
snuggled	joy	0.594	tshetlehile
peacefully	joy	0.594	ka kgotso
flirt	joy	0.594	bapala ka maikutlo a lerato
friendship	joy	0.591	botsoalle
singing	joy	0.591	ho bina
heroic	joy	0.591	mohale
exalted	joy	0.591	phahamisitsoe
fortune	joy	0.591	lehlohonolo
highest	joy	0.591	phahameng ka ho fetisisa
summer	joy	0.591	lehlabula
contented	joy	0.588	kgotsofetse
rollicking	joy	0.588	ho thetheha
overflowing	joy	0.588	khaphatseha
woot	joy	0.588	woot
accolade	joy	0.586	thoholetsa
hope	joy	0.586	tshepo
cozy	joy	0.583	botshehadi
delicious	joy	0.579	monate
raving	joy	0.578	raving
thelife	joy	0.578	bophelo
darling	joy	0.578	moratuoa
sensuous	joy	0.578	e tsosang maikutlo
picturesque	joy	0.578	e kgahlehang
friendly	joy	0.578	botsoalle
everlasting	joy	0.578	ka ho sa feleng
praise	joy	0.578	thoriso
ambition	joy	0.578	tjantjello
sparkle	joy	0.577	phatsima
sensual	joy	0.576	tsa nama
peace	joy	0.576	kgotso
flattering	joy	0.576	thoholetsa
grace	joy	0.576	mohau
luckygirl	joy	0.576	ngoanana ea lehlohonolo
heroism	joy	0.576	bohale
succeeding	joy	0.576	atlehang
yeahhh	joy	0.576	eehh
special	joy	0.574	khethehileng
livelife	joy	0.574	bophelo
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pompetsoe
yey	joy	0.562	ee
surprise	joy	0.562	makatsa
sunny	joy	0.562	letsatsi
prevail	joy	0.562	hlola
revels	joy	0.562	menyaka
humorous	joy	0.562	tse qabolang
sweets	joy	0.562	monate
liking	joy	0.562	rata
admirable	joy	0.562	ya babatsehang
superstar	joy	0.562	naletsanahadi
relax	joy	0.562	Khatholoha
prosper	joy	0.562	atleha
hero	joy	0.562	mohale
hugs	joy	0.562	ho haka
worthwhile	joy	0.562	bohlokoa
newyear	joy	0.561	selemo se secha
tenderness	joy	0.561	bonolo
bless	joy	0.561	hlohonolofatsa
favorable	joy	0.561	e ntle
freedom	joy	0.561	tokoloho
masterpiece	joy	0.561	seemahale
dreams	joy	0.559	litoro
hopeful	joy	0.559	tshepo
home	joy	0.559	hae
cruising	joy	0.556	cruising
gracias	joy	0.554	mohau
faithfulness	joy	0.553	botshepehi
eagerness	joy	0.552	tjantjello
closeness	joy	0.552	katamelano
sunshine	joy	0.551	khanya ea letsatsi
comfy	joy	0.551	monate
vacation	joy	0.547	phomolo
celestial	joy	0.547	ya lehodimo
good	joy	0.547	molemo
elite	joy	0.547	ba phahameng sechabeng
illuminate	joy	0.547	khantša
confidence	joy	0.547	tshepo
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	morali
lifted	joy	0.547	phahamisitsoe
goodmorning	joy	0.547	khotsong
zeal	joy	0.547	cheseho
gifts	joy	0.547	limpho
gift	joy	0.547	mpho
astonishment	joy	0.547	makalla
heart	joy	0.547	pelo
completion	joy	0.547	phethoho
bonus	joy	0.547	bonase
charmed	joy	0.546	Ke khahluoe
dance	joy	0.545	motjeko
sublime	joy	0.545	hlolla
recreation	joy	0.545	boithapollo
encouragement	joy	0.545	khothatso
god	joy	0.545	modimo
gush	joy	0.545	qhoma
freshstart	joy	0.544	qalo e ncha
free	joy	0.544	mahala
savior	joy	0.543	mopholosi
sanctuary	joy	0.541	sehalalelo
grandchildren	joy	0.540	litloholoana
wellness	joy	0.537	bophelo bo botle
revel	joy	0.534	revel
music	joy	0.531	mmino
fab	joy	0.531	fab
bridal	joy	0.531	monyaduwa
soar	joy	0.531	fofa
alive	joy	0.531	phela
money	joy	0.531	chelete
soothing	joy	0.531	thoba maikutlo
serene	joy	0.531	khutsitseng
holiness	joy	0.531	khalalelo
inspirational	joy	0.531	e khothatsang
matrimony	joy	0.531	lenyalo
dayoff	joy	0.531	letsatsioff
savor	joy	0.531	monko
vitality	joy	0.531	mafolofolo
confident	joy	0.531	itshepa
firstborn	joy	0.531	letsibolo
rainbow	joy	0.531	mookodi
liberation	joy	0.531	tokoloho
elegant	joy	0.530	elegantne
mastery	joy	0.530	boqhetseke
glimmer	joy	0.530	benyetsi
illumination	joy	0.530	khanya
blossom	joy	0.530	palesa
warmth	joy	0.530	mofuthu
welcomed	joy	0.530	amoheloa
treat	joy	0.529	tšoara
faithful	joy	0.529	e tshepehang
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	babatsehang
succeed	joy	0.516	atleha
jingle	joy	0.516	tsingle
zest	joy	0.516	zest
noschool	joy	0.516	ha ho sekolo
brotherly	joy	0.516	bara ba motho
silly	joy	0.516	sethoto
abundant	joy	0.516	a mangata
fancy	joy	0.516	fancy
resplendent	joy	0.516	resplendent
strengthening	joy	0.516	matlafatsa
presents	joy	0.516	nehelano
pride	joy	0.516	boikgohomoso
almighty	joy	0.516	ya matla ohle
powerful	joy	0.516	e matla
aspire	joy	0.516	labalabela
remarkable	joy	0.516	tsotehang
greeted	joy	0.516	lumelisa
thanking	joy	0.515	ho leboha
cutie	joy	0.515	cutie
kudos	joy	0.515	tlotla
therapeutic	joy	0.515	kalafi
zen	joy	0.515	zen
coronation	joy	0.515	ho beoa moqhaka
complete	joy	0.515	felletse
shining	joy	0.515	benyang
spirit	joy	0.515	moya
princely	joy	0.515	bohosana
vivid	joy	0.515	hlakileng
comfort	joy	0.515	matšeliso
leisure	joy	0.515	phomolo
reunited	joy	0.515	kopanngoa
kid	joy	0.515	ngoana
newme	joy	0.515	ntjha
payday	joy	0.515	letsatsi la moputso
animated	joy	0.515	hlahiswa
familytime	joy	0.515	nako ya lelapa
relationship	joy	0.514	kamano
godly	joy	0.514	bomodimo
marriage	joy	0.514	lenyalo
daymade	joy	0.514	ya letsatsi
spouse	joy	0.507	molekane
intimately	joy	0.507	haufi-ufi
respect	joy	0.500	tlhompho
bloom	joy	0.500	palesa
purr	joy	0.500	purr
carefree	joy	0.500	bohlasoa
nature	joy	0.500	tlhaho
encourage	joy	0.500	khothatsa
soulful	joy	0.500	tsa moya
refreshed	joy	0.500	hlasimolohile
family	joy	0.500	lelapa
gem	joy	0.500	lehakoe
meritorious	joy	0.500	meritorious
achieved	joy	0.500	fihlelletsoe
motherhood	joy	0.500	bomme
holyspirit	joy	0.500	moya o halalelang
surreal	joy	0.500	surreal
charitable	joy	0.500	mohau
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	khatello ea maikutlo
erotic	joy	0.500	tse tsosang takatso
inviting	joy	0.500	ho mema
baby	joy	0.500	lesea
dignity	joy	0.500	seriti
satisfied	joy	0.500	kgotsofetse
visionary	joy	0.500	ea bonang lipono
memorable	joy	0.500	sa lebaleheng
veracity	joy	0.500	bonnete
healthy	joy	0.500	bophelo bo botle
welcoming	joy	0.500	ho amohela
diamond	joy	0.500	taemane
christ	joy	0.500	kreste
beach	joy	0.500	lebopo la lewatle
accomplish	joy	0.500	finyella
friends	joy	0.500	metsoalle
excel	joy	0.500	ipabola
health	joy	0.493	bophelo bo botle
aura	joy	0.493	aura
yehey	joy	0.486	hle
approved	joy	0.486	amohetsoe
oasis	joy	0.486	oasis
liberty	joy	0.486	tokoloho
crowning	joy	0.485	ho roala moqhaka
aspiration	joy	0.485	tjantjello
privileged	joy	0.485	lehlohonolo
crescendo	joy	0.485	crescendo
rapture	joy	0.485	tlhwibilo
liberate	joy	0.485	lokolla
nocomplaints	joy	0.485	ho se tletlebo
prestige	joy	0.485	botumo
bounty	joy	0.485	bounty
gentle	joy	0.485	bonolo
inseparable	joy	0.485	e sa arohaneng
engaging	joy	0.485	ho kopanela
loyal	joy	0.485	tšepahalang
betrothed	joy	0.485	betsitsoe
transcendence	joy	0.484	fetisetso
selfworth	joy	0.484	boithati
yummy	joy	0.484	monate
datenight	joy	0.484	bosiu
destiny	joy	0.484	pheletso
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	takatso
dream	joy	0.484	lora
luck	joy	0.484	lehlohonolo
fete	joy	0.484	fete
trophy	joy	0.484	mohope
bouquet	joy	0.484	sehlopha sa lipalesa
chocolate	joy	0.484	chokolete
creativity	joy	0.484	boiqapelo
boyfriend	joy	0.480	mohlankana
commemoration	joy	0.479	sehopotso
intelligence	joy	0.477	bohlale
readiness	joy	0.473	ho ikemisetsa
friend	joy	0.471	motsoalle
bride	joy	0.471	monyaduwa
enthusiast	joy	0.471	motho ya chesehang
lush	joy	0.470	tlokomang
inheritance	joy	0.470	lefa
soothe	joy	0.470	thoba
tickle	joy	0.470	tsikitlanya
kiddo	joy	0.470	ngoana
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	ho silila
calming	joy	0.470	khutsisa
adventure	joy	0.470	boithatelo
pretty	joy	0.469	ntle
purring	joy	0.469	purring
eternal	joy	0.469	bosafeleng
humanitarian	joy	0.469	setho sa botho
nurture	joy	0.469	hodisa
giving	joy	0.469	ho fa
rest	joy	0.469	phomola
getaway	joy	0.469	baleha
goals	joy	0.469	lipakane
pray	joy	0.469	rapela
bridegroom	joy	0.469	monyadi
heartily	joy	0.469	ka pelo yohle
luster	joy	0.469	kganya
bonding	joy	0.469	tlamahano
princess	joy	0.469	mofumahadi
amicable	joy	0.469	botsoalle
benevolence	joy	0.469	mohau
child	joy	0.466	ngoana
salutary	joy	0.465	salutary
invite	joy	0.457	mema
beam	joy	0.456	hlaka
reminiscing	joy	0.456	ho hopotsa
befriend	joy	0.455	motsoalle
aesthetics	joy	0.455	botle ba botle
friday	joy	0.455	labohlano
freshair	joy	0.455	moea o hloekileng
ceremony	joy	0.455	mokete
kindred	joy	0.455	leloko
mindfulness	joy	0.455	kelello
sonice	joy	0.455	sonice
elevation	joy	0.455	bophahamo
tropical	joy	0.455	tropike
scholarship	joy	0.455	boithuto
hee	joy	0.455	hee
noworries	joy	0.453	ha ho bothata
allure	joy	0.453	hohela
approve	joy	0.453	amohela
scenery	joy	0.453	botle ba naha
waterfall	joy	0.453	phororo
vindication	joy	0.453	netefatso
namaste	joy	0.453	namaste
commemorate	joy	0.453	hopola
faith	joy	0.453	tumelo
birth	joy	0.453	tsoalo
