English Word	Emotion	Emotion-Intensity-Score	Tajik Word
recurring	fear	0.359	такроршаванда
difficult	fear	0.359	душвор
concerned	fear	0.359	нигарон
consternation	fear	0.359	тааҷҷуб
bottomless	fear	0.359	бепоён
revolution	fear	0.359	революция
stint	fear	0.359	мӯҳлат
government	fear	0.359	хукумат
bankruptcy	fear	0.359	муфлисшавӣ
timid	fear	0.359	тарсончак
contempt	fear	0.359	нафрат
warned	fear	0.359	огоҳ кард
measles	fear	0.359	сурхак
rejects	fear	0.359	рад мекунад
sectarian	fear	0.359	сектантй
headaches	fear	0.359	дарди сар
dart	fear	0.359	тир
sortie	fear	0.359	навъ
wasting	fear	0.359	исроф кардан
conquest	fear	0.359	забт кардан
depreciation	fear	0.359	амортизатсия
mournful	fear	0.359	ғамгин
mandamus	fear	0.359	мандамус
spike	fear	0.359	хӯша
cur	fear	0.359	кур
burke	fear	0.359	бурк
rebel	fear	0.359	саркаш
exam	fear	0.359	имтихон
anomaly	fear	0.359	аномалия
mug	fear	0.359	коса
constrain	fear	0.358	маҳдуд кардан
languishing	fear	0.358	хаста
bane	fear	0.356	бало
impeach	fear	0.354	айбдор кардан
warden	fear	0.354	посбон
adverse	fear	0.352	манфӣ
lawyer	fear	0.349	ҳимоягар
libel	fear	0.348	тӯҳмат
retrenchment	fear	0.345	ихтисор кардан
imminent	fear	0.345	наздик
shame	fear	0.344	шарм
avoidance	fear	0.344	канорагирӣ
shortage	fear	0.344	камомад
opium	fear	0.344	афюн
swerve	fear	0.344	каҷ кардан
evade	fear	0.344	гурехт
servile	fear	0.344	хизматгор
pest	fear	0.344	ҳашароти зараррасон
hesitation	fear	0.344	дудилагӣ
loneliness	fear	0.344	танҳоӣ
discipline	fear	0.344	интизом
fanaticism	fear	0.344	фанатизм
sorrow	fear	0.344	алам
hiss	fear	0.344	хишлох
belittle	fear	0.344	паст кардан
knell	fear	0.344	занг занед
contentious	fear	0.344	баҳсбарангез
bearish	fear	0.344	хирсон
opposed	fear	0.344	мукобил баромад
launches	fear	0.344	сар мекунад
taboo	fear	0.344	мамнӯъ
cutter	fear	0.344	буранда
defy	fear	0.344	рад кардан
unjustifiable	fear	0.344	беасос
parachute	fear	0.344	парашют
eel	fear	0.344	мормоҳӣ
psych	fear	0.344	равонӣ
aaaaaaah	fear	0.344	аааааа
verdict	fear	0.344	ҳукм
mri	fear	0.344	мри
shaky	fear	0.344	ларзон
resistant	fear	0.344	тобовар
obstacle	fear	0.344	монеа
reckless	fear	0.344	бепарво
recession	fear	0.344	таназзул
disrespectful	fear	0.343	беэҳтиромӣ
phalanx	fear	0.342	фаланга
creature	fear	0.340	махлук
specter	fear	0.331	ҳайрат
mortgage	fear	0.331	ипотека
enigmatic	fear	0.329	пурасрор
supremacy	fear	0.328	волоият
bugaboo	fear	0.328	бубо
defendant	fear	0.328	судшаванда
feeling	fear	0.328	эҳсос
ethereal	fear	0.328	эфирӣ
undesirable	fear	0.328	номатлуб
mishap	fear	0.328	бадбахтӣ
outpost	fear	0.328	застава
weirdo	fear	0.328	аҷиб
caution	fear	0.328	эҳтиёт
spillin	fear	0.328	рехтан
dike	fear	0.328	дике
dominion	fear	0.328	ҳукмронӣ
wimp	fear	0.328	майна
quash	fear	0.328	шикаст
subordinate	fear	0.328	тобеъ
shank	fear	0.328	шон
remove	fear	0.328	хориҷ кунед
senseless	fear	0.328	бемаънӣ
shutdown	fear	0.328	пӯшида шудан
gametime	fear	0.328	вақти бозӣ
uhoh	fear	0.328	ухо
loom	fear	0.328	дастгохи бофандагй
police	fear	0.328	полиция
wrongly	fear	0.328	нодуруст
unlucky	fear	0.328	бадбахт
gladiator	fear	0.328	гладиатор
adrift	fear	0.328	дарафтод
hives	fear	0.328	занбӯрҳо
smut	fear	0.328	шӯх
encumbrance	fear	0.328	гаранг
unsettled	fear	0.327	ноустувор
scarce	fear	0.327	камёб
antisocial	fear	0.324	зиддичамъиятй
astray	fear	0.320	гумроҳ
vigilant	fear	0.319	ҳушёр
socialist	fear	0.318	социалистй
halter	fear	0.318	халта
pessimist	fear	0.317	пессимист
pacing	fear	0.316	суръат
wimpy	fear	0.312	заиф
clinical	fear	0.312	клиникӣ
blight	fear	0.312	бадбахтӣ
muzzle	fear	0.312	муза
ahhhhhhhh	fear	0.312	аххххххх
therapist	fear	0.312	терапевт
laxative	fear	0.312	исҳоловар
obsessing	fear	0.312	васвос
seclusion	fear	0.312	хилват
foreigner	fear	0.312	хориҷӣ
dentist	fear	0.312	духтури дандон
chargeable	fear	0.312	пардохтшаванда
deadline	fear	0.312	мӯҳлати охирин
uneasy	fear	0.312	нороҳат
valium	fear	0.312	валиум
powerful	fear	0.312	тавоно
opponent	fear	0.312	рақиб
ordnance	fear	0.312	аслиҳа
cram	fear	0.312	банд
unexpected	fear	0.312	ғайричашмдошт
thorny	fear	0.312	хор
discontinuity	fear	0.312	қатъӣ
conspire	fear	0.312	созиш
collusion	fear	0.312	созиш
litigate	fear	0.312	даъво кардан
unkind	fear	0.312	бераҳм
whirlwind	fear	0.312	гирдбод
nether	fear	0.312	не
trickery	fear	0.312	найранг
bewilderment	fear	0.312	ҳайрон
overthinking	fear	0.309	андешидани барзиёд
doubts	fear	0.308	шубҳаҳо
seriousness	fear	0.305	ҷиддӣ
irrational	fear	0.305	ғайримантиқӣ
erase	fear	0.303	тоза кардан
teasing	fear	0.303	масхара кардан
razor	fear	0.303	ришдор
sweating	fear	0.298	арақ кардан
mage	fear	0.297	ҷодугар
giant	fear	0.297	бузургҷусса
weighty	fear	0.297	вазнин
warning	fear	0.297	огоҳӣ
avoid	fear	0.297	пешгирӣ кунед
inflation	fear	0.297	инфляция
mislead	fear	0.297	гумроҳ кардан
adjudicate	fear	0.297	ҳукм кардан
endless	fear	0.297	беохир
deflation	fear	0.297	дефлятсия
depreciated	fear	0.297	беқурбшуда
bitch	fear	0.297	харом
swamp	fear	0.297	ботлоқ
bale	fear	0.297	бал
dashed	fear	0.297	зада
crouching	fear	0.297	хамида
flounder	fear	0.297	дасту по кардан
hide	fear	0.297	пинҳон
reluctant	fear	0.297	нохоста
unsurpassed	fear	0.297	бемисл
medical	fear	0.297	тиббй
timidity	fear	0.297	тарсончакӣ
auditor	fear	0.297	аудитор
deluge	fear	0.287	тӯфон
disinformation	fear	0.286	маълумоти бардурӯғ
court	fear	0.284	суд
aversion	fear	0.283	нафрат
cartridge	fear	0.281	картридж
unfriendly	fear	0.281	ғайридӯстона
cautious	fear	0.281	эҳтиёткор
surveillance	fear	0.281	назорат
yelp	fear	0.281	дод
confusion	fear	0.281	ошуфтагӣ
apache	fear	0.281	апачи
flying	fear	0.281	парвоз
submitting	fear	0.281	пешниҳод кардан
discourage	fear	0.281	дилсард кардан
rush	fear	0.281	шитоб
fortress	fear	0.281	қалъа
dwarfed	fear	0.281	кампир
challenge	fear	0.281	даъват
notready	fear	0.281	тайёр
wan	fear	0.281	ван
mistaken	fear	0.281	хато
hurryup	fear	0.281	шитоб кардан
swelling	fear	0.281	варам кардан
oncoming	fear	0.281	омадаистода
remains	fear	0.281	боқӣ мемонад
unruly	fear	0.281	беитоат
bigoted	fear	0.281	мутаассир
intense	fear	0.279	пуршиддат
noncompliance	fear	0.276	риоя накардан
alerts	fear	0.276	огоҳиҳо
planes	fear	0.274	самолётхо
cop	fear	0.273	полис
displeased	fear	0.273	норозӣ
unbridled	fear	0.271	беандоза
problem	fear	0.266	проблема
crouch	fear	0.266	хамида
sneak	fear	0.266	пинҳон кардан
hood	fear	0.266	кулоҳ
force	fear	0.266	кувва
confession	fear	0.266	икрор шудан
posse	fear	0.266	доштан
banger	fear	0.266	бангер
belt	fear	0.266	камарбанд
crowds	fear	0.266	издиҳом
elevation	fear	0.266	баландӣ
insomnia	fear	0.266	бехобӣ
auditions	fear	0.266	аудитхо
forgotten	fear	0.266	фаромуш карда шудааст
affront	fear	0.266	таҳқир кардан
cloak	fear	0.266	чодар
newjob	fear	0.266	кори нав
blindfold	fear	0.266	чашмбандӣ
skid	fear	0.266	лағжиш
blemish	fear	0.266	доғ
uncanny	fear	0.266	ғайриоддӣ
sentence	fear	0.266	ҳукм
cupping	fear	0.266	коса кардан
regiment	fear	0.266	полк
hooded	fear	0.266	кулоҳпӯш
operation	fear	0.266	амалиёт
immerse	fear	0.266	ғарқ кардан
shanghai	fear	0.266	Шанхай
acrobat	fear	0.266	акробат
flurries	fear	0.266	шуришҳо
spur	fear	0.262	шпор
mortgagor	fear	0.258	гаравдех
defense	fear	0.258	мудофиа
insect	fear	0.250	ҳашарот
defend	fear	0.250	дифоъ
cataract	fear	0.250	катаракта
stealthy	fear	0.250	пинҳонӣ
swampy	fear	0.250	ботлоќ
sunk	fear	0.250	ғарқ шуд
run	fear	0.250	давидан
scapegoat	fear	0.250	бузғола
jobinterview	fear	0.250	мусоҳибаи корӣ
repent	fear	0.250	тавба кун
breakingnews	fear	0.250	хабарҳои фаврӣ
obliging	fear	0.250	ӯҳдадор
rascal	fear	0.250	беақл
impatiently	fear	0.250	бесаброна
react	fear	0.250	реаксия
doubt	fear	0.250	шубҳа
guard	fear	0.250	посбон
forewarned	fear	0.250	пешакӣ огоҳ кард
foul	fear	0.250	фоҳиша
indifference	fear	0.250	бепарвой
hag	fear	0.250	хаг
picket	fear	0.250	пикет
delusional	fear	0.250	гумроҳӣ
standstill	fear	0.250	истодан
rating	fear	0.250	рейтинг
spinster	fear	0.250	чархзананда
unfamiliar	fear	0.250	ношинос
indecisive	fear	0.250	катъиян
grounded	fear	0.242	асоснок карда шудааст
badhabit	fear	0.242	одати бад
highest	fear	0.236	баландтарин
aaaah	fear	0.234	аааа
shrink	fear	0.234	кам кардан
insomniac	fear	0.234	бехобӣ
chicken	fear	0.234	чӯҷа
bee	fear	0.234	занбури асал
inequality	fear	0.234	нобаробарӣ
verge	fear	0.234	дами
shelters	fear	0.234	паноҳгоҳҳо
buzz	fear	0.234	садо
buck	fear	0.234	доллар
discontent	fear	0.234	норозигӣ
difficulty	fear	0.234	душворӣ
finalized	fear	0.234	ба охир расид
overdrive	fear	0.234	аз ҳад зиёд
pinion	fear	0.234	пиньон
scaffold	fear	0.234	поя
dependence	fear	0.234	вобастагӣ
rekindle	fear	0.234	дубора афрӯхт
instinctive	fear	0.234	инстинктй
thatmoment	fear	0.234	он лахза
sleepless	fear	0.234	бехоби
intercede	fear	0.234	шафоат кунед
psychiatrist	fear	0.234	равоншинос
rushing	fear	0.233	шитобон
overslept	fear	0.226	хоб рафтааст
default	fear	0.226	пешфарз
confessional	fear	0.225	эътирофкунанда
impatient	fear	0.224	бесабр
tactics	fear	0.219	тактика
aga	fear	0.219	ага
blues	fear	0.219	блюз
thrill	fear	0.219	ҳаяҷон
immigrant	fear	0.219	муҳоҷир
veer	fear	0.219	веер
sweat	fear	0.219	арак
cane	fear	0.219	най
revelations	fear	0.219	ошкоро
whatif	fear	0.219	чӣ шавад, агар
waver	fear	0.219	дудилагӣ
jungle	fear	0.219	ҷангал
fingerscrossed	fear	0.219	ангуштзанӣ
stingy	fear	0.219	хасис
bait	fear	0.219	дом
unequal	fear	0.219	нобаробар
lastminute	fear	0.219	охирин дақиқа
heft	fear	0.219	гарон
overtired	fear	0.218	аз ҳад зиёд хаста
prognosis	fear	0.217	пешгӯӣ
alertness	fear	0.216	ҳушёрӣ
hyped	fear	0.214	ташвиқ кард
wishmeluck	fear	0.212	муборак
somuchtodo	fear	0.212	сомучтодо
toomuchtodo	fear	0.212	тоомухтдо
tryouts	fear	0.210	озмоишҳо
clowns	fear	0.207	масхарабозон
fluctuation	fear	0.204	тағйирёбанда
examination	fear	0.204	имтихон
restless	fear	0.204	ноором
uphill	fear	0.203	боло
quail	fear	0.203	бедона
phew	fear	0.203	фу
mighty	fear	0.203	тавоно
cross	fear	0.203	салиб
hurry	fear	0.203	шитоб кунед
recesses	fear	0.203	танаффусҳо
intimacy	fear	0.203	наздикӣ
overcome	fear	0.203	галаба кардан
birth	fear	0.203	таваллуд
acceptances	fear	0.203	қабулҳо
help	fear	0.203	Кумак
fearless	fear	0.200	нотарс
change	fear	0.198	тағир додан
ware	fear	0.198	зарф
withstand	fear	0.197	тоб овардан
asap	fear	0.191	ҳар чи зудтар
heighten	fear	0.188	баланд бардоштан
watch	fear	0.188	тамошо кунед
tract	fear	0.188	рисола
advance	fear	0.188	пешакй
overcoming	fear	0.188	бартараф кардан
attorney	fear	0.188	адвокат
deadlines	fear	0.188	мӯҳлатҳо
bug	fear	0.188	хато
knots	fear	0.188	гиреҳҳо
owing	fear	0.188	қарздор
waitinggame	fear	0.188	бозии интизорӣ
unorganised	fear	0.188	номуташаккил
gnome	fear	0.188	гном
fragile	fear	0.188	нозук
cautiously	fear	0.188	эҳтиёткорона
stillness	fear	0.188	оромӣ
intrigue	fear	0.188	интрига
rule	fear	0.188	қоида
elf	fear	0.185	элф
stillwaiting	fear	0.184	ҳанӯз интизорӣ
lonely	fear	0.183	танҳоӣ
slippery	fear	0.181	лағжанда
interview	fear	0.180	мусоҳиба
everyman	fear	0.178	ҳар кас
speculation	fear	0.176	тахмин
needtoknow	fear	0.173	донистан лозим аст
worship	fear	0.172	ибодат кардан
unsure	fear	0.172	боварӣ надоштам
surprise	fear	0.172	ҳайрон
settlor	fear	0.172	истикоматкунанда
competition	fear	0.172	рақобат
readytogo	fear	0.172	тайёр
checkpoint	fear	0.172	гузаргох
composure	fear	0.172	оромӣ
interviewer	fear	0.172	мусоҳиба
chaff	fear	0.172	кох
regulatory	fear	0.172	танзимкунанда
birch	fear	0.172	Берч
shell	fear	0.172	ниҳонӣ
assessment	fear	0.172	арзёбӣ
uncertain	fear	0.172	номуайян
rod	fear	0.172	асо
humanrights	fear	0.172	ҳуқуқи инсон
less	fear	0.167	Камтар
coy	fear	0.162	дилчасп
iris	fear	0.160	Айрис
intimately	fear	0.156	самимона
hearing	fear	0.156	шунидан
legalized	fear	0.156	қонунӣ гардонида шудааст
needit	fear	0.156	лозим
audition	fear	0.156	аудит
retirement	fear	0.156	ба нафақа баромадан
countdown	fear	0.156	ҳисоб
sly	fear	0.156	маккор
bases	fear	0.156	асосхо
ceasefire	fear	0.156	оташбас
medication	fear	0.156	дору
courageous	fear	0.154	далер
overthinker	fear	0.153	аз ҳад зиёд фикркунанда
backtrack	fear	0.151	бозгашт
dawned	fear	0.150	субх дамид
censor	fear	0.149	сензура
bailiff	fear	0.147	пристави суд
syllabus	fear	0.147	силабус
delay	fear	0.141	таъхир
newcomer	fear	0.141	навомада
imagination	fear	0.141	тасаввурот
waiting	fear	0.141	интизорй
gent	fear	0.141	ген
validity	fear	0.141	эътибор
cove	fear	0.141	кох
rationality	fear	0.141	окилона
caricature	fear	0.141	карикатура
eventuality	fear	0.141	эҳтимолият
alreadyyyyy	fear	0.140	аллакай аай
shy	fear	0.140	шармгин
symptom	fear	0.133	аломат
excite	fear	0.132	ба ҳаяҷон овардан
raccoon	fear	0.127	ракко
clown	fear	0.125	масхарабоз
tryout	fear	0.125	санҷидан
needtorelax	fear	0.125	лозим аст
swim	fear	0.125	шино кардан
campaigning	fear	0.125	маъракаи пешазинтихоботй
hawk	fear	0.125	шохин
prevent	fear	0.125	пешгирӣ
gameday	fear	0.125	рӯзи бозӣ
ahhh	fear	0.125	аххх
marry	fear	0.125	издивоҷ кардан
sprite	fear	0.125	спрайт
soready	fear	0.125	сахт
sag	fear	0.123	сағ
pharmacy	fear	0.123	дорухона
policeman	fear	0.121	полис
dreamt	fear	0.111	орзу мекард
lace	fear	0.111	тӯрӣ
homework	fear	0.109	вазифаи хонагӣ
destination	fear	0.109	таъинот
incase	fear	0.109	Агар
pray	fear	0.109	дуо кунед
knot	fear	0.109	гиреҳ
confidence	fear	0.109	боварй
bigday	fear	0.109	рӯзи бузург
holiness	fear	0.109	муқаддасӣ
notoriety	fear	0.109	маъруфият
weight	fear	0.109	вазн
slender	fear	0.100	борик
undecided	fear	0.098	тасмим нагирифтааст
sympathetic	fear	0.097	дилсуз
poise	fear	0.094	устувор
case	fear	0.094	парванда
treat	fear	0.094	табобат кардан
locate	fear	0.094	ҷойгир кардан
loyal	fear	0.094	содик
grades	fear	0.094	баҳоҳо
god	fear	0.094	худо
helmet	fear	0.094	кулоҳ
confident	fear	0.094	дилпур
counsellor	fear	0.094	машваратчй
northeast	fear	0.088	шимолу шарқӣ
graduation	fear	0.078	хатм
compassion	fear	0.078	дилсӯзӣ
nurture	fear	0.078	тарбия кардан
graded	fear	0.075	баҳо дода шудааст
mum	fear	0.070	модар
infant	fear	0.067	навзод
journey	fear	0.062	сафар
parade	fear	0.062	парад
gradschool	fear	0.062	мактаби миёна
civilian	fear	0.062	гражданй
cloudiness	fear	0.062	абрнокӣ
cash	fear	0.062	пули нақд
civilians	fear	0.062	гражданинхо
guidelines	fear	0.062	дастурҳо
soulmate	fear	0.062	шарики чон
youth	fear	0.062	чавонон
opera	fear	0.057	опера
synonymous	fear	0.056	синоним
honest	fear	0.047	поквичдон
praying	fear	0.047	намоз хондан
intelligence	fear	0.038	разведка
volunteer	fear	0.031	ихтиёрй
romance	fear	0.031	романтика
lines	fear	0.031	хатҳо
obey	fear	0.016	итоат кардан
happiest	joy	0.986	хушбахттарин
happiness	joy	0.984	хушбахтй
bliss	joy	0.971	бахт
celebrating	joy	0.970	ҷашн гирифтан
jubilant	joy	0.969	шодмон
ecstatic	joy	0.954	ваҷд
elation	joy	0.944	шодмонӣ
beaming	joy	0.938	нурпошӣ
bestdayever	joy	0.938	беҳтарин рӯз
loveee	joy	0.932	мухаббат
celebration	joy	0.929	ҷашн
awesomeness	joy	0.926	олиҷанобӣ
joy	joy	0.924	шодй
joyous	joy	0.922	шодмон
fabulous	joy	0.922	афсонавӣ
happily	joy	0.922	хушбахтона
excitement	joy	0.922	ҳаяҷон
exuberance	joy	0.922	пуршиддат
makesmehappy	joy	0.922	хушбахт мегардонад
euphoria	joy	0.922	эйфория
lovee	joy	0.920	дӯстам
gratitude	joy	0.914	миннатдорй
happydance	joy	0.912	рақси хушбахт
merriment	joy	0.912	шухй
spectacular	joy	0.912	тамошобоб
overjoyed	joy	0.909	аз хурсандй
purebliss	joy	0.909	покиза
triumphant	joy	0.907	зафарбахш
ecstasy	joy	0.906	экстазӣ
lovelovelove	joy	0.906	мухаббат мухаббат
cheerful	joy	0.906	шодравон
cheer	joy	0.897	шод
elated	joy	0.894	шод
peaceofmind	joy	0.891	оромӣ
jolly	joy	0.891	шодмон
delighted	joy	0.891	Хушҳол
lovethis	joy	0.891	инро дӯст медорам
excitation	joy	0.891	ҳаяҷон
exhilaration	joy	0.891	шодмонӣ
pleasures	joy	0.891	лаззатҳо
laugh	joy	0.891	ханда
marvelously	joy	0.881	аҷиб
loving	joy	0.879	дӯстдошта
joyful	joy	0.879	шодмон
blissful	joy	0.879	хушбахтона
outstanding	joy	0.879	барҷаста
pleasurable	joy	0.877	лаззатбахш
lovinglife	joy	0.875	ҳаёти муҳаббат
enthusiastic	joy	0.875	рухбаланд
glee	joy	0.875	шод
iloveher	joy	0.875	ман ӯро дӯст медорам
yaaaay	joy	0.875	яааай
overthemoon	joy	0.875	барвақт
happyplace	joy	0.875	ҷои хушбахт
sohappy	joy	0.868	хеле хурсанд
superb	joy	0.864	олиҷаноб
woohoo	joy	0.864	вуҳу
laughing	joy	0.864	хандидан
wonderful	joy	0.863	аҷиб
hooray	joy	0.859	офарин
loved	joy	0.859	дӯст медошт
tearsofjoy	joy	0.859	ашки шодй
hallelujah	joy	0.859	салом
magnificent	joy	0.859	бошукӯҳ
glory	joy	0.859	шӯҳрат
ilovechristmas	joy	0.859	Мавлуди Исо
brilliant	joy	0.859	олиҷаноб
celebrated	joy	0.859	ҷашн гирифта шуд
cheering	joy	0.859	шодмонй
yayyyy	joy	0.859	аайй
heavenly	joy	0.853	осмонӣ
exciting	joy	0.853	ҳаяҷоновар
thrilled	joy	0.851	ба ҳаяҷон омад
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	хохохо
celebrate	joy	0.844	ҷашн гиранд
wonderfully	joy	0.844	аҷиб
blessing	joy	0.844	баракат
favoriteholiday	joy	0.844	иди дӯстдошта
paradise	joy	0.833	биҳишт
marvellous	joy	0.833	аҷиб
festive	joy	0.833	идона
sweetness	joy	0.833	ширинӣ
blessed	joy	0.833	муборак
celebrations	joy	0.833	ҷашнҳо
compliment	joy	0.831	таъриф
smiling	joy	0.828	табассум
allsmiles	joy	0.828	табассум мекунад
love	joy	0.828	ишк
enchanting	joy	0.828	мафтункунанда
homesweethome	joy	0.826	хона хонаи хуб
thankyougod	joy	0.824	рахмат ба худо
marvelous	joy	0.824	аҷиб
laughter	joy	0.824	ханда
goodmood	joy	0.819	кайфияти хуб
goodness	joy	0.818	некӣ
excellence	joy	0.818	аъло
sensational	joy	0.818	ҳассос
joys	joy	0.818	шодй
delightful	joy	0.818	дилкаш
excited	joy	0.818	ҳаяҷон
rejoicing	joy	0.818	шодмонй
happyheart	joy	0.818	дили шод
celebratory	joy	0.818	идона
greatful	joy	0.816	бузург
jovial	joy	0.814	шодравон
rejoice	joy	0.812	шод бошед
splendid	joy	0.812	олиҷаноб
enjoy	joy	0.812	лаззат баред
smiley	joy	0.812	табассум
glorious	joy	0.812	пуршараф
victorious	joy	0.812	голиб
lovemaking	joy	0.812	ишқбозӣ
bonanza	joy	0.812	бонанза
greatday	joy	0.812	рӯзи бузург
excellent	joy	0.812	аъло
goodtimes	joy	0.811	рузхои хуш
whatmakesmesmile	joy	0.811	чи хандовар
happyday	joy	0.809	рӯзи хуш
myfavorite	joy	0.804	дӯстдоштаи ман
thankyoulord	joy	0.803	ташаккур оғо
gladness	joy	0.803	шодӣ
yayyy	joy	0.803	аайй
yeahhhh	joy	0.803	ҳаҳҳ
pleasure	joy	0.803	лаззат
giggle	joy	0.802	хандидан
happier	joy	0.797	хушбахттар
lovemylife	joy	0.797	ҳаёти дӯстдошта
magnificence	joy	0.797	азамат
happytweet	joy	0.797	хушбахт твит
lovinlife	joy	0.797	дӯстдоштаи ҳаёт
yesss	joy	0.797	бале
dancing	joy	0.797	рақс
success	joy	0.797	муваффакият
grateful	joy	0.789	миннатдор
amuse	joy	0.788	фароғат кардан
splendor	joy	0.788	шукӯҳ
happy	joy	0.788	хушбахт
fun	joy	0.788	шавковар
giggling	joy	0.781	хандидан
glad	joy	0.781	шод
glorify	joy	0.781	ҷалол додан
radiant	joy	0.781	нурбахш
beautiful	joy	0.781	зебо
solucky	joy	0.781	пурсамар
sothankful	joy	0.781	ташаккур
enchanted	joy	0.781	сехр карда
romance	joy	0.779	романтика
perfection	joy	0.779	комилият
christmassy	joy	0.779	Мавлуди Исо
heavens	joy	0.779	осмонҳо
thrilling	joy	0.776	ҳаяҷоновар
lovable	joy	0.773	дӯстдошта
congrats	joy	0.773	табрик
fiesta	joy	0.773	фиеста
entertain	joy	0.773	фароғат кардан
happyvalentinesday	joy	0.773	рӯзи ошиқон муборак
miraculous	joy	0.773	мӯъҷизавӣ
cheers	joy	0.773	салом
cheered	joy	0.773	шод кард
positivity	joy	0.773	мусбат
funday	joy	0.772	руз
enjoying	joy	0.771	лаззат бурдан
lifeisgood	joy	0.766	зиндаги хуб
amused	joy	0.766	масхара кард
goodfeeling	joy	0.766	эҳсоси хуб
christmasspirit	joy	0.766	рухи Мавлуди Исо
cuddling	joy	0.766	оғӯш кардан
smiles	joy	0.766	табассум мекунад
sosweet	joy	0.766	бисёр ширин
thebest	joy	0.766	Беҳтарин
party	joy	0.765	ҳизб
delight	joy	0.765	лаззат
orgasm	joy	0.765	оргазм
positive	joy	0.761	мусбат
sweetheart	joy	0.758	азизам
enlighten	joy	0.758	равшан кардан
cheerfulness	joy	0.758	хушҳолӣ
miracles	joy	0.758	мӯъҷизаҳо
giddy	joy	0.757	асабонӣ
christmastime	joy	0.757	Мавлуди Исо
gratify	joy	0.750	қаноатманд кардан
greatness	joy	0.750	бузургӣ
friendliness	joy	0.750	дустй
blessings	joy	0.750	баракат
laughs	joy	0.750	механдад
tistheseason	joy	0.750	мавсим
smile	joy	0.750	табассум
pleasing	joy	0.750	писандида
romantic	joy	0.750	романтик
happyholidays	joy	0.750	ид муборак
frolic	joy	0.748	шӯхӣ
jubilee	joy	0.742	юбилей
miracle	joy	0.742	мӯъҷиза
enthusiasm	joy	0.742	шавку хавас
selflove	joy	0.742	худпарастӣ
triumph	joy	0.742	галаба
magical	joy	0.742	ҷодугарӣ
rewarding	joy	0.742	мукофотонидан
goodvibes	joy	0.742	хушҳолӣ
positiveenergy	joy	0.742	энергияи мусбӣ
feelgood	joy	0.736	хис кардан
prosperity	joy	0.735	шукуфой
behappy	joy	0.734	хурсанд бош
admiration	joy	0.734	мафтуни
passionate	joy	0.734	дилчасп
goodday	joy	0.734	рӯзи хуш
luxurious	joy	0.734	боҳашамат
tgif	joy	0.734	tgif
victory	joy	0.734	галаба
feelinggood	joy	0.734	эҳсоси хуб
enchant	joy	0.734	ҷоду кардан
greatnight	joy	0.734	шаби бузург
vivacious	joy	0.734	зиндадил
glorification	joy	0.733	тасбеҳ
sing	joy	0.729	суруд хонед
glowing	joy	0.729	дурахшон
yessss	joy	0.728	ҳассс
fulfillment	joy	0.728	иҷро
breathtaking	joy	0.728	нафасгиранда
thankful	joy	0.727	ташаккур
cheery	joy	0.727	шодмон
santa	joy	0.727	Санта
hurrah	joy	0.727	хурад
christmasbreak	joy	0.727	иди Мавлуди Исо
win	joy	0.727	бурд
atpeace	joy	0.727	сулх
award	joy	0.727	мукофот
merry	joy	0.727	шод
inspiration	joy	0.725	илҳом
radiance	joy	0.725	равшанӣ
pleased	joy	0.725	хушнуд
uplift	joy	0.723	баланд бардоштан
optimistic	joy	0.723	хушбин
heaven	joy	0.721	осмон
lucky	joy	0.721	бахт
godisgreat	joy	0.721	Худо бузург аст
holidays	joy	0.721	ид
thrill	joy	0.721	ҳаяҷон
congratulatory	joy	0.719	табрик
thriving	joy	0.719	шукуфон
amusement	joy	0.719	фароғат
perfect	joy	0.719	комил
lover	joy	0.719	ошиқ
xmas	joy	0.719	Мавлуди Исо
heartfelt	joy	0.719	самимона
utopian	joy	0.719	утопия
lovely	joy	0.719	зебо
harmony	joy	0.719	ҳамоҳангӣ
praising	joy	0.719	таъриф кардан
brighten	joy	0.719	равшан кардан
luckiest	joy	0.712	хушбахттарин
merrychristmas	joy	0.712	мавлуди Исо муборак
magic	joy	0.712	ҷодугарӣ
achievement	joy	0.712	дастовард
yay	joy	0.712	Марҳабо
holiday	joy	0.712	ид
treasures	joy	0.712	ганҷҳо
luxury	joy	0.712	айшу ишрат
bestfeeling	joy	0.712	беҳтарин эҳсос
intimate	joy	0.710	маҳрамона
soblessed	joy	0.706	гиря кард
yaaay	joy	0.706	ааай
rave	joy	0.706	табъи
chuckle	joy	0.706	хандидан
proud	joy	0.704	ифтихор
winning	joy	0.703	ғолибият
cherish	joy	0.703	азиз
goodnews	joy	0.703	хабари хуш
fuckyeah	joy	0.703	бале
optimism	joy	0.703	оптимизм
amazingly	joy	0.703	аҷиб
lovelife	joy	0.703	ҳаёти муҳаббат
truelove	joy	0.703	ишқи ҳақиқӣ
beautification	joy	0.703	ободонӣ
satisfying	joy	0.703	каноатбахш
appreciates	joy	0.703	қадр мекунад
cuddled	joy	0.703	оғӯш
goodlife	joy	0.703	зиндагии хуб
gooood	joy	0.703	хуб
sweetest	joy	0.703	ширинтарин
yaay	joy	0.700	аай
entertained	joy	0.700	фароғат кард
excite	joy	0.697	ба ҳаяҷон овардан
newbeginnings	joy	0.693	ибтидои нав
praisejesus	joy	0.691	ҳамду сано
birthday	joy	0.691	таваллуд
greatfriends	joy	0.688	дӯстони бузург
adoration	joy	0.688	парастиш
