English Word	Emotion	Emotion-Intensity-Score	Polish Word
win	joy	0.727	wygrać
atpeace	joy	0.727	w pokoju
award	joy	0.727	nagroda
merry	joy	0.727	radosny
inspiration	joy	0.725	Inspiracja
radiance	joy	0.725	blask
pleased	joy	0.725	zadowolony
uplift	joy	0.723	podnieść
optimistic	joy	0.723	optymistyczny
heaven	joy	0.721	niebo
lucky	joy	0.721	Szczęściarz
godisgreat	joy	0.721	Bóg jest wspaniały
holidays	joy	0.721	wakacje
thrill	joy	0.721	dreszczyk
congratulatory	joy	0.719	gratulacyjny
thriving	joy	0.719	kwitnący
amusement	joy	0.719	rozrywka
perfect	joy	0.719	idealny
lover	joy	0.719	kochanek
xmas	joy	0.719	Boże Narodzenie
heartfelt	joy	0.719	serdeczny
utopian	joy	0.719	utopijny
lovely	joy	0.719	śliczny
harmony	joy	0.719	Harmonia
praising	joy	0.719	chwaląc
brighten	joy	0.719	rozjaśnić
luckiest	joy	0.712	najszczęśliwszy
merrychristmas	joy	0.712	wesołych świąt
magic	joy	0.712	magia
achievement	joy	0.712	osiągnięcie
yay	joy	0.712	tak
holiday	joy	0.712	święto
treasures	joy	0.712	skarby
luxury	joy	0.712	luksus
bestfeeling	joy	0.712	najlepsze uczucie
intimate	joy	0.710	intymny
soblessed	joy	0.706	tak błogosławiony
yaaay	joy	0.706	tak
rave	joy	0.706	zachwycać się
chuckle	joy	0.706	chichot
proud	joy	0.704	dumny
winning	joy	0.703	zwycięski
cherish	joy	0.703	kochać
goodnews	joy	0.703	dobre wieści
fuckyeah	joy	0.703	kurwa!
optimism	joy	0.703	optymizm
amazingly	joy	0.703	zadziwiająco
lovelife	joy	0.703	kochać życie
truelove	joy	0.703	prawdziwa miłość
beautification	joy	0.703	upiększanie
satisfying	joy	0.703	dogadzający
appreciates	joy	0.703	docenia
cuddled	joy	0.703	przytulony
goodlife	joy	0.703	dobre życie
gooood	joy	0.703	dobrze
sweetest	joy	0.703	najsłodsza
yaay	joy	0.700	tak
entertained	joy	0.700	rozrywkę
excite	joy	0.697	podniecać
newbeginnings	joy	0.693	Nowe początki
praisejesus	joy	0.691	uwielbienie Jezusa
birthday	joy	0.691	urodziny
greatfriends	joy	0.688	wspaniali przyjaciele
adoration	joy	0.688	adoracja
godsend	joy	0.688	wybawienie
favorite	joy	0.688	ulubiony
content	joy	0.688	zawartość
entertaining	joy	0.688	rozrywkowy
honored	joy	0.688	zaszczycony
metime	joy	0.688	mój czas
exquisite	joy	0.688	znakomity
holidayseason	joy	0.688	sezon wakacyjny
thankyoujesus	joy	0.688	dziękuję ci, Jezu
angelic	joy	0.688	anielski
goodhealth	joy	0.682	dobre zdrowie
majestic	joy	0.682	majestatyczny
luscious	joy	0.682	soczysty
memoriesiwontforget	joy	0.682	wspomnienia nie zapomną
bestfriends	joy	0.682	najlepsi przyjaciele
precious	joy	0.682	cenny
appreciated	joy	0.682	doceniane
exaltation	joy	0.682	egzaltacja
smiled	joy	0.682	uśmiechnął się
brightens	joy	0.682	rozjaśnia
tranquility	joy	0.679	spokój
marry	joy	0.676	ożenić
embrace	joy	0.676	uścisk
positively	joy	0.676	pozytywnie
grin	joy	0.672	szeroki uśmiech
hug	joy	0.672	uścisk
hilarious	joy	0.672	zabawny
dearest	joy	0.672	Najdroższy
contentment	joy	0.672	zadowolenie
accomplished	joy	0.672	znakomity
relaxation	joy	0.672	relaks
bday	joy	0.672	urodziny
enliven	joy	0.672	ożywiać
weeeee	joy	0.672	siuuuuuuuuuuuuuuuuuumu
giggles	joy	0.672	chichot
fulfilled	joy	0.667	spełniony
bountiful	joy	0.667	hojny
victor	joy	0.667	zwycięzca
adore	joy	0.667	adorować
boisterous	joy	0.667	porywisty
fulfill	joy	0.664	spełnić
cuddles	joy	0.662	przytulanki
prosperous	joy	0.660	dostatni
appreciation	joy	0.656	uznanie
serenity	joy	0.656	ukojenie
happynewyear	joy	0.656	szczęśliwego Nowego Roku
humor	joy	0.656	humor
satisfy	joy	0.656	usatysfakcjonować
besties	joy	0.656	przyjaciele
encouraged	joy	0.656	zachęcał
captivate	joy	0.656	Urzec
christmaseve	joy	0.656	Wigilia
glow	joy	0.656	blask
romanticism	joy	0.656	romantyzm
innerpeace	joy	0.656	wewnętrzny spokój
pleasant	joy	0.656	przyjemne
praises	joy	0.652	pochwały
abundance	joy	0.652	obfitość
fortunes	joy	0.652	fortuny
engaged	joy	0.652	zaręczony
praised	joy	0.652	chwalony
relaxing	joy	0.652	odprężający
treasure	joy	0.652	skarb
satisfaction	joy	0.652	zadowolenie
nothingbetter	joy	0.647	nic lepszego
affection	joy	0.647	sympatia
relieved	joy	0.647	odciążony
complement	joy	0.647	komplement
carnival	joy	0.643	karnawał
priceless	joy	0.641	bezcenny
uplifting	joy	0.641	podnoszący na duchu
sensuality	joy	0.641	zmysłowość
saintly	joy	0.641	świętobliwy
champion	joy	0.641	mistrz
thanksgiving	joy	0.641	święto Dziękczynienia
harmoniously	joy	0.641	harmonijnie
wedding	joy	0.641	ślub
achieve	joy	0.641	osiągnąć
divine	joy	0.641	Boska
jackpot	joy	0.641	pula
honeymoon	joy	0.636	Miesiąc miodowy
exalt	joy	0.636	wywyższać
twinkle	joy	0.636	migotanie
comforting	joy	0.636	pocieszający
felicity	joy	0.636	szczęście
peaceful	joy	0.636	spokojna
climax	joy	0.636	punkt kulminacyjny
winner	joy	0.636	zwycięzca
reverie	joy	0.636	zaduma
yayy	joy	0.636	tak
cuddle	joy	0.636	przytulić się
xoxo	joy	0.634	buźiaki
stargazing	joy	0.625	obserwowanie gwiazd
festival	joy	0.625	festiwal
sweet	joy	0.625	Słodkie
generosity	joy	0.625	hojność
brighter	joy	0.625	jaśniej
praisegod	joy	0.625	Chwalić Boga
gorgeous	joy	0.625	przepiękny
hearts	joy	0.625	kiery
amusing	joy	0.625	zabawny
fondness	joy	0.625	sentyment
snuggling	joy	0.625	przytulanie
reward	joy	0.625	nagroda
sex	joy	0.622	seks
kind	joy	0.621	uprzejmy
genial	joy	0.621	bródkowy
parade	joy	0.621	parada
applause	joy	0.621	oklaski
beauty	joy	0.621	piękno
fulfilling	joy	0.618	spełnienie
aspiring	joy	0.618	ambitny
newlife	joy	0.618	nowe życie
godbless	joy	0.616	Boże błogosław
virtuous	joy	0.613	cnotliwy
kiss	joy	0.610	pocałunek
christmas	joy	0.609	Boże Narodzenie
rainbows	joy	0.609	tęcze
elegance	joy	0.609	elegancja
generous	joy	0.609	hojny
super	joy	0.609	super
playful	joy	0.609	figlarny
enlightenment	joy	0.609	oświecenie
praiseworthy	joy	0.609	godny pochwały
awards	joy	0.609	nagrody
adorable	joy	0.609	uroczy
rekindle	joy	0.609	ożywiać
winnings	joy	0.609	wygrana
independence	joy	0.607	niezależność
amour	joy	0.607	romans
kindness	joy	0.606	życzliwość
surprises	joy	0.606	niespodzianki
heheh	joy	0.606	hehe
hilarity	joy	0.606	wesołość
wonder	joy	0.606	cud
freely	joy	0.606	swobodnie
successful	joy	0.606	odnoszący sukcesy
inspired	joy	0.606	natchniony
onelove	joy	0.606	jedna miłość
whimsical	joy	0.603	kapryśny
entertainment	joy	0.603	zabawa
passion	joy	0.603	pasja
stressfree	joy	0.601	bez stresu
beautify	joy	0.601	upiększać
sunrise	joy	0.600	wschód słońca
godisgood	joy	0.597	Bóg jest dobry
goodmusic	joy	0.594	dobra muzyka
revere	joy	0.594	czcić
whoo	joy	0.594	och
fanfare	joy	0.594	fanfara
inspire	joy	0.594	inspirować
angel	joy	0.594	anioł
thankgod	joy	0.594	dzięki Bogu
goodies	joy	0.594	gadżety
jesus	joy	0.594	Jezus
accomplishment	joy	0.594	osiągnięcie
snuggled	joy	0.594	przytulony
peacefully	joy	0.594	spokojnie
flirt	joy	0.594	flirt
friendship	joy	0.591	przyjaźń
singing	joy	0.591	śpiewanie
heroic	joy	0.591	heroiczny
exalted	joy	0.591	egzaltowany
fortune	joy	0.591	fortuna
highest	joy	0.591	najwyższy
summer	joy	0.591	lato
contented	joy	0.588	zadowolony
rollicking	joy	0.588	hulaszczy
overflowing	joy	0.588	wezbrany
woot	joy	0.588	woot
accolade	joy	0.586	uznanie
hope	joy	0.586	nadzieja
cozy	joy	0.583	przytulny
delicious	joy	0.579	pyszne
raving	joy	0.578	bredzenie
thelife	joy	0.578	życie
darling	joy	0.578	kochanie
sensuous	joy	0.578	zmysłowy
picturesque	joy	0.578	malowniczy
friendly	joy	0.578	przyjazny
everlasting	joy	0.578	wieczny
praise	joy	0.578	pochwała
ambition	joy	0.578	ambicja
sparkle	joy	0.577	blask
sensual	joy	0.576	zmysłowy
peace	joy	0.576	pokój
flattering	joy	0.576	pochlebny
grace	joy	0.576	wdzięk
luckygirl	joy	0.576	szczęśliwa dziewczyna
heroism	joy	0.576	bohaterstwo
succeeding	joy	0.576	kolejny
yeahhh	joy	0.576	tak
special	joy	0.574	specjalny
livelife	joy	0.574	Żyj życiem
tantalizing	joy	0.572	kuszące
pumped	joy	0.567	pompowany
yey	joy	0.562	tak
surprise	joy	0.562	niespodzianka
sunny	joy	0.562	słoneczny
prevail	joy	0.562	panować
revels	joy	0.562	biesiaduje
humorous	joy	0.562	humorystyczny
sweets	joy	0.562	słodycze
liking	joy	0.562	gust
admirable	joy	0.562	zachwycający
superstar	joy	0.562	Super gwiazda
relax	joy	0.562	zrelaksować się
prosper	joy	0.562	prosperować
hero	joy	0.562	bohater
hugs	joy	0.562	uściski
worthwhile	joy	0.562	wart
newyear	joy	0.561	nowy Rok
tenderness	joy	0.561	czułość
bless	joy	0.561	błogosławić
favorable	joy	0.561	korzystny
freedom	joy	0.561	wolność
masterpiece	joy	0.561	arcydzieło
dreams	joy	0.559	sny
hopeful	joy	0.559	pełen nadziei
home	joy	0.559	Dom
cruising	joy	0.556	rejs
gracias	joy	0.554	gracias
faithfulness	joy	0.553	wierność
eagerness	joy	0.552	zapał
closeness	joy	0.552	bliskość
sunshine	joy	0.551	światło słoneczne
comfy	joy	0.551	wygodne
vacation	joy	0.547	wakacje
celestial	joy	0.547	niebiański
good	joy	0.547	Dobry
elite	joy	0.547	elita
illuminate	joy	0.547	oświetlać
confidence	joy	0.547	zaufanie
mistletoe	joy	0.547	jemioła
daughter	joy	0.547	córka
lifted	joy	0.547	wzniesiony
goodmorning	joy	0.547	dzień dobry
zeal	joy	0.547	gorliwość
gifts	joy	0.547	prezenty
gift	joy	0.547	prezent
astonishment	joy	0.547	zdziwienie
heart	joy	0.547	serce
completion	joy	0.547	ukończenie
bonus	joy	0.547	premia
charmed	joy	0.546	oczarowany
dance	joy	0.545	taniec
sublime	joy	0.545	wzniosły
recreation	joy	0.545	rekreacja
encouragement	joy	0.545	zachęta
god	joy	0.545	bóg
gush	joy	0.545	wytrysk
freshstart	joy	0.544	nowy początek
free	joy	0.544	darmowy
savior	joy	0.543	Zbawiciel
sanctuary	joy	0.541	sanktuarium
grandchildren	joy	0.540	wnuki
wellness	joy	0.537	dobra kondycja
revel	joy	0.534	biesiada
music	joy	0.531	muzyka
fab	joy	0.531	fajnie
bridal	joy	0.531	ślubny
soar	joy	0.531	szybować
alive	joy	0.531	żywy
money	joy	0.531	pieniądze
soothing	joy	0.531	kojący
serene	joy	0.531	spokojny
holiness	joy	0.531	świętość
inspirational	joy	0.531	inspirujący
matrimony	joy	0.531	małżeństwo
dayoff	joy	0.531	dzień wolny
savor	joy	0.531	smak
vitality	joy	0.531	witalność
confident	joy	0.531	pewny siebie
firstborn	joy	0.531	pierworodny
rainbow	joy	0.531	tęcza
liberation	joy	0.531	oswobodzenie
elegant	joy	0.530	elegancki
mastery	joy	0.530	mistrzostwo
glimmer	joy	0.530	ogienek
illumination	joy	0.530	oświetlenie
blossom	joy	0.530	kwitnąć
warmth	joy	0.530	ciepło
welcomed	joy	0.530	mile widziana
treat	joy	0.529	leczyć
faithful	joy	0.529	wierny
snuggles	joy	0.522	tuli się
laurels	joy	0.521	laury
commendable	joy	0.519	chwalebny
succeed	joy	0.516	odnieść sukces
jingle	joy	0.516	brzęk
zest	joy	0.516	skórka owocowa
noschool	joy	0.516	brak szkoły
brotherly	joy	0.516	braterski
silly	joy	0.516	głupi
abundant	joy	0.516	obfity
fancy	joy	0.516	wymyślny
resplendent	joy	0.516	olśniewający
strengthening	joy	0.516	wzmacniający
presents	joy	0.516	przedstawia
pride	joy	0.516	duma
almighty	joy	0.516	wszechmocny
powerful	joy	0.516	potężny
aspire	joy	0.516	aspirować
remarkable	joy	0.516	niezwykły
greeted	joy	0.516	przywitany
thanking	joy	0.515	dziękując
cutie	joy	0.515	słodziak
kudos	joy	0.515	sława
therapeutic	joy	0.515	terapeutyczny
zen	joy	0.515	zen
coronation	joy	0.515	koronacja
complete	joy	0.515	kompletny
shining	joy	0.515	świecący
spirit	joy	0.515	duch
princely	joy	0.515	książęcy
vivid	joy	0.515	żywy
comfort	joy	0.515	komfort
leisure	joy	0.515	wypoczynek
reunited	joy	0.515	ponownie zjednoczony
kid	joy	0.515	dziecko
newme	joy	0.515	nowy ja
payday	joy	0.515	dzień wypłaty
animated	joy	0.515	ożywiony
familytime	joy	0.515	czas dla rodziny
relationship	joy	0.514	relacja
godly	joy	0.514	pobożny
marriage	joy	0.514	małżeństwo
daymade	joy	0.514	Daymade
spouse	joy	0.507	współmałżonek
intimately	joy	0.507	intymnie
respect	joy	0.500	Poszanowanie
bloom	joy	0.500	kwiat
purr	joy	0.500	mruczeć
carefree	joy	0.500	beztroski
nature	joy	0.500	Natura
encourage	joy	0.500	zachęcać
soulful	joy	0.500	uduchowiony
refreshed	joy	0.500	odświeżony
family	joy	0.500	rodzina
gem	joy	0.500	klejnot
meritorious	joy	0.500	zasłużony
achieved	joy	0.500	osiągnięty
motherhood	joy	0.500	macierzyństwo
holyspirit	joy	0.500	Duch Święty
surreal	joy	0.500	surrealistyczne
charitable	joy	0.500	charytatywny
teamjesus	joy	0.500	TeamJezus
stressrelief	joy	0.500	odprężające
erotic	joy	0.500	erotyczny
inviting	joy	0.500	atrakcyjny
baby	joy	0.500	Dziecko
dignity	joy	0.500	godność
satisfied	joy	0.500	zadowolona
visionary	joy	0.500	wizjoner
memorable	joy	0.500	niezapomniany
veracity	joy	0.500	prawdziwość
healthy	joy	0.500	zdrowy
welcoming	joy	0.500	powitanie
diamond	joy	0.500	diament
christ	joy	0.500	Chrystus
beach	joy	0.500	plaża
accomplish	joy	0.500	ukończyć
friends	joy	0.500	przyjaciele
excel	joy	0.500	przewyższać
health	joy	0.493	zdrowie
aura	joy	0.493	aura
yehey	joy	0.486	tak
approved	joy	0.486	zatwierdzony
oasis	joy	0.486	oaza
liberty	joy	0.486	wolność
crowning	joy	0.485	koronny
aspiration	joy	0.485	dążenie
privileged	joy	0.485	uprzywilejowany
crescendo	joy	0.485	crescendo
rapture	joy	0.485	zachwyt
liberate	joy	0.485	uwalniać
nocomplaints	joy	0.485	bez zarzutów
prestige	joy	0.485	prestiż
bounty	joy	0.485	hojność
gentle	joy	0.485	delikatny
inseparable	joy	0.485	nierozerwalny
engaging	joy	0.485	ujmujący
loyal	joy	0.485	wierny
betrothed	joy	0.485	narzeczony
transcendence	joy	0.484	transcendencja
selfworth	joy	0.484	poczucie własnej wartości
yummy	joy	0.484	pyszny
datenight	joy	0.484	randka
destiny	joy	0.484	przeznaczenie
heyday	joy	0.484	szczyt
aloha	joy	0.484	aloha
desire	joy	0.484	pragnienie
dream	joy	0.484	śnić
luck	joy	0.484	szczęście
fete	joy	0.484	święto
trophy	joy	0.484	trofeum
bouquet	joy	0.484	bukiet
chocolate	joy	0.484	czekolada
creativity	joy	0.484	kreatywność
boyfriend	joy	0.480	chłopak
commemoration	joy	0.479	uczczenie pamięci
intelligence	joy	0.477	inteligencja
readiness	joy	0.473	gotowość
friend	joy	0.471	przyjaciel
bride	joy	0.471	panna młoda
enthusiast	joy	0.471	entuzjasta
lush	joy	0.470	bujny
inheritance	joy	0.470	dziedzictwo
soothe	joy	0.470	łagodzić
tickle	joy	0.470	łaskotać
kiddo	joy	0.470	Brzdąc
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	masaż
calming	joy	0.470	łagodzący
adventure	joy	0.470	przygoda
pretty	joy	0.469	ładny
purring	joy	0.469	mruczenie
eternal	joy	0.469	wieczny
humanitarian	joy	0.469	humanitarny
nurture	joy	0.469	wychowanie
giving	joy	0.469	dający
rest	joy	0.469	reszta
getaway	joy	0.469	uciec
goals	joy	0.469	cele
pray	joy	0.469	módl się
bridegroom	joy	0.469	pan młody
heartily	joy	0.469	serdecznie
luster	joy	0.469	połysk
bonding	joy	0.469	wiązanie
princess	joy	0.469	księżniczka
amicable	joy	0.469	przyjazny
benevolence	joy	0.469	życzliwość
child	joy	0.466	dziecko
salutary	joy	0.465	zbawienny
invite	joy	0.457	zapraszać
beam	joy	0.456	Belka
reminiscing	joy	0.456	wspominać
befriend	joy	0.455	zaprzyjaźnić się z
aesthetics	joy	0.455	estetyka
friday	joy	0.455	piątek
freshair	joy	0.455	świeże powietrze
ceremony	joy	0.455	ceremonia
kindred	joy	0.455	krewni
mindfulness	joy	0.455	uważność
sonice	joy	0.455	sonice
elevation	joy	0.455	podniesienie
tropical	joy	0.455	tropikalny
scholarship	joy	0.455	stypendium
hee	joy	0.455	hee
noworries	joy	0.453	bez obaw
allure	joy	0.453	wabić
approve	joy	0.453	zatwierdzić
scenery	joy	0.453	sceneria
waterfall	joy	0.453	wodospad
vindication	joy	0.453	windykacja
namaste	joy	0.453	namaste
commemorate	joy	0.453	uczcić
faith	joy	0.453	wiara
birth	joy	0.453	narodziny
forgiveness	joy	0.453	przebaczenie
journey	joy	0.447	podróż
meditation	joy	0.446	medytacja
relaxed	joy	0.442	zrelaksowany
present	joy	0.441	teraźniejszość
weekend	joy	0.441	weekend
tender	joy	0.441	miękki
tranquil	joy	0.441	cichy
lyrical	joy	0.439	liryczny
sharing	joy	0.439	dzielenie się
esteem	joy	0.439	szacunek
nostalgic	joy	0.439	nostalgiczny
prayer	joy	0.439	modlitwa
righteousness	joy	0.439	prawość
husband	joy	0.438	mąż
relief	joy	0.438	ulga
strength	joy	0.438	siła
mighty	joy	0.438	potężny
unbeaten	joy	0.438	nie pobity
eager	joy	0.438	chętny
share	joy	0.438	dzielić
newday	joy	0.438	nowy dzień
sonnet	joy	0.438	sonet
meditate	joy	0.438	medytować
life	joy	0.438	życie
winterbreak	joy	0.429	ferie zimowe
warm	joy	0.429	ciepły
movingforward	joy	0.429	posuwając się naprzód
buddy	joy	0.427	kumpel
oneness	joy	0.426	jedność
unconstrained	joy	0.424	niewymuszony
amen	joy	0.424	Amen
reverence	joy	0.424	cześć
healthful	joy	0.424	zdrowy
thelittlethings	joy	0.424	małe rzeczy
medal	joy	0.424	medal
unsurpassed	joy	0.424	niezrównany
candlelight	joy	0.424	światło ze świeczki
carols	joy	0.424	kolędy
ejaculation	joy	0.424	wytrysk
beginnings	joy	0.422	początki
sledding	joy	0.422	jazda na sankach
graduation	joy	0.422	ukończenie szkoły
frisky	joy	0.422	rozbrykany
lml	joy	0.422	lml
ease	joy	0.422	łatwość
symphony	joy	0.422	symfonia
wealth	joy	0.422	bogactwo
helpful	joy	0.422	pomocny
musical	joy	0.422	musical
glitter	joy	0.422	brokat
calmness	joy	0.422	spokój
energy	joy	0.422	energia
safe	joy	0.422	bezpieczny
nostress	joy	0.421	bez stresu
soundness	joy	0.421	solidność
promise	joy	0.415	obietnica
reunite	joy	0.414	ponownie połączyć
mother	joy	0.412	matka
salvation	joy	0.412	zbawienie
poems	joy	0.412	wiersze
clown	joy	0.409	błazen
lavender	joy	0.409	lawenda
immaculate	joy	0.409	nieskazitelny
purify	joy	0.409	oczyścić
inauguration	joy	0.409	inauguracja
aromatherapy	joy	0.409	aromaterapia
lighten	joy	0.409	rozjaśnić
travel	joy	0.409	podróż
cash	joy	0.406	gotówka
companion	joy	0.406	towarzysz
live	joy	0.406	relacja na żywo
opportune	joy	0.406	dogodny
completing	joy	0.406	ukończenie
charity	joy	0.406	jałmużna
heal	joy	0.406	leczyć
star	joy	0.406	gwiazda
wishing	joy	0.406	pragnąc
flowers	joy	0.406	kwiaty
income	joy	0.403	dochód
soul	joy	0.401	dusza
munchies	joy	0.400	przekąski
emancipation	joy	0.397	emancypacja
indescribable	joy	0.397	nie do opisania
progress	joy	0.397	postęp
equality	joy	0.394	równość
childhood	joy	0.394	dzieciństwo
together	joy	0.394	razem
rhythmical	joy	0.394	rytmiczny
fullness	joy	0.394	pełnia
calm	joy	0.394	spokojna
hammock	joy	0.394	hamak
picnic	joy	0.394	piknik
movies	joy	0.393	kino
zealous	joy	0.393	gorliwy
playground	joy	0.391	plac zabaw
affluence	joy	0.391	zamożność
warms	joy	0.391	rozgrzewa
choir	joy	0.391	chór
littlethings	joy	0.391	małe rzeczy
auspicious	joy	0.391	pomyślny
meaningful	joy	0.391	znaczący
adventures	joy	0.391	przygody
goofy	joy	0.391	głupkowaty
starry	joy	0.391	gwiaździsty
humanity	joy	0.391	ludzkość
gesture	joy	0.387	gest
witty	joy	0.382	dowcipny
vow	joy	0.382	przysięga
shopping	joy	0.382	zakupy
vibes	joy	0.379	nastrój
worship	joy	0.379	cześć
jump	joy	0.379	skok
communion	joy	0.379	komunia
reverend	joy	0.377	czcigodny
rising	joy	0.375	rosnący
advance	joy	0.375	osiągnięcie
beaches	joy	0.375	plaże
sonorous	joy	0.375	dźwięczny
courtship	joy	0.375	zaloty
experience	joy	0.375	doświadczenie
reunion	joy	0.375	zjazd
simplicity	joy	0.375	prostota
full	joy	0.375	pełny
hymn	joy	0.375	hymn
spirits	joy	0.375	duchy
unforgettable	joy	0.375	niezapomniany
mirth	joy	0.375	wesołość
youth	joy	0.375	młodzież
scenic	joy	0.375	sceniczny
unique	joy	0.375	unikalny
redeemed	joy	0.375	wykupione
alliance	joy	0.368	Sojusz
baptismal	joy	0.368	chrzcielny
grant	joy	0.366	dotacja
kitten	joy	0.364	kotek
sanctification	joy	0.364	uświęcenie
conciliation	joy	0.364	pojednanie
improves	joy	0.364	poprawia
pure	joy	0.364	czysty
improve	joy	0.364	poprawić
authentic	joy	0.364	autentyczny
moonlight	joy	0.364	światło księżyca
weightloss	joy	0.362	utrata wagi
raspberries	joy	0.360	maliny
feeling	joy	0.359	uczucie
jest	joy	0.359	żart
independent	joy	0.359	niezależny
sanctify	joy	0.359	uświęcać
devotional	joy	0.359	nabożny
tinsel	joy	0.359	błyskotka
proficiency	joy	0.359	biegłość
listenting	joy	0.359	słuchanie
fidelity	joy	0.359	wierność
revival	joy	0.359	odrodzenie
giver	joy	0.353	dawca
cocoa	joy	0.353	kakao
deliverance	joy	0.348	oswobodzenie
melody	joy	0.348	melodia
unification	joy	0.348	zjednoczenie
romp	joy	0.348	broić
purpose	joy	0.348	zamiar
choral	joy	0.348	chóralny
exceed	joy	0.348	przekroczyć
dolphin	joy	0.348	delfin
roaring	joy	0.348	ryk
favor	joy	0.348	przychylność
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	zmysłowy
fruits	joy	0.344	owoce
cookies	joy	0.344	ciasteczka
manicure	joy	0.344	manicure
nowork	joy	0.344	brak pracy
date	joy	0.344	data
newstart	joy	0.344	nowy początek
hedonism	joy	0.344	hedonizm
pledge	joy	0.344	zastaw
electric	joy	0.344	elektryczny
humble	joy	0.344	pokorny
roadtrip	joy	0.344	podróż samochodem
thx	joy	0.344	dzięki
kiddos	joy	0.344	dzieciaki
celebrity	joy	0.342	sława
bridesmaid	joy	0.338	druhna
rhythm	joy	0.338	rytm
spa	joy	0.333	spa
snowday	joy	0.333	Śnieżny dzień
familiarity	joy	0.333	znajomość
coffee	joy	0.333	Kawa
edification	joy	0.333	pozytywny wpływ
garden	joy	0.333	ogród
renovation	joy	0.333	renowacja
dawn	joy	0.333	świt
connoisseur	joy	0.333	znawca
gazing	joy	0.333	wpatrując się
obliging	joy	0.333	uczynny
partner	joy	0.333	partner
foodie	joy	0.331	smakosz
synchronize	joy	0.329	synchronizować
tribulation	joy	0.328	męka
psalm	joy	0.328	psalm
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	bez żalu
chirping	joy	0.328	ćwierkanie
saint	joy	0.328	święty
healing	joy	0.328	gojenie : zdrowienie
carol	joy	0.328	kolęda
true	joy	0.328	PRAWDA
hobby	joy	0.328	hobby
amnesty	joy	0.328	amnestia
respite	joy	0.324	wytchnienie
recreational	joy	0.318	rekreacyjny
cousins	joy	0.318	kuzyni
mellow	joy	0.318	łagodny
restorative	joy	0.318	Naprawczy
lazyday	joy	0.318	leniwy dzien
classics	joy	0.318	klasyka
reconciliation	joy	0.316	pojednanie
woods	joy	0.312	Las
progression	joy	0.312	postęp
muchneeded	joy	0.312	bardzo potrzebne
sterling	joy	0.312	szterling
dove	joy	0.312	gołąb
simplify	joy	0.312	uproszczać
fitness	joy	0.312	zdatność
sunset	joy	0.312	zachód słońca
wisdom	joy	0.312	mądrość
relight	joy	0.312	ponownie zapalić
living	joy	0.312	żyjący
presto	joy	0.312	presto
playhouse	joy	0.312	teatr
superman	joy	0.312	nadczłowiek
pony	joy	0.312	kucyk
recovery	joy	0.312	powrót do zdrowia
crafts	joy	0.312	rzemieślnictwo
lord	joy	0.312	Lord
deal	joy	0.312	sprawa
improvement	joy	0.309	poprawa
infant	joy	0.309	Dziecko
absolution	joy	0.306	rozgrzeszenie
honest	joy	0.303	uczciwy
gently	joy	0.303	łagodnie
banquet	joy	0.303	bankiet
established	joy	0.303	przyjęty
endless	joy	0.303	nieskończony
decorating	joy	0.303	ozdabianie
providing	joy	0.300	dostarczanie
lounging	joy	0.297	wylegiwanie się
growth	joy	0.297	wzrost
strolling	joy	0.297	spacerowy
feat	joy	0.297	wyczyn
morals	joy	0.297	moralność
mine	joy	0.297	moje
spending	joy	0.297	wydatki
light	joy	0.297	światło
spiritual	joy	0.297	duchowy
quaint	joy	0.297	osobliwy
fraternal	joy	0.297	braterski
notable	joy	0.297	znaczny
softly	joy	0.297	delikatnie
harvest	joy	0.297	zbiór
yearning	joy	0.297	tęsknota
breeze	joy	0.297	Bryza
joker	joy	0.297	żartowniś
meditating	joy	0.297	medytować
fervor	joy	0.295	zapał
quotes	joy	0.294	cytaty
volunteer	joy	0.294	wolontariusz
gain	joy	0.288	osiągać
resources	joy	0.288	Surowce
create	joy	0.288	Stwórz
psalms	joy	0.288	psalmy
hippie	joy	0.288	hipis
taoism	joy	0.288	taoizm
midwife	joy	0.288	położna
receiving	joy	0.287	otrzymujący
snowfall	joy	0.286	opady śniegu
ocean	joy	0.286	ocean
lsd	joy	0.286	LSD
hiking	joy	0.283	wędrówki
evergreen	joy	0.281	zimozielony
destination	joy	0.281	przeznaczenie
candid	joy	0.281	szczery
unwind	joy	0.281	rozwijać
truce	joy	0.281	rozejm
toast	joy	0.281	toast
chill	joy	0.281	chłod
infinity	joy	0.281	nieskończoność
rested	joy	0.281	wypoczęty
buzzing	joy	0.281	brzęczenie
venerable	joy	0.279	czcigodny
balance	joy	0.275	saldo
retirement	joy	0.275	emerytura
fireplace	joy	0.273	kominek
buddha	joy	0.273	Budda
devout	joy	0.273	pobożny
drinks	joy	0.273	napoje
rapt	joy	0.273	skupiony
swim	joy	0.273	pływać
compensate	joy	0.273	kompensować
snowing	joy	0.271	śnieg
sublimation	joy	0.270	sublimacja
fruity	joy	0.268	owocowy
sunday	joy	0.266	niedziela
sketching	joy	0.266	szkicowanie
paragon	joy	0.266	wzór doskonałości
humility	joy	0.266	pokora
ministry	joy	0.266	ministerstwo
waves	joy	0.266	fale
cathedral	joy	0.266	katedra
sun	joy	0.266	słońce
yoga	joy	0.266	joga
fortitude	joy	0.266	hart
salute	joy	0.266	salut
buddhism	joy	0.266	buddyzm
