English Word	Emotion	Emotion-Intensity-Score	Latvian Word
bug	fear	0.188	kļūda
knots	fear	0.188	mezgli
owing	fear	0.188	parādā
waitinggame	fear	0.188	gaidīšanas spēle
unorganised	fear	0.188	neorganizēts
gnome	fear	0.188	rūķītis
fragile	fear	0.188	trausls
cautiously	fear	0.188	piesardzīgi
stillness	fear	0.188	klusums
intrigue	fear	0.188	intriga
rule	fear	0.188	noteikums
elf	fear	0.185	elfs
stillwaiting	fear	0.184	joprojām gaida
lonely	fear	0.183	vientuļš
slippery	fear	0.181	slidens
interview	fear	0.180	intervija
everyman	fear	0.178	katrs vīrietis
speculation	fear	0.176	spekulācijas
needtoknow	fear	0.173	jāzina
worship	fear	0.172	pielūgsme
unsure	fear	0.172	nepārliecināts
surprise	fear	0.172	pārsteigums
settlor	fear	0.172	kolonists
competition	fear	0.172	konkurenci
readytogo	fear	0.172	gatavs doties
checkpoint	fear	0.172	kontrolpunkts
composure	fear	0.172	nosvērtība
interviewer	fear	0.172	intervētājs
chaff	fear	0.172	pelavas
regulatory	fear	0.172	regulējošas
birch	fear	0.172	bērzs
shell	fear	0.172	apvalks
assessment	fear	0.172	novērtējums
uncertain	fear	0.172	nenoteikts
rod	fear	0.172	stienis
humanrights	fear	0.172	cilvēktiesības
less	fear	0.167	mazāk
coy	fear	0.162	gudrs
iris	fear	0.160	varavīksnene
intimately	fear	0.156	cieši
hearing	fear	0.156	dzirde
legalized	fear	0.156	legalizēts
needit	fear	0.156	vajag to
audition	fear	0.156	klausīšanās
retirement	fear	0.156	pensionēšanās
countdown	fear	0.156	atpakaļskaitīšana
sly	fear	0.156	viltīgs
bases	fear	0.156	bāzes
ceasefire	fear	0.156	pamieru
medication	fear	0.156	zāles
courageous	fear	0.154	drosmīgs
overthinker	fear	0.153	pārdomātājs
backtrack	fear	0.151	atkāpties
dawned	fear	0.150	uzausa
censor	fear	0.149	cenzors
bailiff	fear	0.147	tiesu izpildītājs
syllabus	fear	0.147	mācību programma
delay	fear	0.141	kavēšanās
newcomer	fear	0.141	jaunpienācējs
imagination	fear	0.141	iztēle
waiting	fear	0.141	gaida
gent	fear	0.141	kungs
validity	fear	0.141	derīgums
cove	fear	0.141	līcis
rationality	fear	0.141	racionalitāte
caricature	fear	0.141	karikatūra
eventuality	fear	0.141	iespējamība
alreadyyyyy	fear	0.140	jau yyyy
shy	fear	0.140	kautrīgs
symptom	fear	0.133	simptoms
excite	fear	0.132	satraukt
raccoon	fear	0.127	jenots
clown	fear	0.125	klauns
tryout	fear	0.125	izmēģini
needtorelax	fear	0.125	vajag atslābināties
swim	fear	0.125	peldēt
campaigning	fear	0.125	kampaņas
hawk	fear	0.125	vanags
prevent	fear	0.125	novērst
gameday	fear	0.125	spēļu diena
ahhh	fear	0.125	ahhh
marry	fear	0.125	precēties
sprite	fear	0.125	sprite
soready	fear	0.125	skumjš
sag	fear	0.123	sag
pharmacy	fear	0.123	aptieka
policeman	fear	0.121	policists
dreamt	fear	0.111	sapņoju
lace	fear	0.111	mežģīnes
homework	fear	0.109	mājasdarbs
destination	fear	0.109	galamērķis
incase	fear	0.109	gadījumā
pray	fear	0.109	lūgties
knot	fear	0.109	mezgls
confidence	fear	0.109	pārliecība
bigday	fear	0.109	liela diena
holiness	fear	0.109	svētums
notoriety	fear	0.109	slava
weight	fear	0.109	svars
slender	fear	0.100	slaids
undecided	fear	0.098	nav izlemts
sympathetic	fear	0.097	simpātisks
poise	fear	0.094	nosvērtība
case	fear	0.094	lietu
treat	fear	0.094	ārstēt
locate	fear	0.094	atrast
loyal	fear	0.094	lojāls
grades	fear	0.094	pakāpes
god	fear	0.094	dievs
helmet	fear	0.094	ķivere
confident	fear	0.094	pārliecināts
counsellor	fear	0.094	padomnieks
northeast	fear	0.088	ziemeļaustrumiem
graduation	fear	0.078	izlaidums
compassion	fear	0.078	līdzjūtība
nurture	fear	0.078	audzināt
graded	fear	0.075	novērtēts
mum	fear	0.070	mamma
infant	fear	0.067	zīdainis
journey	fear	0.062	ceļojums
parade	fear	0.062	parāde
gradschool	fear	0.062	vidusskola
civilian	fear	0.062	civiliedzīvotājs
cloudiness	fear	0.062	mākoņainība
cash	fear	0.062	skaidrā naudā
civilians	fear	0.062	civiliedzīvotāji
guidelines	fear	0.062	vadlīnijas
soulmate	fear	0.062	dvēseles radinieks
youth	fear	0.062	jaunība
opera	fear	0.057	opera
synonymous	fear	0.056	sinonīms
honest	fear	0.047	godīgs
praying	fear	0.047	lūdzoties
intelligence	fear	0.038	inteliģence
volunteer	fear	0.031	brīvprātīgais
romance	fear	0.031	romantika
lines	fear	0.031	līnijas
obey	fear	0.016	pakļauties
happiest	joy	0.986	laimīgākais
happiness	joy	0.984	laime
bliss	joy	0.971	svētlaime
celebrating	joy	0.970	svinam
jubilant	joy	0.969	gavilējošs
ecstatic	joy	0.954	ekstātisks
elation	joy	0.944	pacilātība
beaming	joy	0.938	starojošs
bestdayever	joy	0.938	visu laiku labākā diena
loveee	joy	0.932	mīļā
celebration	joy	0.929	svinības
awesomeness	joy	0.926	awesomeness
joy	joy	0.924	prieks
joyous	joy	0.922	priecīgs
fabulous	joy	0.922	pasakains
happily	joy	0.922	laimīgi
excitement	joy	0.922	uztraukums
exuberance	joy	0.922	pārpilnība
makesmehappy	joy	0.922	padara mani laimīgu
euphoria	joy	0.922	eiforija
lovee	joy	0.920	mīļā
gratitude	joy	0.914	pateicību
happydance	joy	0.912	laimīgā deja
merriment	joy	0.912	jautrība
spectacular	joy	0.912	iespaidīgs
overjoyed	joy	0.909	pārlaimīgs
purebliss	joy	0.909	tīrība
triumphant	joy	0.907	triumfējošs
ecstasy	joy	0.906	ekstazī
lovelovelove	joy	0.906	mīla mīla mīla
cheerful	joy	0.906	jautrs
cheer	joy	0.897	uzmundrināt
elated	joy	0.894	pacilāts
peaceofmind	joy	0.891	mierīgs prāts
jolly	joy	0.891	jautrs
delighted	joy	0.891	sajūsmā
lovethis	joy	0.891	mīlu šo
excitation	joy	0.891	uzbudinājums
exhilaration	joy	0.891	uzmundrināšana
pleasures	joy	0.891	priekiem
laugh	joy	0.891	pasmieties
marvelously	joy	0.881	brīnišķīgi
loving	joy	0.879	mīlošs
joyful	joy	0.879	dzīvespriecīgs
blissful	joy	0.879	svētlaimīgs
outstanding	joy	0.879	izcils
pleasurable	joy	0.877	patīkami
lovinglife	joy	0.875	mīloša dzīve
enthusiastic	joy	0.875	entuziasma pilns
glee	joy	0.875	jautrība
iloveher	joy	0.875	ES viņu mīlu
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	pāri mēnesim
happyplace	joy	0.875	laimīgā vieta
sohappy	joy	0.868	tik laimīgs
superb	joy	0.864	lieliski
woohoo	joy	0.864	woohoo
laughing	joy	0.864	smejoties
wonderful	joy	0.863	brīnišķīgi
hooray	joy	0.859	urrā
loved	joy	0.859	mīlēja
tearsofjoy	joy	0.859	prieka asaras
hallelujah	joy	0.859	halleluja
magnificent	joy	0.859	lielisks
glory	joy	0.859	slava
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	izcili
celebrated	joy	0.859	svinēja
cheering	joy	0.859	uzmundrināt
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	debesu
exciting	joy	0.853	aizraujoši
thrilled	joy	0.851	saviļņots
mademyday	joy	0.848	Ieprecināja uz visu dienu
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	svinēt
wonderfully	joy	0.844	brīnišķīgi
blessing	joy	0.844	svētība
favoriteholiday	joy	0.844	mīļākie svētki
paradise	joy	0.833	paradīze
marvellous	joy	0.833	brīnišķīgi
festive	joy	0.833	svētku
sweetness	joy	0.833	saldums
blessed	joy	0.833	svētīts
celebrations	joy	0.833	svinības
compliment	joy	0.831	komplimentu
smiling	joy	0.828	smaidot
allsmiles	joy	0.828	visi smaidi
love	joy	0.828	mīlestība
enchanting	joy	0.828	apburošs
homesweethome	joy	0.826	mājas, mīļās mājas
thankyougod	joy	0.824	Paldies Dievam
marvelous	joy	0.824	brīnišķīgi
laughter	joy	0.824	smiekli
goodmood	joy	0.819	labs garastāvoklis
goodness	joy	0.818	labestība
excellence	joy	0.818	izcilība
sensational	joy	0.818	sensacionāls
joys	joy	0.818	prieki
delightful	joy	0.818	apburošs
excited	joy	0.818	satraukti
rejoicing	joy	0.818	priecājoties
happyheart	joy	0.818	laimīga sirds
celebratory	joy	0.818	svinīgs
greatful	joy	0.816	lieliski
jovial	joy	0.814	dzīvespriecīgs
rejoice	joy	0.812	priecājies
splendid	joy	0.812	lieliski
enjoy	joy	0.812	Izbaudi
smiley	joy	0.812	smaidiņš
glorious	joy	0.812	krāšņi
victorious	joy	0.812	uzvarošs
lovemaking	joy	0.812	mīlēšanās
bonanza	joy	0.812	labdarība
greatday	joy	0.812	lieliska diena
excellent	joy	0.812	izcili
goodtimes	joy	0.811	labi laiki
whatmakesmesmile	joy	0.811	kas rada smaidu
happyday	joy	0.809	priecīga diena
myfavorite	joy	0.804	Mans mīļākais
thankyoulord	joy	0.803	paldies, kungs
gladness	joy	0.803	prieks
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	prieks
giggle	joy	0.802	ķiķināšana
happier	joy	0.797	laimīgāki
lovemylife	joy	0.797	mīlu savu dzīvi
magnificence	joy	0.797	krāšņums
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	mīlošā dzīve
yesss	joy	0.797	yesss
dancing	joy	0.797	dejojot
success	joy	0.797	panākumus
grateful	joy	0.789	pateicīgs
amuse	joy	0.788	uzjautrināt
splendor	joy	0.788	krāšņums
happy	joy	0.788	laimīgs
fun	joy	0.788	jautri
giggling	joy	0.781	ķiķina
glad	joy	0.781	priecīgs
glorify	joy	0.781	slavināt
radiant	joy	0.781	starojošs
beautiful	joy	0.781	skaists
solucky	joy	0.781	tik veiksmīgs
sothankful	joy	0.781	tik pateicīgs
enchanted	joy	0.781	apburts
romance	joy	0.779	romantika
perfection	joy	0.779	pilnība
christmassy	joy	0.779	Ziemassvētki
heavens	joy	0.779	debesis
thrilling	joy	0.776	saviļņojoši
lovable	joy	0.773	mīļš
congrats	joy	0.773	apsveicu
fiesta	joy	0.773	fiesta
entertain	joy	0.773	izklaidēt
happyvalentinesday	joy	0.773	priecīgu Valentīndienu
miraculous	joy	0.773	brīnumaini
cheers	joy	0.773	priekā
cheered	joy	0.773	uzmundrināja
positivity	joy	0.773	pozitivitāte
funday	joy	0.772	jautra diena
enjoying	joy	0.771	bauda
lifeisgood	joy	0.766	dzīve ir laba
amused	joy	0.766	uzjautrināts
goodfeeling	joy	0.766	laba sajūta
christmasspirit	joy	0.766	Ziemassvētku gars
cuddling	joy	0.766	pieglausties
smiles	joy	0.766	pasmaida
sosweet	joy	0.766	tik salds
thebest	joy	0.766	vislabākais
party	joy	0.765	ballīte
delight	joy	0.765	prieks
orgasm	joy	0.765	orgasms
positive	joy	0.761	pozitīvs
sweetheart	joy	0.758	mīļā
enlighten	joy	0.758	apgaismot
cheerfulness	joy	0.758	dzīvespriecīgums
miracles	joy	0.758	brīnumi
giddy	joy	0.757	reibinošs
christmastime	joy	0.757	Ziemassvētku laiks
gratify	joy	0.750	iepriecināt
greatness	joy	0.750	diženums
friendliness	joy	0.750	draudzīgums
blessings	joy	0.750	svētības
laughs	joy	0.750	smejas
tistheseason	joy	0.750	šajā sezonā
smile	joy	0.750	smaidīt
pleasing	joy	0.750	patīkami
romantic	joy	0.750	romantisks
happyholidays	joy	0.750	priecīgas brīvdienas
frolic	joy	0.748	draiskoties
jubilee	joy	0.742	jubileja
miracle	joy	0.742	brīnums
enthusiasm	joy	0.742	entuziasms
selflove	joy	0.742	patmīlība
triumph	joy	0.742	triumfs
magical	joy	0.742	maģisks
rewarding	joy	0.742	atalgojot
goodvibes	joy	0.742	labas sajūtas
positiveenergy	joy	0.742	pozitīva enerģija
feelgood	joy	0.736	justies labi
prosperity	joy	0.735	labklājību
behappy	joy	0.734	esi laimīgs
admiration	joy	0.734	apbrīnu
passionate	joy	0.734	kaislīgs
goodday	joy	0.734	laba diena
luxurious	joy	0.734	grezns
tgif	joy	0.734	tgif
victory	joy	0.734	uzvara
feelinggood	joy	0.734	jūtos labi
enchant	joy	0.734	apburt
greatnight	joy	0.734	lieliska nakts
vivacious	joy	0.734	dzīvespriecīgs
glorification	joy	0.733	slavināšana
sing	joy	0.729	dziedāt
glowing	joy	0.729	kvēlojošs
yessss	joy	0.728	yessss
fulfillment	joy	0.728	izpildi
breathtaking	joy	0.728	elpu aizraujoši
thankful	joy	0.727	pateicīgs
cheery	joy	0.727	jautrs
santa	joy	0.727	Ziemassvētku vecītis
hurrah	joy	0.727	urrā
christmasbreak	joy	0.727	Ziemassvētku brīvdienas
win	joy	0.727	uzvarēt
atpeace	joy	0.727	mierā
award	joy	0.727	balvu
merry	joy	0.727	jautrs
inspiration	joy	0.725	iedvesma
radiance	joy	0.725	spožums
pleased	joy	0.725	apmierināts
uplift	joy	0.723	pacēlums
optimistic	joy	0.723	optimistisks
heaven	joy	0.721	debesīs
lucky	joy	0.721	paveicies
godisgreat	joy	0.721	Dievs ir dižs
holidays	joy	0.721	brīvdienas
thrill	joy	0.721	aizraušanās
congratulatory	joy	0.719	apsveicu
thriving	joy	0.719	plaukstošs
amusement	joy	0.719	izpriecas
perfect	joy	0.719	ideāls
lover	joy	0.719	mīļākais
xmas	joy	0.719	Ziemassvētki
heartfelt	joy	0.719	sirsnīgs
utopian	joy	0.719	utopisks
lovely	joy	0.719	jauki
harmony	joy	0.719	harmonija
praising	joy	0.719	slavējot
brighten	joy	0.719	padarīt gaišāku
luckiest	joy	0.712	laimīgākais
merrychristmas	joy	0.712	Priecīgus Ziemassvētkus
magic	joy	0.712	maģija
achievement	joy	0.712	sasniegums
yay	joy	0.712	jā
holiday	joy	0.712	brīvdiena
treasures	joy	0.712	dārgumiem
luxury	joy	0.712	greznība
bestfeeling	joy	0.712	labākā sajūta
intimate	joy	0.710	intīms
soblessed	joy	0.706	šņukstēja
yaaay	joy	0.706	yaaay
rave	joy	0.706	trakot
chuckle	joy	0.706	smieties
proud	joy	0.704	lepns
winning	joy	0.703	uzvarot
cherish	joy	0.703	lolot
goodnews	joy	0.703	labas ziņas
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimisms
amazingly	joy	0.703	apbrīnojami
lovelife	joy	0.703	mīli dzīvi
truelove	joy	0.703	īsta mīlestība
beautification	joy	0.703	izskaistināšana
satisfying	joy	0.703	apmierinošs
appreciates	joy	0.703	novērtē
cuddled	joy	0.703	pieglaudās
goodlife	joy	0.703	laba dzīve
gooood	joy	0.703	labi
sweetest	joy	0.703	saldākais
yaay	joy	0.700	jā
entertained	joy	0.700	izklaidēja
excite	joy	0.697	satraukt
newbeginnings	joy	0.693	jauni sākumi
praisejesus	joy	0.691	slavē jēzu
birthday	joy	0.691	dzimšanas diena
greatfriends	joy	0.688	lieliski draugi
adoration	joy	0.688	pielūgsme
godsend	joy	0.688	Dieva dāvana
favorite	joy	0.688	mīļākie
content	joy	0.688	saturu
entertaining	joy	0.688	izklaidējošs
honored	joy	0.688	pagodināts
metime	joy	0.688	laiks
exquisite	joy	0.688	izsmalcināts
holidayseason	joy	0.688	brīvdienu sezona
thankyoujesus	joy	0.688	paldies Jēzu
angelic	joy	0.688	eņģelis
goodhealth	joy	0.682	laba veselība
majestic	joy	0.682	majestātisks
luscious	joy	0.682	sulīgs
memoriesiwontforget	joy	0.682	atmiņas neaizmirstas
bestfriends	joy	0.682	labākie draugi
precious	joy	0.682	vērtīgs
appreciated	joy	0.682	novērtēts
exaltation	joy	0.682	paaugstināšana
smiled	joy	0.682	pasmaidīja
brightens	joy	0.682	izgaismo
tranquility	joy	0.679	miers
marry	joy	0.676	precēties
embrace	joy	0.676	apskauj
positively	joy	0.676	pozitīvi
grin	joy	0.672	pasmīn
hug	joy	0.672	apskāviens
hilarious	joy	0.672	jautrs
dearest	joy	0.672	mīļākais
contentment	joy	0.672	apmierinātība
accomplished	joy	0.672	paveikts
relaxation	joy	0.672	relaksācija
bday	joy	0.672	bday
enliven	joy	0.672	atdzīvināt
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ķiķina
fulfilled	joy	0.667	izpildīts
bountiful	joy	0.667	bagātīgs
victor	joy	0.667	uzvarētājs
adore	joy	0.667	dievinu
boisterous	joy	0.667	trakulīgs
fulfill	joy	0.664	izpildīt
cuddles	joy	0.662	pieglaudās
prosperous	joy	0.660	pārtikusi
appreciation	joy	0.656	atzinību
serenity	joy	0.656	mierīgums
happynewyear	joy	0.656	laimīgu Jauno gadu
humor	joy	0.656	humors
satisfy	joy	0.656	apmierināt
besties	joy	0.656	labākie
encouraged	joy	0.656	iedrošināts
captivate	joy	0.656	valdzināt
christmaseve	joy	0.656	Ziemassvētku vakars
glow	joy	0.656	spīdēt
romanticism	joy	0.656	romantisms
innerpeace	joy	0.656	iekšējo mieru
pleasant	joy	0.656	patīkami
praises	joy	0.652	slavē
abundance	joy	0.652	pārpilnība
fortunes	joy	0.652	bagātības
engaged	joy	0.652	saderinājies
praised	joy	0.652	slavēja
relaxing	joy	0.652	relaksējoša
treasure	joy	0.652	dārgums
satisfaction	joy	0.652	apmierinātība
nothingbetter	joy	0.647	nekas labāks
affection	joy	0.647	pieķeršanās
relieved	joy	0.647	atvieglots
complement	joy	0.647	papildināt
carnival	joy	0.643	karnevāls
priceless	joy	0.641	nenovērtējams
uplifting	joy	0.641	pacilājoša
sensuality	joy	0.641	jutekliskums
saintly	joy	0.641	svēts
champion	joy	0.641	čempions
thanksgiving	joy	0.641	pateicības diena
harmoniously	joy	0.641	harmoniski
wedding	joy	0.641	kāzas
achieve	joy	0.641	sasniegt
divine	joy	0.641	dievišķs
jackpot	joy	0.641	džekpots
honeymoon	joy	0.636	medusmēnesis
exalt	joy	0.636	paaugstināt
twinkle	joy	0.636	mirgot
comforting	joy	0.636	mierinošs
felicity	joy	0.636	laime
peaceful	joy	0.636	mierīga
climax	joy	0.636	kulminācija
winner	joy	0.636	uzvarētājs
reverie	joy	0.636	sapņot
yayy	joy	0.636	yayy
cuddle	joy	0.636	apmīļot
xoxo	joy	0.634	bučas un apskāvieni
stargazing	joy	0.625	zvaigžņu vērošana
festival	joy	0.625	festivāls
sweet	joy	0.625	salds
generosity	joy	0.625	augstsirdība
brighter	joy	0.625	gaišāks
praisegod	joy	0.625	Slava Dievam
gorgeous	joy	0.625	krāšņs
hearts	joy	0.625	sirdis
amusing	joy	0.625	uzjautrinoši
fondness	joy	0.625	mīlestība
snuggling	joy	0.625	pieglausties
reward	joy	0.625	atlīdzība
sex	joy	0.622	sekss
kind	joy	0.621	laipns
genial	joy	0.621	ģeniāls
parade	joy	0.621	parāde
applause	joy	0.621	aplausi
beauty	joy	0.621	skaistums
fulfilling	joy	0.618	izpilda
aspiring	joy	0.618	tiecas
newlife	joy	0.618	jauna dzīve
godbless	joy	0.616	Dievs svētī
virtuous	joy	0.613	tikumīgs
kiss	joy	0.610	skūpsts
christmas	joy	0.609	Ziemassvētki
rainbows	joy	0.609	varavīksnes
elegance	joy	0.609	elegance
generous	joy	0.609	dāsna
super	joy	0.609	super
playful	joy	0.609	rotaļīgs
enlightenment	joy	0.609	apgaismība
praiseworthy	joy	0.609	slavējams
awards	joy	0.609	balvas
adorable	joy	0.609	burvīgs
rekindle	joy	0.609	atdzīvināt
winnings	joy	0.609	laimesti
independence	joy	0.607	neatkarība
amour	joy	0.607	mīlestība
kindness	joy	0.606	laipnība
surprises	joy	0.606	pārsteigumi
heheh	joy	0.606	heheh
hilarity	joy	0.606	jautrība
wonder	joy	0.606	brīnums
freely	joy	0.606	brīvi
successful	joy	0.606	veiksmīgs
inspired	joy	0.606	iedvesmoja
onelove	joy	0.606	viena mīlestība
whimsical	joy	0.603	dīvains
entertainment	joy	0.603	izklaide
passion	joy	0.603	aizraušanās
stressfree	joy	0.601	bez stresa
beautify	joy	0.601	izdaiļot
sunrise	joy	0.600	saullēkts
godisgood	joy	0.597	Dievs ir labs
goodmusic	joy	0.594	laba mūzika
revere	joy	0.594	cienīt
whoo	joy	0.594	oho
fanfare	joy	0.594	fanfaras
inspire	joy	0.594	iedvesmot
angel	joy	0.594	eņģelis
thankgod	joy	0.594	Paldies Dievam
goodies	joy	0.594	labumi
jesus	joy	0.594	Jēzus
accomplishment	joy	0.594	sasniegums
snuggled	joy	0.594	pieglaudās
peacefully	joy	0.594	mierīgi
flirt	joy	0.594	flirtēt
friendship	joy	0.591	draudzību
singing	joy	0.591	dziedāšana
heroic	joy	0.591	varonīgs
exalted	joy	0.591	paaugstināts
fortune	joy	0.591	laime
highest	joy	0.591	augstākais
summer	joy	0.591	vasara
contented	joy	0.588	apmierināts
rollicking	joy	0.588	ripojošs
overflowing	joy	0.588	pārpildīts
woot	joy	0.588	woot
accolade	joy	0.586	atzinība
hope	joy	0.586	ceru
cozy	joy	0.583	omulīgs
delicious	joy	0.579	garšīgi
raving	joy	0.578	trakojošs
thelife	joy	0.578	dzīve
darling	joy	0.578	mīļā
sensuous	joy	0.578	juteklisks
picturesque	joy	0.578	gleznaini
friendly	joy	0.578	draudzīgs
everlasting	joy	0.578	mūžīgs
praise	joy	0.578	slavēt
ambition	joy	0.578	ambīcijas
sparkle	joy	0.577	dzirksti
sensual	joy	0.576	juteklisks
peace	joy	0.576	miers
flattering	joy	0.576	glaimojošs
grace	joy	0.576	žēlastība
luckygirl	joy	0.576	laimīgā meitene
heroism	joy	0.576	varonība
succeeding	joy	0.576	izdodas
yeahhh	joy	0.576	yeahhh
special	joy	0.574	īpašs
livelife	joy	0.574	dzīvo dzīvi
tantalizing	joy	0.572	vilinošs
pumped	joy	0.567	sūknēts
yey	joy	0.562	jā
surprise	joy	0.562	pārsteigums
sunny	joy	0.562	saulains
prevail	joy	0.562	dominēt
revels	joy	0.562	uzdzīvo
humorous	joy	0.562	humoristisks
sweets	joy	0.562	saldumi
liking	joy	0.562	patikšanu
admirable	joy	0.562	apbrīnas vērts
superstar	joy	0.562	superzvaigzne
relax	joy	0.562	atpūsties
prosper	joy	0.562	plaukt
hero	joy	0.562	varonis
hugs	joy	0.562	apskāvieni
worthwhile	joy	0.562	vērtīgi
newyear	joy	0.561	jaunais gads
tenderness	joy	0.561	maigums
bless	joy	0.561	svētīt
favorable	joy	0.561	labvēlīgs
freedom	joy	0.561	brīvība
masterpiece	joy	0.561	meistardarbs
dreams	joy	0.559	sapņi
hopeful	joy	0.559	cerīgs
home	joy	0.559	mājas
cruising	joy	0.556	kreisēšana
gracias	joy	0.554	gracias
faithfulness	joy	0.553	uzticība
eagerness	joy	0.552	dedzību
closeness	joy	0.552	tuvums
sunshine	joy	0.551	saulīte
comfy	joy	0.551	ērts
vacation	joy	0.547	atvaļinājums
celestial	joy	0.547	debesu
good	joy	0.547	labi
elite	joy	0.547	elite
illuminate	joy	0.547	apgaismot
confidence	joy	0.547	pārliecība
mistletoe	joy	0.547	āmuļi
daughter	joy	0.547	meita
lifted	joy	0.547	pacelts
goodmorning	joy	0.547	Labrīt
zeal	joy	0.547	dedzība
gifts	joy	0.547	dāvanas
gift	joy	0.547	dāvana
astonishment	joy	0.547	izbrīns
heart	joy	0.547	sirds
completion	joy	0.547	pabeigšana
bonus	joy	0.547	bonuss
charmed	joy	0.546	apburts
dance	joy	0.545	dejot
sublime	joy	0.545	cildens
recreation	joy	0.545	atpūta
encouragement	joy	0.545	iedrošinājumu
god	joy	0.545	dievs
gush	joy	0.545	izplūst
freshstart	joy	0.544	jauns sākums
free	joy	0.544	bezmaksas
savior	joy	0.543	glābējs
sanctuary	joy	0.541	svētnīca
grandchildren	joy	0.540	mazbērni
wellness	joy	0.537	labsajūtu
revel	joy	0.534	uzdzīvot
music	joy	0.531	mūzika
fab	joy	0.531	fab
bridal	joy	0.531	līgavas
soar	joy	0.531	planēt
alive	joy	0.531	dzīvs
money	joy	0.531	naudu
soothing	joy	0.531	nomierinošas
serene	joy	0.531	rāms
holiness	joy	0.531	svētums
inspirational	joy	0.531	iedvesmojošs
matrimony	joy	0.531	laulība
dayoff	joy	0.531	brīvdiena
savor	joy	0.531	izgaršot
vitality	joy	0.531	vitalitāte
confident	joy	0.531	pārliecināts
firstborn	joy	0.531	pirmdzimtais
rainbow	joy	0.531	varavīksne
liberation	joy	0.531	atbrīvošanās
elegant	joy	0.530	elegants
mastery	joy	0.530	meistarība
glimmer	joy	0.530	mirdzums
illumination	joy	0.530	apgaismojums
blossom	joy	0.530	uzziedēt
warmth	joy	0.530	siltumu
welcomed	joy	0.530	laipni gaidīts
treat	joy	0.529	ārstēt
faithful	joy	0.529	uzticīgs
snuggles	joy	0.522	pieguļ
laurels	joy	0.521	laurus
commendable	joy	0.519	slavējami
succeed	joy	0.516	izdodas
jingle	joy	0.516	džinkstēt
zest	joy	0.516	kaisle
noschool	joy	0.516	nav skolas
brotherly	joy	0.516	brālīgs
silly	joy	0.516	dumjš
abundant	joy	0.516	bagātīgs
fancy	joy	0.516	iedomātā
resplendent	joy	0.516	košs
strengthening	joy	0.516	stiprināšana
presents	joy	0.516	dāvanas
pride	joy	0.516	lepnums
almighty	joy	0.516	visvarenais
powerful	joy	0.516	spēcīgs
aspire	joy	0.516	tiekties
remarkable	joy	0.516	ievērojams
greeted	joy	0.516	sveicināja
thanking	joy	0.515	pateicībā
cutie	joy	0.515	mīļumiņš
kudos	joy	0.515	slava
therapeutic	joy	0.515	terapeitisko
zen	joy	0.515	zen
coronation	joy	0.515	kronēšana
complete	joy	0.515	pabeigt
shining	joy	0.515	spīdēšana
spirit	joy	0.515	gars
princely	joy	0.515	princis
vivid	joy	0.515	spilgts
comfort	joy	0.515	komfortu
leisure	joy	0.515	atpūta
reunited	joy	0.515	atkalapvienojās
kid	joy	0.515	mazulis
newme	joy	0.515	jaunums
payday	joy	0.515	algas diena
animated	joy	0.515	animēts
familytime	joy	0.515	laiks ģimenei
relationship	joy	0.514	attiecības
godly	joy	0.514	dievbijīgs
marriage	joy	0.514	laulības
daymade	joy	0.514	dienas darbs
spouse	joy	0.507	laulātais
intimately	joy	0.507	cieši
respect	joy	0.500	cieņu
bloom	joy	0.500	ziedēt
purr	joy	0.500	murrāt
carefree	joy	0.500	bezrūpīgi
nature	joy	0.500	dabu
encourage	joy	0.500	mudināt
soulful	joy	0.500	dvēselisks
refreshed	joy	0.500	atsvaidzināts
family	joy	0.500	ģimene
gem	joy	0.500	dārgakmens
meritorious	joy	0.500	nopelniem bagāts
achieved	joy	0.500	sasniegts
motherhood	joy	0.500	mātes statuss
holyspirit	joy	0.500	Svētais Gars
surreal	joy	0.500	sirreāls
charitable	joy	0.500	labdarības
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stresa noņemšana
erotic	joy	0.500	erotisks
inviting	joy	0.500	aicinošs
baby	joy	0.500	mazulis
dignity	joy	0.500	cieņu
satisfied	joy	0.500	apmierināts
visionary	joy	0.500	vizionārs
memorable	joy	0.500	neaizmirstams
veracity	joy	0.500	patiesumu
healthy	joy	0.500	vesels
welcoming	joy	0.500	viesmīlīgi
diamond	joy	0.500	dimants
christ	joy	0.500	kristus
beach	joy	0.500	pludmale
accomplish	joy	0.500	paveikt
friends	joy	0.500	draugi
excel	joy	0.500	Excel
health	joy	0.493	veselība
aura	joy	0.493	aura
yehey	joy	0.486	hei
approved	joy	0.486	apstiprināts
oasis	joy	0.486	oāze
liberty	joy	0.486	brīvība
crowning	joy	0.485	kronēšana
aspiration	joy	0.485	tiekšanās
privileged	joy	0.485	priviliģēts
crescendo	joy	0.485	crescendo
rapture	joy	0.485	aizraušanās
liberate	joy	0.485	atbrīvot
