English Word	Emotion	Emotion-Intensity-Score	Uyghur Word
injure	fear	0.625	يارىلىنىش
meltdown	fear	0.625	ئېرىتىش
infection	fear	0.625	يۇقۇملىنىش
virulence	fear	0.625	virulence
sarcoma	fear	0.625	sarcoma
revolting	fear	0.625	توپىلاڭ
daemon	fear	0.625	daemon
hurtful	fear	0.625	جاراھەت
lunacy	fear	0.625	lunacy
enemy	fear	0.625	دۈشمەن
artillery	fear	0.625	زەمبىرەك
wracking	fear	0.625	wracking
irreparable	fear	0.625	ئەسلىگە كەلتۈرگىلى بولمايدۇ
ill	fear	0.621	كېسەل
barbarian	fear	0.620	ۋەھشىي
battled	fear	0.615	جەڭ قىلدى
plummet	fear	0.613	plummet
blackmail	fear	0.612	blackmail
darkened	fear	0.610	قاراڭغۇ
contaminated	fear	0.610	بۇلغانغان
hangman	fear	0.610	hangman
abandonment	fear	0.609	ۋاز كېچىش
alienation	fear	0.609	ياتلىشىش
bleeding	fear	0.609	قېنى
oblivion	fear	0.609	ئۇنتۇلۇش
interrogation	fear	0.609	سوراق قىلىش
sufferer	fear	0.609	ئازابلانغۇچى
injuring	fear	0.609	يارىلىنىش
despotism	fear	0.609	ئۈمىدسىزلىك
conflagration	fear	0.609	كۆيدۈرۈش
illness	fear	0.609	كېسەل
disintegrate	fear	0.609	پارچىلىنىش
wrath	fear	0.609	غەزەپ
merciless	fear	0.609	رەھىمسىز
deplorable	fear	0.609	ئېچىنىشلىق
insurmountable	fear	0.609	يەڭگىلى بولمايدۇ
butcher	fear	0.609	قاسساپ
beating	fear	0.609	ئۇرۇش
prosecute	fear	0.609	ئەيىبلەش
malaria	fear	0.609	بەزگەك كېسىلى
rob	fear	0.609	rob
aggression	fear	0.609	تاجاۋۇزچىلىق
injection	fear	0.609	ئوكۇل
dagger	fear	0.609	خەنجەر
infanticide	fear	0.609	بوۋاقلار
ogre	fear	0.609	ogre
shackle	fear	0.609	كىشەن
scourge	fear	0.609	ئاپەت
oppressor	fear	0.609	زالىم
homeless	fear	0.609	ئۆي-ماكانسىز
threat	fear	0.604	تەھدىت
nerves	fear	0.600	نېرۋا
firearms	fear	0.600	قورال
raid	fear	0.600	raid
eviction	fear	0.596	كۆچۈرۈش
villain	fear	0.595	قارا نىيەت
belligerent	fear	0.594	جەڭگىۋار
lightning	fear	0.594	چاقماق
pounding	fear	0.594	سوقۇش
shelling	fear	0.594	shelling
tremor	fear	0.594	تىترەش
possessed	fear	0.594	ئىگە
anxiety	fear	0.594	تەشۋىش
villainous	fear	0.594	قەبىھ
ominous	fear	0.594	شۇملۇق
masochism	fear	0.594	maschism
convict	fear	0.594	جىنايەتچى
sepsis	fear	0.594	sepsis
omen	fear	0.594	omen
cardiomyopathy	fear	0.594	يۈرەك قان تومۇر كېسەللىكى
burglar	fear	0.594	ئوغرى
pain	fear	0.594	ئاغرىق
flee	fear	0.594	قېچىڭ
restrained	fear	0.594	چەكلەنگەن
deceit	fear	0.594	ئالدامچىلىق
rot	fear	0.594	rot
dragon	fear	0.594	ئەجدىھا
terrible	fear	0.594	قورقۇنچلۇق
haze	fear	0.594	تۇمان
tribulation	fear	0.594	ئازاب
torrent	fear	0.594	torrent
sickness	fear	0.594	كېسەل
hypertrophy	fear	0.594	hypertrophy
fraught	fear	0.594	fraught
accursed	fear	0.594	لەنەت قىلىندى
casket	fear	0.594	جەسەت ساندۇقى
foe	fear	0.594	دۈشمەن
euthanasia	fear	0.594	euthanasia
goblin	fear	0.594	goblin
paranoia	fear	0.594	paranoia
infidel	fear	0.594	كاپىر
wounded	fear	0.592	يارىلانغان
lava	fear	0.588	lava
elimination	fear	0.588	شاللاش
spank	fear	0.587	spank
hostilities	fear	0.586	دۈشمەنلىك
dismal	fear	0.584	كىشىنى ئۈمىدسىزلەندۈرىدۇ
blockade	fear	0.582	قامال
punch	fear	0.580	مۇشت
bacteria	fear	0.578	باكتېرىيە
sostressed	fear	0.578	sostressed
cringe	fear	0.578	cringe
deprivation	fear	0.578	مەھرۇم قىلىش
abyss	fear	0.578	abyss
tumultuous	fear	0.578	قاينام-تاشقىنلىق
demoralized	fear	0.578	چۈشكۈنلەشتى
stealing	fear	0.578	ئوغرىلىق
haunted	fear	0.578	ئوۋ
evacuate	fear	0.578	تارقاقلاشتۇرۇش
jail	fear	0.578	تۈرمە
desecration	fear	0.578	ھاقارەت
dire	fear	0.578	dire
curse	fear	0.578	لەنەت
coward	fear	0.578	قورقۇنچاق
shady	fear	0.578	سايە
volatility	fear	0.578	تەۋرىنىش
surgery	fear	0.578	ئوپېراتسىيە
forbidding	fear	0.578	ھارام
failure	fear	0.578	مەغلۇبىيەت
infliction	fear	0.578	infliction
quarantine	fear	0.578	كارانتىن
eatingdisorders	fear	0.578	يېيىش
pained	fear	0.578	ئاغرىدى
assail	fear	0.578	ھۇجۇمچى
dispossessed	fear	0.578	مۇسادىرە قىلىندى
parasite	fear	0.578	پارازىت قۇرت
shudder	fear	0.578	تىترەپ كەتتى
apprehensive	fear	0.578	قورقۇنچلۇق
grizzly	fear	0.578	grizzly
clashing	fear	0.578	توقۇنۇش
hateful	fear	0.578	نەپرەت
loss	fear	0.578	زىيان
confined	fear	0.578	چەكلەنگەن
jeopardy	fear	0.578	خەتەر
worry	fear	0.578	ئەنسىرىڭ
angina	fear	0.578	angina
perdition	fear	0.577	perdition
mob	fear	0.577	توپ
unholy	fear	0.575	unholy
comatose	fear	0.575	comatose
toxin	fear	0.575	toxin
pillage	fear	0.574	بۇلاڭ-تالاڭ
incest	fear	0.571	يېقىنچىلىق
wound	fear	0.571	جاراھەت
forced	fear	0.569	مەجبۇرلانغان
cowardice	fear	0.567	قورقۇنچاقلىق
crypt	fear	0.566	crypt
domination	fear	0.566	ھۆكۈمرانلىق
witch	fear	0.565	جادۇگەر
smuggle	fear	0.565	ئەتكەسچىلىك
masks	fear	0.562	ماسكا
jitters	fear	0.562	jitters
hunter	fear	0.562	ئوۋچى
banished	fear	0.562	چەكلەنگەن
syncope	fear	0.562	syncope
evasion	fear	0.562	قېچىش
apprehend	fear	0.562	تۇتۇش
polio	fear	0.562	بالىلار كېسەللىكلىرى
degrading	fear	0.562	پەسكەش
misfortune	fear	0.562	بەختسىزلىك
prisoner	fear	0.562	مەھبۇس
inflict	fear	0.562	inflict
impending	fear	0.562	يېقىنلاپ قالدى
vanished	fear	0.562	غايىب بولدى
afflict	fear	0.562	ئازاب
martyr	fear	0.562	شەھىد
purge	fear	0.562	تازىلاش
worries	fear	0.562	ئەندىشە
distressing	fear	0.562	كىشىنى ئازابلايدۇ
travesty	fear	0.562	travesty
deterioration	fear	0.562	ناچارلىشىش
corrupting	fear	0.562	بۇزۇلغان
ulcer	fear	0.562	يارا
overpowering	fear	0.562	overpowering
thrash	fear	0.562	thrash
incrimination	fear	0.562	ئەيىبلەش
grave	fear	0.562	قەبرە
confine	fear	0.562	چەكلەڭ
appalling	fear	0.562	appalling
lawsuit	fear	0.562	دەۋا
risky	fear	0.562	خەتەرلىك
incubus	fear	0.562	incubus
punishing	fear	0.562	جازالاش
powerless	fear	0.562	كۈچسىز
freak	fear	0.562	freak
mange	fear	0.562	mange
risk	fear	0.562	خەتەر
sacrifices	fear	0.562	قۇربانلىق
duel	fear	0.562	duel
pitfall	fear	0.562	pitfall
gunpowder	fear	0.562	مىلتىق
turbulence	fear	0.562	مالىمانچىلىق
eeek	fear	0.562	eeek
martyrdom	fear	0.562	شەھىدلىك
unsafe	fear	0.561	بىخەتەر ئەمەس
worstfeeling	fear	0.560	ئەڭ ناچار
perpetrator	fear	0.560	جىنايەتچى
sin	fear	0.560	گۇناھ
occult	fear	0.559	occult
intimidation	fear	0.559	قورقۇتۇش
disable	fear	0.558	چەكلەش
decay	fear	0.557	چىرىش
autopsy	fear	0.557	جەسەت تەكشۈرۈش
affliction	fear	0.557	ئازاب
vulnerability	fear	0.548	يوچۇق
growling	fear	0.547	ھۆركىرىمەكتە
scandal	fear	0.547	سەتچىلىك
scorpion	fear	0.547	چايان
appendicitis	fear	0.547	appendicitis
thief	fear	0.547	ئوغرى
siren	fear	0.547	گۈدۈك
brigade	fear	0.547	بىرىگادا
insanity	fear	0.547	ساراڭ
enmity	fear	0.547	ئاداۋەت
beware	fear	0.547	ئېھتىيات قىلىڭ
ailing	fear	0.547	كېسەل
talons	fear	0.547	talons
expulsion	fear	0.547	قوغلاش
asylum	fear	0.547	پاناھلىنىش
needles	fear	0.547	يىڭنە
outburst	fear	0.547	outburst
cannon	fear	0.547	زەمبىرەك
outcry	fear	0.547	دەپ ۋارقىراش
defenseless	fear	0.547	مۇداپىئەسىز
apparition	fear	0.547	apparition
flood	fear	0.547	كەلكۈن
precarious	fear	0.547	خەتەرلىك
derogation	fear	0.547	كەمسىتىش
overthrow	fear	0.547	ئاغدۇرۇپ تاشلاش
gonorrhea	fear	0.547	سۆزنەك
bondage	fear	0.547	قۇللۇق
neuralgia	fear	0.547	نېرۋا ئاجىزلىقى
deformity	fear	0.547	شەكلى ئۆزگىرىشى
samurai	fear	0.547	samurai
communism	fear	0.547	كوممۇنىزم
adder	fear	0.547	adder
coercion	fear	0.547	مەجبۇرلاش
jeopardize	fear	0.547	خەتەرگە تەۋەككۈل قىلىش
senile	fear	0.547	senile
noxious	fear	0.547	زەھەرلىك
abhor	fear	0.547	يىرگىنچلىك
mad	fear	0.547	ساراڭ
plunge	fear	0.547	plunge
uprising	fear	0.545	قوزغىلاڭ
retribution	fear	0.545	جازا
cemetery	fear	0.541	قەبرىستانلىق
badness	fear	0.539	ناچار
phantom	fear	0.538	خىيال
abandoned	fear	0.534	تاشلىۋېتىلدى
fled	fear	0.534	قېچىپ كەتتى
rejection	fear	0.533	رەت قىلىش
hopelessness	fear	0.531	ئۈمىدسىزلىك
shaking	fear	0.531	تەۋرىنىش
endocarditis	fear	0.531	بالىياتقۇ ئىچكى پەردە ياللۇغى
cowardly	fear	0.531	قورقۇنچاق
lawlessness	fear	0.531	قانۇنسىزلىق
punish	fear	0.531	جازالاش
manipulation	fear	0.531	manipulation
broken	fear	0.531	بۇزۇلغان
carnivorous	fear	0.531	گۆشخور ھايۋان
impotence	fear	0.531	impotence
unstable	fear	0.531	تۇراقسىز
penetration	fear	0.531	سىڭىپ كىرىش
incursion	fear	0.531	incursion
stalk	fear	0.531	stalk
frenzied	fear	0.531	frenzied
disembodied	fear	0.531	پارچىلىنىپ كەتتى
superstitious	fear	0.531	خۇراپاتلىق
stressed	fear	0.531	تەكىتلەندى
leeches	fear	0.531	كۈدە
helpless	fear	0.531	چارىسىز
harbinger	fear	0.531	harbinger
saber	fear	0.531	قىلىچ
atherosclerosis	fear	0.531	ئارتېرىيە قېتىشىش
deserted	fear	0.531	چۆلدەرەپ قالدى
manifestation	fear	0.531	ئىپادىلەش
theft	fear	0.531	ئوغرىلىق
captor	fear	0.531	captor
slave	fear	0.531	قۇل
distrust	fear	0.531	ئىشەنمەسلىك
subjugation	fear	0.531	بويسۇندۇرۇش
buried	fear	0.531	دەپنە قىلىندى
wrangling	fear	0.531	تالاش-تارتىش
freakout	fear	0.531	freakout
rebellion	fear	0.531	ئىسيان
abandon	fear	0.531	ۋاز كېچىش
eek	fear	0.531	eek
jarring	fear	0.531	jarring
swastika	fear	0.531	swastika
failing	fear	0.531	مەغلۇب بولدى
stormy	fear	0.531	بوران
bacterium	fear	0.531	باكتېرىيە
suspense	fear	0.529	ئاسما
blood	fear	0.525	قېنى
hiding	fear	0.524	يوشۇرۇش
bear	fear	0.524	ئېيىق
unlawful	fear	0.519	قانۇنسىز
crazy	fear	0.519	ساراڭ
anxious	fear	0.518	ئەنسىز
cult	fear	0.518	cult
captive	fear	0.517	ئەسىر
deportation	fear	0.517	چېگرادىن قوغلاپ چىقىرىش
emaciated	fear	0.516	emacated
badfeeling	fear	0.516	badfeeling
troublesome	fear	0.516	ئاۋارىچىلىق
unthinkable	fear	0.516	تەسەۋۋۇر قىلغىلى بولمايدۇ
robber	fear	0.516	بۇلاڭچى
embolism	fear	0.516	embolism
plight	fear	0.516	قىيىنچىلىق
intolerance	fear	0.516	چىدىماسلىق
sorcery	fear	0.516	سېھىرگەرلىك
helplessness	fear	0.516	چارىسىزلىق
foreboding	fear	0.516	foreboding
grievous	fear	0.516	grievous
plunder	fear	0.516	بۇلاڭ-تالاڭ
exacerbation	fear	0.516	ئېغىرلاش
relapse	fear	0.516	قايتا قوزغىلىش
chased	fear	0.516	قوغلىدى
insidious	fear	0.516	ھىيلىگەر
smite	fear	0.516	ئۇر
detainee	fear	0.516	تۇتقۇن
suspect	fear	0.516	گۇماندار
shriek	fear	0.516	shriek
oppress	fear	0.516	زۇلۇم
busted	fear	0.516	busted
growl	fear	0.516	ھۇۋلاش
pernicious	fear	0.516	زىيانلىق
incite	fear	0.516	قۇتراتقۇلۇق قىلىش
harshness	fear	0.516	قاتتىقلىق
fang	fear	0.516	fang
sting	fear	0.516	sting
enforce	fear	0.516	ئىجرا قىلىڭ
conspirator	fear	0.516	سۇيىقەستچى
darkness	fear	0.516	قاراڭغۇلۇق
revulsion	fear	0.516	رەت قىلىش
exile	fear	0.516	مۇساپىر
biopsy	fear	0.516	biopsy
palsy	fear	0.516	پالەچ
depression	fear	0.508	چۈشكۈنلۈك
confinement	fear	0.507	قاماش
subvert	fear	0.500	subvert
infarct	fear	0.500	infarct
surrender	fear	0.500	تەسلىم بولۇش
prayforme	fear	0.500	ناماز
mistrust	fear	0.500	ئىشەنمەسلىك
odious	fear	0.500	odious
madden	fear	0.500	madden
eeeek	fear	0.500	eeeek
hunting	fear	0.500	ئوۋچىلىق
constraint	fear	0.500	چەكلىمە
suppression	fear	0.500	باستۇرۇش
alcoholism	fear	0.500	ھاراقكەشلىك
intolerant	fear	0.500	چىدىغۇسىز
blob	fear	0.500	blob
cliff	fear	0.500	قىيا
frenetic	fear	0.500	frenetic
illegal	fear	0.500	قانۇنسىز
scalpel	fear	0.500	scalpel
downfall	fear	0.500	چۈشۈش
prohibited	fear	0.500	مەنئى قىلىنغان
suppress	fear	0.500	بېسىش
raving	fear	0.500	raving
squeamish	fear	0.500	قىڭغىر
instability	fear	0.500	مۇقىمسىزلىق
vertigo	fear	0.500	vertigo
brute	fear	0.500	brute
sinful	fear	0.500	گۇناھكار
ruined	fear	0.500	ۋەيران بولدى
premeditated	fear	0.500	ئالدىن پىلانلانغان
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	رەت قىلىش
wasp	fear	0.500	wasp
towering	fear	0.500	مۇنار
woe	fear	0.491	ۋاي!
lash	fear	0.484	lash
indefensible	fear	0.484	مەسئۇلىيەتسىز
dismay	fear	0.484	بىئارام بولۇش
disgusting	fear	0.484	يىرگىنچلىك
divorce	fear	0.484	ئاجرىشىش
hate	fear	0.484	ئۆچ
freakish	fear	0.484	freakish
sonervous	fear	0.484	sonervous
ambulance	fear	0.484	قۇتقۇزۇش ماشىنىسى
rabble	fear	0.484	rabble
flinch	fear	0.484	flinch
palpitations	fear	0.484	palpitations
fiend	fear	0.484	fiend
hallucination	fear	0.484	hallucination
blackness	fear	0.484	قارا
defamation	fear	0.484	تۆھمەت قىلىش
intrusion	fear	0.484	تاجاۋۇز قىلىش
syringe	fear	0.484	شىپىرىس
prejudiced	fear	0.484	بىر تەرەپلىمە قاراش
indictment	fear	0.484	ئەيىبنامە
worrying	fear	0.484	ئەندىشە
retard	fear	0.484	retard
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	بىخەتەرلىكسىزلىك
ravine	fear	0.484	جىلغا
poaching	fear	0.484	ئوغرىلىقچە ئوۋ ئوۋلاش
cracked	fear	0.484	يېرىلدى
hospital	fear	0.484	دوختۇرخانا
slam	fear	0.484	slam
armor	fear	0.484	ساۋۇت
warrior	fear	0.484	جەڭچى
coerce	fear	0.484	مەجبۇرلاش
hearse	fear	0.484	ئاڭلاش
jumpy	fear	0.484	سەكرەش
cutting	fear	0.484	كېسىش
dishonor	fear	0.484	نومۇسسىزلىق
perjury	fear	0.484	يالغان گۇۋاھلىق بېرىش
accusing	fear	0.484	ئەيىبلەش
worse	fear	0.484	تېخىمۇ ناچار
endemic	fear	0.484	يەرلىك
ohno	fear	0.484	ohno
restriction	fear	0.484	چەكلىمە
ravenous	fear	0.484	يىرتقۇچ
rat	fear	0.484	چاشقان
lion	fear	0.484	شىر
shiver	fear	0.484	تىترەپ كەتتى
averse	fear	0.483	averse
inspection	fear	0.483	تەكشۈرۈش
sinner	fear	0.483	گۇناھكار
despairing	fear	0.474	ئۈمىدسىزلىك
missing	fear	0.474	يوقاپ كەتتى
darken	fear	0.471	قاراڭغۇ
austere	fear	0.470	austere
unhealthy	fear	0.469	ساغلام ئەمەس
revoke	fear	0.469	بىكار قىلىش
fret	fear	0.469	fret
breakdown	fear	0.469	بۇزۇلۇش
superstition	fear	0.469	خۇراپاتلىق
criticize	fear	0.469	تەنقىد
armored	fear	0.469	برونېۋىك
illegality	fear	0.469	قانۇنسىزلىق
overwhelmed	fear	0.469	ھەددىدىن ئاشتى
infidelity	fear	0.469	ۋاپاسىزلىق
thresh	fear	0.469	بوسۇغىسى
scrapie	fear	0.469	scrapie
precipice	fear	0.469	precipice
idolatry	fear	0.469	بۇتقا چوقۇنۇش
depressed	fear	0.469	ئۈمىدسىزلەنگەن
subversion	fear	0.469	ئاغدۇرمىچىلىق
asteroid	fear	0.469	كىچىك سەييارە
jaws	fear	0.469	jaws
accused	fear	0.469	ئەيىبلەنگۈچى
sinking	fear	0.469	چۆكۈپ كېتىش
admonition	fear	0.469	نەسىھەت
indict	fear	0.469	ئەيىبلەش
quiver	fear	0.469	quiver
startle	fear	0.469	startle
toothache	fear	0.469	چىش ئاغرىقى
soulless	fear	0.469	جانسىز
foreclose	fear	0.469	foreclose
aftermath	fear	0.469	aftermath
fierce	fear	0.469	رەھىمسىز
fever	fear	0.469	قىزىتما
intrusive	fear	0.469	تاجاۋۇزچىلىق
decomposition	fear	0.469	پارچىلىنىش
nervous	fear	0.469	نېرۋا
animosity	fear	0.469	ئاداۋەت
inmate	fear	0.469	مەھبۇس
regime	fear	0.469	ھاكىمىيەت
spear	fear	0.468	نەيزە
nasty	fear	0.466	nasty
worried	fear	0.466	ئەنسىرىدى
puma	fear	0.465	puma
thirteenth	fear	0.465	ئون ئۈچىنچى
contraband	fear	0.464	contraband
insecure	fear	0.461	بىخەتەر ئەمەس
disturbance	fear	0.459	قالايمىقانچىلىق
denunciation	fear	0.456	ئىنكار قىلىش
destitute	fear	0.455	نامرات
stigma	fear	0.455	كەمسىتىش
powerfully	fear	0.454	كۈچلۈك
apprehension	fear	0.453	ئەندىشە
derogatory	fear	0.453	كەمسىتىش
disruption	fear	0.453	قالايمىقانچىلىق
rigor	fear	0.453	قاتتىق
dinosaur	fear	0.453	دىنوزاۋر
rifle	fear	0.453	مىلتىق
illicit	fear	0.453	ھارام
grope	fear	0.453	grope
howl	fear	0.453	ھۇۋلاش
stranger	fear	0.453	ناتونۇش
resisting	fear	0.453	قارشىلىق
resign	fear	0.453	ئىستىپا بېرىش
spasm	fear	0.453	spasm
unspeakable	fear	0.453	سۆزلىگىلى بولمايدۇ
quandary	fear	0.453	quandary
shrill	fear	0.453	shrill
penal	fear	0.453	جازا
lockup	fear	0.453	قۇلۇپ
indoctrination	fear	0.453	indoctrination
restrain	fear	0.453	چەكلەڭ
disreputable	fear	0.453	ھۆرمەتسىز
scold	fear	0.453	تىللىدى
wail	fear	0.453	يىغا
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	ئاگاھلاندۇرۇش
batter	fear	0.453	batter
ohgod	fear	0.453	ohgod
penalty	fear	0.453	جازا
straits	fear	0.453	بوغۇزى
orphan	fear	0.453	يېتىم
urgent	fear	0.450	جىددى
arraignment	fear	0.450	arraignment
tramp	fear	0.440	tramp
stress	fear	0.439	بېسىم
behemoth	fear	0.439	behemoth
accidental	fear	0.438	تاسادىپىي
dominate	fear	0.438	ھۆكۈمرانلىق قىلىدۇ
cabal	fear	0.438	cabal
accuser	fear	0.438	ئەيىبلىگۈچى
debacle	fear	0.438	debacle
perverse	fear	0.438	بۇزۇق
looming	fear	0.438	looming
yell	fear	0.438	دەپ ۋاقىرىدى
forfeiture	fear	0.438	forfeiture
infirmity	fear	0.438	ئاجىزلىق
expel	fear	0.438	قوغلاش
probation	fear	0.438	سىناق
falter	fear	0.438	falter
tribunal	fear	0.438	tribunal
atrophy	fear	0.438	atrophy
aghhh	fear	0.438	aghhh
bewildered	fear	0.438	گاڭگىراپ قالدى
asp	fear	0.438	asp
mace	fear	0.438	mace
wince	fear	0.438	wince
concealed	fear	0.438	يۇشۇرۇن
indomitable	fear	0.438	تەۋرەنمەس
illegitimate	fear	0.438	قانۇنسىز
stripped	fear	0.438	تارتىۋېلىندى
unprepared	fear	0.438	تەييارلىقسىز
entangled	fear	0.438	چېتىلىپ قالدى
coldsweat	fear	0.438	coldsweat
dentists	fear	0.438	چىش دوختۇرى
predicament	fear	0.438	قىيىن ئەھۋال
rheumatism	fear	0.438	رېماتىزم
displaced	fear	0.438	كۆچۈرۈلگەن
dislocated	fear	0.438	تارقاقلاشتۇرۇلدى
prick	fear	0.438	prick
targeting	fear	0.438	targeting
obstruct	fear	0.438	توسالغۇ
gasping	fear	0.438	gasping
scarcity	fear	0.438	كەمچىل
irreconcilable	fear	0.438	كېلىشەلمەسلىك
impermeable	fear	0.438	ئىمكانسىز
broke	fear	0.438	بۇزۇلدى
halting	fear	0.435	توختىتىش
mysterious	fear	0.435	سىرلىق
insulting	fear	0.435	ھاقارەت
rebels	fear	0.435	توپىلاڭچىلار
repulsion	fear	0.431	repulsion
glare	fear	0.430	چاقماق
punitive	fear	0.425	جازالاش
sordid	fear	0.425	sordid
stake	fear	0.423	پاي
tempest	fear	0.423	بوران
deleterious	fear	0.422	deleterious
reticent	fear	0.422	reticent
stresses	fear	0.422	بېسىم
fainting	fear	0.422	ھوشىدىن كەتتى
offense	fear	0.422	جىنايەت
extrajudicial	fear	0.422	ئادەتتىن تاشقىرى
delusion	fear	0.422	ئالدامچىلىق
thumping	fear	0.422	thumping
lament	fear	0.422	ماتەم
depress	fear	0.422	چۈشكۈنلۈك
usurped	fear	0.422	تارتىۋېلىندى
bigot	fear	0.422	bigot
hydra	fear	0.422	hydra
stressin	fear	0.422	stressin
coyote	fear	0.422	coyote
wilderness	fear	0.422	چۆل
infamous	fear	0.422	نامسىز
troll	fear	0.422	troll
dissident	fear	0.422	dissident
unnatural	fear	0.422	تەبىئىي ئەمەس
disappear	fear	0.422	غايىب بولىدۇ
bayonet	fear	0.422	bayonet
depresson	fear	0.422	depresson
anathema	fear	0.422	anathema
steal	fear	0.422	ئوغرىلىق
publicspeaking	fear	0.422	publicspeaking
burdensome	fear	0.422	يۈك
bier	fear	0.422	bier
prowl	fear	0.422	prowl
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varicella
suspension	fear	0.422	توختىتىش
unsteady	fear	0.422	تۇراقسىز
heathen	fear	0.422	buthen
alien	fear	0.422	تاشقى پىلانېت ئادەملىرى
adversity	fear	0.418	قىيىنچىلىق
ineptitude	fear	0.417	ئىقتىدارسىزلىق
outsider	fear	0.413	outsider
ugliness	fear	0.410	سەت
immoral	fear	0.410	ئەخلاقسىزلىق
vulture	fear	0.410	كەركىدان
ghetto	fear	0.406	ghetto
nausea	fear	0.406	كۆڭلى ئاينىش
weakly	fear	0.406	ئاجىز
penance	fear	0.406	تەۋبە
distressed	fear	0.406	ئازابلاندى
dominant	fear	0.406	ھۆكۈمران
disallowed	fear	0.406	رەت قىلىندى
recklessness	fear	0.406	بىپەرۋالىق
insolvent	fear	0.406	تۆلەش
wary	fear	0.406	wary
scar	fear	0.406	جاراھەت
ohdear	fear	0.406	ohdear
drones	fear	0.406	ئۇچقۇچىسىز ئايروپىلان
tearful	fear	0.406	ياش
stretcher	fear	0.406	سوزغۇچى
stressing	fear	0.406	بېسىم
omnipotence	fear	0.406	ھەممىگە قادىر
rubble	fear	0.406	خارابىلىك
escape	fear	0.406	قېچىش
whimper	fear	0.406	whimper
dismissal	fear	0.406	ئىشتىن بوشىتىش
screech	fear	0.406	screech
resection	fear	0.406	resection
disorder	fear	0.406	قالايمىقانچىلىق
possession	fear	0.406	ئىگە بولۇش
claw	fear	0.406	تىرناق
blackout	fear	0.406	قاراڭغۇ
squall	fear	0.406	squall
disabled	fear	0.406	چەكلەنگەن
deport	fear	0.406	چېگرادىن قوغلاپ چىقىرىش
disgust	fear	0.406	يىرگىنچلىك
stressful	fear	0.406	بېسىم
socialism	fear	0.405	سوتسىيالىزم
conspiracy	fear	0.400	سۈيقەست
toughness	fear	0.400	قاتتىقلىق
defection	fear	0.398	defection
absence	fear	0.396	يوق
moan	fear	0.394	نالە
crusade	fear	0.392	ئەھلى سەلىپلەر
overt	fear	0.391	ئوچۇق
whatdoido	fear	0.391	whatdoido
refutation	fear	0.391	رەت قىلىش
descent	fear	0.391	چۈشۈش
reject	fear	0.391	رەت قىلىش
suspicion	fear	0.391	گۇمان
exigent	fear	0.391	exigent
concealment	fear	0.391	يۇشۇرۇن
xanax	fear	0.391	xanax
cleave	fear	0.391	cleave
diagnosis	fear	0.391	دىئاگنوز
separation	fear	0.391	ئايرىش
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	گۈڭگۈرت
repellent	fear	0.391	repellent
discrimination	fear	0.391	كەمسىتىش
unrest	fear	0.391	مالىمانچىلىق
insolvency	fear	0.391	ۋەيران بولۇش
submission	fear	0.391	بويسۇنۇش
mental	fear	0.391	روھىي
scarecrow	fear	0.391	قورقۇنچاق
snare	fear	0.391	قىلتاق
unemployed	fear	0.391	ئىشسىز
stifled	fear	0.391	بوغۇلدى
procedure	fear	0.391	تەرتىپ
excitation	fear	0.391	ھاياجانلىنىش
cyst	fear	0.391	cyst
avoiding	fear	0.391	ساقلىنىش
lose	fear	0.391	يوقىتىش
nervy	fear	0.391	نېرۋا
gulp	fear	0.391	gulp
conquer	fear	0.391	بويسۇندۇرۇش
dubious	fear	0.391	گۇمانلىق
hardened	fear	0.391	قاتتىقلاشتى
radon	fear	0.391	radon
urgency	fear	0.391	جىددى
theocratic	fear	0.391	دېموكراتىك
poverty	fear	0.391	نامراتلىق
throb	fear	0.388	throb
outcast	fear	0.388	outcast
orc	fear	0.388	orc
disapprove	fear	0.380	رەت قىلدى
dontpanic	fear	0.378	dontpanic
withdrawals	fear	0.377	چېكىنىش
plea	fear	0.377	ئۆتۈنۈش
expose	fear	0.375	ئاشكارىلاش
edict	fear	0.375	بۇيرۇق
frigate	fear	0.375	frigate
bunker	fear	0.375	bunker
obligor	fear	0.375	قەرزدار
suspected	fear	0.375	گۇمانلىق
interrogate	fear	0.375	سوئال سوراش
escaped	fear	0.375	قېچىپ كەتتى
flu	fear	0.375	تارقىلىشچان زۇكام
ocd	fear	0.375	ocd
taunt	fear	0.375	ھاقارەت
sultan	fear	0.375	سۇلتان
bad	fear	0.375	ناچار
bankrupt	fear	0.375	ۋەيران بولدى
psychological	fear	0.375	پىسخىكا
dentistry	fear	0.375	چىش دوختۇرى
chimera	fear	0.375	chimera
sneaking	fear	0.375	ئوغرىلىقچە ئوغۇرلاش
nauseous	fear	0.375	كۆڭلى ئاينىش
barricade	fear	0.375	توساق
locust	fear	0.375	چېكەتكە
dissolution	fear	0.375	تارقىتىۋېتىش
misconception	fear	0.375	خاتا قاراش
embarrassment	fear	0.375	خىجىللىق
chasm	fear	0.375	chasm
grieve	fear	0.375	قايغۇ
khan	fear	0.375	خان
coldness	fear	0.375	سوغۇق
kerosene	fear	0.375	كىرسىن
antsy	fear	0.375	antsy
