English Word	Emotion	Emotion-Intensity-Score	Estonian Word
dontpanic	fear	0.378	ära paanitse
withdrawals	fear	0.377	väljavõtmised
plea	fear	0.377	väide
expose	fear	0.375	paljastada
edict	fear	0.375	edikt
frigate	fear	0.375	fregatt
bunker	fear	0.375	punker
obligor	fear	0.375	võlgnik
suspected	fear	0.375	kahtlustatakse
interrogate	fear	0.375	üle kuulama
escaped	fear	0.375	põgenenud
flu	fear	0.375	gripp
ocd	fear	0.375	ocd
taunt	fear	0.375	mõnitama
sultan	fear	0.375	sultan
bad	fear	0.375	halb
bankrupt	fear	0.375	pankrotti läinud
psychological	fear	0.375	psühholoogiline
dentistry	fear	0.375	hambaravi
chimera	fear	0.375	kimäär
sneaking	fear	0.375	hiilimine
nauseous	fear	0.375	iiveldab
barricade	fear	0.375	barrikaad
locust	fear	0.375	jaaniuss
dissolution	fear	0.375	lahustumine
misconception	fear	0.375	eksiarvamus
embarrassment	fear	0.375	piinlikkust
chasm	fear	0.375	kuristik
grieve	fear	0.375	kurvastama
khan	fear	0.375	khaan
coldness	fear	0.375	külmus
kerosene	fear	0.375	petrooleum
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	vaimne tervis
obi	fear	0.375	obi
pressure	fear	0.375	survet
military	fear	0.375	sõjaväelased
whirlpool	fear	0.375	mullivann
repellant	fear	0.373	tõrjevahend
unknown	fear	0.369	teadmata
pare	fear	0.367	pare
jealousy	fear	0.365	armukadedus
formidable	fear	0.359	hirmuäratav
desert	fear	0.359	kõrb
cautionary	fear	0.359	hoiatav
onedge	fear	0.359	üks serv
jaundice	fear	0.359	kollatõbi
pessimism	fear	0.359	pessimism
recurring	fear	0.359	korduv
difficult	fear	0.359	raske
concerned	fear	0.359	mures
consternation	fear	0.359	jahmatus
bottomless	fear	0.359	põhjatu
revolution	fear	0.359	revolutsioon
stint	fear	0.359	periood
government	fear	0.359	valitsus
bankruptcy	fear	0.359	pankrotti
timid	fear	0.359	pelglik
contempt	fear	0.359	põlgus
warned	fear	0.359	hoiatas
measles	fear	0.359	leetrid
rejects	fear	0.359	lükkab tagasi
sectarian	fear	0.359	sektant
headaches	fear	0.359	peavalud
dart	fear	0.359	noolemäng
sortie	fear	0.359	sortie
wasting	fear	0.359	raiskamine
conquest	fear	0.359	vallutus
depreciation	fear	0.359	amortisatsioon
mournful	fear	0.359	leinav
mandamus	fear	0.359	mandamus
spike	fear	0.359	teravik
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	mässaja
exam	fear	0.359	eksam
anomaly	fear	0.359	anomaalia
mug	fear	0.359	kruus
constrain	fear	0.358	piirata
languishing	fear	0.358	virelemine
bane	fear	0.356	bane
impeach	fear	0.354	tagandamist
warden	fear	0.354	korrapidaja
adverse	fear	0.352	ebasoodne
lawyer	fear	0.349	advokaat
libel	fear	0.348	laimu
retrenchment	fear	0.345	kärpimine
imminent	fear	0.345	peatselt
shame	fear	0.344	häbi
avoidance	fear	0.344	vältimine
shortage	fear	0.344	puudus
opium	fear	0.344	oopium
swerve	fear	0.344	kõrvale kalduma
evade	fear	0.344	kõrvale hiilima
servile	fear	0.344	serviilne
pest	fear	0.344	kahjur
hesitation	fear	0.344	kõhklust
loneliness	fear	0.344	üksindus
discipline	fear	0.344	distsipliini
fanaticism	fear	0.344	fanatism
sorrow	fear	0.344	kurbust
hiss	fear	0.344	susisema
belittle	fear	0.344	halvustama
knell	fear	0.344	põlvili
contentious	fear	0.344	vaieldav
bearish	fear	0.344	karune
opposed	fear	0.344	vastu
launches	fear	0.344	käivitab
taboo	fear	0.344	tabu
cutter	fear	0.344	lõikur
defy	fear	0.344	trotsima
unjustifiable	fear	0.344	õigustamatu
parachute	fear	0.344	langevari
eel	fear	0.344	angerjas
psych	fear	0.344	psühh
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	kohtuotsus
mri	fear	0.344	mri
shaky	fear	0.344	raputav
resistant	fear	0.344	vastupidavad
obstacle	fear	0.344	takistuseks
reckless	fear	0.344	hooletu
recession	fear	0.344	majanduslangus
disrespectful	fear	0.343	lugupidamatu
phalanx	fear	0.342	phalanx
creature	fear	0.340	olend
specter	fear	0.331	tont
mortgage	fear	0.331	hüpoteek
enigmatic	fear	0.329	mõistatuslik
supremacy	fear	0.328	ülemvõimu
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	kaitstav
feeling	fear	0.328	tunne
ethereal	fear	0.328	eeterlik
undesirable	fear	0.328	ebasoovitav
mishap	fear	0.328	äpardus
outpost	fear	0.328	eelpost
weirdo	fear	0.328	imelik
caution	fear	0.328	ettevaatust
spillin	fear	0.328	lekkimine
dike	fear	0.328	tamm
dominion	fear	0.328	ülemvõimu
wimp	fear	0.328	vimp
quash	fear	0.328	tühistada
subordinate	fear	0.328	alluv
shank	fear	0.328	sääre
remove	fear	0.328	eemaldada
senseless	fear	0.328	mõttetu
shutdown	fear	0.328	Lülita välja
gametime	fear	0.328	mänguaeg
uhoh	fear	0.328	uhoh
loom	fear	0.328	kangasteljed
police	fear	0.328	politsei
wrongly	fear	0.328	valesti
unlucky	fear	0.328	õnnetu
gladiator	fear	0.328	gladiaator
adrift	fear	0.328	triivima
hives	fear	0.328	nõgestõbi
smut	fear	0.328	sodi
encumbrance	fear	0.328	koormamine
unsettled	fear	0.327	rahutu
scarce	fear	0.327	napp
antisocial	fear	0.324	antisotsiaalne
astray	fear	0.320	eksinud
vigilant	fear	0.319	valvsad
socialist	fear	0.318	sotsialistlik
halter	fear	0.318	päitsed
pessimist	fear	0.317	pessimist
pacing	fear	0.316	tempotamine
wimpy	fear	0.312	nõme
clinical	fear	0.312	kliiniline
blight	fear	0.312	lehemädanik
muzzle	fear	0.312	koon
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeut
laxative	fear	0.312	lahtistav
obsessing	fear	0.312	kinnisidee
seclusion	fear	0.312	eraldatus
foreigner	fear	0.312	välismaalane
dentist	fear	0.312	hambaarst
chargeable	fear	0.312	tasuline
deadline	fear	0.312	tähtaeg
uneasy	fear	0.312	rahutu
valium	fear	0.312	valium
powerful	fear	0.312	võimas
opponent	fear	0.312	vastane
ordnance	fear	0.312	laskemoona
cram	fear	0.312	kraamima
unexpected	fear	0.312	ootamatu
thorny	fear	0.312	okkaline
discontinuity	fear	0.312	katkestus
conspire	fear	0.312	vandenõu
collusion	fear	0.312	kokkumängu
litigate	fear	0.312	kaebama
unkind	fear	0.312	ebasõbralik
whirlwind	fear	0.312	keeristorm
nether	fear	0.312	allapoole
trickery	fear	0.312	trikitamine
bewilderment	fear	0.312	hämmeldust
overthinking	fear	0.309	üle mõtlema
doubts	fear	0.308	kahtlusi
seriousness	fear	0.305	tõsidus
irrational	fear	0.305	irratsionaalne
erase	fear	0.303	kustutada
teasing	fear	0.303	kiusamine
razor	fear	0.303	habemenuga
sweating	fear	0.298	higistamine
mage	fear	0.297	maag
giant	fear	0.297	hiiglane
weighty	fear	0.297	kaalukas
warning	fear	0.297	hoiatus
avoid	fear	0.297	vältima
inflation	fear	0.297	inflatsiooni
mislead	fear	0.297	eksitada
adjudicate	fear	0.297	otsustada
endless	fear	0.297	lõputu
deflation	fear	0.297	deflatsioon
depreciated	fear	0.297	amortiseerunud
bitch	fear	0.297	lits
swamp	fear	0.297	soo
bale	fear	0.297	pall
dashed	fear	0.297	katkendlik
crouching	fear	0.297	kükitades
flounder	fear	0.297	lest
hide	fear	0.297	peita
reluctant	fear	0.297	vastumeelne
unsurpassed	fear	0.297	ületamatu
medical	fear	0.297	meditsiiniline
timidity	fear	0.297	pelglikkus
auditor	fear	0.297	audiitor
deluge	fear	0.287	veeuputus
disinformation	fear	0.286	desinformatsioon
court	fear	0.284	kohus
aversion	fear	0.283	vastumeelsus
cartridge	fear	0.281	kassett
unfriendly	fear	0.281	ebasõbralik
cautious	fear	0.281	ettevaatlik
surveillance	fear	0.281	järelevalve
yelp	fear	0.281	kisa
confusion	fear	0.281	segadus
apache	fear	0.281	apache
flying	fear	0.281	lendavad
submitting	fear	0.281	esitamine
discourage	fear	0.281	heidutada
rush	fear	0.281	kiirustada
fortress	fear	0.281	kindlus
dwarfed	fear	0.281	kääbus
challenge	fear	0.281	väljakutse
notready	fear	0.281	ei ole valmis
wan	fear	0.281	wan
mistaken	fear	0.281	eksinud
hurryup	fear	0.281	kiirusta
swelling	fear	0.281	turse
oncoming	fear	0.281	vastutulev
remains	fear	0.281	jäänused
unruly	fear	0.281	ohjeldamatu
bigoted	fear	0.281	fanaatik
intense	fear	0.279	intensiivne
noncompliance	fear	0.276	mittevastavus
alerts	fear	0.276	hoiatused
planes	fear	0.274	lennukid
cop	fear	0.273	politseinik
displeased	fear	0.273	rahulolematu
unbridled	fear	0.271	ohjeldamatu
problem	fear	0.266	probleem
crouch	fear	0.266	kükitama
sneak	fear	0.266	hiilima
hood	fear	0.266	kapuuts
force	fear	0.266	jõudu
confession	fear	0.266	ülestunnistus
posse	fear	0.266	posse
banger	fear	0.266	paugutaja
belt	fear	0.266	vöö
crowds	fear	0.266	rahvahulgad
elevation	fear	0.266	kõrgendus
insomnia	fear	0.266	unetus
auditions	fear	0.266	kuulamised
forgotten	fear	0.266	unustatud
affront	fear	0.266	solvav
cloak	fear	0.266	mantel
newjob	fear	0.266	uus töökoht
blindfold	fear	0.266	silmside
skid	fear	0.266	libisemine
blemish	fear	0.266	plekk
uncanny	fear	0.266	kummaline
sentence	fear	0.266	lause
cupping	fear	0.266	kuputamine
regiment	fear	0.266	rügement
hooded	fear	0.266	kapuutsiga
operation	fear	0.266	operatsiooni
immerse	fear	0.266	kastma
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobaat
flurries	fear	0.266	sajuhood
spur	fear	0.262	kannus
mortgagor	fear	0.258	hüpoteegipidaja
defense	fear	0.258	kaitse
insect	fear	0.250	putukas
defend	fear	0.250	kaitsta
cataract	fear	0.250	katarakt
stealthy	fear	0.250	vargsi
swampy	fear	0.250	soine
sunk	fear	0.250	uppunud
run	fear	0.250	jooksma
scapegoat	fear	0.250	patuoinas
jobinterview	fear	0.250	töö intervjuu
repent	fear	0.250	meelt parandama
breakingnews	fear	0.250	erakorralised uudised
obliging	fear	0.250	kohustav
rascal	fear	0.250	lurjus
impatiently	fear	0.250	kannatamatult
react	fear	0.250	reageerida
doubt	fear	0.250	kahtlema
guard	fear	0.250	valvur
forewarned	fear	0.250	ette hoiatatud
foul	fear	0.250	vale
indifference	fear	0.250	ükskõiksus
hag	fear	0.250	hag
picket	fear	0.250	pikett
delusional	fear	0.250	luululine
standstill	fear	0.250	seisak
rating	fear	0.250	hinnang
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	võõras
indecisive	fear	0.250	otsustusvõimetu
grounded	fear	0.242	maandatud
badhabit	fear	0.242	halb harjumus
highest	fear	0.236	kõrgeim
aaaah	fear	0.234	aaaah
shrink	fear	0.234	kahanema
insomniac	fear	0.234	unetus
chicken	fear	0.234	kana
bee	fear	0.234	mesilane
inequality	fear	0.234	ebavõrdsus
verge	fear	0.234	äärel
shelters	fear	0.234	varjualused
buzz	fear	0.234	sumin
buck	fear	0.234	taala
discontent	fear	0.234	rahulolematust
difficulty	fear	0.234	raskus
finalized	fear	0.234	lõpetatud
overdrive	fear	0.234	ülesõit
pinion	fear	0.234	hammasratas
scaffold	fear	0.234	tellingud
dependence	fear	0.234	sõltuvus
rekindle	fear	0.234	uuesti süttima
instinctive	fear	0.234	instinktiivne
thatmoment	fear	0.234	see hetk
sleepless	fear	0.234	magamata
intercede	fear	0.234	eestkostma
psychiatrist	fear	0.234	psühhiaater
rushing	fear	0.233	kiirustades
overslept	fear	0.226	üle maganud
default	fear	0.226	vaikimisi
confessional	fear	0.225	pihtimuslik
impatient	fear	0.224	kannatamatu
tactics	fear	0.219	taktikat
aga	fear	0.219	aga
blues	fear	0.219	bluus
thrill	fear	0.219	põnevus
immigrant	fear	0.219	immigrant
veer	fear	0.219	kalduma
sweat	fear	0.219	higistama
cane	fear	0.219	kepp
revelations	fear	0.219	paljastused
whatif	fear	0.219	mis siis kui
waver	fear	0.219	kõikuma
jungle	fear	0.219	džungel
fingerscrossed	fear	0.219	pöidlad pihus
stingy	fear	0.219	ihne
bait	fear	0.219	sööt
unequal	fear	0.219	ebavõrdne
lastminute	fear	0.219	viimase hetke
heft	fear	0.219	heft
overtired	fear	0.218	üleväsinud
prognosis	fear	0.217	prognoos
alertness	fear	0.216	erksus
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	soovi mulle edu
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	liiga palju teha
tryouts	fear	0.210	katsed
clowns	fear	0.207	klounid
fluctuation	fear	0.204	kõikumine
examination	fear	0.204	läbivaatus
restless	fear	0.204	rahutu
uphill	fear	0.203	ülesmäge
quail	fear	0.203	vutt
phew	fear	0.203	oeh
mighty	fear	0.203	vägev
cross	fear	0.203	rist
hurry	fear	0.203	kiirusta
recesses	fear	0.203	süvendid
intimacy	fear	0.203	intiimsus
overcome	fear	0.203	ületada
birth	fear	0.203	sündi
acceptances	fear	0.203	aktsepteerimised
help	fear	0.203	abi
fearless	fear	0.200	kartmatu
change	fear	0.198	muuta
ware	fear	0.198	nõud
withstand	fear	0.197	vastu pidama
asap	fear	0.191	nii pea kui võimalik
heighten	fear	0.188	tõsta
watch	fear	0.188	vaata
tract	fear	0.188	trakti
advance	fear	0.188	ettemaks
overcoming	fear	0.188	ületamine
attorney	fear	0.188	advokaat
deadlines	fear	0.188	tähtajad
bug	fear	0.188	viga
knots	fear	0.188	sõlmed
owing	fear	0.188	võlgu
waitinggame	fear	0.188	ootemäng
unorganised	fear	0.188	organiseerimata
gnome	fear	0.188	päkapikk
fragile	fear	0.188	habras
cautiously	fear	0.188	ettevaatlikult
stillness	fear	0.188	vaikus
intrigue	fear	0.188	intriig
rule	fear	0.188	reegel
elf	fear	0.185	päkapikk
stillwaiting	fear	0.184	ikka ootan
lonely	fear	0.183	üksildane
slippery	fear	0.181	libe
interview	fear	0.180	intervjuu
everyman	fear	0.178	iga mees
speculation	fear	0.176	spekulatsioon
needtoknow	fear	0.173	vaja teada
worship	fear	0.172	jumalateenistus
unsure	fear	0.172	ebakindel
surprise	fear	0.172	üllatus
settlor	fear	0.172	asunik
competition	fear	0.172	konkurentsi
readytogo	fear	0.172	valmis minema
checkpoint	fear	0.172	kontrollpunkt
composure	fear	0.172	meelerahu
interviewer	fear	0.172	intervjueerija
chaff	fear	0.172	aganad
regulatory	fear	0.172	regulatiivsed
birch	fear	0.172	kask
shell	fear	0.172	kest
assessment	fear	0.172	hindamine
uncertain	fear	0.172	ebakindel
rod	fear	0.172	varras
humanrights	fear	0.172	inimõigused
less	fear	0.167	vähem
coy	fear	0.162	nunnu
iris	fear	0.160	iiris
intimately	fear	0.156	intiimselt
hearing	fear	0.156	kuulmine
legalized	fear	0.156	legaliseeritud
needit	fear	0.156	vaja
audition	fear	0.156	kuulamine
retirement	fear	0.156	pensionile jäämine
countdown	fear	0.156	tagasiarvestus
sly	fear	0.156	kaval
bases	fear	0.156	alused
ceasefire	fear	0.156	relvarahu
medication	fear	0.156	ravimeid
courageous	fear	0.154	julge
overthinker	fear	0.153	ülemõtleja
backtrack	fear	0.151	tagasiteed
dawned	fear	0.150	koitis
censor	fear	0.149	tsensor
bailiff	fear	0.147	kohtutäitur
syllabus	fear	0.147	ainekava
delay	fear	0.141	viivitus
newcomer	fear	0.141	uustulnuk
imagination	fear	0.141	kujutlusvõime
waiting	fear	0.141	ootamas
gent	fear	0.141	härra
validity	fear	0.141	kehtivus
cove	fear	0.141	abajas
rationality	fear	0.141	ratsionaalsus
caricature	fear	0.141	karikatuur
eventuality	fear	0.141	võimalikkus
alreadyyyyy	fear	0.140	jubayyyy
shy	fear	0.140	häbelik
symptom	fear	0.133	sümptom
excite	fear	0.132	erutada
raccoon	fear	0.127	pesukaru
clown	fear	0.125	kloun
tryout	fear	0.125	proovi järgi
needtorelax	fear	0.125	vaja lõdvestuda
swim	fear	0.125	ujuda
campaigning	fear	0.125	kampaania korraldamine
hawk	fear	0.125	kull
prevent	fear	0.125	ära hoida
gameday	fear	0.125	mängupäev
ahhh	fear	0.125	ahhh
marry	fear	0.125	abielluda
sprite	fear	0.125	sprite
soready	fear	0.125	kurb
sag	fear	0.123	vajuma
pharmacy	fear	0.123	apteek
policeman	fear	0.121	politseinik
dreamt	fear	0.111	unistanud
lace	fear	0.111	pits
homework	fear	0.109	kodutöö
destination	fear	0.109	sihtkoht
incase	fear	0.109	juhul kui
pray	fear	0.109	palvetama
knot	fear	0.109	sõlm
confidence	fear	0.109	enesekindlus
bigday	fear	0.109	tähtis päev
holiness	fear	0.109	pühadus
notoriety	fear	0.109	kurikuulsus
weight	fear	0.109	kaal
slender	fear	0.100	sihvakas
undecided	fear	0.098	otsustamata
sympathetic	fear	0.097	sümpaatne
poise	fear	0.094	tasakaalukas
case	fear	0.094	juhtum
treat	fear	0.094	ravida
locate	fear	0.094	asukoha määramine
loyal	fear	0.094	lojaalne
grades	fear	0.094	hinded
god	fear	0.094	jumal
helmet	fear	0.094	kiiver
confident	fear	0.094	enesekindel
counsellor	fear	0.094	nõustaja
northeast	fear	0.088	kirde suunas
graduation	fear	0.078	lõpetamine
compassion	fear	0.078	kaastunnet
nurture	fear	0.078	kasvatada
graded	fear	0.075	hindeline
mum	fear	0.070	ema
infant	fear	0.067	imik
journey	fear	0.062	teekonda
parade	fear	0.062	paraad
gradschool	fear	0.062	gümnaasium
civilian	fear	0.062	tsiviilisik
cloudiness	fear	0.062	pilvisus
cash	fear	0.062	sularaha
civilians	fear	0.062	tsiviilisikud
guidelines	fear	0.062	juhised
soulmate	fear	0.062	hingesugulane
youth	fear	0.062	noorus
opera	fear	0.057	ooper
synonymous	fear	0.056	sünonüüm
honest	fear	0.047	aus
praying	fear	0.047	palvetades
intelligence	fear	0.038	intelligentsus
volunteer	fear	0.031	vabatahtlik
romance	fear	0.031	romantikat
lines	fear	0.031	read
obey	fear	0.016	kuuletuma
happiest	joy	0.986	kõige õnnelikum
happiness	joy	0.984	õnne
bliss	joy	0.971	õndsus
celebrating	joy	0.970	tähistamas
jubilant	joy	0.969	juubeldav
ecstatic	joy	0.954	ekstaatiline
elation	joy	0.944	elevus
beaming	joy	0.938	kiirgav
bestdayever	joy	0.938	parim päev üldse
loveee	joy	0.932	armas
celebration	joy	0.929	tähistamine
awesomeness	joy	0.926	vingelisus
joy	joy	0.924	rõõmu
joyous	joy	0.922	rõõmustav
fabulous	joy	0.922	vapustav
happily	joy	0.922	rõõmsalt
excitement	joy	0.922	põnevust
exuberance	joy	0.922	üleküllus
makesmehappy	joy	0.922	teeb mind õnnelikuks
euphoria	joy	0.922	eufooria
lovee	joy	0.920	armas
gratitude	joy	0.914	tänulikkust
happydance	joy	0.912	õnnelik tants
merriment	joy	0.912	lust
spectacular	joy	0.912	suurejooneline
overjoyed	joy	0.909	üliõnnelik
purebliss	joy	0.909	puhas õndsus
triumphant	joy	0.907	võidukas
ecstasy	joy	0.906	ekstaas
lovelovelove	joy	0.906	armastus armastus armastus
cheerful	joy	0.906	rõõmsameelne
cheer	joy	0.897	rõõmustama
elated	joy	0.894	elevil
peaceofmind	joy	0.891	meelerahu
jolly	joy	0.891	lõbus
delighted	joy	0.891	rõõmustas
lovethis	joy	0.891	armastan seda
excitation	joy	0.891	erutus
exhilaration	joy	0.891	virgutus
pleasures	joy	0.891	naudingud
laugh	joy	0.891	naerma
marvelously	joy	0.881	imeliselt
loving	joy	0.879	armastav
joyful	joy	0.879	rõõmustav
blissful	joy	0.879	õnnis
outstanding	joy	0.879	väljapaistev
pleasurable	joy	0.877	meeldiv
lovinglife	joy	0.875	armastav elu
enthusiastic	joy	0.875	entusiastlik
glee	joy	0.875	lust
iloveher	joy	0.875	ma armastan teda
yaaaay	joy	0.875	jaaaaa
overthemoon	joy	0.875	ülekuu
happyplace	joy	0.875	õnnelik koht
sohappy	joy	0.868	nii õnnelik
superb	joy	0.864	suurepärane
woohoo	joy	0.864	woohoo
laughing	joy	0.864	naerdes
wonderful	joy	0.863	imeline
hooray	joy	0.859	hurraa
loved	joy	0.859	armastatud
tearsofjoy	joy	0.859	rõõmupisarad
hallelujah	joy	0.859	halleluuja
magnificent	joy	0.859	suurepärane
glory	joy	0.859	hiilgus
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	geniaalne
celebrated	joy	0.859	tähistati
cheering	joy	0.859	juubeldades
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	taevalik
exciting	joy	0.853	põnev
thrilled	joy	0.851	vaimustuses
mademyday	joy	0.848	tegin mu päeva
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	tähistada
wonderfully	joy	0.844	imeliselt
blessing	joy	0.844	õnnistus
favoriteholiday	joy	0.844	lemmikpuhkus
paradise	joy	0.833	paradiis
marvellous	joy	0.833	imeline
festive	joy	0.833	pidulik
sweetness	joy	0.833	magusus
blessed	joy	0.833	õnnistatud
celebrations	joy	0.833	pidustusi
compliment	joy	0.831	kompliment
smiling	joy	0.828	naeratades
allsmiles	joy	0.828	kõik naeratused
love	joy	0.828	armastus
enchanting	joy	0.828	lummav
homesweethome	joy	0.826	Kodu armas kodu
thankyougod	joy	0.824	jumal tänatud
marvelous	joy	0.824	imeline
laughter	joy	0.824	naer
goodmood	joy	0.819	hea tuju
goodness	joy	0.818	headus
excellence	joy	0.818	tipptase
sensational	joy	0.818	sensatsiooniline
joys	joy	0.818	rõõmud
delightful	joy	0.818	veetlev
excited	joy	0.818	erutatud
rejoicing	joy	0.818	rõõmustav
happyheart	joy	0.818	õnnelik süda
celebratory	joy	0.818	pidulik
greatful	joy	0.816	suurepärane
jovial	joy	0.814	joviaalne
rejoice	joy	0.812	rõõmustama
splendid	joy	0.812	suurepärane
enjoy	joy	0.812	naudi
smiley	joy	0.812	naeratus
glorious	joy	0.812	hiilgav
victorious	joy	0.812	võidukas
lovemaking	joy	0.812	armatsemine
bonanza	joy	0.812	õnnistus
greatday	joy	0.812	suurepärane päev
excellent	joy	0.812	suurepärane
goodtimes	joy	0.811	head ajad
whatmakesmesmile	joy	0.811	mis naeratab
happyday	joy	0.809	õnnelik päev
myfavorite	joy	0.804	minu lemmik
thankyoulord	joy	0.803	Aitäh, Issand
gladness	joy	0.803	rõõmust
yayyy	joy	0.803	jaaaaa
yeahhhh	joy	0.803	jahhhh
pleasure	joy	0.803	nauding
giggle	joy	0.802	itsitama
happier	joy	0.797	õnnelikumaks
lovemylife	joy	0.797	armastan mu elu
magnificence	joy	0.797	suurejoonelisus
happytweet	joy	0.797	õnnelik säuts
lovinlife	joy	0.797	armastav elu
yesss	joy	0.797	yesss
dancing	joy	0.797	tantsimine
success	joy	0.797	edu
grateful	joy	0.789	tänulik
amuse	joy	0.788	lõbustama
splendor	joy	0.788	hiilgus
happy	joy	0.788	õnnelik
fun	joy	0.788	lõbus
giggling	joy	0.781	itsitades
glad	joy	0.781	rõõmus
glorify	joy	0.781	ülistama
radiant	joy	0.781	kiirgav
beautiful	joy	0.781	ilus
solucky	joy	0.781	lahustunud
sothankful	joy	0.781	nii tänulik
enchanted	joy	0.781	lummatud
romance	joy	0.779	romantikat
perfection	joy	0.779	täiuslikkus
christmassy	joy	0.779	jõululik
heavens	joy	0.779	taevas
thrilling	joy	0.776	haarav
lovable	joy	0.773	armastusväärne
congrats	joy	0.773	õnnitlused
fiesta	joy	0.773	pidu
entertain	joy	0.773	meelelahutust
happyvalentinesday	joy	0.773	head valentinipäeva
miraculous	joy	0.773	imeline
cheers	joy	0.773	terviseks
cheered	joy	0.773	rõõmustas
positivity	joy	0.773	positiivsus
funday	joy	0.772	lõbustuspäev
enjoying	joy	0.771	nautides
lifeisgood	joy	0.766	elu on hea
amused	joy	0.766	lõbustas
goodfeeling	joy	0.766	hea tunne
christmasspirit	joy	0.766	jõuluvaim
cuddling	joy	0.766	kaisutamine
smiles	joy	0.766	naeratab
sosweet	joy	0.766	nii armas
thebest	joy	0.766	parim
party	joy	0.765	pidu
delight	joy	0.765	nauding
orgasm	joy	0.765	orgasmi
positive	joy	0.761	positiivne
sweetheart	joy	0.758	kullake
enlighten	joy	0.758	valgustama
cheerfulness	joy	0.758	rõõmsameelsus
miracles	joy	0.758	imed
giddy	joy	0.757	uimane
christmastime	joy	0.757	jõuluaeg
gratify	joy	0.750	rõõmustada
greatness	joy	0.750	ülevus
friendliness	joy	0.750	sõbralikkus
blessings	joy	0.750	õnnistusi
laughs	joy	0.750	naerab
tistheseason	joy	0.750	tiisel hooajal
smile	joy	0.750	naerata
pleasing	joy	0.750	meeldiv
romantic	joy	0.750	romantiline
happyholidays	joy	0.750	häid pühi
frolic	joy	0.748	hullama
jubilee	joy	0.742	juubel
miracle	joy	0.742	ime
enthusiasm	joy	0.742	entusiasmi
selflove	joy	0.742	enesearmastus
triumph	joy	0.742	triumf
magical	joy	0.742	maagiline
rewarding	joy	0.742	rahuldust pakkuv
goodvibes	joy	0.742	head tunded
positiveenergy	joy	0.742	positiivne energia
feelgood	joy	0.736	hästi tundma
prosperity	joy	0.735	heaolu
behappy	joy	0.734	ole õnnelik
admiration	joy	0.734	imetlust
passionate	joy	0.734	kirglik
goodday	joy	0.734	head päeva
luxurious	joy	0.734	luksuslik
tgif	joy	0.734	tgif
victory	joy	0.734	võit
feelinggood	joy	0.734	hästi tundma
enchant	joy	0.734	võluma
greatnight	joy	0.734	suurepärane öö
vivacious	joy	0.734	särtsakas
glorification	joy	0.733	ülistamine
sing	joy	0.729	laulma
glowing	joy	0.729	helendav
yessss	joy	0.728	yessss
fulfillment	joy	0.728	täitmine
breathtaking	joy	0.728	hingemattev
thankful	joy	0.727	tänulik
cheery	joy	0.727	rõõmsameelne
santa	joy	0.727	jõuluvana
hurrah	joy	0.727	hurraa
christmasbreak	joy	0.727	jõuluvaheaeg
win	joy	0.727	võita
atpeace	joy	0.727	rahus
award	joy	0.727	auhind
merry	joy	0.727	lõbus
inspiration	joy	0.725	inspiratsiooni
radiance	joy	0.725	sära
pleased	joy	0.725	rahul
uplift	joy	0.723	ülestõus
optimistic	joy	0.723	optimistlik
heaven	joy	0.721	taevas
lucky	joy	0.721	õnnelik
godisgreat	joy	0.721	Jumal on suur
holidays	joy	0.721	pühad
thrill	joy	0.721	põnevus
congratulatory	joy	0.719	õnnitlused
thriving	joy	0.719	õitsev
amusement	joy	0.719	lõbustus
perfect	joy	0.719	täiuslik
lover	joy	0.719	armastaja
xmas	joy	0.719	jõulud
heartfelt	joy	0.719	südamlik
utopian	joy	0.719	utoopiline
lovely	joy	0.719	armas
harmony	joy	0.719	harmooniat
praising	joy	0.719	kiites
brighten	joy	0.719	heledamaks muuta
luckiest	joy	0.712	kõige õnnelikum
merrychristmas	joy	0.712	häid jõule
magic	joy	0.712	maagia
achievement	joy	0.712	saavutus
yay	joy	0.712	jah
holiday	joy	0.712	puhkus
treasures	joy	0.712	aarded
luxury	joy	0.712	luksus
bestfeeling	joy	0.712	parim tunne
intimate	joy	0.710	intiimne
soblessed	joy	0.706	sobised
yaaay	joy	0.706	jaaaa
rave	joy	0.706	märatsema
chuckle	joy	0.706	naerma
proud	joy	0.704	uhke
winning	joy	0.703	võitnud
cherish	joy	0.703	kalliks pidama
goodnews	joy	0.703	head uudised
fuckyeah	joy	0.703	kurat küll
optimism	joy	0.703	optimism
amazingly	joy	0.703	hämmastavalt
lovelife	joy	0.703	armasta elu
truelove	joy	0.703	tõeline armastus
beautification	joy	0.703	kaunistamine
satisfying	joy	0.703	rahuldav
appreciates	joy	0.703	hindab
cuddled	joy	0.703	kaisus
goodlife	joy	0.703	hea elu
