English Word	Emotion	Emotion-Intensity-Score	Georgian Word
villain	fear	0.595	ბოროტმოქმედი
belligerent	fear	0.594	მეომარი
lightning	fear	0.594	ელვა
pounding	fear	0.594	ცემა
shelling	fear	0.594	დაბომბვა
tremor	fear	0.594	თრთოლა
possessed	fear	0.594	ფლობდა
anxiety	fear	0.594	შფოთვა
villainous	fear	0.594	ბოროტმოქმედი
ominous	fear	0.594	ავბედითი
masochism	fear	0.594	მაზოხიზმი
convict	fear	0.594	მსჯავრდებული
sepsis	fear	0.594	სეფსისი
omen	fear	0.594	ნიშანი
cardiomyopathy	fear	0.594	კარდიომიოპათია
burglar	fear	0.594	მძარცველი
pain	fear	0.594	ტკივილი
flee	fear	0.594	გაქცევა
restrained	fear	0.594	თავშეკავებული
deceit	fear	0.594	მოტყუება
rot	fear	0.594	ლპობა
dragon	fear	0.594	დრაკონი
terrible	fear	0.594	საშინელი
haze	fear	0.594	ნისლი
tribulation	fear	0.594	გასაჭირი
torrent	fear	0.594	ტორენტი
sickness	fear	0.594	ავადმყოფობა
hypertrophy	fear	0.594	ჰიპერტროფია
fraught	fear	0.594	სავსე
accursed	fear	0.594	დაწყევლილი
casket	fear	0.594	ყუთი
foe	fear	0.594	მტერი
euthanasia	fear	0.594	ევთანაზია
goblin	fear	0.594	გობლინი
paranoia	fear	0.594	პარანოია
infidel	fear	0.594	ურწმუნო
wounded	fear	0.592	დაჭრილი
lava	fear	0.588	ლავა
elimination	fear	0.588	აღმოფხვრა
spank	fear	0.587	ტყაპუნი
hostilities	fear	0.586	საომარი მოქმედებები
dismal	fear	0.584	საზიზღარი
blockade	fear	0.582	ბლოკადა
punch	fear	0.580	დარტყმა
bacteria	fear	0.578	ბაქტერიები
sostressed	fear	0.578	დაძაბული
cringe	fear	0.578	შეჭმუხნული
deprivation	fear	0.578	ჩამორთმევა
abyss	fear	0.578	უფსკრული
tumultuous	fear	0.578	მღელვარე
demoralized	fear	0.578	დემორალიზებული
stealing	fear	0.578	ქურდობა
haunted	fear	0.578	მოსვენებული
evacuate	fear	0.578	ევაკუაცია
jail	fear	0.578	ციხე
desecration	fear	0.578	შეურაცხყოფა
dire	fear	0.578	საშინელი
curse	fear	0.578	წყევლა
coward	fear	0.578	მშიშარა
shady	fear	0.578	დაჩრდილული
volatility	fear	0.578	არასტაბილურობა
surgery	fear	0.578	ოპერაცია
forbidding	fear	0.578	კრძალავს
failure	fear	0.578	წარუმატებლობა
infliction	fear	0.578	მიყენება
quarantine	fear	0.578	კარანტინი
eatingdisorders	fear	0.578	კვების დარღვევები
pained	fear	0.578	მტკივნეული
assail	fear	0.578	თავდასხმა
dispossessed	fear	0.578	უპატრონო
parasite	fear	0.578	პარაზიტი
shudder	fear	0.578	კანკალი
apprehensive	fear	0.578	შეშინებული
grizzly	fear	0.578	გრიზლი
clashing	fear	0.578	შეჯახება
hateful	fear	0.578	საძულველი
loss	fear	0.578	დაკარგვა
confined	fear	0.578	შემოფარგლული
jeopardy	fear	0.578	საფრთხე
worry	fear	0.578	შეშფოთება
angina	fear	0.578	სტენოკარდია
perdition	fear	0.577	დაღუპვა
mob	fear	0.577	ბრბო
unholy	fear	0.575	უწმინდური
comatose	fear	0.575	კომატოზური
toxin	fear	0.575	ტოქსინი
pillage	fear	0.574	ძარცვა
incest	fear	0.571	ინცესტი
wound	fear	0.571	ჭრილობა
forced	fear	0.569	იძულებული
cowardice	fear	0.567	სიმხდალე
crypt	fear	0.566	საძვალე
domination	fear	0.566	ბატონობა
witch	fear	0.565	ჯადოქარი
smuggle	fear	0.565	კონტრაბანდა
masks	fear	0.562	ნიღბები
jitters	fear	0.562	ნერვიულობს
hunter	fear	0.562	მონადირე
banished	fear	0.562	განდევნილი
syncope	fear	0.562	სინკოპე
evasion	fear	0.562	მორიდება
apprehend	fear	0.562	დაჭერა
polio	fear	0.562	პოლიომიელიტი
degrading	fear	0.562	დამამცირებელი
misfortune	fear	0.562	უბედურება
prisoner	fear	0.562	პატიმარი
inflict	fear	0.562	მიაყენოს
impending	fear	0.562	მოსალოდნელია
vanished	fear	0.562	გაქრა
afflict	fear	0.562	იტანჯება
martyr	fear	0.562	მოწამე
purge	fear	0.562	გაწმენდა
worries	fear	0.562	წუხს
distressing	fear	0.562	აღმაშფოთებელი
travesty	fear	0.562	ტრავესტია
deterioration	fear	0.562	გაუარესება
corrupting	fear	0.562	აფუჭებს
ulcer	fear	0.562	წყლული
overpowering	fear	0.562	ძლევამოსილი
thrash	fear	0.562	თრეში
incrimination	fear	0.562	ინკრიმინაცია
grave	fear	0.562	საფლავი
confine	fear	0.562	შემოიფარგლება
appalling	fear	0.562	შემზარავი
lawsuit	fear	0.562	სარჩელი
risky	fear	0.562	სარისკო
incubus	fear	0.562	ინკუბუსი
punishing	fear	0.562	დამსჯელი
powerless	fear	0.562	უძლური
freak	fear	0.562	ფრიკი
mange	fear	0.562	მანჟი
risk	fear	0.562	რისკი
sacrifices	fear	0.562	მსხვერპლს
duel	fear	0.562	დუელი
pitfall	fear	0.562	ხაფანგში
gunpowder	fear	0.562	დენთის
turbulence	fear	0.562	ტურბულენტობა
eeek	fear	0.562	ეეეკი
martyrdom	fear	0.562	მოწამეობრივი
unsafe	fear	0.561	სახიფათო
worstfeeling	fear	0.560	ყველაზე ცუდი გრძნობა
perpetrator	fear	0.560	დამნაშავე
sin	fear	0.560	ცოდვა
occult	fear	0.559	ოკულტური
intimidation	fear	0.559	დაშინება
disable	fear	0.558	გამორთვა
decay	fear	0.557	გაფუჭება
autopsy	fear	0.557	გაკვეთა
affliction	fear	0.557	ტანჯვა
vulnerability	fear	0.548	დაუცველობა
growling	fear	0.547	ღრიალი
scandal	fear	0.547	სკანდალი
scorpion	fear	0.547	მორიელი
appendicitis	fear	0.547	აპენდიციტი
thief	fear	0.547	ქურდი
siren	fear	0.547	სირენა
brigade	fear	0.547	ბრიგადა
insanity	fear	0.547	სიგიჟე
enmity	fear	0.547	მტრობა
beware	fear	0.547	უფრთხილდი
ailing	fear	0.547	ავადმყოფი
talons	fear	0.547	ტალონები
expulsion	fear	0.547	გაძევება
asylum	fear	0.547	თავშესაფარი
needles	fear	0.547	ნემსები
outburst	fear	0.547	გამოხტომა
cannon	fear	0.547	ქვემეხი
outcry	fear	0.547	შეძახილი
defenseless	fear	0.547	დაუცველი
apparition	fear	0.547	მოჩვენება
flood	fear	0.547	წყალდიდობა
precarious	fear	0.547	საეჭვო
derogation	fear	0.547	დეროგაცია
overthrow	fear	0.547	დამხობა
gonorrhea	fear	0.547	გონორეა
bondage	fear	0.547	მონობა
neuralgia	fear	0.547	ნევრალგია
deformity	fear	0.547	დეფორმაცია
samurai	fear	0.547	სამურაი
communism	fear	0.547	კომუნიზმი
adder	fear	0.547	შემკრები
coercion	fear	0.547	იძულება
jeopardize	fear	0.547	საფრთხეს უქმნის
senile	fear	0.547	მოხუცებული
noxious	fear	0.547	მავნე
abhor	fear	0.547	ზიზღი
mad	fear	0.547	შეშლილი
plunge	fear	0.547	ჩაძირვა
uprising	fear	0.545	აჯანყება
retribution	fear	0.545	ანგარიშსწორება
cemetery	fear	0.541	სასაფლაოზე
badness	fear	0.539	ბოროტება
phantom	fear	0.538	მოჩვენება
abandoned	fear	0.534	მიტოვებული
fled	fear	0.534	გაიქცა
rejection	fear	0.533	უარყოფა
hopelessness	fear	0.531	უიმედობა
shaking	fear	0.531	რხევა
endocarditis	fear	0.531	ენდოკარდიტი
cowardly	fear	0.531	მშიშარა
lawlessness	fear	0.531	უკანონობა
punish	fear	0.531	დასაჯონ
manipulation	fear	0.531	მანიპულირება
broken	fear	0.531	გატეხილი
carnivorous	fear	0.531	ხორცისმჭამელი
impotence	fear	0.531	იმპოტენცია
unstable	fear	0.531	არასტაბილური
penetration	fear	0.531	შეღწევა
incursion	fear	0.531	შეჭრა
stalk	fear	0.531	ყუნწი
frenzied	fear	0.531	გაცოფებული
disembodied	fear	0.531	უსხეულო
superstitious	fear	0.531	ცრუმორწმუნე
stressed	fear	0.531	ხაზი გაუსვა
leeches	fear	0.531	წურბელები
helpless	fear	0.531	უმწეო
harbinger	fear	0.531	წინამძღვარი
saber	fear	0.531	საბერი
atherosclerosis	fear	0.531	ათეროსკლეროზი
deserted	fear	0.531	მიტოვებული
manifestation	fear	0.531	გამოვლინება
theft	fear	0.531	ქურდობა
captor	fear	0.531	მტაცებელი
slave	fear	0.531	მონა
distrust	fear	0.531	უნდობლობა
subjugation	fear	0.531	დამორჩილება
buried	fear	0.531	დაკრძალეს
wrangling	fear	0.531	ჩხუბი
freakout	fear	0.531	ჭკუიდან შეშლა
rebellion	fear	0.531	აჯანყება
abandon	fear	0.531	მიტოვება
eek	fear	0.531	ეკ
jarring	fear	0.531	ჟრუანტელი
swastika	fear	0.531	სვასტიკა
failing	fear	0.531	წარუმატებელი
stormy	fear	0.531	ქარიშხლიანი
bacterium	fear	0.531	ბაქტერია
suspense	fear	0.529	შეჩერება
blood	fear	0.525	სისხლი
hiding	fear	0.524	იმალებოდა
bear	fear	0.524	დათვი
unlawful	fear	0.519	უკანონო
crazy	fear	0.519	გიჟი
anxious	fear	0.518	შეშფოთებულია
cult	fear	0.518	საკულტო
captive	fear	0.517	დატყვევებული
deportation	fear	0.517	დეპორტაცია
emaciated	fear	0.516	გაფითრებული
badfeeling	fear	0.516	ცუდი შეგრძნება
troublesome	fear	0.516	პრობლემური
unthinkable	fear	0.516	წარმოუდგენელი
robber	fear	0.516	ყაჩაღი
embolism	fear	0.516	ემბოლია
plight	fear	0.516	გაჭირვება
intolerance	fear	0.516	შეუწყნარებლობა
sorcery	fear	0.516	ჯადოქრობა
helplessness	fear	0.516	უმწეობა
foreboding	fear	0.516	წინათგრძნობა
grievous	fear	0.516	მძიმე
plunder	fear	0.516	ძარცვა
exacerbation	fear	0.516	გამწვავება
relapse	fear	0.516	რეციდივი
chased	fear	0.516	დაედევნა
insidious	fear	0.516	მზაკვრული
smite	fear	0.516	დარტყმა
detainee	fear	0.516	დაკავებული
suspect	fear	0.516	ეჭვმიტანილი
shriek	fear	0.516	ყვირილი
oppress	fear	0.516	დაჩაგრავენ
busted	fear	0.516	გაანადგურეს
growl	fear	0.516	ღრიალი
pernicious	fear	0.516	დამღუპველი
incite	fear	0.516	წაქეზება
harshness	fear	0.516	სიმკაცრე
fang	fear	0.516	ფანგი
sting	fear	0.516	ნაკბენი
enforce	fear	0.516	აღასრულოს
conspirator	fear	0.516	შეთქმული
darkness	fear	0.516	სიბნელე
revulsion	fear	0.516	ზიზღი
exile	fear	0.516	გადასახლება
biopsy	fear	0.516	ბიოფსია
palsy	fear	0.516	დამბლა
depression	fear	0.508	დეპრესია
confinement	fear	0.507	ჩაკეტვა
subvert	fear	0.500	დაამხო
infarct	fear	0.500	ინფარქტი
surrender	fear	0.500	დანებება
prayforme	fear	0.500	ილოცე ჩემთვის
mistrust	fear	0.500	უნდობლობა
odious	fear	0.500	ოდიოზური
madden	fear	0.500	შეშლილი
eeeek	fear	0.500	ეეეეკ
hunting	fear	0.500	ნადირობა
constraint	fear	0.500	შეზღუდვა
suppression	fear	0.500	ჩახშობა
alcoholism	fear	0.500	ალკოჰოლიზმი
intolerant	fear	0.500	შეუწყნარებელი
blob	fear	0.500	ბლომად
cliff	fear	0.500	კლდე
frenetic	fear	0.500	გააფთრებული
illegal	fear	0.500	უკანონო
scalpel	fear	0.500	სკალპელი
downfall	fear	0.500	დაცემა
prohibited	fear	0.500	აკრძალული
suppress	fear	0.500	ჩაახშო
raving	fear	0.500	ბრაზი
squeamish	fear	0.500	სქელი
instability	fear	0.500	არასტაბილურობა
vertigo	fear	0.500	თავბრუსხვევა
brute	fear	0.500	უხეში
sinful	fear	0.500	ცოდვილი
ruined	fear	0.500	დანგრეული
premeditated	fear	0.500	წინასწარ განზრახული
snowmageddon	fear	0.500	სნომაგედონი
defiance	fear	0.500	დაუმორჩილებლობა
wasp	fear	0.500	ვოსპი
towering	fear	0.500	კოშკიანი
woe	fear	0.491	ვაი
lash	fear	0.484	წამწამი
indefensible	fear	0.484	დაუცველი
dismay	fear	0.484	შეშფოთება
disgusting	fear	0.484	ამაზრზენი
divorce	fear	0.484	განქორწინება
hate	fear	0.484	სიძულვილი
freakish	fear	0.484	უაზრო
sonervous	fear	0.484	ნერვიული
ambulance	fear	0.484	სასწრაფო დახმარება
rabble	fear	0.484	რაბლა
flinch	fear	0.484	აკანკალება
palpitations	fear	0.484	პალპიტაციები
fiend	fear	0.484	ბოროტმოქმედი
hallucination	fear	0.484	ჰალუცინაცია
blackness	fear	0.484	შავთვალება
defamation	fear	0.484	ცილისწამება
intrusion	fear	0.484	შეჭრა
syringe	fear	0.484	შპრიცი
prejudiced	fear	0.484	წინასწარგანწყობილი
indictment	fear	0.484	საბრალდებო დასკვნა
worrying	fear	0.484	შემაშფოთებელი
retard	fear	0.484	ჩამორჩენილი
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	დაუცველობა
ravine	fear	0.484	ხევი
poaching	fear	0.484	ბრაკონიერობა
cracked	fear	0.484	დაბზარული
hospital	fear	0.484	საავადმყოფო
slam	fear	0.484	სლემი
armor	fear	0.484	ჯავშანი
warrior	fear	0.484	მეომარი
coerce	fear	0.484	იძულება
hearse	fear	0.484	ნემსი
jumpy	fear	0.484	ხტუნვა
cutting	fear	0.484	ჭრის
dishonor	fear	0.484	შეურაცხყოფა
perjury	fear	0.484	ცრუ ჩვენება
accusing	fear	0.484	ბრალდება
worse	fear	0.484	უარესი
endemic	fear	0.484	ენდემური
ohno	fear	0.484	ო არა
restriction	fear	0.484	შეზღუდვა
ravenous	fear	0.484	მტაცებელი
rat	fear	0.484	ვირთხა
lion	fear	0.484	ლომი
shiver	fear	0.484	კანკალი
averse	fear	0.483	ავერსი
inspection	fear	0.483	შემოწმება
sinner	fear	0.483	ცოდვილი
despairing	fear	0.474	სასოწარკვეთილი
missing	fear	0.474	დაკარგული
darken	fear	0.471	დაბნელდება
austere	fear	0.470	მკაცრი
unhealthy	fear	0.469	არაჯანსაღი
revoke	fear	0.469	გაუქმება
fret	fear	0.469	აღელვებს
breakdown	fear	0.469	ავარია
superstition	fear	0.469	ცრურწმენა
criticize	fear	0.469	აკრიტიკებენ
armored	fear	0.469	დაჯავშნული
illegality	fear	0.469	უკანონობა
overwhelmed	fear	0.469	გადატვირთული
infidelity	fear	0.469	ღალატი
thresh	fear	0.469	თლილი
scrapie	fear	0.469	სკრაპი
precipice	fear	0.469	უფსკრული
idolatry	fear	0.469	კერპთაყვანისმცემლობა
depressed	fear	0.469	დეპრესიული
subversion	fear	0.469	დივერსია
asteroid	fear	0.469	ასტეროიდი
jaws	fear	0.469	ყბები
accused	fear	0.469	ბრალდებული
sinking	fear	0.469	ჩაძირვა
admonition	fear	0.469	შეგონება
indict	fear	0.469	საბრალდებო დასკვნა
quiver	fear	0.469	კანკალი
startle	fear	0.469	გაოცება
toothache	fear	0.469	კბილის ტკივილი
soulless	fear	0.469	უსულო
foreclose	fear	0.469	ჩამორთმევა
aftermath	fear	0.469	შემდგომი
fierce	fear	0.469	სასტიკი
fever	fear	0.469	ცხელება
intrusive	fear	0.469	ინტრუზიული
decomposition	fear	0.469	დაშლა
nervous	fear	0.469	ნერვული
animosity	fear	0.469	მტრობა
inmate	fear	0.469	პატიმარი
regime	fear	0.469	რეჟიმი
spear	fear	0.468	შუბი
nasty	fear	0.466	საზიზღარი
worried	fear	0.466	შეშფოთებული
puma	fear	0.465	პუმა
thirteenth	fear	0.465	მეცამეტე
contraband	fear	0.464	კონტრაბანდა
insecure	fear	0.461	არასაიმედო
disturbance	fear	0.459	არეულობა
denunciation	fear	0.456	დენონსაცია
destitute	fear	0.455	გაჭირვებული
stigma	fear	0.455	სტიგმა
powerfully	fear	0.454	ძლიერად
apprehension	fear	0.453	დაკავება
derogatory	fear	0.453	დამამცირებელი
disruption	fear	0.453	შეფერხება
rigor	fear	0.453	სიმკაცრე
dinosaur	fear	0.453	დინოზავრი
rifle	fear	0.453	თოფი
illicit	fear	0.453	უკანონო
grope	fear	0.453	ღრიალი
howl	fear	0.453	ყმუილი
stranger	fear	0.453	უცნობი
resisting	fear	0.453	წინააღმდეგობის გაწევა
resign	fear	0.453	გადადგეს
spasm	fear	0.453	სპაზმი
unspeakable	fear	0.453	უთქმელი
quandary	fear	0.453	გაურკვევლობა
shrill	fear	0.453	შრიალი
penal	fear	0.453	სასჯელი
lockup	fear	0.453	ჩაკეტვა
indoctrination	fear	0.453	ინდოქტრინაცია
restrain	fear	0.453	შეკავება
disreputable	fear	0.453	უპატივცემულო
scold	fear	0.453	გაკიცხვა
wail	fear	0.453	ტირილი
omgomgomg	fear	0.453	ომგომგომგ
hydrocephalus	fear	0.453	ჰიდროცეფალია
warn	fear	0.453	გაფრთხილება
batter	fear	0.453	ცომი
ohgod	fear	0.453	ო ღმერთო
penalty	fear	0.453	ჯარიმა
straits	fear	0.453	სრუტეები
orphan	fear	0.453	ობოლი
urgent	fear	0.450	სასწრაფო
arraignment	fear	0.450	სასამართლო განხილვა
tramp	fear	0.440	მაწანწალა
stress	fear	0.439	სტრესი
behemoth	fear	0.439	ბეჰემოთი
accidental	fear	0.438	შემთხვევითი
dominate	fear	0.438	დომინირებს
cabal	fear	0.438	კაბალი
accuser	fear	0.438	ბრალმდებელი
debacle	fear	0.438	დეგუსტაცია
perverse	fear	0.438	გარყვნილი
looming	fear	0.438	მოსალოდნელია
yell	fear	0.438	ყვირილი
forfeiture	fear	0.438	კონფისკაცია
infirmity	fear	0.438	უძლურება
expel	fear	0.438	განდევნა
probation	fear	0.438	გამოსაცდელი
falter	fear	0.438	იკბინება
tribunal	fear	0.438	ტრიბუნალი
atrophy	fear	0.438	ატროფია
aghhh	fear	0.438	აჰჰჰ
bewildered	fear	0.438	დაბნეული
asp	fear	0.438	ასპ
mace	fear	0.438	მაკე
wince	fear	0.438	გაწბილება
concealed	fear	0.438	მიმალული
indomitable	fear	0.438	შეუპოვარი
illegitimate	fear	0.438	არალეგიტიმური
stripped	fear	0.438	გაშიშვლებული
unprepared	fear	0.438	მოუმზადებელი
entangled	fear	0.438	ჩახლართული
coldsweat	fear	0.438	ცივი ოფლი
dentists	fear	0.438	სტომატოლოგები
predicament	fear	0.438	გასაჭირი
rheumatism	fear	0.438	რევმატიზმი
displaced	fear	0.438	გადაადგილებული
dislocated	fear	0.438	დისლოცირებული
prick	fear	0.438	ჩხვლეტა
targeting	fear	0.438	დამიზნება
obstruct	fear	0.438	დაბრკოლება
gasping	fear	0.438	სუნთქვაშეკრული
scarcity	fear	0.438	სიმცირე
irreconcilable	fear	0.438	შეურიგებელი
impermeable	fear	0.438	წყალგაუმტარი
broke	fear	0.438	გატეხა
halting	fear	0.435	შეჩერება
mysterious	fear	0.435	იდუმალი
insulting	fear	0.435	შეურაცხმყოფელი
rebels	fear	0.435	მეამბოხეები
repulsion	fear	0.431	მოგერიება
glare	fear	0.430	ნათება
punitive	fear	0.425	დამსჯელი
sordid	fear	0.425	საზიზღარი
stake	fear	0.423	ფსონი
tempest	fear	0.423	ქარიშხალი
deleterious	fear	0.422	მავნე
reticent	fear	0.422	თავშეკავებული
stresses	fear	0.422	ხაზს უსვამს
fainting	fear	0.422	გაბრუება
offense	fear	0.422	დანაშაული
extrajudicial	fear	0.422	სასამართლოს გარეშე
delusion	fear	0.422	ბოდვა
thumping	fear	0.422	ურტყამს
lament	fear	0.422	გოდება
depress	fear	0.422	დეპრესია
usurped	fear	0.422	უზურპირებული
bigot	fear	0.422	დიდსულოვანი
hydra	fear	0.422	ჰიდრა
stressin	fear	0.422	სტრესინი
coyote	fear	0.422	კოიოტი
wilderness	fear	0.422	უდაბნო
infamous	fear	0.422	სამარცხვინო
troll	fear	0.422	ტროლი
dissident	fear	0.422	დისიდენტი
unnatural	fear	0.422	არაბუნებრივი
disappear	fear	0.422	გაქრება
bayonet	fear	0.422	ბაიონეტი
depresson	fear	0.422	დეპრესია
anathema	fear	0.422	ანათემა
steal	fear	0.422	მოპარვა
publicspeaking	fear	0.422	საჯარო გამოსვლები
burdensome	fear	0.422	მძიმე
bier	fear	0.422	ბიერი
prowl	fear	0.422	ტრიალი
ultimatum	fear	0.422	ულტიმატუმი
varicella	fear	0.422	ვარიცელა
suspension	fear	0.422	შეჩერება
unsteady	fear	0.422	არასტაბილური
heathen	fear	0.422	წარმართი
alien	fear	0.422	უცხოპლანეტელი
adversity	fear	0.418	უბედურება
ineptitude	fear	0.417	უუნარობა
outsider	fear	0.413	აუტსაიდერი
ugliness	fear	0.410	სიმახინჯე
immoral	fear	0.410	ამორალური
vulture	fear	0.410	ულვა
ghetto	fear	0.406	გეტო
nausea	fear	0.406	გულისრევა
weakly	fear	0.406	სუსტად
penance	fear	0.406	მონანიება
distressed	fear	0.406	შეწუხდა
dominant	fear	0.406	დომინანტური
disallowed	fear	0.406	დაუშვებელია
recklessness	fear	0.406	დაუფიქრებლობა
insolvent	fear	0.406	გადახდისუუნარო
wary	fear	0.406	დამფრთხალი
scar	fear	0.406	ნაწიბუროვანი
ohdear	fear	0.406	ოჰ ძვირფასო
drones	fear	0.406	დრონები
tearful	fear	0.406	ცრემლიანი
stretcher	fear	0.406	საკაცე
stressing	fear	0.406	ხაზს უსვამს
omnipotence	fear	0.406	ყოვლისშემძლეობა
rubble	fear	0.406	ნანგრევები
escape	fear	0.406	გაქცევა
whimper	fear	0.406	კვნესა
dismissal	fear	0.406	სამსახურიდან გათავისუფლება
screech	fear	0.406	ყვირილი
resection	fear	0.406	რეზექცია
disorder	fear	0.406	განუკითხაობა
possession	fear	0.406	ფლობა
claw	fear	0.406	კლანჭა
blackout	fear	0.406	დაბნელება
squall	fear	0.406	შხუილი
disabled	fear	0.406	ინვალიდი
deport	fear	0.406	დეპორტაცია
disgust	fear	0.406	ზიზღი
stressful	fear	0.406	სტრესული
socialism	fear	0.405	სოციალიზმი
conspiracy	fear	0.400	შეთქმულება
toughness	fear	0.400	სიმტკიცე
defection	fear	0.398	დეფექცია
absence	fear	0.396	არარსებობა
moan	fear	0.394	კვნესა
crusade	fear	0.392	ჯვაროსნული ლაშქრობა
overt	fear	0.391	აშკარა
whatdoido	fear	0.391	რა გავაკეთო
refutation	fear	0.391	უარყოფა
descent	fear	0.391	დაღმართი
reject	fear	0.391	უარყოს
suspicion	fear	0.391	ეჭვი
exigent	fear	0.391	საჭირო
concealment	fear	0.391	დამალვა
xanax	fear	0.391	xanax
cleave	fear	0.391	გაკვეთა
diagnosis	fear	0.391	დიაგნოზი
separation	fear	0.391	განშორება
spaz	fear	0.391	სპაზ
musket	fear	0.391	მუშკეტი
brimstone	fear	0.391	გოგირდის
repellent	fear	0.391	მომგერიებელი
discrimination	fear	0.391	დისკრიმინაცია
unrest	fear	0.391	არეულობა
insolvency	fear	0.391	გადახდისუუნარობა
submission	fear	0.391	წარდგენა
mental	fear	0.391	გონებრივი
scarecrow	fear	0.391	საშინელება
snare	fear	0.391	მახე
unemployed	fear	0.391	უმუშევარი
stifled	fear	0.391	დაახრჩო
procedure	fear	0.391	პროცედურა
excitation	fear	0.391	აღგზნება
cyst	fear	0.391	კისტა
avoiding	fear	0.391	თავიდან აცილება
lose	fear	0.391	დაკარგავს
nervy	fear	0.391	ნერვიული
gulp	fear	0.391	ყელში
conquer	fear	0.391	დაიპყრო
dubious	fear	0.391	საეჭვო
hardened	fear	0.391	გამაგრებული
radon	fear	0.391	რადონი
urgency	fear	0.391	სასწრაფოობა
theocratic	fear	0.391	თეოკრატიული
poverty	fear	0.391	სიღარიბე
throb	fear	0.388	throb
outcast	fear	0.388	განდევნილი
orc	fear	0.388	ორკი
disapprove	fear	0.380	უარყოფა
dontpanic	fear	0.378	ნუ აჰყვებით პანიკას
withdrawals	fear	0.377	გატანა
plea	fear	0.377	საპროცესო
expose	fear	0.375	გამოამჟღავნონ
edict	fear	0.375	განკარგულება
frigate	fear	0.375	ფრეგატი
bunker	fear	0.375	ბუნკერი
obligor	fear	0.375	ვალდებული
suspected	fear	0.375	ეჭვმიტანილი
interrogate	fear	0.375	დაკითხვა
escaped	fear	0.375	გაიქცა
flu	fear	0.375	გრიპი
ocd	fear	0.375	ოკდ
taunt	fear	0.375	დაცინვა
sultan	fear	0.375	სულთანი
bad	fear	0.375	ცუდი
bankrupt	fear	0.375	გაკოტრებული
psychological	fear	0.375	ფსიქოლოგიური
dentistry	fear	0.375	სტომატოლოგია
chimera	fear	0.375	ქიმერა
sneaking	fear	0.375	შეპარული
nauseous	fear	0.375	გულისრევა
barricade	fear	0.375	ბარიკადი
locust	fear	0.375	კალია
dissolution	fear	0.375	დაშლა
misconception	fear	0.375	მცდარი წარმოდგენა
embarrassment	fear	0.375	უხერხულობა
chasm	fear	0.375	უფსკრული
grieve	fear	0.375	მწუხარებას
khan	fear	0.375	ხანი
coldness	fear	0.375	სიცივე
kerosene	fear	0.375	ნავთი
antsy	fear	0.375	ჭიანჭველა
mentalhealth	fear	0.375	ფსიქიკური ჯანმრთელობის
obi	fear	0.375	ობი
pressure	fear	0.375	წნევა
military	fear	0.375	სამხედრო
whirlpool	fear	0.375	მორევი
repellant	fear	0.373	რეპელანტი
unknown	fear	0.369	უცნობი
pare	fear	0.367	გაპარვა
jealousy	fear	0.365	ეჭვიანობა
formidable	fear	0.359	შესანიშნავი
desert	fear	0.359	უდაბნო
cautionary	fear	0.359	გამაფრთხილებელი
onedge	fear	0.359	ერთჯერადი
jaundice	fear	0.359	სიყვითლე
pessimism	fear	0.359	პესიმიზმი
recurring	fear	0.359	განმეორებადი
difficult	fear	0.359	რთული
concerned	fear	0.359	შეშფოთებული
consternation	fear	0.359	შეშფოთება
bottomless	fear	0.359	უძირო
revolution	fear	0.359	რევოლუცია
stint	fear	0.359	სტაჟირება
government	fear	0.359	მთავრობა
bankruptcy	fear	0.359	გაკოტრება
timid	fear	0.359	მორცხვი
contempt	fear	0.359	ზიზღი
warned	fear	0.359	გაფრთხილებული
measles	fear	0.359	წითელა
rejects	fear	0.359	უარყოფს
sectarian	fear	0.359	სექტანტი
headaches	fear	0.359	თავის ტკივილი
dart	fear	0.359	ისარი
sortie	fear	0.359	დაშვება
wasting	fear	0.359	გაფლანგვა
conquest	fear	0.359	დაპყრობა
depreciation	fear	0.359	ამორტიზაცია
mournful	fear	0.359	სამწუხარო
mandamus	fear	0.359	მანდამუსი
spike	fear	0.359	სპიკი
cur	fear	0.359	განკურნება
burke	fear	0.359	ბურკი
rebel	fear	0.359	მეამბოხე
exam	fear	0.359	გამოცდა
anomaly	fear	0.359	ანომალია
mug	fear	0.359	ჭიქა
constrain	fear	0.358	შეზღუდვა
languishing	fear	0.358	იწურება
bane	fear	0.356	ბანი
impeach	fear	0.354	იმპიჩმენტი
warden	fear	0.354	მცველი
adverse	fear	0.352	არასასურველი
lawyer	fear	0.349	ადვოკატი
libel	fear	0.348	ცილისწამება
retrenchment	fear	0.345	შემცირება
imminent	fear	0.345	გარდაუვალი
shame	fear	0.344	სირცხვილი
avoidance	fear	0.344	თავიდან აცილება
shortage	fear	0.344	დეფიციტი
opium	fear	0.344	ოპიუმი
swerve	fear	0.344	გადახვევა
evade	fear	0.344	მორიდება
servile	fear	0.344	სერვილური
pest	fear	0.344	მავნებელი
hesitation	fear	0.344	ყოყმანი
loneliness	fear	0.344	მარტოობა
discipline	fear	0.344	დისციპლინა
fanaticism	fear	0.344	ფანატიზმი
sorrow	fear	0.344	მწუხარება
hiss	fear	0.344	ჩურჩული
belittle	fear	0.344	დააკნინება
knell	fear	0.344	დაჩოქება
contentious	fear	0.344	სადავო
bearish	fear	0.344	დათვი
opposed	fear	0.344	ეწინააღმდეგებოდა
launches	fear	0.344	გაშვება
