English Word	Emotion	Emotion-Intensity-Score	Maltese Word
smiled	joy	0.682	tbissem
brightens	joy	0.682	jgħajjat
tranquility	joy	0.679	trankwillità
marry	joy	0.676	jiżżewġu
embrace	joy	0.676	tħaddan
positively	joy	0.676	pożittiv
grin	joy	0.672	grin
hug	joy	0.672	tgħanniqa
hilarious	joy	0.672	tad-daħq
dearest	joy	0.672	għeżież
contentment	joy	0.672	kuntentizza
accomplished	joy	0.672	mwettqa
relaxation	joy	0.672	rilassament
bday	joy	0.672	jum
enliven	joy	0.672	ħajjar
weeeee	joy	0.672	weeeee
giggles	joy	0.672	daħka
fulfilled	joy	0.667	sodisfatti
bountiful	joy	0.667	abbundanti
victor	joy	0.667	rebbieħ
adore	joy	0.667	nadura
boisterous	joy	0.667	ħarxa
fulfill	joy	0.664	tissodisfa
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	prospera
appreciation	joy	0.656	apprezzament
serenity	joy	0.656	serenità
happynewyear	joy	0.656	Is-Sena t-Tajba
humor	joy	0.656	umoriżmu
satisfy	joy	0.656	jissodisfaw
besties	joy	0.656	besties
encouraged	joy	0.656	mħeġġa
captivate	joy	0.656	captivate
christmaseve	joy	0.656	lejliet il-Milied
glow	joy	0.656	tiddix
romanticism	joy	0.656	romantizmu
innerpeace	joy	0.656	innerpeace
pleasant	joy	0.656	pjaċevoli
praises	joy	0.652	ifaħħar
abundance	joy	0.652	abbundanza
fortunes	joy	0.652	fortuni
engaged	joy	0.652	ingaġġat
praised	joy	0.652	imfaħħar
relaxing	joy	0.652	rilassati
treasure	joy	0.652	teżor
satisfaction	joy	0.652	sodisfazzjon
nothingbetter	joy	0.647	xejn aħjar
affection	joy	0.647	affezzjoni
relieved	joy	0.647	meħlus
complement	joy	0.647	jikkumplimentaw
carnival	joy	0.643	karnival
priceless	joy	0.641	imprezzabbli
uplifting	joy	0.641	jgħolli
sensuality	joy	0.641	senswalità
saintly	joy	0.641	qaddis
champion	joy	0.641	champion
thanksgiving	joy	0.641	radd il-ħajr
harmoniously	joy	0.641	armonjuż
wedding	joy	0.641	tieġ
achieve	joy	0.641	tikseb
divine	joy	0.641	divina
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	qamar il-għasel
exalt	joy	0.636	teżalta
twinkle	joy	0.636	twinkle
comforting	joy	0.636	ta’ faraġ
felicity	joy	0.636	ferħ
peaceful	joy	0.636	paċifika
climax	joy	0.636	il-qofol
winner	joy	0.636	rebbieħ
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	tgħanniha
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ħarsa tal-istilel
festival	joy	0.625	festival
sweet	joy	0.625	ħelu
generosity	joy	0.625	ġenerożità
brighter	joy	0.625	isbaħ
praisegod	joy	0.625	praiseegod
gorgeous	joy	0.625	sabiħ ħafna
hearts	joy	0.625	qlub
amusing	joy	0.625	divertenti
fondness	joy	0.625	fondness
snuggling	joy	0.625	snuggling
reward	joy	0.625	premju
sex	joy	0.622	sess
kind	joy	0.621	tip
genial	joy	0.621	ġenjali
parade	joy	0.621	parata
applause	joy	0.621	ċapċip
beauty	joy	0.621	sbuħija
fulfilling	joy	0.618	tissodisfa
aspiring	joy	0.618	jaspiraw
newlife	joy	0.618	ħajja ġdida
godbless	joy	0.616	Alla jbierek
virtuous	joy	0.613	virtuż
kiss	joy	0.610	bewsa
christmas	joy	0.609	Milied
rainbows	joy	0.609	qawsalla
elegance	joy	0.609	eleganti
generous	joy	0.609	ġeneruż
super	joy	0.609	super
playful	joy	0.609	jilgħab
enlightenment	joy	0.609	kjarifika
praiseworthy	joy	0.609	ta’ min ifaħħar
awards	joy	0.609	premjijiet
adorable	joy	0.609	adorable
rekindle	joy	0.609	qajjem mill-ġdid
winnings	joy	0.609	rebħ
independence	joy	0.607	indipendenza
amour	joy	0.607	amour
kindness	joy	0.606	ġentilezza
surprises	joy	0.606	sorpriżi
heheh	joy	0.606	heheh
hilarity	joy	0.606	ilarità
wonder	joy	0.606	nistaqsi
freely	joy	0.606	liberament
successful	joy	0.606	suċċess
inspired	joy	0.606	ispirati
onelove	joy	0.606	imħabba waħda
whimsical	joy	0.603	kapriċċi
entertainment	joy	0.603	divertiment
passion	joy	0.603	passjoni
stressfree	joy	0.601	mingħajr stress
beautify	joy	0.601	isebbaħ
sunrise	joy	0.600	tlugħ ix-xemx
godisgood	joy	0.597	Alla tajjeb
goodmusic	joy	0.594	mużika tajba
revere	joy	0.594	revere
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfara
inspire	joy	0.594	jispira
angel	joy	0.594	anġlu
thankgod	joy	0.594	ghall-grazzja ta 'Alla
goodies	joy	0.594	goodies
jesus	joy	0.594	Ġesù
accomplishment	joy	0.594	tlestija
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	paċifiku
flirt	joy	0.594	flirt
friendship	joy	0.591	ħbiberija
singing	joy	0.591	kant
heroic	joy	0.591	erojku
exalted	joy	0.591	eżaltat
fortune	joy	0.591	fortuna
highest	joy	0.591	l-ogħla
summer	joy	0.591	is-sajf
contented	joy	0.588	kuntent
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	ifur
woot	joy	0.588	woot
accolade	joy	0.586	rikonoxxenza
hope	joy	0.586	tama
cozy	joy	0.583	komdu
delicious	joy	0.579	Delicious
raving	joy	0.578	raving
thelife	joy	0.578	il-ħajja
darling	joy	0.578	ħanini
sensuous	joy	0.578	sensuous
picturesque	joy	0.578	pittoresk
friendly	joy	0.578	ħbiberija
everlasting	joy	0.578	għal dejjem
praise	joy	0.578	tifħir
ambition	joy	0.578	ambizzjoni
sparkle	joy	0.577	sparkle
sensual	joy	0.576	senswali
peace	joy	0.576	paċi
flattering	joy	0.576	flattering
grace	joy	0.576	grazzja
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	erojiżmu
succeeding	joy	0.576	suċċess
yeahhh	joy	0.576	yeahhh
special	joy	0.574	speċjali
livelife	joy	0.574	Għix il-ħajja
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	ippumpjat
yey	joy	0.562	yey
surprise	joy	0.562	sorpriża
sunny	joy	0.562	xemxi
prevail	joy	0.562	jipprevalu
revels	joy	0.562	revels
humorous	joy	0.562	umoristiku
sweets	joy	0.562	ħelu
liking	joy	0.562	Predisposizzjoni
admirable	joy	0.562	ammirevoli
superstar	joy	0.562	superstar
relax	joy	0.562	irrilassa
prosper	joy	0.562	jirnexxu
hero	joy	0.562	eroj
hugs	joy	0.562	tgħanniq
worthwhile	joy	0.562	vallapena
newyear	joy	0.561	sena gdida
tenderness	joy	0.561	tenerezza
bless	joy	0.561	bierku
favorable	joy	0.561	favorevoli
freedom	joy	0.561	libertà
masterpiece	joy	0.561	kapulavur
dreams	joy	0.559	ħolm
hopeful	joy	0.559	tama
home	joy	0.559	dar
cruising	joy	0.556	moderata
gracias	joy	0.554	grazzi
faithfulness	joy	0.553	fedeltà
eagerness	joy	0.552	ħeġġa
closeness	joy	0.552	qrubija
sunshine	joy	0.551	xemx
comfy	joy	0.551	komdu
vacation	joy	0.547	vaganza
celestial	joy	0.547	ċelesti
good	joy	0.547	tajba
elite	joy	0.547	elite
illuminate	joy	0.547	idawwal
confidence	joy	0.547	kunfidenza
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	bint
lifted	joy	0.547	merfugħa
goodmorning	joy	0.547	Bongu
zeal	joy	0.547	ħeġġa
gifts	joy	0.547	rigali
gift	joy	0.547	rigal
astonishment	joy	0.547	stagħġib
heart	joy	0.547	qalb
completion	joy	0.547	tlestija
bonus	joy	0.547	bonus
charmed	joy	0.546	charmed
dance	joy	0.545	żfin
sublime	joy	0.545	sublimi
recreation	joy	0.545	rikreazzjoni
encouragement	joy	0.545	inkoraġġiment
god	joy	0.545	alla
gush	joy	0.545	gush
freshstart	joy	0.544	bidu mill-ġdid
free	joy	0.544	ħielsa
savior	joy	0.543	salvatur
sanctuary	joy	0.541	santwarju
grandchildren	joy	0.540	neputijiet
wellness	joy	0.537	benessri
revel	joy	0.534	revel
music	joy	0.531	mużika
fab	joy	0.531	fab
bridal	joy	0.531	bridal
soar	joy	0.531	togħla
alive	joy	0.531	ħaj
money	joy	0.531	flus
soothing	joy	0.531	serħan il-moħħ
serene	joy	0.531	seren
holiness	joy	0.531	qdusija
inspirational	joy	0.531	ispirazzjoni
matrimony	joy	0.531	żwieġ
dayoff	joy	0.531	dayoff
savor	joy	0.531	nduqu
vitality	joy	0.531	vitalità
confident	joy	0.531	kunfidenti
firstborn	joy	0.531	l-ewwel imwieled
rainbow	joy	0.531	qawsalla
liberation	joy	0.531	liberazzjoni
elegant	joy	0.530	eleganti
mastery	joy	0.530	ħakma
glimmer	joy	0.530	glimmer
illumination	joy	0.530	illuminazzjoni
blossom	joy	0.530	fjur
warmth	joy	0.530	sħana
welcomed	joy	0.530	milqugħa
treat	joy	0.529	kura
faithful	joy	0.529	fidila
snuggles	joy	0.522	snuggles
laurels	joy	0.521	lavur
commendable	joy	0.519	ifaħħarha
succeed	joy	0.516	tirnexxi
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	noschool
brotherly	joy	0.516	aħwa
silly	joy	0.516	iblah
abundant	joy	0.516	abbundanti
fancy	joy	0.516	fancy
resplendent	joy	0.516	splendenti
strengthening	joy	0.516	tisħiħ
presents	joy	0.516	jippreżenta
pride	joy	0.516	kburija
almighty	joy	0.516	li jista’ kollox
powerful	joy	0.516	qawwija
aspire	joy	0.516	jaspira
remarkable	joy	0.516	notevoli
greeted	joy	0.516	milqugħa
thanking	joy	0.515	nirringrazzja
cutie	joy	0.515	cutie
kudos	joy	0.515	awguri
therapeutic	joy	0.515	terapewtiċi
zen	joy	0.515	zen
coronation	joy	0.515	inkurunazzjoni
complete	joy	0.515	kompluta
shining	joy	0.515	brillanti
spirit	joy	0.515	spirtu
princely	joy	0.515	prinċpjuż
vivid	joy	0.515	ħaj
comfort	joy	0.515	kumdità
leisure	joy	0.515	divertiment
reunited	joy	0.515	magħqudin mill-ġdid
kid	joy	0.515	tifel
newme	joy	0.515	newme
payday	joy	0.515	Payday
animated	joy	0.515	animati
familytime	joy	0.515	ħin tal-familja
relationship	joy	0.514	relazzjoni
godly	joy	0.514	ta’ Alla
marriage	joy	0.514	żwieġ
daymade	joy	0.514	jummade
spouse	joy	0.507	konjuġi
intimately	joy	0.507	intimament
respect	joy	0.500	rispett
bloom	joy	0.500	fjur
purr	joy	0.500	purr
carefree	joy	0.500	bla nkwiet ta xejn
nature	joy	0.500	natura
encourage	joy	0.500	iħeġġeġ
soulful	joy	0.500	soulful
refreshed	joy	0.500	aggornata
family	joy	0.500	familja
gem	joy	0.500	ġawhra
meritorious	joy	0.500	meritevoli
achieved	joy	0.500	miksub
motherhood	joy	0.500	maternità
holyspirit	joy	0.500	spirtu qaddis
surreal	joy	0.500	surreali
charitable	joy	0.500	karitatevoli
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	eżenzjoni mill-istress
erotic	joy	0.500	erotic
inviting	joy	0.500	tistieden
baby	joy	0.500	tarbija
dignity	joy	0.500	dinjità
satisfied	joy	0.500	sodisfatt
visionary	joy	0.500	viżjonarju
memorable	joy	0.500	memorabbli
veracity	joy	0.500	veraċità
healthy	joy	0.500	b'saħħithom
welcoming	joy	0.500	merħba
diamond	joy	0.500	djamant
christ	joy	0.500	Kristu
beach	joy	0.500	bajja
accomplish	joy	0.500	twettaq
friends	joy	0.500	ħbieb
excel	joy	0.500	jisbqu
health	joy	0.493	is-saħħa
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	approvati
oasis	joy	0.486	oasi
liberty	joy	0.486	libertà
crowning	joy	0.485	inkurunament
aspiration	joy	0.485	aspirazzjoni
privileged	joy	0.485	privileġġjat
crescendo	joy	0.485	crescendo
rapture	joy	0.485	rapture
liberate	joy	0.485	jillibera
nocomplaints	joy	0.485	nocomplaints
prestige	joy	0.485	prestiġju
bounty	joy	0.485	bounty
gentle	joy	0.485	ġentili
inseparable	joy	0.485	inseparabbli
engaging	joy	0.485	involviment
loyal	joy	0.485	leali
betrothed	joy	0.485	għarusa
transcendence	joy	0.484	traxxendenza
selfworth	joy	0.484	selfworth
yummy	joy	0.484	yummy
datenight	joy	0.484	datanight
destiny	joy	0.484	id-destin
heyday	joy	0.484	l-aqwa jum
aloha	joy	0.484	aloha
desire	joy	0.484	xewqa
dream	joy	0.484	ħolma
luck	joy	0.484	xortih
fete	joy	0.484	fete
trophy	joy	0.484	trofew
bouquet	joy	0.484	bukkett
chocolate	joy	0.484	ċikkulata
creativity	joy	0.484	kreattività
boyfriend	joy	0.480	għarus
commemoration	joy	0.479	kommemorazzjoni
intelligence	joy	0.477	intelliġenza
readiness	joy	0.473	prontezza
friend	joy	0.471	ħabib
bride	joy	0.471	għarusa
enthusiast	joy	0.471	entużjast
lush	joy	0.470	lush
inheritance	joy	0.470	wirt
soothe	joy	0.470	ittaffi
tickle	joy	0.470	tikkek
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalġija
massage	joy	0.470	massaġġi
calming	joy	0.470	paċifikazzjoni
adventure	joy	0.470	avventura
pretty	joy	0.469	pretty
purring	joy	0.469	purring
eternal	joy	0.469	eterna
humanitarian	joy	0.469	umanitarja
nurture	joy	0.469	trawwem
giving	joy	0.469	tagħti
rest	joy	0.469	mistrieħ
getaway	joy	0.469	Mur 'l hemm
goals	joy	0.469	għanijiet
pray	joy	0.469	itolbu
bridegroom	joy	0.469	għarus
heartily	joy	0.469	bil-qalb
luster	joy	0.469	tleqqija
bonding	joy	0.469	twaħħil
princess	joy	0.469	prinċipessa
amicable	joy	0.469	amikevoli
benevolence	joy	0.469	benevolenza
child	joy	0.466	tifel
salutary	joy	0.465	salutari
invite	joy	0.457	jistieden
beam	joy	0.456	raġġ
reminiscing	joy	0.456	reminiscing
befriend	joy	0.455	tagħmel ħabib
aesthetics	joy	0.455	estetika
friday	joy	0.455	il-Ġimgħa
freshair	joy	0.455	arja friska
ceremony	joy	0.455	ċerimonja
kindred	joy	0.455	familjari
mindfulness	joy	0.455	mindfulness
sonice	joy	0.455	sonice
elevation	joy	0.455	elevazzjoni
tropical	joy	0.455	tropikali
scholarship	joy	0.455	borża ta’ studju
hee	joy	0.455	hee
noworries	joy	0.453	tinkwetax
allure	joy	0.453	allure
approve	joy	0.453	japprova
scenery	joy	0.453	xenarju
waterfall	joy	0.453	kaskata
vindication	joy	0.453	vendikazzjoni
namaste	joy	0.453	namaste
commemorate	joy	0.453	jikkommemoraw
faith	joy	0.453	fidi
birth	joy	0.453	twelid
forgiveness	joy	0.453	maħfra
journey	joy	0.447	vjaġġ
meditation	joy	0.446	meditazzjoni
relaxed	joy	0.442	rilassat
present	joy	0.441	rigal
weekend	joy	0.441	weekend
tender	joy	0.441	offerta
tranquil	joy	0.441	trankwill
lyrical	joy	0.439	lirika
sharing	joy	0.439	qsim
esteem	joy	0.439	stima
nostalgic	joy	0.439	nostalġiku
prayer	joy	0.439	talb
righteousness	joy	0.439	tjieba
husband	joy	0.438	ir-raġel
relief	joy	0.438	eżenzjoni
strength	joy	0.438	saħħa
mighty	joy	0.438	qawwi
unbeaten	joy	0.438	bla telfa
eager	joy	0.438	ħerqana
share	joy	0.438	sehem
newday	joy	0.438	jum ġdid
sonnet	joy	0.438	sunet
meditate	joy	0.438	timmedita
life	joy	0.438	ħajja
winterbreak	joy	0.429	xitwa
warm	joy	0.429	sħuna
movingforward	joy	0.429	Nimxu il-quddiem
buddy	joy	0.427	buddy
oneness	joy	0.426	unità
unconstrained	joy	0.424	mhux kostrett
amen	joy	0.424	amen
reverence	joy	0.424	riverenza
healthful	joy	0.424	għas-saħħa
thelittlethings	joy	0.424	il-ftit affarijiet
medal	joy	0.424	midalja
unsurpassed	joy	0.424	bla qabeż
candlelight	joy	0.424	dawl tax-xemgħa
carols	joy	0.424	innijiet
ejaculation	joy	0.424	eġakulazzjoni
beginnings	joy	0.422	bidu
sledding	joy	0.422	sledding
graduation	joy	0.422	gradwazzjoni
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	faċilità
symphony	joy	0.422	sinfonija
wealth	joy	0.422	ġid
helpful	joy	0.422	utli
musical	joy	0.422	mużikali
glitter	joy	0.422	glitter
calmness	joy	0.422	kalma
energy	joy	0.422	enerġija
safe	joy	0.422	sigur
nostress	joy	0.421	tagħnas
soundness	joy	0.421	saħħa
promise	joy	0.415	wegħda
reunite	joy	0.414	jerġgħu jingħaqdu
mother	joy	0.412	omm
salvation	joy	0.412	salvazzjoni
poems	joy	0.412	poeżiji
clown	joy	0.409	buffu
lavender	joy	0.409	lavanda
immaculate	joy	0.409	immakulata
purify	joy	0.409	jippurifika
inauguration	joy	0.409	inawgurazzjoni
aromatherapy	joy	0.409	aromaterapija
lighten	joy	0.409	ħaffef
travel	joy	0.409	l-ivvjaġġar
cash	joy	0.406	flus kontanti
companion	joy	0.406	sieħba
live	joy	0.406	jgħix
opportune	joy	0.406	opportun
completing	joy	0.406	tlestija
charity	joy	0.406	karità
heal	joy	0.406	fejqan
star	joy	0.406	stilla
wishing	joy	0.406	jixtiequ
flowers	joy	0.406	fjuri
income	joy	0.403	dħul
soul	joy	0.401	ruħ
munchies	joy	0.400	munchies
emancipation	joy	0.397	emanċipazzjoni
indescribable	joy	0.397	indeskrivibbli
progress	joy	0.397	progress
equality	joy	0.394	ugwaljanza
childhood	joy	0.394	tfulija
together	joy	0.394	flimkien
rhythmical	joy	0.394	ritmika
fullness	joy	0.394	milja
calm	joy	0.394	kalm
hammock	joy	0.394	hammock
picnic	joy	0.394	pikniks
movies	joy	0.393	films
zealous	joy	0.393	żeluż
playground	joy	0.391	bitħa
affluence	joy	0.391	ġid
warms	joy	0.391	jisħon
choir	joy	0.391	kor
littlethings	joy	0.391	affarijiet zghar
auspicious	joy	0.391	awspiċju
meaningful	joy	0.391	sinifikanti
adventures	joy	0.391	avventuri
goofy	joy	0.391	goofy
starry	joy	0.391	starry
humanity	joy	0.391	umanità
gesture	joy	0.387	ġest
witty	joy	0.382	witty
vow	joy	0.382	wegħda
shopping	joy	0.382	xiri
vibes	joy	0.379	vibes
worship	joy	0.379	qima
jump	joy	0.379	jaqbżu
communion	joy	0.379	tqarbina
reverend	joy	0.377	reverendu
rising	joy	0.375	jogħlew
advance	joy	0.375	bil-quddiem
beaches	joy	0.375	bajjiet
sonorous	joy	0.375	sonoruż
courtship	joy	0.375	courtship
experience	joy	0.375	esperjenza
reunion	joy	0.375	rijunjoni
simplicity	joy	0.375	sempliċità
full	joy	0.375	sħiħa
hymn	joy	0.375	innu
spirits	joy	0.375	spirti
unforgettable	joy	0.375	indimentikabbli
mirth	joy	0.375	ferħ
youth	joy	0.375	iż-żgħażagħ
scenic	joy	0.375	xeniċi
unique	joy	0.375	uniku
redeemed	joy	0.375	mifdija
alliance	joy	0.368	alleanza
baptismal	joy	0.368	magħmudija
grant	joy	0.366	għotja
kitten	joy	0.364	kitten
sanctification	joy	0.364	qdusija
conciliation	joy	0.364	konċiljazzjoni
improves	joy	0.364	titjieb
pure	joy	0.364	pur
improve	joy	0.364	ittejjeb
authentic	joy	0.364	awtentiku
moonlight	joy	0.364	dawl tal-qamar
weightloss	joy	0.362	telf ta’ piż
raspberries	joy	0.360	lampun
feeling	joy	0.359	tħossok
jest	joy	0.359	ċajta
independent	joy	0.359	indipendenti
sanctify	joy	0.359	qaddis
devotional	joy	0.359	devozzjonali
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	profiċjenza
listenting	joy	0.359	smigħ
fidelity	joy	0.359	fedeltà
revival	joy	0.359	qawmien mill-ġdid
giver	joy	0.353	min jagħti
cocoa	joy	0.353	kawkaw
deliverance	joy	0.348	ħelsien
melody	joy	0.348	melodija
unification	joy	0.348	unifikazzjoni
romp	joy	0.348	romp
purpose	joy	0.348	għan
choral	joy	0.348	korali
exceed	joy	0.348	jaqbeż
dolphin	joy	0.348	delfini
roaring	joy	0.348	jgħajjat
favor	joy	0.348	favur
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	frott
cookies	joy	0.344	cookies
manicure	joy	0.344	manikjur
nowork	joy	0.344	nowork
date	joy	0.344	data
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedoniżmu
pledge	joy	0.344	rahan
electric	joy	0.344	elettriku
humble	joy	0.344	umli
roadtrip	joy	0.344	vjaġġ bit-triq
thx	joy	0.344	Grazzi
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	ċelebrità
bridesmaid	joy	0.338	bridesmaid
rhythm	joy	0.338	ritmu
spa	joy	0.333	spa
snowday	joy	0.333	jum tas-silġ
familiarity	joy	0.333	familjarità
coffee	joy	0.333	kafè
edification	joy	0.333	edifikazzjoni
garden	joy	0.333	ġnien
renovation	joy	0.333	rinnovazzjoni
dawn	joy	0.333	bidunett
connoisseur	joy	0.333	konnoisseur
gazing	joy	0.333	iħares
obliging	joy	0.333	tobbliga
partner	joy	0.333	sieħeb
foodie	joy	0.331	foodie
synchronize	joy	0.329	jissinkronizza
tribulation	joy	0.328	tribulazzjoni
psalm	joy	0.328	salm
pedicure	joy	0.328	pedikjur
noregrets	joy	0.328	noregrets
chirping	joy	0.328	ċajpir
saint	joy	0.328	qaddis
healing	joy	0.328	fejqan
carol	joy	0.328	carol
true	joy	0.328	veru
hobby	joy	0.328	passatemp
amnesty	joy	0.328	amnestija
respite	joy	0.324	respite
recreational	joy	0.318	rikreattiv
cousins	joy	0.318	kuġini
mellow	joy	0.318	mellow
restorative	joy	0.318	ristoranti
lazyday	joy	0.318	għażżien
classics	joy	0.318	klassiċi
reconciliation	joy	0.316	rikonċiljazzjoni
woods	joy	0.312	imsaġar
progression	joy	0.312	progressjoni
muchneeded	joy	0.312	tant meħtieġa
sterling	joy	0.312	sterlina
dove	joy	0.312	ħamiema
simplify	joy	0.312	tissimplifika
fitness	joy	0.312	fitness
sunset	joy	0.312	nżul ix-xemx
wisdom	joy	0.312	għerf
relight	joy	0.312	relight
living	joy	0.312	għajxien
presto	joy	0.312	presto
playhouse	joy	0.312	playhouse
superman	joy	0.312	superman
pony	joy	0.312	poni
recovery	joy	0.312	irkupru
crafts	joy	0.312	snajja
lord	joy	0.312	Mulej
deal	joy	0.312	jittrattaw
improvement	joy	0.309	titjib
infant	joy	0.309	tarbija
absolution	joy	0.306	l-assoluzzjoni
honest	joy	0.303	onest
gently	joy	0.303	bil-mod
banquet	joy	0.303	banquet
established	joy	0.303	stabbilit
endless	joy	0.303	bla tmiem
decorating	joy	0.303	dekorazzjoni
providing	joy	0.300	jipprovdu
lounging	joy	0.297	lounging
growth	joy	0.297	tkabbir
strolling	joy	0.297	jimxu
feat	joy	0.297	proeza
morals	joy	0.297	morali
mine	joy	0.297	tiegħi
spending	joy	0.297	infiq
light	joy	0.297	dawl
spiritual	joy	0.297	spiritwali
quaint	joy	0.297	pittoresk
fraternal	joy	0.297	fraterna
notable	joy	0.297	magħruf
softly	joy	0.297	bil-mod
harvest	joy	0.297	ħsad
yearning	joy	0.297	ix-xenqa
breeze	joy	0.297	riħ
joker	joy	0.297	ċajtier
meditating	joy	0.297	timmedita
fervor	joy	0.295	fervur
quotes	joy	0.294	kwotazzjonijiet
volunteer	joy	0.294	voluntier
gain	joy	0.288	gwadann
resources	joy	0.288	riżorsi
create	joy	0.288	toħloq
psalms	joy	0.288	salmi
hippie	joy	0.288	hippie
taoism	joy	0.288	it-taoiżmu
midwife	joy	0.288	qabla
receiving	joy	0.287	jirċievi
snowfall	joy	0.286	borra
ocean	joy	0.286	oċean
lsd	joy	0.286	lsd
hiking	joy	0.283	mixi
evergreen	joy	0.281	Evergreen
destination	joy	0.281	destinazzjoni
candid	joy	0.281	sinċier
unwind	joy	0.281	tbatti
truce	joy	0.281	tregwa
toast	joy	0.281	toast
chill	joy	0.281	chill
infinity	joy	0.281	infinità
rested	joy	0.281	mistrieħa
buzzing	joy	0.281	buzzing
venerable	joy	0.279	venerabbli
balance	joy	0.275	bilanċ
retirement	joy	0.275	irtirar
fireplace	joy	0.273	nar
buddha	joy	0.273	buddha
devout	joy	0.273	devot
drinks	joy	0.273	xorb
rapt	joy	0.273	rapt
swim	joy	0.273	jgħum
compensate	joy	0.273	tikkumpensa
snowing	joy	0.271	borra
sublimation	joy	0.270	sublimazzjoni
fruity	joy	0.268	frott
sunday	joy	0.266	il-Ħadd
sketching	joy	0.266	tpinġi
paragon	joy	0.266	paragun
humility	joy	0.266	umiltà
ministry	joy	0.266	ministeru
waves	joy	0.266	mewġ
cathedral	joy	0.266	katidral
sun	joy	0.266	xemx
yoga	joy	0.266	yoga
fortitude	joy	0.266	fortitude
salute	joy	0.266	tislima
buddhism	joy	0.266	buddiżmu
whim	joy	0.266	kapriċċ
artwork	joy	0.265	xogħol tal-arti
practiced	joy	0.264	ipprattikat
clean	joy	0.260	nadif
running	joy	0.258	ġiri
clarity	joy	0.258	ċarezza
found	joy	0.258	misjuba
fitting	joy	0.258	twaħħil
immerse	joy	0.258	għaddas
exercise	joy	0.258	eżerċizzju
food	joy	0.258	ikel
autumn	joy	0.254	ħarifa
fit	joy	0.250	tajbin
morning	joy	0.250	filgħodu
contagious	joy	0.250	li jittieħed
outdoors	joy	0.250	barra
hardy	joy	0.250	jifilħu
candles	joy	0.250	xemgħat
advocacy	joy	0.250	promozzjoni
countryside	joy	0.250	kampanja
demonstrative	joy	0.250	dimostrattiv
football	joy	0.250	futbol
chirp	joy	0.250	ċapċ
chilled	joy	0.250	imkessaħ
undying	joy	0.250	bla mewt
visitor	joy	0.250	viżitatur
clap	joy	0.250	ċapċip
diary	joy	0.250	djarju
ardent	joy	0.250	ardent
expedient	joy	0.250	spedjenti
mountain	joy	0.250	muntanji
cradle	joy	0.247	benniena
trance	joy	0.246	trance
intense	joy	0.242	intensa
procession	joy	0.242	purċissjoni
church	joy	0.242	knisja
pay	joy	0.242	tħallas
supremacy	joy	0.242	supremazija
preservative	joy	0.242	preservattiv
grow	joy	0.242	jikbru
breakfast	joy	0.242	kolazzjon
consecration	joy	0.235	konsagrazzjoni
salary	joy	0.234	salarju
lifetime	joy	0.234	ħajja
incense	joy	0.234	inċens
ordination	joy	0.234	ordinazzjoni
snowy	joy	0.234	silġ
art	joy	0.234	art
nursery	joy	0.234	mixtla
skiing	joy	0.234	skiing
candle	joy	0.234	xemgħa
doll	joy	0.234	pupa
vote	joy	0.234	jivvota
humbled	joy	0.234	umiljat
lyre	joy	0.234	lira
pastry	joy	0.229	għaġina
remedy	joy	0.227	rimedju
chilling	joy	0.227	tkessiħ
firefly	joy	0.227	firefly
rescue	joy	0.225	salvataġġ
camping	joy	0.221	ikkampjar
perspective	joy	0.221	perspettiva
orchestra	joy	0.221	orkestra
orchard	joy	0.221	ġnien tal-frott
breezy	joy	0.219	breezy
gardens	joy	0.219	ġonna
castle	joy	0.219	kastell
lamb	joy	0.219	ħaruf
possess	joy	0.219	jippossjedu
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	mużika country
teach	joy	0.212	jgħallmu
brisk	joy	0.212	mgħaġġel
ribbon	joy	0.212	żigarella
raindrops	joy	0.212	qtar tax-xita
mucis	joy	0.212	mucis
repay	joy	0.212	tħallas lura
listneing	joy	0.212	is-smigħ
nap	joy	0.206	nap
legalized	joy	0.203	legalizzat
unexpected	joy	0.203	mhux mistennija
vernal	joy	0.203	vernali
chant	joy	0.203	kant
hire	joy	0.203	kiri
uncontrollable	joy	0.203	inkontrollabbli
stillness	joy	0.203	kwiet
lights	joy	0.203	dwal
