English Word	Emotion	Emotion-Intensity-Score	Finnish Word
thankyoujesus	joy	0.688	Kiitos Jeesus
angelic	joy	0.688	enkeli
goodhealth	joy	0.682	hyvä terveys
majestic	joy	0.682	majesteettinen
luscious	joy	0.682	mehevä
memoriesiwontforget	joy	0.682	muistot eivät unohdu
bestfriends	joy	0.682	parhaat ystävät
precious	joy	0.682	kallisarvoinen
appreciated	joy	0.682	arvostettu
exaltation	joy	0.682	korotus
smiled	joy	0.682	hymyili
brightens	joy	0.682	kirkastaa
tranquility	joy	0.679	rauhallisuus
marry	joy	0.676	naida
embrace	joy	0.676	omaksua
positively	joy	0.676	positiivisesti
grin	joy	0.672	virne
hug	joy	0.672	halata
hilarious	joy	0.672	hilpeä
dearest	joy	0.672	rakkain
contentment	joy	0.672	tyytyväisyys
accomplished	joy	0.672	saavutettu
relaxation	joy	0.672	rentoutumista
bday	joy	0.672	bday
enliven	joy	0.672	elävöittää
weeeee	joy	0.672	weeeee
giggles	joy	0.672	nauraa
fulfilled	joy	0.667	täyttynyt
bountiful	joy	0.667	runsas
victor	joy	0.667	voittaja
adore	joy	0.667	jumaloida
boisterous	joy	0.667	riehakas
fulfill	joy	0.664	täyttää
cuddles	joy	0.662	halauksia
prosperous	joy	0.660	vauras
appreciation	joy	0.656	arvostusta
serenity	joy	0.656	tyyneys
happynewyear	joy	0.656	hyvää uutta vuotta
humor	joy	0.656	huumori
satisfy	joy	0.656	tyydyttää
besties	joy	0.656	parhaat ystävät
encouraged	joy	0.656	kannustetaan
captivate	joy	0.656	valloittaa
christmaseve	joy	0.656	jouluaatto
glow	joy	0.656	hehku
romanticism	joy	0.656	romantiikkaa
innerpeace	joy	0.656	sisäinen rauha
pleasant	joy	0.656	miellyttävä
praises	joy	0.652	kiitosta
abundance	joy	0.652	yltäkylläisyys
fortunes	joy	0.652	omaisuuksia
engaged	joy	0.652	kihloissa
praised	joy	0.652	kiitosta
relaxing	joy	0.652	rentouttava
treasure	joy	0.652	aarre
satisfaction	joy	0.652	tyytyväisyys
nothingbetter	joy	0.647	ei mitään parempaa
affection	joy	0.647	kiintymystä
relieved	joy	0.647	helpottunut
complement	joy	0.647	täydentää
carnival	joy	0.643	karnevaali
priceless	joy	0.641	korvaamaton
uplifting	joy	0.641	kohottavaa
sensuality	joy	0.641	aistillisuus
saintly	joy	0.641	pyhä
champion	joy	0.641	mestari
thanksgiving	joy	0.641	kiitospäivä
harmoniously	joy	0.641	harmonisesti
wedding	joy	0.641	häät
achieve	joy	0.641	saavuttaa
divine	joy	0.641	jumalallinen
jackpot	joy	0.641	jättipotti
honeymoon	joy	0.636	häämatka
exalt	joy	0.636	korottaa
twinkle	joy	0.636	tuike
comforting	joy	0.636	lohduttavaa
felicity	joy	0.636	onni
peaceful	joy	0.636	rauhallinen
climax	joy	0.636	huipentuma
winner	joy	0.636	voittaja
reverie	joy	0.636	haaveilu
yayy	joy	0.636	yayy
cuddle	joy	0.636	halaus
xoxo	joy	0.634	suukkoja ja haleja
stargazing	joy	0.625	tähtien katselu
festival	joy	0.625	festivaali
sweet	joy	0.625	makea
generosity	joy	0.625	anteliaisuus
brighter	joy	0.625	kirkkaampi
praisegod	joy	0.625	ylistä Jumalaa
gorgeous	joy	0.625	upea
hearts	joy	0.625	sydämet
amusing	joy	0.625	huvittava
fondness	joy	0.625	rakkaus
snuggling	joy	0.625	käpertyä
reward	joy	0.625	palkinto
sex	joy	0.622	seksiä
kind	joy	0.621	kiltti
genial	joy	0.621	nerokas
parade	joy	0.621	paraati
applause	joy	0.621	suosionosoitukset
beauty	joy	0.621	kauneus
fulfilling	joy	0.618	täyttävä
aspiring	joy	0.618	pyrkivä
newlife	joy	0.618	uusi elämä
godbless	joy	0.616	Jumalan siunausta
virtuous	joy	0.613	hyveellinen
kiss	joy	0.610	suudella
christmas	joy	0.609	joulu
rainbows	joy	0.609	sateenkaaret
elegance	joy	0.609	eleganssi
generous	joy	0.609	antelias
super	joy	0.609	super
playful	joy	0.609	leikkisä
enlightenment	joy	0.609	valaistuminen
praiseworthy	joy	0.609	kiitettävää
awards	joy	0.609	palkinnot
adorable	joy	0.609	ihana
rekindle	joy	0.609	sytyttää uudelleen
winnings	joy	0.609	voitot
independence	joy	0.607	itsenäisyys
amour	joy	0.607	rakkaus
kindness	joy	0.606	ystävällisyys
surprises	joy	0.606	yllätyksiä
heheh	joy	0.606	heheh
hilarity	joy	0.606	iloisuus
wonder	joy	0.606	ihme
freely	joy	0.606	vapaasti
successful	joy	0.606	onnistunut
inspired	joy	0.606	inspiroitunut
onelove	joy	0.606	yksi rakkaus
whimsical	joy	0.603	hassu
entertainment	joy	0.603	viihde
passion	joy	0.603	intohimo
stressfree	joy	0.601	stressitön
beautify	joy	0.601	kaunistaa
sunrise	joy	0.600	auringonnousu
godisgood	joy	0.597	Jumala on hyvä
goodmusic	joy	0.594	hyvää musiikkia
revere	joy	0.594	kunnioittaa
whoo	joy	0.594	hei
fanfare	joy	0.594	fanfaari
inspire	joy	0.594	innostaa
angel	joy	0.594	enkeli
thankgod	joy	0.594	luojan kiitos
goodies	joy	0.594	herkkuja
jesus	joy	0.594	Jeesus
accomplishment	joy	0.594	saavutus
snuggled	joy	0.594	käpertyi
peacefully	joy	0.594	rauhallisesti
flirt	joy	0.594	flirttailla
friendship	joy	0.591	ystävyys
singing	joy	0.591	laulaen
heroic	joy	0.591	sankarillinen
exalted	joy	0.591	korotettu
fortune	joy	0.591	onni
highest	joy	0.591	korkein
summer	joy	0.591	kesä
contented	joy	0.588	tyytyväinen
rollicking	joy	0.588	riehakas
overflowing	joy	0.588	ylivuoto
woot	joy	0.588	woot
accolade	joy	0.586	kunnianosoitus
hope	joy	0.586	toivoa
cozy	joy	0.583	kodikas
delicious	joy	0.579	herkullinen
raving	joy	0.578	raivoaa
thelife	joy	0.578	elämä
darling	joy	0.578	Rakas
sensuous	joy	0.578	aistillinen
picturesque	joy	0.578	viehättävä
friendly	joy	0.578	ystävällinen
everlasting	joy	0.578	ikuinen
praise	joy	0.578	kehua
ambition	joy	0.578	kunnianhimoa
sparkle	joy	0.577	kimallus
sensual	joy	0.576	aistillinen
peace	joy	0.576	rauhaa
flattering	joy	0.576	mairitteleva
grace	joy	0.576	armo
luckygirl	joy	0.576	onnekas tyttö
heroism	joy	0.576	sankaruus
succeeding	joy	0.576	onnistuu
yeahhh	joy	0.576	joohh
special	joy	0.574	erityistä
livelife	joy	0.574	elä elämää
tantalizing	joy	0.572	ärsyttävä
pumped	joy	0.567	pumpataan
yey	joy	0.562	joo
surprise	joy	0.562	yllätys
sunny	joy	0.562	aurinkoinen
prevail	joy	0.562	vallitsevat
revels	joy	0.562	iloitsee
humorous	joy	0.562	humoristinen
sweets	joy	0.562	makeisia
liking	joy	0.562	tykkääminen
admirable	joy	0.562	ihailtavaa
superstar	joy	0.562	supertähti
relax	joy	0.562	rentoutua
prosper	joy	0.562	menestyä
hero	joy	0.562	sankari
hugs	joy	0.562	halauksia
worthwhile	joy	0.562	kannattavaa
newyear	joy	0.561	uusivuosi
tenderness	joy	0.561	arkuus
bless	joy	0.561	siunata
favorable	joy	0.561	suotuisa
freedom	joy	0.561	vapautta
masterpiece	joy	0.561	mestariteos
dreams	joy	0.559	unet
hopeful	joy	0.559	toiveikas
home	joy	0.559	Koti
cruising	joy	0.556	risteilyt
gracias	joy	0.554	kiitos
faithfulness	joy	0.553	uskollisuus
eagerness	joy	0.552	into
closeness	joy	0.552	läheisyys
sunshine	joy	0.551	auringonpaistetta
comfy	joy	0.551	mukava
vacation	joy	0.547	loma
celestial	joy	0.547	taivaallinen
good	joy	0.547	hyvä
elite	joy	0.547	eliitti
illuminate	joy	0.547	valaista
confidence	joy	0.547	luottamusta
mistletoe	joy	0.547	misteli
daughter	joy	0.547	tytär
lifted	joy	0.547	nostettu
goodmorning	joy	0.547	Hyvää huomenta
zeal	joy	0.547	intoa
gifts	joy	0.547	lahjat
gift	joy	0.547	lahja
astonishment	joy	0.547	hämmästystä
heart	joy	0.547	sydän
completion	joy	0.547	valmistuminen
bonus	joy	0.547	bonus
charmed	joy	0.546	hurmannut
dance	joy	0.545	tanssi
sublime	joy	0.545	ylevä
recreation	joy	0.545	virkistys
encouragement	joy	0.545	rohkaisua
god	joy	0.545	Jumala
gush	joy	0.545	purskahtaa
freshstart	joy	0.544	uusi alku
free	joy	0.544	vapaa
savior	joy	0.543	pelastaja
sanctuary	joy	0.541	rauhoitusalue
grandchildren	joy	0.540	lapsenlapset
wellness	joy	0.537	hyvinvointia
revel	joy	0.534	nauti
music	joy	0.531	musiikkia
fab	joy	0.531	ihana
bridal	joy	0.531	morsiamen
soar	joy	0.531	liidellä
alive	joy	0.531	elossa
money	joy	0.531	raha
soothing	joy	0.531	rauhoittava
serene	joy	0.531	seesteinen
holiness	joy	0.531	pyhyyttä
inspirational	joy	0.531	inspiroivaa
matrimony	joy	0.531	avioliitto
dayoff	joy	0.531	vapaapäivä
savor	joy	0.531	maistella
vitality	joy	0.531	elinvoimaa
confident	joy	0.531	itsevarma
firstborn	joy	0.531	esikoinen
rainbow	joy	0.531	sateenkaari
liberation	joy	0.531	vapautuminen
elegant	joy	0.530	tyylikäs
mastery	joy	0.530	mestaruus
glimmer	joy	0.530	pilkahdus
illumination	joy	0.530	valaistus
blossom	joy	0.530	kukka
warmth	joy	0.530	lämpöä
welcomed	joy	0.530	tervetulleita
treat	joy	0.529	kohdella
faithful	joy	0.529	uskollinen
snuggles	joy	0.522	käpertyy
laurels	joy	0.521	laakerit
commendable	joy	0.519	kiitettävää
succeed	joy	0.516	menestyä
jingle	joy	0.516	jingle
zest	joy	0.516	kuori
noschool	joy	0.516	ei koulua
brotherly	joy	0.516	veljellinen
silly	joy	0.516	typerä
abundant	joy	0.516	runsas
fancy	joy	0.516	hieno
resplendent	joy	0.516	häikäisevä
strengthening	joy	0.516	vahvistaminen
presents	joy	0.516	esittelee
pride	joy	0.516	ylpeys
almighty	joy	0.516	kaikkivaltias
powerful	joy	0.516	voimakas
aspire	joy	0.516	pyrkiä
remarkable	joy	0.516	huomattava
greeted	joy	0.516	tervehti
thanking	joy	0.515	kiittäen
cutie	joy	0.515	söpöliini
kudos	joy	0.515	maine
therapeutic	joy	0.515	terapeuttinen
zen	joy	0.515	zen
coronation	joy	0.515	kruunaus
complete	joy	0.515	saattaa loppuun
shining	joy	0.515	loistaa
spirit	joy	0.515	henki
princely	joy	0.515	ruhtinaallinen
vivid	joy	0.515	eloisa
comfort	joy	0.515	mukavuus
leisure	joy	0.515	vapaa-
reunited	joy	0.515	yhdistynyt
kid	joy	0.515	lapsi
newme	joy	0.515	newme
payday	joy	0.515	palkkapäivä
animated	joy	0.515	animoitu
familytime	joy	0.515	perheaikaa
relationship	joy	0.514	suhdetta
godly	joy	0.514	jumalallinen
marriage	joy	0.514	avioliitto
daymade	joy	0.514	päivä tehty
spouse	joy	0.507	puoliso
intimately	joy	0.507	läheisesti
respect	joy	0.500	kunnioittaminen
bloom	joy	0.500	kukinta
purr	joy	0.500	kehrätä
carefree	joy	0.500	huoleton
nature	joy	0.500	luonto
encourage	joy	0.500	kannustaa
soulful	joy	0.500	sielukas
refreshed	joy	0.500	virkistynyt
family	joy	0.500	perhe
gem	joy	0.500	helmi
meritorious	joy	0.500	ansiokas
achieved	joy	0.500	saavutettu
motherhood	joy	0.500	äitiys
holyspirit	joy	0.500	Pyhä Henki
surreal	joy	0.500	surrealistinen
charitable	joy	0.500	hyväntekeväisyys
teamjesus	joy	0.500	joukkue jeesus
stressrelief	joy	0.500	Stressin helpotus
erotic	joy	0.500	eroottinen
inviting	joy	0.500	kutsuva
baby	joy	0.500	vauva
dignity	joy	0.500	ihmisarvoa
satisfied	joy	0.500	tyytyväinen
visionary	joy	0.500	näkijä
memorable	joy	0.500	mieleenpainuva
veracity	joy	0.500	totuudenmukaisuus
healthy	joy	0.500	terveitä
welcoming	joy	0.500	toivottaa tervetulleeksi
diamond	joy	0.500	timantti-
christ	joy	0.500	Kristus
beach	joy	0.500	ranta
accomplish	joy	0.500	saavuttaa
friends	joy	0.500	ystävät
excel	joy	0.500	excel
health	joy	0.493	terveys
aura	joy	0.493	aura
yehey	joy	0.486	hei
approved	joy	0.486	hyväksytty
oasis	joy	0.486	keidas
liberty	joy	0.486	vapautta
crowning	joy	0.485	kruunaus
aspiration	joy	0.485	pyrkimys
privileged	joy	0.485	etuoikeutettu
crescendo	joy	0.485	crescendo
rapture	joy	0.485	tempaus
liberate	joy	0.485	vapauttaa
nocomplaints	joy	0.485	ei valittamista
prestige	joy	0.485	arvovaltaa
bounty	joy	0.485	palkkio
gentle	joy	0.485	lempeä
inseparable	joy	0.485	erottamaton
engaging	joy	0.485	mukaansatempaava
loyal	joy	0.485	uskollinen
betrothed	joy	0.485	kihlattu
transcendence	joy	0.484	transsendenssi
selfworth	joy	0.484	itsetunto
yummy	joy	0.484	namia
datenight	joy	0.484	Treffi-ilta
destiny	joy	0.484	kohtalo
heyday	joy	0.484	kukoistus
aloha	joy	0.484	aloha
desire	joy	0.484	himoita
dream	joy	0.484	unelma
luck	joy	0.484	onnea
fete	joy	0.484	juhla
trophy	joy	0.484	pokaali
bouquet	joy	0.484	kukkakimppu
chocolate	joy	0.484	suklaa
creativity	joy	0.484	luovuus
boyfriend	joy	0.480	poikaystävä
commemoration	joy	0.479	muistojuhla
intelligence	joy	0.477	älykkyyttä
readiness	joy	0.473	valmius
friend	joy	0.471	ystävä
bride	joy	0.471	morsian
enthusiast	joy	0.471	harrastaja
lush	joy	0.470	rehevä
inheritance	joy	0.470	perinnön
soothe	joy	0.470	rauhoittaa
tickle	joy	0.470	kutittaa
kiddo	joy	0.470	pikkupoika
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	hieronta
calming	joy	0.470	rauhoittava
adventure	joy	0.470	seikkailu
pretty	joy	0.469	nätti
purring	joy	0.469	kehrää
eternal	joy	0.469	ikuinen
humanitarian	joy	0.469	humanitaarinen
nurture	joy	0.469	vaalia
giving	joy	0.469	antaa
rest	joy	0.469	levätä
getaway	joy	0.469	Lähde pois
goals	joy	0.469	tavoitteet
pray	joy	0.469	rukoilla
bridegroom	joy	0.469	sulhanen
heartily	joy	0.469	sydämellisesti
luster	joy	0.469	kiilto
bonding	joy	0.469	liimaus
princess	joy	0.469	prinsessa
amicable	joy	0.469	ystävällinen
benevolence	joy	0.469	hyväntahtoisuus
child	joy	0.466	lapsi
salutary	joy	0.465	hyödyllinen
invite	joy	0.457	kutsua
beam	joy	0.456	palkki
reminiscing	joy	0.456	muistelee
befriend	joy	0.455	ystävystyä
aesthetics	joy	0.455	estetiikka
friday	joy	0.455	perjantai
freshair	joy	0.455	raikas ilma
ceremony	joy	0.455	seremonia
kindred	joy	0.455	sukulaisia
mindfulness	joy	0.455	tarkkaavaisuus
sonice	joy	0.455	niin kiva
elevation	joy	0.455	korkeus
tropical	joy	0.455	trooppinen
scholarship	joy	0.455	stipendi
hee	joy	0.455	hei
noworries	joy	0.453	ei huolia
allure	joy	0.453	viehätys
approve	joy	0.453	hyväksyä
scenery	joy	0.453	maisema
waterfall	joy	0.453	vesiputous
vindication	joy	0.453	puolustus
namaste	joy	0.453	namaste
commemorate	joy	0.453	muistella
faith	joy	0.453	uskoa
birth	joy	0.453	syntymästä
forgiveness	joy	0.453	anteeksianto
journey	joy	0.447	matka
meditation	joy	0.446	meditaatio
relaxed	joy	0.442	rento
present	joy	0.441	esittää
weekend	joy	0.441	viikonloppu
tender	joy	0.441	tarjous
tranquil	joy	0.441	rauhallinen
lyrical	joy	0.439	lyyrinen
sharing	joy	0.439	jakaminen
esteem	joy	0.439	arvostus
nostalgic	joy	0.439	nostalginen
prayer	joy	0.439	rukous
righteousness	joy	0.439	vanhurskauden
husband	joy	0.438	aviomies
relief	joy	0.438	helpotus
strength	joy	0.438	vahvuus
mighty	joy	0.438	mahtava
unbeaten	joy	0.438	lyömätön
eager	joy	0.438	innokas
share	joy	0.438	Jaa
newday	joy	0.438	uusi päivä
sonnet	joy	0.438	sonetti
meditate	joy	0.438	mietiskellä
life	joy	0.438	elämää
winterbreak	joy	0.429	talviloma
warm	joy	0.429	lämmin
movingforward	joy	0.429	siirtyä eteenpäin
buddy	joy	0.427	kaveri
oneness	joy	0.426	ykseys
unconstrained	joy	0.424	rajoituksetta
amen	joy	0.424	aamen
reverence	joy	0.424	kunnioitusta
healthful	joy	0.424	terveellinen
thelittlethings	joy	0.424	pienet asiat
medal	joy	0.424	mitali
unsurpassed	joy	0.424	ylittämätön
candlelight	joy	0.424	kynttilänvalo
carols	joy	0.424	lauluja
ejaculation	joy	0.424	siemensyöksy
beginnings	joy	0.422	alkuja
sledding	joy	0.422	kelkkailua
graduation	joy	0.422	valmistumisen
frisky	joy	0.422	pirteä
lml	joy	0.422	lml
ease	joy	0.422	helppous
symphony	joy	0.422	sinfonia
wealth	joy	0.422	varallisuus
helpful	joy	0.422	apua
musical	joy	0.422	musikaali
glitter	joy	0.422	kimallus
calmness	joy	0.422	rauhallisuus
energy	joy	0.422	energiaa
safe	joy	0.422	turvallinen
nostress	joy	0.421	ei stressiä
soundness	joy	0.421	tervettä
promise	joy	0.415	lupaus
reunite	joy	0.414	yhdistyä
mother	joy	0.412	äiti
salvation	joy	0.412	pelastus
poems	joy	0.412	runoja
clown	joy	0.409	klovni
lavender	joy	0.409	laventeli
immaculate	joy	0.409	virheetön
purify	joy	0.409	puhdistaa
inauguration	joy	0.409	avajaisia
aromatherapy	joy	0.409	aromaterapia
lighten	joy	0.409	keventää
travel	joy	0.409	matkustaa
cash	joy	0.406	Käteinen raha
companion	joy	0.406	kumppani
live	joy	0.406	elää
opportune	joy	0.406	sopivaa
completing	joy	0.406	viimeistely
charity	joy	0.406	hyväntekeväisyys
heal	joy	0.406	parantaa
star	joy	0.406	tähti
wishing	joy	0.406	toivoen
flowers	joy	0.406	kukat
income	joy	0.403	tulo
soul	joy	0.401	sielu
munchies	joy	0.400	munchies
emancipation	joy	0.397	vapautuminen
indescribable	joy	0.397	sanoinkuvaamaton
progress	joy	0.397	edistystä
equality	joy	0.394	tasa-arvo
childhood	joy	0.394	lapsuus
together	joy	0.394	yhdessä
rhythmical	joy	0.394	rytminen
fullness	joy	0.394	täyteys
calm	joy	0.394	rauhoittaa
hammock	joy	0.394	riippumatto
picnic	joy	0.394	piknikki
movies	joy	0.393	elokuvia
zealous	joy	0.393	innokas
playground	joy	0.391	leikkikenttä
affluence	joy	0.391	vaurautta
warms	joy	0.391	lämmittää
choir	joy	0.391	kuoro
littlethings	joy	0.391	pienet asiat
auspicious	joy	0.391	lupaava
meaningful	joy	0.391	merkityksellinen
adventures	joy	0.391	seikkailuja
goofy	joy	0.391	Typerä
starry	joy	0.391	tähtikirkas
humanity	joy	0.391	ihmiskunta
gesture	joy	0.387	ele
witty	joy	0.382	nokkela
vow	joy	0.382	lupaus
shopping	joy	0.382	ostoksilla
vibes	joy	0.379	tunnelmia
worship	joy	0.379	palvonta
jump	joy	0.379	hypätä
communion	joy	0.379	ehtoollinen
reverend	joy	0.377	pastori
rising	joy	0.375	nousussa
advance	joy	0.375	etukäteen
beaches	joy	0.375	rannat
sonorous	joy	0.375	äänekäs
courtship	joy	0.375	kosiskelu
experience	joy	0.375	kokea
reunion	joy	0.375	jälleennäkeminen
simplicity	joy	0.375	yksinkertaisuus
full	joy	0.375	koko
hymn	joy	0.375	hymni
spirits	joy	0.375	henget
unforgettable	joy	0.375	unohtumaton
mirth	joy	0.375	iloa
youth	joy	0.375	nuoriso
scenic	joy	0.375	luonnonkaunis
unique	joy	0.375	ainutlaatuinen
redeemed	joy	0.375	lunastettu
alliance	joy	0.368	liittouma
baptismal	joy	0.368	kaste
grant	joy	0.366	myöntää
kitten	joy	0.364	kissanpentu
sanctification	joy	0.364	pyhitys
conciliation	joy	0.364	sovittelu
improves	joy	0.364	parantaa
pure	joy	0.364	puhdas
improve	joy	0.364	parantaa
authentic	joy	0.364	aito
moonlight	joy	0.364	kuutamo
weightloss	joy	0.362	painonpudotus
raspberries	joy	0.360	vadelmia
feeling	joy	0.359	tunne
jest	joy	0.359	vitsi
independent	joy	0.359	riippumaton
sanctify	joy	0.359	pyhittää
devotional	joy	0.359	hartaus-
tinsel	joy	0.359	hopealanka
proficiency	joy	0.359	pätevyys
listenting	joy	0.359	kuuntelemassa
fidelity	joy	0.359	uskollisuus
revival	joy	0.359	elpyminen
giver	joy	0.353	antaja
cocoa	joy	0.353	kaakao
deliverance	joy	0.348	vapautus
melody	joy	0.348	melodia
unification	joy	0.348	yhdistäminen
romp	joy	0.348	peuhata
purpose	joy	0.348	tarkoitus
choral	joy	0.348	kuoro
exceed	joy	0.348	ylittää
dolphin	joy	0.348	delfiini
roaring	joy	0.348	möly
favor	joy	0.348	suosi
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	uhkea
fruits	joy	0.344	hedelmiä
cookies	joy	0.344	keksit
manicure	joy	0.344	manikyyri
nowork	joy	0.344	ei töitä
date	joy	0.344	Päivämäärä
newstart	joy	0.344	uusi aloitus
hedonism	joy	0.344	hedonismi
pledge	joy	0.344	lupaus
electric	joy	0.344	sähköinen
humble	joy	0.344	nöyrä
roadtrip	joy	0.344	roadtrip
thx	joy	0.344	Kiitti
kiddos	joy	0.344	lapset
celebrity	joy	0.342	julkkis
bridesmaid	joy	0.338	morsiusneito
rhythm	joy	0.338	rytmi
spa	joy	0.333	kylpylä
snowday	joy	0.333	lumipäivä
familiarity	joy	0.333	tuttuus
coffee	joy	0.333	kahvia
edification	joy	0.333	rakentaminen
garden	joy	0.333	puutarha
renovation	joy	0.333	kunnostus
dawn	joy	0.333	aamunkoitto
connoisseur	joy	0.333	tuntija
gazing	joy	0.333	tuijottaen
obliging	joy	0.333	velvoittava
partner	joy	0.333	kumppani
foodie	joy	0.331	herkkusuu
synchronize	joy	0.329	synkronoida
tribulation	joy	0.328	koettelemuksesta
psalm	joy	0.328	psalmi
pedicure	joy	0.328	pedikyyri
noregrets	joy	0.328	ei katuu
chirping	joy	0.328	viserrys
saint	joy	0.328	pyhimys
healing	joy	0.328	paranemista
carol	joy	0.328	carol
true	joy	0.328	totta
hobby	joy	0.328	harrastus
amnesty	joy	0.328	armahdus
respite	joy	0.324	hengähdystauko
recreational	joy	0.318	virkistys
cousins	joy	0.318	serkut
mellow	joy	0.318	täyteläinen
restorative	joy	0.318	korjaava
lazyday	joy	0.318	laiska päivä
classics	joy	0.318	klassikoita
reconciliation	joy	0.316	sovinnon
woods	joy	0.312	metsään
progression	joy	0.312	etenemistä
muchneeded	joy	0.312	paljon kaivattua
sterling	joy	0.312	puntaa
dove	joy	0.312	kyyhkynen
simplify	joy	0.312	yksinkertaistaa
fitness	joy	0.312	kunto
sunset	joy	0.312	auringonlasku
wisdom	joy	0.312	viisaus
relight	joy	0.312	valaista uudelleen
living	joy	0.312	elävät
presto	joy	0.312	presto
playhouse	joy	0.312	leikkimökki
superman	joy	0.312	supermies
pony	joy	0.312	poni
recovery	joy	0.312	elpyminen
crafts	joy	0.312	käsitöitä
lord	joy	0.312	herra
deal	joy	0.312	sopimus
improvement	joy	0.309	parannus
infant	joy	0.309	vauva
absolution	joy	0.306	anteeksianto
honest	joy	0.303	rehellinen
gently	joy	0.303	varovasti
banquet	joy	0.303	banketti
established	joy	0.303	perusti
endless	joy	0.303	loputon
decorating	joy	0.303	koristelu
providing	joy	0.300	tarjoamalla
lounging	joy	0.297	löhöilyä
growth	joy	0.297	kasvu
strolling	joy	0.297	kiertelevä
feat	joy	0.297	feat
morals	joy	0.297	moraalia
mine	joy	0.297	Kaivos
spending	joy	0.297	kuluttaminen
light	joy	0.297	valoa
spiritual	joy	0.297	henkistä
quaint	joy	0.297	viehättävä
fraternal	joy	0.297	veljellinen
notable	joy	0.297	huomattava
softly	joy	0.297	pehmeästi
harvest	joy	0.297	sato
yearning	joy	0.297	kaipuu
breeze	joy	0.297	tuulta
joker	joy	0.297	jokeri
meditating	joy	0.297	meditoimalla
fervor	joy	0.295	kiihkeys
quotes	joy	0.294	lainausmerkit
volunteer	joy	0.294	vapaaehtoisena
gain	joy	0.288	saada
resources	joy	0.288	resursseja
create	joy	0.288	luoda
psalms	joy	0.288	psalmit
hippie	joy	0.288	hippi
taoism	joy	0.288	taolaisuus
midwife	joy	0.288	kätilö
receiving	joy	0.287	vastaanottaminen
snowfall	joy	0.286	lumisade
ocean	joy	0.286	valtameri
lsd	joy	0.286	lsd
hiking	joy	0.283	vaellus
evergreen	joy	0.281	ikivihreä
destination	joy	0.281	määränpäähän
candid	joy	0.281	vilpitön
unwind	joy	0.281	rentoutua
truce	joy	0.281	aselepo
toast	joy	0.281	paahtoleipä
chill	joy	0.281	jäähtyä
infinity	joy	0.281	ääretön
rested	joy	0.281	levännyt
buzzing	joy	0.281	surina
venerable	joy	0.279	kunnioitettava
balance	joy	0.275	saldo
retirement	joy	0.275	eläkkeelle siirtyminen
fireplace	joy	0.273	takka
buddha	joy	0.273	buddha
devout	joy	0.273	harras
drinks	joy	0.273	juomia
rapt	joy	0.273	haltioitunut
swim	joy	0.273	uida
compensate	joy	0.273	kompensoida
snowing	joy	0.271	lunta
sublimation	joy	0.270	sublimaatio
fruity	joy	0.268	hedelmäinen
sunday	joy	0.266	sunnuntai
sketching	joy	0.266	luonnostelu
paragon	joy	0.266	esikuva
humility	joy	0.266	nöyryys
ministry	joy	0.266	ministeriö
waves	joy	0.266	aallot
cathedral	joy	0.266	katedraali
sun	joy	0.266	aurinko
yoga	joy	0.266	jooga
fortitude	joy	0.266	rohkeus
salute	joy	0.266	tervehdys
buddhism	joy	0.266	buddhalaisuus
whim	joy	0.266	päähänpisto
artwork	joy	0.265	taideteos
practiced	joy	0.264	harjoiteltu
clean	joy	0.260	puhdas
running	joy	0.258	käynnissä
clarity	joy	0.258	selkeys
found	joy	0.258	löytyi
fitting	joy	0.258	asennus
immerse	joy	0.258	upota
exercise	joy	0.258	Harjoittele
food	joy	0.258	ruokaa
autumn	joy	0.254	syksy
fit	joy	0.250	sovi
morning	joy	0.250	aamu
contagious	joy	0.250	tarttuva
outdoors	joy	0.250	ulkona
hardy	joy	0.250	kestävä
candles	joy	0.250	kynttilät
advocacy	joy	0.250	edunvalvonta
countryside	joy	0.250	maaseutu
demonstrative	joy	0.250	demonstratiivista
football	joy	0.250	jalkapallo
chirp	joy	0.250	visertää
chilled	joy	0.250	jäähdytetty
undying	joy	0.250	ikuinen
visitor	joy	0.250	vierailija
clap	joy	0.250	taputtaa
diary	joy	0.250	päiväkirja
ardent	joy	0.250	kiihkeä
expedient	joy	0.250	tarkoituksenmukaista
mountain	joy	0.250	vuori
cradle	joy	0.247	kehto
trance	joy	0.246	transsi
intense	joy	0.242	intensiivistä
procession	joy	0.242	kulkue
church	joy	0.242	kirkko
pay	joy	0.242	maksaa
supremacy	joy	0.242	ylivalta
preservative	joy	0.242	säilöntäaine
grow	joy	0.242	kasvaa
breakfast	joy	0.242	aamiainen
consecration	joy	0.235	pyhitys
salary	joy	0.234	palkkaa
lifetime	joy	0.234	elinikä
incense	joy	0.234	suitsukkeita
ordination	joy	0.234	vihkiminen
snowy	joy	0.234	luminen
art	joy	0.234	taide
nursery	joy	0.234	lastentarha
skiing	joy	0.234	hiihto
candle	joy	0.234	kynttilä
doll	joy	0.234	nukke
vote	joy	0.234	äänestys
humbled	joy	0.234	nöyryytettynä
lyre	joy	0.234	lyyra
pastry	joy	0.229	leivonnainen
remedy	joy	0.227	parannuskeino
chilling	joy	0.227	jäähdytys
firefly	joy	0.227	tulikärpänen
rescue	joy	0.225	pelastaa
camping	joy	0.221	telttailu
perspective	joy	0.221	näkökulmasta
