English Word	Emotion	Emotion-Intensity-Score	French Word
jovial	joy	0.814	jovial
rejoice	joy	0.812	réjouir
splendid	joy	0.812	splendide
enjoy	joy	0.812	prendre plaisir
smiley	joy	0.812	smiley
glorious	joy	0.812	glorieux
victorious	joy	0.812	victorieux
lovemaking	joy	0.812	faire l'amour
bonanza	joy	0.812	aubaine
greatday	joy	0.812	belle journée
excellent	joy	0.812	excellent
goodtimes	joy	0.811	bon temps
whatmakesmesmile	joy	0.811	ce qui fait sourire
happyday	joy	0.809	bonne journée
myfavorite	joy	0.804	mon préféré
thankyoulord	joy	0.803	Merci Seigneur
gladness	joy	0.803	joie
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	ouaishhh
pleasure	joy	0.803	plaisir
giggle	joy	0.802	Pouffer de rire
happier	joy	0.797	plus heureux
lovemylife	joy	0.797	j'aime ma vie
magnificence	joy	0.797	magnificence
happytweet	joy	0.797	joyeux tweet
lovinlife	joy	0.797	aimer la vie
yesss	joy	0.797	oui
dancing	joy	0.797	dansant
success	joy	0.797	Succès
grateful	joy	0.789	reconnaissant
amuse	joy	0.788	amuser
splendor	joy	0.788	splendeur
happy	joy	0.788	heureux
fun	joy	0.788	amusement
giggling	joy	0.781	fou rire
glad	joy	0.781	content
glorify	joy	0.781	glorifier
radiant	joy	0.781	radiant
beautiful	joy	0.781	belle
solucky	joy	0.781	Tellement chanceux
sothankful	joy	0.781	tellement reconnaissant
enchanted	joy	0.781	enchanté
romance	joy	0.779	romance
perfection	joy	0.779	la perfection
christmassy	joy	0.779	Noël
heavens	joy	0.779	cieux
thrilling	joy	0.776	palpitant
lovable	joy	0.773	aimable
congrats	joy	0.773	félicitations
fiesta	joy	0.773	fête
entertain	joy	0.773	divertir
happyvalentinesday	joy	0.773	Joyeuse saint Valentin
miraculous	joy	0.773	miraculeux
cheers	joy	0.773	à votre santé
cheered	joy	0.773	acclamé
positivity	joy	0.773	positivité
funday	joy	0.772	jour férié
enjoying	joy	0.771	profiter
lifeisgood	joy	0.766	la vie est belle
amused	joy	0.766	amusé
goodfeeling	joy	0.766	bon sentiment
christmasspirit	joy	0.766	l'esprit de Noël
cuddling	joy	0.766	câlin
smiles	joy	0.766	sourit
sosweet	joy	0.766	Si charmant
thebest	joy	0.766	le meilleur
party	joy	0.765	faire la fête
delight	joy	0.765	plaisir
orgasm	joy	0.765	orgasme
positive	joy	0.761	positif
sweetheart	joy	0.758	amoureux
enlighten	joy	0.758	éclairer
cheerfulness	joy	0.758	gaieté
miracles	joy	0.758	miracles
giddy	joy	0.757	étourdi
christmastime	joy	0.757	période de Noël
gratify	joy	0.750	satisfaire
greatness	joy	0.750	grandeur
friendliness	joy	0.750	la convivialité
blessings	joy	0.750	bénédictions
laughs	joy	0.750	des rires
tistheseason	joy	0.750	c'est la saison
smile	joy	0.750	le sourire
pleasing	joy	0.750	plaisant
romantic	joy	0.750	romantique
happyholidays	joy	0.750	joyeuses fêtes
frolic	joy	0.748	gambader
jubilee	joy	0.742	jubilé
miracle	joy	0.742	miracle
enthusiasm	joy	0.742	enthousiasme
selflove	joy	0.742	l'amour de soi
triumph	joy	0.742	triomphe
magical	joy	0.742	magique
rewarding	joy	0.742	récompense
goodvibes	joy	0.742	ondes positives
positiveenergy	joy	0.742	énergie positive
feelgood	joy	0.736	se sentir bien
prosperity	joy	0.735	prospérité
behappy	joy	0.734	Soyez heureux
admiration	joy	0.734	admiration
passionate	joy	0.734	passionné
goodday	joy	0.734	bonne journée
luxurious	joy	0.734	luxueux
tgif	joy	0.734	gif
victory	joy	0.734	la victoire
feelinggood	joy	0.734	se sentir bien
enchant	joy	0.734	enchanter
greatnight	joy	0.734	bonne nuit
vivacious	joy	0.734	vivace
glorification	joy	0.733	glorification
sing	joy	0.729	chanter
glowing	joy	0.729	embrasé
yessss	joy	0.728	ouisss
fulfillment	joy	0.728	accomplissement
breathtaking	joy	0.728	Stupéfiant
thankful	joy	0.727	reconnaissant
cheery	joy	0.727	gai
santa	joy	0.727	Père Noël
hurrah	joy	0.727	Hourra
christmasbreak	joy	0.727	vacances de Noël
win	joy	0.727	gagner
atpeace	joy	0.727	en paix
award	joy	0.727	décerner
merry	joy	0.727	joyeux
inspiration	joy	0.725	inspiration
radiance	joy	0.725	éclat
pleased	joy	0.725	heureux
uplift	joy	0.723	soulèvement
optimistic	joy	0.723	optimiste
heaven	joy	0.721	paradis
lucky	joy	0.721	chanceux
godisgreat	joy	0.721	Dieu est grand
holidays	joy	0.721	vacances
thrill	joy	0.721	frisson
congratulatory	joy	0.719	de félicitations
thriving	joy	0.719	prospère
amusement	joy	0.719	amusement
perfect	joy	0.719	parfait
lover	joy	0.719	amoureux
xmas	joy	0.719	Noël
heartfelt	joy	0.719	sincère
utopian	joy	0.719	utopique
lovely	joy	0.719	joli
harmony	joy	0.719	harmonie
praising	joy	0.719	faire l'éloge
brighten	joy	0.719	éclairer
luckiest	joy	0.712	le plus chanceux
merrychristmas	joy	0.712	joyeux Noël
magic	joy	0.712	la magie
achievement	joy	0.712	réalisation
yay	joy	0.712	Yay
holiday	joy	0.712	vacance
treasures	joy	0.712	trésors
luxury	joy	0.712	le luxe
bestfeeling	joy	0.712	meilleur sentiment
intimate	joy	0.710	intime
soblessed	joy	0.706	bénisse
yaaay	joy	0.706	yaaay
rave	joy	0.706	délirer
chuckle	joy	0.706	glousser
proud	joy	0.704	fier
winning	joy	0.703	gagnant
cherish	joy	0.703	chérir
goodnews	joy	0.703	bonnes nouvelles
fuckyeah	joy	0.703	putain
optimism	joy	0.703	optimisme
amazingly	joy	0.703	étonnamment
lovelife	joy	0.703	aimer la vie
truelove	joy	0.703	l'amour vrai
beautification	joy	0.703	embellissement
satisfying	joy	0.703	satisfaisant
appreciates	joy	0.703	apprécie
cuddled	joy	0.703	câliné
goodlife	joy	0.703	bonne vie
gooood	joy	0.703	bonjour
sweetest	joy	0.703	le plus doux
yaay	joy	0.700	oui
entertained	joy	0.700	amusé
excite	joy	0.697	exciter
newbeginnings	joy	0.693	nouveaux commencements
praisejesus	joy	0.691	louer Jésus
birthday	joy	0.691	date d'anniversaire
greatfriends	joy	0.688	Bons amis
adoration	joy	0.688	adoration
godsend	joy	0.688	don du ciel
favorite	joy	0.688	favori
content	joy	0.688	contenu
entertaining	joy	0.688	divertissant
honored	joy	0.688	honoré
metime	joy	0.688	moi temps
exquisite	joy	0.688	exquis
holidayseason	joy	0.688	saison des fêtes
thankyoujesus	joy	0.688	Merci Jésus
angelic	joy	0.688	angélique
goodhealth	joy	0.682	bonne santé
majestic	joy	0.682	majestueux
luscious	joy	0.682	succulent
memoriesiwontforget	joy	0.682	des souvenirs que je n'oublierai pas
bestfriends	joy	0.682	meilleurs amis
precious	joy	0.682	précieux
appreciated	joy	0.682	apprécié
exaltation	joy	0.682	exaltation
smiled	joy	0.682	sourit
brightens	joy	0.682	illumine
tranquility	joy	0.679	tranquillité
marry	joy	0.676	marier
embrace	joy	0.676	embrasse
positively	joy	0.676	positivement
grin	joy	0.672	sourire
hug	joy	0.672	étreinte
hilarious	joy	0.672	hilarant
dearest	joy	0.672	le plus cher
contentment	joy	0.672	contentement
accomplished	joy	0.672	réalisé
relaxation	joy	0.672	relaxation
bday	joy	0.672	anniversaire
enliven	joy	0.672	animer
weeeee	joy	0.672	piiiiiii
giggles	joy	0.672	rires
fulfilled	joy	0.667	rempli
bountiful	joy	0.667	généreux
victor	joy	0.667	Victor
adore	joy	0.667	adorer
boisterous	joy	0.667	bruyant
fulfill	joy	0.664	remplir
cuddles	joy	0.662	câlins
prosperous	joy	0.660	prospère
appreciation	joy	0.656	appréciation
serenity	joy	0.656	sérénité
happynewyear	joy	0.656	bonne année
humor	joy	0.656	humour
satisfy	joy	0.656	satisfaire
besties	joy	0.656	meilleurs amis
encouraged	joy	0.656	encouragé
captivate	joy	0.656	captiver
christmaseve	joy	0.656	réveillon de Noël
glow	joy	0.656	lueur
romanticism	joy	0.656	le romantisme
innerpeace	joy	0.656	la paix intérieure
pleasant	joy	0.656	agréable
praises	joy	0.652	louanges
abundance	joy	0.652	abondance
fortunes	joy	0.652	des fortunes
engaged	joy	0.652	engagé
praised	joy	0.652	loué
relaxing	joy	0.652	relaxant
treasure	joy	0.652	trésor
satisfaction	joy	0.652	la satisfaction
nothingbetter	joy	0.647	rien de mieux
affection	joy	0.647	affection
relieved	joy	0.647	soulagé
complement	joy	0.647	complément
carnival	joy	0.643	carnaval
priceless	joy	0.641	inestimable
uplifting	joy	0.641	édifiant
sensuality	joy	0.641	sensualité
saintly	joy	0.641	saint
champion	joy	0.641	champion
thanksgiving	joy	0.641	action de grâces
harmoniously	joy	0.641	harmonieusement
wedding	joy	0.641	mariage
achieve	joy	0.641	atteindre
divine	joy	0.641	Divin
jackpot	joy	0.641	cagnotte
honeymoon	joy	0.636	voyage de noces
exalt	joy	0.636	exalter
twinkle	joy	0.636	scintillement
comforting	joy	0.636	réconfortant
felicity	joy	0.636	félicité
peaceful	joy	0.636	pacifique
climax	joy	0.636	Climax
winner	joy	0.636	gagnant
reverie	joy	0.636	rêverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	câlin
xoxo	joy	0.634	bisous bisous
stargazing	joy	0.625	observation des étoiles
festival	joy	0.625	festival
sweet	joy	0.625	sucré
generosity	joy	0.625	générosité
brighter	joy	0.625	plus brillant
praisegod	joy	0.625	louangedieu
gorgeous	joy	0.625	magnifique
hearts	joy	0.625	cœurs
amusing	joy	0.625	amusant
fondness	joy	0.625	penchant
snuggling	joy	0.625	se blottir
reward	joy	0.625	récompense
sex	joy	0.622	sexe
kind	joy	0.621	gentil
genial	joy	0.621	génial
parade	joy	0.621	parade
applause	joy	0.621	applaudissements
beauty	joy	0.621	beauté
fulfilling	joy	0.618	épanouissant
aspiring	joy	0.618	en herbe
newlife	joy	0.618	nouvelle vie
godbless	joy	0.616	Dieu vous protège
virtuous	joy	0.613	vertueux
kiss	joy	0.610	embrasser
christmas	joy	0.609	Noël
rainbows	joy	0.609	arcs en ciel
elegance	joy	0.609	élégance
generous	joy	0.609	généreuse
super	joy	0.609	super
playful	joy	0.609	espiègle
enlightenment	joy	0.609	éclaircissement
praiseworthy	joy	0.609	louable
awards	joy	0.609	prix
adorable	joy	0.609	adorable
rekindle	joy	0.609	raviver
winnings	joy	0.609	gains
independence	joy	0.607	indépendance
amour	joy	0.607	amour
kindness	joy	0.606	la gentillesse
surprises	joy	0.606	surprend
heheh	joy	0.606	héhé
hilarity	joy	0.606	hilarité
wonder	joy	0.606	merveille
freely	joy	0.606	librement
successful	joy	0.606	couronné de succès
inspired	joy	0.606	inspiré
onelove	joy	0.606	One Love
whimsical	joy	0.603	capricieux
entertainment	joy	0.603	divertissement
passion	joy	0.603	la passion
stressfree	joy	0.601	sans stress
beautify	joy	0.601	embellir
sunrise	joy	0.600	lever du soleil
godisgood	joy	0.597	Dieu est bon
goodmusic	joy	0.594	bonne musique
revere	joy	0.594	révérer
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspirer
angel	joy	0.594	ange
thankgod	joy	0.594	Dieu merci
goodies	joy	0.594	friandises
jesus	joy	0.594	Jésus
accomplishment	joy	0.594	accomplissement
snuggled	joy	0.594	blotti
peacefully	joy	0.594	pacifiquement
flirt	joy	0.594	flirt
friendship	joy	0.591	relation amicale
singing	joy	0.591	en chantant
heroic	joy	0.591	héroïque
exalted	joy	0.591	exalté
fortune	joy	0.591	fortune
highest	joy	0.591	le plus élevé
summer	joy	0.591	été
contented	joy	0.588	content
rollicking	joy	0.588	joyeux
overflowing	joy	0.588	débordé
woot	joy	0.588	bois
accolade	joy	0.586	accolade
hope	joy	0.586	espoir
cozy	joy	0.583	confortable
delicious	joy	0.579	délicieuse
raving	joy	0.578	délirant
thelife	joy	0.578	la vie
darling	joy	0.578	chérie
sensuous	joy	0.578	sensuel
picturesque	joy	0.578	pittoresque
friendly	joy	0.578	amical
everlasting	joy	0.578	éternel
praise	joy	0.578	louer
ambition	joy	0.578	ambition
sparkle	joy	0.577	scintillait
sensual	joy	0.576	sensuel
peace	joy	0.576	paix
flattering	joy	0.576	flatteur
grace	joy	0.576	la grâce
luckygirl	joy	0.576	fille chanceuse
heroism	joy	0.576	héroïsme
succeeding	joy	0.576	réussir
yeahhh	joy	0.576	ouais
special	joy	0.574	spécial
livelife	joy	0.574	vivre la vie
tantalizing	joy	0.572	alléchant
pumped	joy	0.567	pompé
yey	joy	0.562	oui
surprise	joy	0.562	surprendre
sunny	joy	0.562	ensoleillé
prevail	joy	0.562	prévaloir
revels	joy	0.562	se délecte
humorous	joy	0.562	humoristique
sweets	joy	0.562	bonbons
liking	joy	0.562	aimer
admirable	joy	0.562	admirable
superstar	joy	0.562	superstar
relax	joy	0.562	Détendez-vous
prosper	joy	0.562	prospérer
hero	joy	0.562	héros
hugs	joy	0.562	câlins
worthwhile	joy	0.562	digne d'intérêt
newyear	joy	0.561	nouvel An
tenderness	joy	0.561	tendresse
bless	joy	0.561	bénir
favorable	joy	0.561	favorable
freedom	joy	0.561	liberté
masterpiece	joy	0.561	chef-d'oeuvre
dreams	joy	0.559	rêves
hopeful	joy	0.559	optimiste
home	joy	0.559	domicile
cruising	joy	0.556	croisière
gracias	joy	0.554	merci
faithfulness	joy	0.553	fidélité
eagerness	joy	0.552	ardeur
closeness	joy	0.552	proximité
sunshine	joy	0.551	ensoleillement
comfy	joy	0.551	confortable
vacation	joy	0.547	vacances
celestial	joy	0.547	céleste
good	joy	0.547	bien
elite	joy	0.547	élite
illuminate	joy	0.547	éclairer
confidence	joy	0.547	confiance
mistletoe	joy	0.547	du gui
daughter	joy	0.547	la fille
lifted	joy	0.547	levé
goodmorning	joy	0.547	Bonjour
zeal	joy	0.547	zèle
gifts	joy	0.547	cadeaux
gift	joy	0.547	cadeau
astonishment	joy	0.547	étonnement
heart	joy	0.547	cœur
completion	joy	0.547	achèvement
bonus	joy	0.547	prime
charmed	joy	0.546	charmé
dance	joy	0.545	Danse
sublime	joy	0.545	sublime
recreation	joy	0.545	des loisirs
encouragement	joy	0.545	encouragement
god	joy	0.545	dieu
gush	joy	0.545	jet
freshstart	joy	0.544	nouveau départ
free	joy	0.544	libre
savior	joy	0.543	Sauveur
sanctuary	joy	0.541	sanctuaire
grandchildren	joy	0.540	petits enfants
wellness	joy	0.537	le bien-être
revel	joy	0.534	se délecter
music	joy	0.531	musique
fab	joy	0.531	fabuleux
bridal	joy	0.531	de mariée
soar	joy	0.531	monter
alive	joy	0.531	vivant
money	joy	0.531	argent
soothing	joy	0.531	apaisants
serene	joy	0.531	serein
holiness	joy	0.531	sainteté
inspirational	joy	0.531	inspirant
matrimony	joy	0.531	mariage
dayoff	joy	0.531	jour de congé
savor	joy	0.531	saveur
vitality	joy	0.531	vitalité
confident	joy	0.531	sur de soi
firstborn	joy	0.531	premier-né
rainbow	joy	0.531	arc en ciel
liberation	joy	0.531	libération
elegant	joy	0.530	élégant
mastery	joy	0.530	la maîtrise
glimmer	joy	0.530	lueur
illumination	joy	0.530	éclairage
blossom	joy	0.530	fleur
warmth	joy	0.530	chaleur
welcomed	joy	0.530	accueilli
treat	joy	0.529	traiter
faithful	joy	0.529	fidèle
snuggles	joy	0.522	se blottit
laurels	joy	0.521	lauriers
commendable	joy	0.519	louable
succeed	joy	0.516	réussir
jingle	joy	0.516	tinter
zest	joy	0.516	zeste
noschool	joy	0.516	pas d'école
brotherly	joy	0.516	fraternel
silly	joy	0.516	idiot
abundant	joy	0.516	abondant
fancy	joy	0.516	fantaisie
resplendent	joy	0.516	resplendissant
strengthening	joy	0.516	renforcement
presents	joy	0.516	présente
pride	joy	0.516	Orgueil
almighty	joy	0.516	tout-puissant
powerful	joy	0.516	puissant
aspire	joy	0.516	aspirer
remarkable	joy	0.516	remarquable
greeted	joy	0.516	accueilli
thanking	joy	0.515	remerciement
cutie	joy	0.515	la mignonne
kudos	joy	0.515	gloire
therapeutic	joy	0.515	thérapeutique
zen	joy	0.515	Zen
coronation	joy	0.515	couronnement
complete	joy	0.515	Achevée
shining	joy	0.515	brillant
spirit	joy	0.515	esprit
princely	joy	0.515	princier
vivid	joy	0.515	vif
comfort	joy	0.515	confort
leisure	joy	0.515	loisirs
reunited	joy	0.515	réuni
kid	joy	0.515	enfant
newme	joy	0.515	nouveau moi
payday	joy	0.515	jour de paie
animated	joy	0.515	Animé
familytime	joy	0.515	du temps en famille
relationship	joy	0.514	relation
godly	joy	0.514	pieux
marriage	joy	0.514	mariage
daymade	joy	0.514	fait jour
spouse	joy	0.507	conjoint
intimately	joy	0.507	intimement
respect	joy	0.500	respect
bloom	joy	0.500	Floraison
purr	joy	0.500	ronronner
carefree	joy	0.500	insouciant
nature	joy	0.500	la nature
encourage	joy	0.500	encourager
soulful	joy	0.500	émouvant
refreshed	joy	0.500	rafraîchi
family	joy	0.500	famille
gem	joy	0.500	gemme
meritorious	joy	0.500	méritoire
achieved	joy	0.500	atteint
motherhood	joy	0.500	maternité
holyspirit	joy	0.500	esprit Saint
surreal	joy	0.500	surréaliste
charitable	joy	0.500	charitable
teamjesus	joy	0.500	équipejesus
stressrelief	joy	0.500	soulagement du stress
erotic	joy	0.500	érotique
inviting	joy	0.500	attrayant
baby	joy	0.500	bébé
dignity	joy	0.500	dignité
satisfied	joy	0.500	satisfait
visionary	joy	0.500	visionnaire
memorable	joy	0.500	mémorable
veracity	joy	0.500	véracité
healthy	joy	0.500	en bonne santé
welcoming	joy	0.500	accueillant
diamond	joy	0.500	diamant
christ	joy	0.500	Christ
beach	joy	0.500	plage
accomplish	joy	0.500	accomplir
friends	joy	0.500	copains
excel	joy	0.500	exceller
health	joy	0.493	santé
aura	joy	0.493	aura
yehey	joy	0.486	ouais
approved	joy	0.486	approuvé
oasis	joy	0.486	oasis
liberty	joy	0.486	liberté
crowning	joy	0.485	couronnement
aspiration	joy	0.485	aspiration
privileged	joy	0.485	privilégié
crescendo	joy	0.485	crescendo
rapture	joy	0.485	ravissement
liberate	joy	0.485	libérer
nocomplaints	joy	0.485	aucune plainte
prestige	joy	0.485	prestige
bounty	joy	0.485	prime
gentle	joy	0.485	doux
inseparable	joy	0.485	inséparable
engaging	joy	0.485	engageant
loyal	joy	0.485	loyal
betrothed	joy	0.485	fiancé
transcendence	joy	0.484	transcendance
selfworth	joy	0.484	l'estime de soi
yummy	joy	0.484	délicieux
datenight	joy	0.484	un rendez-vous romantique
destiny	joy	0.484	destin
heyday	joy	0.484	apogée
aloha	joy	0.484	aloha
desire	joy	0.484	désir
dream	joy	0.484	rêver
luck	joy	0.484	chance
fete	joy	0.484	fête
trophy	joy	0.484	trophée
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	Chocolat
creativity	joy	0.484	la créativité
boyfriend	joy	0.480	copain
commemoration	joy	0.479	commémoration
intelligence	joy	0.477	intelligence
readiness	joy	0.473	préparation
friend	joy	0.471	ami
bride	joy	0.471	la mariée
enthusiast	joy	0.471	passionné
lush	joy	0.470	luxuriant
inheritance	joy	0.470	héritage
soothe	joy	0.470	apaiser
tickle	joy	0.470	chatouiller
kiddo	joy	0.470	gamin
nostalgia	joy	0.470	nostalgie
massage	joy	0.470	massage
calming	joy	0.470	calmant
adventure	joy	0.470	aventure
pretty	joy	0.469	jolie
purring	joy	0.469	ronronnement
eternal	joy	0.469	éternel
humanitarian	joy	0.469	humanitaire
nurture	joy	0.469	nourrir
giving	joy	0.469	donnant
rest	joy	0.469	le repos
getaway	joy	0.469	va-t-en
goals	joy	0.469	Buts
pray	joy	0.469	prier
bridegroom	joy	0.469	jeune marié
heartily	joy	0.469	chaleureusement
luster	joy	0.469	lustre
bonding	joy	0.469	collage
princess	joy	0.469	Princesse
amicable	joy	0.469	amical
benevolence	joy	0.469	bienveillance
child	joy	0.466	enfant
salutary	joy	0.465	salutaire
invite	joy	0.457	inviter
beam	joy	0.456	rayonner
reminiscing	joy	0.456	se remémorant
befriend	joy	0.455	se lier d'amitié
aesthetics	joy	0.455	esthétique
friday	joy	0.455	Vendredi
freshair	joy	0.455	air frais
ceremony	joy	0.455	la cérémonie
kindred	joy	0.455	parenté
mindfulness	joy	0.455	pleine conscience
sonice	joy	0.455	vraiment gentil
elevation	joy	0.455	élévation
tropical	joy	0.455	tropical
scholarship	joy	0.455	bourse
hee	joy	0.455	salut
noworries	joy	0.453	pas de soucis
allure	joy	0.453	séduire
approve	joy	0.453	approuver
scenery	joy	0.453	décor
waterfall	joy	0.453	cascade
vindication	joy	0.453	justification
namaste	joy	0.453	namaste
commemorate	joy	0.453	commémorer
faith	joy	0.453	Foi
birth	joy	0.453	naissance
forgiveness	joy	0.453	le pardon
journey	joy	0.447	périple
meditation	joy	0.446	méditation
relaxed	joy	0.442	détendu
present	joy	0.441	cadeau
weekend	joy	0.441	fin de semaine
tender	joy	0.441	offre
tranquil	joy	0.441	tranquille
lyrical	joy	0.439	lyrique
sharing	joy	0.439	partage
esteem	joy	0.439	estime
nostalgic	joy	0.439	nostalgique
prayer	joy	0.439	prière
righteousness	joy	0.439	droiture
husband	joy	0.438	mari
relief	joy	0.438	le soulagement
strength	joy	0.438	force
mighty	joy	0.438	puissant
unbeaten	joy	0.438	invaincu
eager	joy	0.438	impatient
share	joy	0.438	partager
newday	joy	0.438	nouveau jour
sonnet	joy	0.438	sonnet
meditate	joy	0.438	méditer
life	joy	0.438	la vie
winterbreak	joy	0.429	Vacances d'hiver
warm	joy	0.429	chaleureuse
movingforward	joy	0.429	avancer
buddy	joy	0.427	copain
oneness	joy	0.426	unité
unconstrained	joy	0.424	non contraint
amen	joy	0.424	amen
reverence	joy	0.424	révérence
healthful	joy	0.424	salubre
thelittlethings	joy	0.424	les petites choses
medal	joy	0.424	médaille
unsurpassed	joy	0.424	inégalé
candlelight	joy	0.424	chandelle
carols	joy	0.424	chants
ejaculation	joy	0.424	éjaculation
beginnings	joy	0.422	débuts
sledding	joy	0.422	faire de la luge
graduation	joy	0.422	l'obtention du diplôme
frisky	joy	0.422	fringant
lml	joy	0.422	lml
ease	joy	0.422	faciliter
symphony	joy	0.422	symphonie
wealth	joy	0.422	richesse
helpful	joy	0.422	utile
musical	joy	0.422	musical
glitter	joy	0.422	briller
calmness	joy	0.422	calme
energy	joy	0.422	énergie
safe	joy	0.422	sûr
nostress	joy	0.421	pas de stress
soundness	joy	0.421	solidité
promise	joy	0.415	promettre
reunite	joy	0.414	réunir
mother	joy	0.412	mère
salvation	joy	0.412	salut
poems	joy	0.412	poèmes
clown	joy	0.409	clown
lavender	joy	0.409	lavande
immaculate	joy	0.409	immaculé
purify	joy	0.409	purifier
inauguration	joy	0.409	inauguration
aromatherapy	joy	0.409	aromathérapie
lighten	joy	0.409	alléger
travel	joy	0.409	voyager
cash	joy	0.406	en espèces
companion	joy	0.406	un compagnon
live	joy	0.406	Direct
opportune	joy	0.406	opportun
completing	joy	0.406	achever
charity	joy	0.406	charité
heal	joy	0.406	guérir
star	joy	0.406	étoile
wishing	joy	0.406	souhaitant
flowers	joy	0.406	fleurs
income	joy	0.403	le revenu
soul	joy	0.401	âme
munchies	joy	0.400	fringales
emancipation	joy	0.397	émancipation
indescribable	joy	0.397	indescriptible
progress	joy	0.397	le progrès
equality	joy	0.394	égalité
childhood	joy	0.394	enfance
together	joy	0.394	ensemble
rhythmical	joy	0.394	rythmé
fullness	joy	0.394	plénitude
calm	joy	0.394	calmes
hammock	joy	0.394	hamac
picnic	joy	0.394	pique-nique
movies	joy	0.393	films
zealous	joy	0.393	zélé
playground	joy	0.391	terrain de jeux
affluence	joy	0.391	richesse
warms	joy	0.391	réchauffe
choir	joy	0.391	chorale
littlethings	joy	0.391	petites choses
auspicious	joy	0.391	de bon augure
meaningful	joy	0.391	significative
adventures	joy	0.391	aventures
goofy	joy	0.391	maladroit
starry	joy	0.391	étoilé
humanity	joy	0.391	humanité
gesture	joy	0.387	geste
witty	joy	0.382	spirituel
vow	joy	0.382	vœu
shopping	joy	0.382	achats
vibes	joy	0.379	vibrations
worship	joy	0.379	culte
jump	joy	0.379	saut
communion	joy	0.379	communion
reverend	joy	0.377	révérend
rising	joy	0.375	en hausse
advance	joy	0.375	avance
beaches	joy	0.375	des plages
sonorous	joy	0.375	sonore
courtship	joy	0.375	cour
experience	joy	0.375	vivre
reunion	joy	0.375	réunion
simplicity	joy	0.375	simplicité
full	joy	0.375	plein
hymn	joy	0.375	hymne
spirits	joy	0.375	esprits
unforgettable	joy	0.375	inoubliable
mirth	joy	0.375	gaieté
youth	joy	0.375	jeunesse
scenic	joy	0.375	scénique
unique	joy	0.375	unique
redeemed	joy	0.375	racheté
alliance	joy	0.368	Alliance
baptismal	joy	0.368	de baptême
grant	joy	0.366	accorder
kitten	joy	0.364	chaton
sanctification	joy	0.364	sanctification
conciliation	joy	0.364	conciliation
improves	joy	0.364	améliore
pure	joy	0.364	pur
improve	joy	0.364	améliorer
authentic	joy	0.364	authentique
moonlight	joy	0.364	clair de lune
weightloss	joy	0.362	perte de poids
raspberries	joy	0.360	framboises
feeling	joy	0.359	sentiment
jest	joy	0.359	plaisanter
independent	joy	0.359	indépendant
sanctify	joy	0.359	sanctifier
devotional	joy	0.359	dévotionnel
tinsel	joy	0.359	clinquant
proficiency	joy	0.359	compétence
listenting	joy	0.359	écouter
fidelity	joy	0.359	fidélité
revival	joy	0.359	la relance
giver	joy	0.353	donneur
cocoa	joy	0.353	cacao
deliverance	joy	0.348	délivrance
melody	joy	0.348	mélodie
unification	joy	0.348	unification
romp	joy	0.348	gambader
purpose	joy	0.348	objectif
choral	joy	0.348	choral
exceed	joy	0.348	dépasser
dolphin	joy	0.348	dauphin
roaring	joy	0.348	rugissement
favor	joy	0.348	favoriser
hotyoga	joy	0.347	hot-yoga
voluptuous	joy	0.344	voluptueux
fruits	joy	0.344	des fruits
cookies	joy	0.344	biscuits
manicure	joy	0.344	manucure
nowork	joy	0.344	pas de travail
date	joy	0.344	Date
newstart	joy	0.344	nouveau départ
hedonism	joy	0.344	hédonisme
pledge	joy	0.344	gage
electric	joy	0.344	électrique
humble	joy	0.344	humble
roadtrip	joy	0.344	voyage en voiture
thx	joy	0.344	THX
kiddos	joy	0.344	les enfants
celebrity	joy	0.342	célébrité
bridesmaid	joy	0.338	demoiselle d'honneur
rhythm	joy	0.338	rythme
spa	joy	0.333	spa
snowday	joy	0.333	jour de neige
familiarity	joy	0.333	familiarité
coffee	joy	0.333	café
edification	joy	0.333	édification
garden	joy	0.333	jardin
renovation	joy	0.333	rénovation
dawn	joy	0.333	aube
connoisseur	joy	0.333	connaisseur
gazing	joy	0.333	regarder
obliging	joy	0.333	obligeant
partner	joy	0.333	partenaire
foodie	joy	0.331	fin gourmet
synchronize	joy	0.329	synchroniser
tribulation	joy	0.328	tribulations
psalm	joy	0.328	psaume
pedicure	joy	0.328	pédicure
noregrets	joy	0.328	pas de regrets
chirping	joy	0.328	chant
saint	joy	0.328	Saint
healing	joy	0.328	guérison
carol	joy	0.328	carol
true	joy	0.328	vrai
hobby	joy	0.328	loisir
amnesty	joy	0.328	amnistie
respite	joy	0.324	répit
recreational	joy	0.318	récréatif
cousins	joy	0.318	les cousins
mellow	joy	0.318	moelleux
restorative	joy	0.318	réparateur
lazyday	joy	0.318	jour de flemmardise
classics	joy	0.318	classiques
reconciliation	joy	0.316	réconciliation
woods	joy	0.312	les bois
progression	joy	0.312	progression
muchneeded	joy	0.312	indispensable
sterling	joy	0.312	sterling
dove	joy	0.312	Colombe
simplify	joy	0.312	simplifier
fitness	joy	0.312	aptitude
sunset	joy	0.312	le coucher du soleil
wisdom	joy	0.312	sagesse
relight	joy	0.312	rallumer
living	joy	0.312	vivant
presto	joy	0.312	presto
playhouse	joy	0.312	théâtre
