English Word	Emotion	Emotion-Intensity-Score	Kannada Word
goodmusic	joy	0.594	ಒಳ್ಳೆಯ ಸಂಗೀತ
revere	joy	0.594	ಪೂಜ್ಯ
whoo	joy	0.594	ಹೂ
fanfare	joy	0.594	ಅಭಿಮಾನ
inspire	joy	0.594	ಸ್ಫೂರ್ತಿ
angel	joy	0.594	ದೇವತೆ
thankgod	joy	0.594	ಧನ್ಯವಾದ ದೇವರೆ
goodies	joy	0.594	ಗುಡಿಗಳು
jesus	joy	0.594	ಜೀಸಸ್
accomplishment	joy	0.594	ಸಾಧನೆ
snuggled	joy	0.594	ಹೊದ್ದುಕೊಂಡ
peacefully	joy	0.594	ಶಾಂತಿಯುತವಾಗಿ
flirt	joy	0.594	ಮಿಡಿ
friendship	joy	0.591	ಸ್ನೇಹಕ್ಕಾಗಿ
singing	joy	0.591	ಗಾಯನ
heroic	joy	0.591	ವೀರೋಚಿತ
exalted	joy	0.591	ಉತ್ತುಂಗಕ್ಕೇರಿತು
fortune	joy	0.591	ಅದೃಷ್ಟ
highest	joy	0.591	ಅತ್ಯಧಿಕ
summer	joy	0.591	ಬೇಸಿಗೆ
contented	joy	0.588	ತೃಪ್ತನಾದ
rollicking	joy	0.588	ಉರುಳುವುದು
overflowing	joy	0.588	ತುಂಬಿ ಹರಿಯುತ್ತಿದೆ
woot	joy	0.588	ಉಣ್ಣೆ
accolade	joy	0.586	ಪುರಸ್ಕಾರ
hope	joy	0.586	ಭರವಸೆ
cozy	joy	0.583	ಸ್ನೇಹಶೀಲ
delicious	joy	0.579	ರುಚಿಕರವಾದ
raving	joy	0.578	ರೇವಿಂಗ್
thelife	joy	0.578	ಜೀವನ
darling	joy	0.578	ಪ್ರಿಯತಮೆ
sensuous	joy	0.578	ಇಂದ್ರಿಯಾತ್ಮಕ
picturesque	joy	0.578	ಚಿತ್ರಸದೃಶ
friendly	joy	0.578	ಸ್ನೇಹಪರ
everlasting	joy	0.578	ಶಾಶ್ವತ
praise	joy	0.578	ಮೆಚ್ಚುಗೆ
ambition	joy	0.578	ಮಹತ್ವಾಕಾಂಕ್ಷೆ
sparkle	joy	0.577	ಮಿಂಚು
sensual	joy	0.576	ಇಂದ್ರಿಯ
peace	joy	0.576	ಶಾಂತಿ
flattering	joy	0.576	ಹೊಗಳುವ
grace	joy	0.576	ಅನುಗ್ರಹ
luckygirl	joy	0.576	ಅದೃಷ್ಟವಂತ ಹುಡುಗಿ
heroism	joy	0.576	ವೀರತ್ವ
succeeding	joy	0.576	ಯಶಸ್ವಿಯಾಗುತ್ತಿದೆ
yeahhh	joy	0.576	ಹೌದು
special	joy	0.574	ವಿಶೇಷ
livelife	joy	0.574	ಜೀವನವನ್ನು ಬಾಳು
tantalizing	joy	0.572	ಕೆರಳಿಸುವ
pumped	joy	0.567	ಪಂಪ್ ಮಾಡಲಾಗಿದೆ
yey	joy	0.562	ಹೌದು
surprise	joy	0.562	ಆಶ್ಚರ್ಯ
sunny	joy	0.562	ಬಿಸಿಲು
prevail	joy	0.562	ಮೇಲುಗೈ ಸಾಧಿಸುತ್ತವೆ
revels	joy	0.562	ಖುಷಿಪಡುತ್ತಾನೆ
humorous	joy	0.562	ಹಾಸ್ಯಮಯ
sweets	joy	0.562	ಸಿಹಿತಿಂಡಿಗಳು
liking	joy	0.562	ಇಷ್ಟಪಡುವ
admirable	joy	0.562	ಪ್ರಶಂಸನೀಯ
superstar	joy	0.562	ಸೂಪರ್ಸ್ಟಾರ್
relax	joy	0.562	ವಿಶ್ರಾಂತಿ
prosper	joy	0.562	ಏಳಿಗೆ
hero	joy	0.562	ನಾಯಕ
hugs	joy	0.562	ಅಪ್ಪುಗೆ
worthwhile	joy	0.562	ಉಪಯುಕ್ತ
newyear	joy	0.561	ಹೊಸ ವರ್ಷ
tenderness	joy	0.561	ಮೃದುತ್ವ
bless	joy	0.561	ಅನುಗ್ರಹಿಸಿ
favorable	joy	0.561	ಅನುಕೂಲಕರ
freedom	joy	0.561	ಸ್ವಾತಂತ್ರ್ಯ
masterpiece	joy	0.561	ಮೇರುಕೃತಿ
dreams	joy	0.559	ಕನಸುಗಳು
hopeful	joy	0.559	ಆಶಾದಾಯಕ
home	joy	0.559	ಮನೆ
cruising	joy	0.556	ಸಮುದ್ರಯಾನ
gracias	joy	0.554	ಕೃಪೆ
faithfulness	joy	0.553	ನಿಷ್ಠೆ
eagerness	joy	0.552	ಉತ್ಸುಕತೆ
closeness	joy	0.552	ನಿಕಟತೆ
sunshine	joy	0.551	ಬಿಸಿಲು
comfy	joy	0.551	ಆರಾಮದಾಯಕ
vacation	joy	0.547	ರಜೆ
celestial	joy	0.547	ಆಕಾಶ
good	joy	0.547	ಒಳ್ಳೆಯದು
elite	joy	0.547	ಗಣ್ಯರು
illuminate	joy	0.547	ಬೆಳಗುತ್ತವೆ
confidence	joy	0.547	ಆತ್ಮವಿಶ್ವಾಸ
mistletoe	joy	0.547	ಮಿಸ್ಟ್ಲೆಟೊ
daughter	joy	0.547	ಮಗಳು
lifted	joy	0.547	ಎತ್ತಿದರು
goodmorning	joy	0.547	ಶುಭೋದಯ
zeal	joy	0.547	ಹುರುಪು
gifts	joy	0.547	ಉಡುಗೊರೆಗಳು
gift	joy	0.547	ಉಡುಗೊರೆ
astonishment	joy	0.547	ಬೆರಗು
heart	joy	0.547	ಹೃದಯ
completion	joy	0.547	ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ
bonus	joy	0.547	ಬೋನಸ್
charmed	joy	0.546	ಮೋಡಿ ಮಾಡಿದ
dance	joy	0.545	ನೃತ್ಯ
sublime	joy	0.545	ಭವ್ಯವಾದ
recreation	joy	0.545	ಮನರಂಜನೆ
encouragement	joy	0.545	ಪ್ರೋತ್ಸಾಹ
god	joy	0.545	ದೇವರು
gush	joy	0.545	ಚಿಮ್ಮು
freshstart	joy	0.544	ಹೊಸ ಪ್ರಾರಂಭ
free	joy	0.544	ಉಚಿತ
savior	joy	0.543	ರಕ್ಷಕ
sanctuary	joy	0.541	ಅಭಯಾರಣ್ಯ
grandchildren	joy	0.540	ಮೊಮ್ಮಕ್ಕಳು
wellness	joy	0.537	ಕ್ಷೇಮ
revel	joy	0.534	ಖುಷಿಪಡುತ್ತಾರೆ
music	joy	0.531	ಸಂಗೀತ
fab	joy	0.531	ಫ್ಯಾಬ್
bridal	joy	0.531	ವಧುವಿನ
soar	joy	0.531	ಸೋರ್
alive	joy	0.531	ಜೀವಂತವಾಗಿ
money	joy	0.531	ಹಣ
soothing	joy	0.531	ಹಿತವಾದ
serene	joy	0.531	ಪ್ರಶಾಂತ
holiness	joy	0.531	ಪವಿತ್ರತೆ
inspirational	joy	0.531	ಸ್ಪೂರ್ತಿದಾಯಕ
matrimony	joy	0.531	ದಾಂಪತ್ಯ
dayoff	joy	0.531	ರಜೆಯ ದಿನ
savor	joy	0.531	ಸವಿಯಿರಿ
vitality	joy	0.531	ಹುರುಪು
confident	joy	0.531	ಆತ್ಮವಿಶ್ವಾಸ
firstborn	joy	0.531	ಚೊಚ್ಚಲ
rainbow	joy	0.531	ಕಾಮನಬಿಲ್ಲು
liberation	joy	0.531	ವಿಮೋಚನೆ
elegant	joy	0.530	ಸೊಗಸಾದ
mastery	joy	0.530	ಪಾಂಡಿತ್ಯ
glimmer	joy	0.530	ಮಿನುಗು
illumination	joy	0.530	ಪ್ರಕಾಶ
blossom	joy	0.530	ಹೂವು
warmth	joy	0.530	ಉಷ್ಣತೆ
welcomed	joy	0.530	ಸ್ವಾಗತಿಸಿದರು
treat	joy	0.529	ಚಿಕಿತ್ಸೆ
faithful	joy	0.529	ನಿಷ್ಠಾವಂತ
snuggles	joy	0.522	ಹೊದ್ದುಕೊಳ್ಳುತ್ತಾನೆ
laurels	joy	0.521	ಪ್ರಶಸ್ತಿಗಳು
commendable	joy	0.519	ಶ್ಲಾಘನೀಯ
succeed	joy	0.516	ಯಶಸ್ಸು
jingle	joy	0.516	ಜಿಂಗಲ್
zest	joy	0.516	ರುಚಿಕಾರಕ
noschool	joy	0.516	ನೋಸ್ಕೂಲ್
brotherly	joy	0.516	ಸಹೋದರತ್ವದ
silly	joy	0.516	ಸಿಲ್ಲಿ
abundant	joy	0.516	ಹೇರಳವಾಗಿ
fancy	joy	0.516	ಅಲಂಕಾರಿಕ
resplendent	joy	0.516	ಕಾಂತಿಯುತ
strengthening	joy	0.516	ಬಲಪಡಿಸುವ
presents	joy	0.516	ಪ್ರಸ್ತುತಪಡಿಸುತ್ತದೆ
pride	joy	0.516	ಹೆಮ್ಮೆಯ
almighty	joy	0.516	ಸರ್ವಶಕ್ತ
powerful	joy	0.516	ಶಕ್ತಿಯುತ
aspire	joy	0.516	ಹಾರೈಸುತ್ತಾರೆ
remarkable	joy	0.516	ಗಮನಾರ್ಹ
greeted	joy	0.516	ಸ್ವಾಗತಿಸಿದರು
thanking	joy	0.515	ಧನ್ಯವಾದಗಳು
cutie	joy	0.515	ಮೋಹನಾಂಗಿ
kudos	joy	0.515	ಕೀರ್ತಿ
therapeutic	joy	0.515	ಚಿಕಿತ್ಸಕ
zen	joy	0.515	ಝೆನ್
coronation	joy	0.515	ಪಟ್ಟಾಭಿಷೇಕ
complete	joy	0.515	ಸಂಪೂರ್ಣ
shining	joy	0.515	ಹೊಳೆಯುತ್ತಿದೆ
spirit	joy	0.515	ಆತ್ಮ
princely	joy	0.515	ರಾಜಪ್ರಭುತ್ವದ
vivid	joy	0.515	ಎದ್ದುಕಾಣುವ
comfort	joy	0.515	ಆರಾಮ
leisure	joy	0.515	ವಿರಾಮ
reunited	joy	0.515	ಮತ್ತೆ ಒಂದಾದರು
kid	joy	0.515	ಮಗು
newme	joy	0.515	ಹೊಸಬರು
payday	joy	0.515	ಸಂಬಳದ ದಿನ
animated	joy	0.515	ಅನಿಮೇಟೆಡ್
familytime	joy	0.515	ಕುಟುಂಬದ ಸಮಯ
relationship	joy	0.514	ಸಂಬಂಧ
godly	joy	0.514	ದೈವಿಕ
marriage	joy	0.514	ಮದುವೆ
daymade	joy	0.514	ಹಗಲಿರುಳು
spouse	joy	0.507	ಸಂಗಾತಿಯ
intimately	joy	0.507	ಆತ್ಮೀಯವಾಗಿ
respect	joy	0.500	ಗೌರವ
bloom	joy	0.500	ಅರಳುತ್ತವೆ
purr	joy	0.500	ಪುರ್ರ್
carefree	joy	0.500	ನಿರಾತಂಕ
nature	joy	0.500	ಪ್ರಕೃತಿ
encourage	joy	0.500	ಪ್ರೋತ್ಸಾಹಿಸಲು
soulful	joy	0.500	ಭಾವಪೂರ್ಣ
refreshed	joy	0.500	ರಿಫ್ರೆಶ್ ಮಾಡಲಾಗಿದೆ
family	joy	0.500	ಕುಟುಂಬ
gem	joy	0.500	ರತ್ನ
meritorious	joy	0.500	ಸಾರ್ಥಕ
achieved	joy	0.500	ಸಾಧಿಸಿದೆ
motherhood	joy	0.500	ತಾಯ್ತನ
holyspirit	joy	0.500	ಪವಿತ್ರಾತ್ಮ
surreal	joy	0.500	ಅತಿವಾಸ್ತವಿಕವಾದ
charitable	joy	0.500	ದತ್ತಿ
teamjesus	joy	0.500	ಟೀಮ್ಜೀಸಸ್
stressrelief	joy	0.500	ಒತ್ತಡ ನಿವಾರಣೆ
erotic	joy	0.500	ಕಾಮಪ್ರಚೋದಕ
inviting	joy	0.500	ಆಹ್ವಾನಿಸುತ್ತಿದೆ
baby	joy	0.500	ಮಗು
dignity	joy	0.500	ಘನತೆ
satisfied	joy	0.500	ತೃಪ್ತಿಯಾಯಿತು
visionary	joy	0.500	ದಾರ್ಶನಿಕ
memorable	joy	0.500	ಸ್ಮರಣೀಯ
veracity	joy	0.500	ಸತ್ಯಾಸತ್ಯತೆ
healthy	joy	0.500	ಆರೋಗ್ಯಕರ
welcoming	joy	0.500	ಸ್ವಾಗತಿಸುತ್ತಿದೆ
diamond	joy	0.500	ವಜ್ರ
christ	joy	0.500	ಕ್ರಿಸ್ತ
beach	joy	0.500	ಕಡಲತೀರ
accomplish	joy	0.500	ಸಾಧಿಸಲು
friends	joy	0.500	ಸ್ನೇಹಿತರು
excel	joy	0.500	ಉತ್ಕೃಷ್ಟ
health	joy	0.493	ಆರೋಗ್ಯ
aura	joy	0.493	ಸೆಳವು
yehey	joy	0.486	ಹೌದು
approved	joy	0.486	ಅನುಮೋದಿಸಲಾಗಿದೆ
oasis	joy	0.486	ಓಯಸಿಸ್
liberty	joy	0.486	ಸ್ವಾತಂತ್ರ್ಯ
crowning	joy	0.485	ಕಿರೀಟ
aspiration	joy	0.485	ಆಕಾಂಕ್ಷೆ
privileged	joy	0.485	ಸವಲತ್ತು ಪಡೆದಿದ್ದಾರೆ
crescendo	joy	0.485	ಕ್ರೆಸೆಂಡೋ
rapture	joy	0.485	ರ್ಯಾಪ್ಚರ್
liberate	joy	0.485	ಬಿಡುಗಡೆ ಮಾಡು
nocomplaints	joy	0.485	ದೂರುಗಳಿಲ್ಲ
prestige	joy	0.485	ಪ್ರತಿಷ್ಠೆ
bounty	joy	0.485	ವರದಾನ
gentle	joy	0.485	ಸೌಮ್ಯ
inseparable	joy	0.485	ಬೇರ್ಪಡಿಸಲಾಗದ
engaging	joy	0.485	ತೊಡಗಿಸಿಕೊಳ್ಳುವ
loyal	joy	0.485	ನಿಷ್ಠಾವಂತ
betrothed	joy	0.485	ನಿಶ್ಚಯವಾಯಿತು
transcendence	joy	0.484	ಮೀರುವಿಕೆ
selfworth	joy	0.484	ಸ್ವಯಂ ಮೌಲ್ಯದ
yummy	joy	0.484	ಸವಿಯಾದ
datenight	joy	0.484	ರಾತ್ರಿ
destiny	joy	0.484	ವಿಧಿ
heyday	joy	0.484	ಉಚ್ಛ್ರಾಯ ಸಮಯ
aloha	joy	0.484	ಅಲೋಹಾ
desire	joy	0.484	ಆಸೆ
dream	joy	0.484	ಕನಸು
luck	joy	0.484	ಅದೃಷ್ಟ
fete	joy	0.484	ಹಬ್ಬ
trophy	joy	0.484	ಟ್ರೋಫಿ
bouquet	joy	0.484	ಪುಷ್ಪಗುಚ್ಛ
chocolate	joy	0.484	ಚಾಕೊಲೇಟ್
creativity	joy	0.484	ಸೃಜನಶೀಲತೆ
boyfriend	joy	0.480	ಗೆಳೆಯ
commemoration	joy	0.479	ಸ್ಮರಣಾರ್ಥ
intelligence	joy	0.477	ಬುದ್ಧಿವಂತಿಕೆ
readiness	joy	0.473	ಸಿದ್ಧತೆ
friend	joy	0.471	ಸ್ನೇಹಿತ
bride	joy	0.471	ವಧು
enthusiast	joy	0.471	ಉತ್ಸಾಹಿ
lush	joy	0.470	ಸೊಂಪಾದ
inheritance	joy	0.470	ಉತ್ತರಾಧಿಕಾರ
soothe	joy	0.470	ಶಮನಗೊಳಿಸು
tickle	joy	0.470	ಕಚಗುಳಿ
kiddo	joy	0.470	ಮಗು
nostalgia	joy	0.470	ನಾಸ್ಟಾಲ್ಜಿಯಾ
massage	joy	0.470	ಮಸಾಜ್
calming	joy	0.470	ಶಾಂತಗೊಳಿಸುವ
adventure	joy	0.470	ಸಾಹಸ
pretty	joy	0.469	ಸುಂದರ
purring	joy	0.469	ಪರ್ರಿಂಗ್
eternal	joy	0.469	ಶಾಶ್ವತ
humanitarian	joy	0.469	ಮಾನವೀಯ
nurture	joy	0.469	ಆರೈಕೆ
giving	joy	0.469	ನೀಡುತ್ತಿದೆ
rest	joy	0.469	ಉಳಿದ
getaway	joy	0.469	ತಪ್ಪಿಸಿಕೊಳ್ಳಲು
goals	joy	0.469	ಗುರಿಗಳು
pray	joy	0.469	ಪ್ರಾರ್ಥಿಸು
bridegroom	joy	0.469	ವಧುವರ
heartily	joy	0.469	ಹೃತ್ಪೂರ್ವಕವಾಗಿ
luster	joy	0.469	ಹೊಳಪು
bonding	joy	0.469	ಬಂಧ
princess	joy	0.469	ರಾಜಕುಮಾರಿ
amicable	joy	0.469	ಸೌಹಾರ್ದಯುತ
benevolence	joy	0.469	ಉಪಕಾರ
child	joy	0.466	ಮಗು
salutary	joy	0.465	ಸಲ್ಲುವ
invite	joy	0.457	ಆಹ್ವಾನಿಸಿ
beam	joy	0.456	ಕಿರಣ
reminiscing	joy	0.456	ಸ್ಮರಿಸುತ್ತಿದೆ
befriend	joy	0.455	ಗೆಳೆತನ
aesthetics	joy	0.455	ಸೌಂದರ್ಯಶಾಸ್ತ್ರ
friday	joy	0.455	ಶುಕ್ರವಾರ
freshair	joy	0.455	ಶುಧ್ಹವಾದ ಗಾಳಿ
ceremony	joy	0.455	ಕಾರ್ಯಕ್ರಮ
kindred	joy	0.455	ಸಂಬಂಧಿಕರು
mindfulness	joy	0.455	ಸಾವಧಾನತೆ
sonice	joy	0.455	ಬಹಳ ಒಳ್ಳೆಯ
elevation	joy	0.455	ಎತ್ತರ
tropical	joy	0.455	ಉಷ್ಣವಲಯದ
scholarship	joy	0.455	ವಿದ್ಯಾರ್ಥಿವೇತನ
hee	joy	0.455	ಹೀ
noworries	joy	0.453	ಈಗ ಚಿಂತೆ
allure	joy	0.453	ಆಕರ್ಷಣೆ
approve	joy	0.453	ಅನುಮೋದಿಸಿ
scenery	joy	0.453	ದೃಶ್ಯಾವಳಿ
waterfall	joy	0.453	ಜಲಪಾತ
vindication	joy	0.453	ಸಮರ್ಥನೆ
namaste	joy	0.453	ನಮಸ್ತೆ
commemorate	joy	0.453	ಸ್ಮರಿಸುತ್ತಾರೆ
faith	joy	0.453	ನಂಬಿಕೆ
birth	joy	0.453	ಜನನ
forgiveness	joy	0.453	ಕ್ಷಮೆ
journey	joy	0.447	ಪ್ರಯಾಣ
meditation	joy	0.446	ಧ್ಯಾನ
relaxed	joy	0.442	ಶಾಂತ
present	joy	0.441	ಪ್ರಸ್ತುತ
weekend	joy	0.441	ವಾರಾಂತ್ಯ
tender	joy	0.441	ಟೆಂಡರ್
tranquil	joy	0.441	ಪ್ರಶಾಂತ
lyrical	joy	0.439	ಭಾವಗೀತಾತ್ಮಕ
sharing	joy	0.439	ಹಂಚಿಕೆ
esteem	joy	0.439	ಗೌರವ
nostalgic	joy	0.439	ನಾಸ್ಟಾಲ್ಜಿಕ್
prayer	joy	0.439	ಪ್ರಾರ್ಥನೆ
righteousness	joy	0.439	ಸದಾಚಾರ
husband	joy	0.438	ಗಂಡ
relief	joy	0.438	ಪರಿಹಾರ
strength	joy	0.438	ಶಕ್ತಿ
mighty	joy	0.438	ಪ್ರಬಲ
unbeaten	joy	0.438	ಅಜೇಯ
eager	joy	0.438	ಉತ್ಸುಕನಾಗಿದ್ದಾನೆ
share	joy	0.438	ಪಾಲು
newday	joy	0.438	ಹೊಸ ದಿನ
sonnet	joy	0.438	ಸಾನೆಟ್
meditate	joy	0.438	ಧ್ಯಾನ ಮಾಡು
life	joy	0.438	ಜೀವನ
winterbreak	joy	0.429	ಚಳಿಗಾಲದ ವಿರಾಮ
warm	joy	0.429	ಬೆಚ್ಚಗಿನ
movingforward	joy	0.429	ಮುಂದುವರಿಸುತ್ತಾ
buddy	joy	0.427	ಗೆಳೆಯ
oneness	joy	0.426	ಏಕತೆ
unconstrained	joy	0.424	ಅನಿರ್ಬಂಧಿತ
amen	joy	0.424	ಆಮೆನ್
reverence	joy	0.424	ಗೌರವ
healthful	joy	0.424	ಆರೋಗ್ಯಕರ
thelittlethings	joy	0.424	ಚಿಕ್ಕ ವಸ್ತುಗಳು
medal	joy	0.424	ಪದಕ
unsurpassed	joy	0.424	ಮೀರದ
candlelight	joy	0.424	ಮೇಣದಬತ್ತಿಯ ಬೆಳಕು
carols	joy	0.424	ಕರೋಲ್ಗಳು
ejaculation	joy	0.424	ಸ್ಖಲನ
beginnings	joy	0.422	ಆರಂಭಗಳು
sledding	joy	0.422	ಸ್ಲೆಡ್ಡಿಂಗ್
graduation	joy	0.422	ಪದವಿ
frisky	joy	0.422	ಚುರುಕಾದ
lml	joy	0.422	ಎಲ್ಎಂಎಲ್
ease	joy	0.422	ಸುಲಭ
symphony	joy	0.422	ಸ್ವರಮೇಳ
wealth	joy	0.422	ಸಂಪತ್ತು
helpful	joy	0.422	ಸಹಾಯಕವಾಗಿದೆ
musical	joy	0.422	ಸಂಗೀತಮಯ
glitter	joy	0.422	ಮಿನುಗು
calmness	joy	0.422	ಶಾಂತತೆ
energy	joy	0.422	ಶಕ್ತಿ
safe	joy	0.422	ಸುರಕ್ಷಿತ
nostress	joy	0.421	ಮೂಗುತಿ
soundness	joy	0.421	ಸದೃಢತೆ
promise	joy	0.415	ಭರವಸೆ
reunite	joy	0.414	ಮತ್ತೆ ಒಂದಾಗುತ್ತವೆ
mother	joy	0.412	ತಾಯಿ
salvation	joy	0.412	ಮೋಕ್ಷ
poems	joy	0.412	ಕವಿತೆಗಳು
clown	joy	0.409	ಹಾಸ್ಯಗಾರ
lavender	joy	0.409	ಲ್ಯಾವೆಂಡರ್
immaculate	joy	0.409	ನಿರ್ಮಲ
purify	joy	0.409	ಶುದ್ಧೀಕರಿಸು
inauguration	joy	0.409	ಉದ್ಘಾಟನೆ
aromatherapy	joy	0.409	ಅರೋಮಾಥೆರಪಿ
lighten	joy	0.409	ಹಗುರಗೊಳಿಸು
travel	joy	0.409	ಪ್ರಯಾಣ
cash	joy	0.406	ನಗದು
companion	joy	0.406	ಒಡನಾಡಿ
live	joy	0.406	ಬದುಕುತ್ತಾರೆ
opportune	joy	0.406	ಸೂಕ್ತ
completing	joy	0.406	ಪೂರ್ಣಗೊಳಿಸುತ್ತಿದೆ
charity	joy	0.406	ದಾನ
heal	joy	0.406	ಸರಿಪಡಿಸಲು
star	joy	0.406	ನಕ್ಷತ್ರ
wishing	joy	0.406	ಹಾರೈಸುತ್ತಿದ್ದಾರೆ
flowers	joy	0.406	ಹೂವುಗಳು
income	joy	0.403	ಆದಾಯ
soul	joy	0.401	ಆತ್ಮ
munchies	joy	0.400	ಮಂಚಿಗಳು
emancipation	joy	0.397	ವಿಮೋಚನೆ
indescribable	joy	0.397	ವರ್ಣಿಸಲಾಗದ
progress	joy	0.397	ಪ್ರಗತಿ
equality	joy	0.394	ಸಮಾನತೆ
childhood	joy	0.394	ಬಾಲ್ಯ
together	joy	0.394	ಒಟ್ಟಿಗೆ
rhythmical	joy	0.394	ಲಯಬದ್ಧ
fullness	joy	0.394	ಪೂರ್ಣತೆ
calm	joy	0.394	ಶಾಂತ
hammock	joy	0.394	ಆರಾಮ
picnic	joy	0.394	ಪಿಕ್ನಿಕ್
movies	joy	0.393	ಚಲನಚಿತ್ರಗಳು
zealous	joy	0.393	ಉತ್ಸಾಹಭರಿತ
playground	joy	0.391	ಆಟದ ಮೈದಾನ
affluence	joy	0.391	ಶ್ರೀಮಂತಿಕೆ
warms	joy	0.391	ಬೆಚ್ಚಗಾಗುತ್ತದೆ
choir	joy	0.391	ಗಾಯಕವೃಂದ
littlethings	joy	0.391	ಚಿಕ್ಕ ವಸ್ತುಗಳು
auspicious	joy	0.391	ಮಂಗಳಕರ
meaningful	joy	0.391	ಅರ್ಥಪೂರ್ಣ
adventures	joy	0.391	ಸಾಹಸಗಳು
goofy	joy	0.391	ಅವಿವೇಕಿ
starry	joy	0.391	ನಕ್ಷತ್ರ
humanity	joy	0.391	ಮಾನವೀಯತೆ
gesture	joy	0.387	ಸನ್ನೆ
witty	joy	0.382	ಹಾಸ್ಯದ
vow	joy	0.382	ಪ್ರತಿಜ್ಞೆ
shopping	joy	0.382	ಶಾಪಿಂಗ್
vibes	joy	0.379	ಕಂಪನಗಳು
worship	joy	0.379	ಪೂಜೆ
jump	joy	0.379	ನೆಗೆಯುವುದನ್ನು
communion	joy	0.379	ಕಮ್ಯುನಿಯನ್
reverend	joy	0.377	ಪೂಜ್ಯ
rising	joy	0.375	ಏರುತ್ತಿದೆ
advance	joy	0.375	ಮುನ್ನಡೆ
beaches	joy	0.375	ಕಡಲತೀರಗಳು
sonorous	joy	0.375	ಧ್ವನಿಪೂರ್ಣ
courtship	joy	0.375	ಪ್ರಣಯ
experience	joy	0.375	ಅನುಭವ
reunion	joy	0.375	ಪುನರ್ಮಿಲನ
simplicity	joy	0.375	ಸರಳತೆ
full	joy	0.375	ಪೂರ್ಣ
hymn	joy	0.375	ಸ್ತೋತ್ರ
spirits	joy	0.375	ಆತ್ಮಗಳು
unforgettable	joy	0.375	ಮರೆಯಲಾಗದ
mirth	joy	0.375	ಉಲ್ಲಾಸ
youth	joy	0.375	ಯುವ ಜನ
scenic	joy	0.375	ರಮಣೀಯ
unique	joy	0.375	ಅನನ್ಯ
redeemed	joy	0.375	ಉದ್ಧಾರವಾಯಿತು
alliance	joy	0.368	ಮೈತ್ರಿ
baptismal	joy	0.368	ಬ್ಯಾಪ್ಟಿಸಮ್
grant	joy	0.366	ಅನುದಾನ
kitten	joy	0.364	ಕಿಟನ್
sanctification	joy	0.364	ಪವಿತ್ರೀಕರಣ
conciliation	joy	0.364	ಸಂಧಾನ
improves	joy	0.364	ಸುಧಾರಿಸುತ್ತದೆ
pure	joy	0.364	ಶುದ್ಧ
improve	joy	0.364	ಸುಧಾರಿಸಿ
authentic	joy	0.364	ಅಧಿಕೃತ
moonlight	joy	0.364	ಚಂದ್ರನ ಬೆಳಕು
weightloss	joy	0.362	ತೂಕ ಇಳಿಕೆ
raspberries	joy	0.360	ರಾಸ್್ಬೆರ್ರಿಸ್
feeling	joy	0.359	ಭಾವನೆ
jest	joy	0.359	ತಮಾಷೆ
independent	joy	0.359	ಸ್ವತಂತ್ರ
sanctify	joy	0.359	ಪವಿತ್ರಗೊಳಿಸು
devotional	joy	0.359	ಭಕ್ತಿಯ
tinsel	joy	0.359	ಥಳುಕಿನ
proficiency	joy	0.359	ಪ್ರಾವೀಣ್ಯತೆ
listenting	joy	0.359	ಕೇಳುತ್ತಿದೆ
fidelity	joy	0.359	ನಿಷ್ಠೆ
revival	joy	0.359	ಪುನರುಜ್ಜೀವನ
giver	joy	0.353	ಕೊಡುವವನು
cocoa	joy	0.353	ಕೋಕೋ
deliverance	joy	0.348	ವಿಮೋಚನೆ
melody	joy	0.348	ಮಧುರ
unification	joy	0.348	ಏಕೀಕರಣ
romp	joy	0.348	ತಿರುಗಾಟ
purpose	joy	0.348	ಉದ್ದೇಶ
choral	joy	0.348	ಗಾಯನ
exceed	joy	0.348	ಮೀರುತ್ತದೆ
dolphin	joy	0.348	ಡಾಲ್ಫಿನ್
roaring	joy	0.348	ಘರ್ಜಿಸುತ್ತಿದೆ
favor	joy	0.348	ಪರವಾಗಿ
hotyoga	joy	0.347	ಬಿಸಿಯೋಗ
voluptuous	joy	0.344	ಭೋಗಭರಿತ
fruits	joy	0.344	ಹಣ್ಣುಗಳು
cookies	joy	0.344	ಕುಕೀಸ್
manicure	joy	0.344	ಹಸ್ತಾಲಂಕಾರ ಮಾಡು
nowork	joy	0.344	ಕೆಲಸವಿಲ್ಲ
date	joy	0.344	ದಿನಾಂಕ
newstart	joy	0.344	ಹೊಸ ಪ್ರಾರಂಭ
hedonism	joy	0.344	ಸುಖವಾದ
pledge	joy	0.344	ಪ್ರತಿಜ್ಞೆ
electric	joy	0.344	ವಿದ್ಯುತ್
humble	joy	0.344	ವಿನಮ್ರ
roadtrip	joy	0.344	ರಸ್ತೆ ಪ್ರಯಾಣ
thx	joy	0.344	ಧನ್ಯವಾದ
kiddos	joy	0.344	ಮಕ್ಕಳು
celebrity	joy	0.342	ಪ್ರಸಿದ್ಧ
bridesmaid	joy	0.338	ವಧುವಿನ ಹುಡುಗಿ
rhythm	joy	0.338	ಲಯ
spa	joy	0.333	ಸ್ಪಾ
snowday	joy	0.333	ಹಿಮದಿನ
familiarity	joy	0.333	ಪರಿಚಿತತೆ
coffee	joy	0.333	ಕಾಫಿ
edification	joy	0.333	ಸಂಪಾದನೆ
garden	joy	0.333	ಉದ್ಯಾನ
