Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20190565,,20190564,N-8-2019,Such a detailed reminder of why 'Budget' day was a hindrance to everyone when this bunch of whingers were in government !!,1,negative,anger,0,0,0,1,0
20190566,,20190564,N-8-2019,"Proset James Marmara. The people have not forgotten the rotten and incompetent PN administrations that based their economy of DEBT, DEBT and MORE DEBT! PN cannot even manage their own party's budget. They do what they know best, that is to make debt to turn the wheel. What a far cry from Labour! Well done Labour.",1,positive,trust,0,0,0,0,0
20190567,,20190566,N-8-2019,"and why do you think all this mud throwing and insinuations as well as downright lies? a ploy to make one forget their despicable past. they try to keep labour on the defensive. it is blowing up in their faces though, as the two last humiliating defeats proved. what bunch of inept rotten twerps!!!",1,negative,anger,0,0,0,1,0
20190568,,20190566,N-8-2019,😂😂😂 GET LOST YOU LABOUR IMBECILE!!!😂😂😂,1,negative,anger,0,0,0,1,0
20190569,,20190568,N-8-2019,"But your IMBECILE did not denied or contradict what James Marmara, Franco Borg, Poppins 79, Lippu Lipp and Karl Spiteri Mallia. Your ultra fanaticism to your Negative Party (NP) worth nothing.",1,negative,disgust,0,0,0,1,0
20190570,,20190568,N-8-2019,"😂😂😂 Look DUMBO, the PN is no my party so get educated and stop wasting my time!!!😂😂😨",1,negative,anger,0,0,1,1,0
20190571,,20190568,N-8-2019,"It is you who is a GRAND DUMBO, ARROGNAT and NOT EDUCATED. And you can't deny that because your short reply tells you SO. Nevertheless you confirmed what I wrote you. If you don't want me to waste your time than don't try to waste ours. Every ultra fanatic Nationalist supporter has been declaring lately that the Negative Party (NP) is not their party!! Poor Adrian Delia, Simon Busuttil, Adrian Busuttil and David Casa.",1,negative,anger,0,0,1,1,0
20190572,,20190568,N-8-2019,Porga Ohra MAMU ..... mur ghasar il lumi ha jxiddek,1,negative,anger,0,1,0,1,1
20190573,,20190568,N-8-2019,"Were you ever bit by the ""bicca blogger""? I think that you are poisoned. It is that poison that uncontrollably makes you act like an ordinary ""cercura""! Try snake anecdote 1000ml 5 times daily for the next 20 years, you should survive ..... lol.",1,negative,disgust,1,0,0,1,2
20190574,,20190568,N-8-2019,I almost pity you....ALMOST. 😆😆😆,1,negative,disgust,1,0,0,1,0
20190575,,20190568,N-8-2019,"Pipe down man, only 20 more years of PL Governments left/",1,neutral,joy,0,1,0,1,0
20190576,,20190568,N-8-2019,"At THIS rate?! More, I would say LOL",1,positive,joy,0,0,0,1,0
20190577,,20190568,N-8-2019,😂😂😂 Some hope!!!😂😂😂,1,positive,joy,0,1,0,1,0
20190578,,20190564,N-8-2019,"Well stated. It's a pity, the labour imbeciles with only one objective of seeing this incompetent labour government in power!!!😡 I must compliment you on such a detailed breakdown!!!👍👍👍",1,negative,sadness,1,0,0,1,0
20190579,,20190578,N-8-2019,"ara veru pulcinell int! u trid tkun veru inbeclli biex ma tarax id-differena bejn gvern ta' 25 budget ta' awsterita, b'zieda minima (barra ministri PN i hadu 600 bii-mohbi kull wiehed) u budgets b'xita ta' beneficcji li laqtu lil kulhadd!",1,negative,disgust,0,0,0,0,2
20190580,,20190579,N-8-2019,"I have to apologise for my mistake, as a matter of fact, I had the comment erased!!! You went on to describe a comparison which makes no sense!!!😡 Budgets in the past were never copycat copies year after year, as this incompetent labour government did these past three years!!!😡 I guess they do that in hope, they would blind the people which in fact you were taken in!!!😡 What a sucker!!!😂😂😂",1,negative,disgust,0,1,0,1,0
20190581,,20190578,N-8-2019,"LOL! Your sheer ignorance is reaching new hights! You just complimented someone who is actually taking the micky out of past PNist budgets LOL You can't even READ! Some ""education"" you got abroad! What a waste of SPACE and OXYGEN, Mamblu! 😎😎😎",1,negative,disgust,1,0,0,1,0
20190582,,,N-8-2019,"Best possible picture title 'The Three Stoogies'! If a budget giveing so much all round increases, while at the same time not increasing one single tax, and proposes a huge surplus, what do 25 years of PN tax ridden budgets solve?",1,positive,joy,0,1,0,1,0
20190583,,20190582,N-8-2019,imma kif ma jisthux jitkelmu hu jidru quddiem in-nies.,1,negative,anger,0,0,1,1,1
20190584,,20190583,N-8-2019,pn jisthi? mela ghadek ma tafhomx? misthija lanqas tidher f'mixjithom minn zmien Terinu lil hawn.,1,negative,anger,0,0,0,1,1
20190585,,,N-8-2019,"Delia forgets that during PN years, we used to dread the end of the month, prices of fuel got more expensive with every passing month plus we were told to get used to these prices and that they will be voting with all their heart content to keep these prices expensive. If Delia forgets, out here in the real world we still remember how it was during PN days.",1,negative,fear,0,0,0,1,0
20190586,,,N-8-2019,"Ara min irid jitkellem ukoll. Min qieghed imexxi Partit fallut li biex ikompli irid ibiegh il-kazini li ghandu, Jipretendhiex ruhu xi genju finanzjarju wkoll? Taf meta kienu tajbin il-budgets fi zmien il-Partit tieghu fil-Gvern li hlief gholiet dik it-taxxa u l-ohra ma kienx ikun hemm biex umbghad waqt li tinghatha xi 1.16 Euro zieda huma jiehdu 600Euro zieda minn wara dahar kulhadd. Ara dan Delia tant hu bravu fil-finanzi li anke club tal-football falla kif il-qahbec jista jippontifika fuq finanzi. Hallina Delia tkomplhiex taqgha ghan-nejk.",1,negative,disgust,0,0,0,1,2
20190587,,,N-8-2019,"Chance after chance to adjust the tune yet they keep up the mantra that you have to attack and strike out at anything the Government does even on a basic exercise such as working estimates for the coming year. But we can not give up on them, the only opposition we have; hopefully something positive may happen to bring them up to the real world, flowers warts and all.",1,negative,sadness,0,1,0,1,0
20190588,,,N-8-2019,There is only one serious problem in Malta. The joker claiming to be leader of the PeNe ! You Deliar !,1,negative,disgust,0,0,0,1,0
20190589,,,N-8-2019,"Another budget without taxes! Well done Labour, you truly became the envy of the world. I still have to see if there exists one country in the world that makes a surplus, increases pensions, improves social benefits, improves the health and education sectors and makes NO TAXES! Not even the USA.",1,positive,joy,0,0,1,0,0
20190590,,,N-8-2019,Nothing changed. Still the same PeeNis party! Different faces (hmm Agius's face might even be a copied one) but same nagging and negativity. Well done Profs for a record budget year after year.,1,positive,trust,0,0,0,0,0
20190591,,20190590,N-8-2019,"😂😂😂 What record year, for all the money this incompetent labour government screwed you and giving you nothing!!!😂 Get you head examined!!!😂😂😨",1,negative,disgust,0,0,0,0,0
20190592,,20190591,N-8-2019,"What a record year the price of LEMONS hasn't gone up, which is very good news seeing you have to continue squeezing those LEMONS, LEMONORA. LUMI Man LUMI Man mur kompli ghasar LEMONORA.",1,negative,joy,0,1,1,1,2
20190593,,20190592,N-8-2019,😂😂😂 Desperate little man!!!😂😂😨,1,negative,disgust,0,0,0,1,0
20190594,,20190592,N-8-2019,"LUMI man LUMI, mur kompli ghasar LEMONORA.",1,negative,disgust,0,0,0,1,2
20190595,,20190591,N-8-2019,Your mum is doing it right now! She got it all in her mouth! Now go and take your morning medication.,1,negative,disgust,1,0,0,1,0
20190596,,20190591,N-8-2019,"Albert Mamo, you renderred yourself irrelevant with your tribalistic partisan comments. You simply have lost credibility! Gralek bhal Simon Busuttil. BARRA.",1,negative,anger,0,0,0,1,2
20190597,,20190596,N-8-2019,😂😂😂 Man you really sound TOASTED!!!😂😂😂,1,negative,surprise,1,0,0,1,0
20190598,,,N-8-2019,"Bad mouthing and conspiring against the Maltese in foreign fora ( thanks to the hate blogger,s family) will surely help the Maltese to better themselves?",1,negative,sadness,1,0,0,1,0
20190599,,,N-8-2019,"Here are a few refections on Delia's cheap statement: Lie number 1: ""The economy is based on an unsustainable model of population growth"". It is a lie to say that the economy is based on population growth. The economy is based on job creation. This successful job creation needs more workers because we do not have enough local workers to fill all the job vacancies; Lie number 2: ""There is no long-term plan for the country"". The government had a long term plan even before Labour won the 2013 elections with a massive vote. This long term plan was called ROAD MAP. This road map is the long term plan which Delia either did not even understand or he wants to play the ""wise guy""! This ""wise guy"" Delia is continually harping about ""long term plans"" to impress the electorate, but it is well known that he does not even have a long term plan to get PN out of the mess they are in! To date, just like his miserably failed predecessor SB, his only ""long term plan"" for his party's financial disaster is to make more debt! Let alone how he can make a long term plan for the whole country! Besides, who needs a ""long term plan"" when we have a brilliant ROAD MAP that is working brilliantly, creating jobs, prosperity and improving the life of thousands!?",1,positive,anger,0,0,0,0,0
20190600,,20190599,N-8-2019,the reason behind his 'long term plan' yak is simple. it has to be as it will be an eternity before his miserable bankrupt party ever emerges from the dumps it so gleefully dived in.,1,negative,disgust,0,0,0,1,0
20190601,,20190599,N-8-2019,"He HAS to talk about LONG TERM, because the PNists will return to power after a verrrry loooooong term on the opposition benches; far, far longer than MLP did LOL",1,positive,anticipation,0,0,0,1,0
20190602,,,N-8-2019,Delia nesa li bla flus la tghannaq u l anqas tbus.,1,negative,anticipation,0,0,1,1,1
20190603,,,N-8-2019,"Minn tant int qed titkelem fuq soluzzjonijiet ta problemi, sur Adrian Delia ?? Mhux ahjar issolvi l-problemi tieghek personali, u tal-partit li tmexxi qabel tilghabha tal-bravu u tikkritika l-budget bi kritika negattiva u mhux konstruttiva !!?? Ghidilna xi problemi huma dawn li tippretendi li l-gvern isolvi, mhux tpeclaq fil-vojt biss !!! Mhux ta b'xejn tohrog b'cucati iktar milli tiehu nifs, b'Shadow Minister ghall-ekonomija bhal Kristy Debono.....li min jafha sew, jaf x'nuqassijiet u limitazzjonijiet intellettwali ghandha !!!",1,negative,anger,0,0,0,1,2
20190604,,,N-8-2019,Budget does not solve any of Malta’s problems – Adrian Delia True so true for it won't solve the pn problems,1,negative,anticipation,0,0,1,1,0
20190605,,,N-8-2019,Mitoqsija semplici. Timmaginawhom dawk il grupp ta nies imexxu l pajjiz? Ummi ma.,1,negative,fear,0,0,0,1,1
20190606,,20190605,N-8-2019,"""Ummi ma"".dik il frazi jfakkarni f xi hadd li kien ihobb jiktibha, Rajmondu. Minn jab kieku ghadu haj kemm jghida bhal issa.",1,neutral,anticipation,0,0,0,1,1
20190607,,20190605,N-8-2019,igibuna Grecja kieku,1,neutral,sadness,0,0,0,1,1
20190608,,,N-8-2019,"There is absolutely NO CURE for these people. Whine, whine, whine (and no cheese to go with it) is all they do! Surely, it was be wreaking havoc to their health. Once in a while, even if just once, say something POSITIVE! Ah well! You can take the horse to the water, but you can't make it drink. THAT is why the PNists (""both"" Parties) are destined for annihilation in the May19 MEP Elections, and extinction after the 2022 GEs. Enjoy oblivion, LOSERS!",1,negative,disgust,0,0,0,1,0
20190609,,20190608,N-8-2019,"😂😂😂 You're the loser DUMBO, because you got NOTHING from this budget!!!😂😂😂",1,negative,anger,0,0,1,1,0
20190610,,20190609,N-8-2019,"Thank God I am NOT in need, unlike the ""morto di fame"" you are.",1,negative,disgust,0,0,1,1,3
20190611,,20190609,N-8-2019,"""Stupidity"" isn't enough a word to describe your baseless comments. Come on speak sense and show respect. Have a good day.",1,negative,disgust,0,0,1,1,0
20190612,,20190611,N-8-2019,😂😂😂 Your stupidity is so great. You're getting screwed and enjoying it!!!😂 God what an idiot!!!😂😂😨,1,negative,anger,0,0,0,1,0
20190613,,20190609,N-8-2019,LUMI Man LUMI Man mur kompli ghasar LEMONORA,1,negative,anger,0,0,0,1,1
20190614,,,N-8-2019,Is this Adrian man for real?????,1,negative,surprise,0,0,0,1,0
20190615,,20190614,N-8-2019,Nothing about this man is real. Not even his title of leader of the PeNe.,1,negative,anger,0,0,0,1,0
20190616,,,N-8-2019,"You could say 'The look on faces of all those present - say's it all'. Neither party has anything to offer, other than their latest 'Smoke & Mirrors' productions, that briefly confuse the electorate. Underneath it all, the Legal Fraternity are feasting on the Public Funds, pretending to give value for money. As if that was not enough, they are practically dominate Parliament as MP's. If you have ever known a Lawyer to be worth what they charge for their services - knowing they totally ignore what you tell them, anyway, then, please 'shout out' - because you are the exception, rather than the rule.",1,negative,sadness,0,0,0,1,0
20190617,,,N-8-2019,When I see these three together it reninds me of the three stooges.. just imagine Delia Primminister..David Agius Deputy Primeminister and Clyde Puli Minister of sorts... never ever! or err bring on Robert arrigo and the maltese froga is complete.,1,negative,disgust,0,0,0,1,2
20190618,,,N-8-2019,"Adrian Delia is simply trying to justify his party~s existence which is becoming more precarious as it is sliding towards defending the rights of cabals, and other small groups within it",1,negative,anticipation,0,0,0,1,0
20190619,,,N-8-2019,Actually it does solve Malta’s problems because this budget will keep PN in opposition and we all know that the PN in government is Malta’s biggest problem.,1,positive,joy,0,0,0,0,0
20190620,,,N-8-2019,"The look in that photo of those on the left and right of Delia and even those behind him, says it all. ""What the heck are we doing here, let's go home""",1,neutral,anticipation,0,0,0,1,0
20190621,,,N-8-2019,Shampoo went up...,1,neutral,surprise,0,0,0,1,0
20190622,,,N-8-2019,"They are not even fit to run their party efficiently and in the right direction, I wonder how competent they are to run the country and lead it in the right direction.",1,negative,sadness,0,0,1,1,0
20190623,,,N-8-2019,"Surely it will not stop solving the many problems that the Negative Party (NP) has. On the contrary it will continue to loose votes for the Negative Party (NP). For the 2019 Budget gave another political knockout to Adrian Delia, Simon Busuttil, Adrian Busuttil, Occupyjustice and the bella compania.",1,negative,anticipation,0,0,1,1,3
20190624,,,N-8-2019,A ten year roadmap that has been consistently followed and promises SUCCESSFULLY kept??????? NO LONG TERM PLAN?????? What does Delia think The Movement is? His half of the PN?! Or the jumbled up Simple Simon half?,1,positive,anger,0,0,0,0,0
20190625,,,N-8-2019,Delia jparla b'Simonfalz warajh. This pair is BEYOND REPAIR.,1,negative,disgust,0,0,0,1,2
20190626,,,N-8-2019,"Budget does not solve any of Malta’s problems – Adrian Delia Yes and we have to wait for Delia, first to solve the leadership, financial, etc problems of the Nationalist party, the gets enough backing of the people to solve Malta' s problem..... Probably it's going to be a long wait.",1,negative,anticipation,0,0,0,1,0
20190627,,,N-8-2019,Lil dawn ma tajthom xejn Prim ? Ara ibghatilhom voucher ghat-toilet paper !,1,negative,anticipation,0,1,0,1,2
20190628,,,N-8-2019,The brainpower displayed during this press conference is awe-inspiring.,1,negative,disgust,1,0,0,1,0
20190629,,,N-8-2019,tghid se jerga' jaqlaghha minn ghand il-mara fuq cucata bhal din?? dan imissu jaqra l-kritika ta' Dr De Marco. RIP. jaqbad u jixhet minghalih se jaghmel xi hoss ma' l-gakbini li bdawwar bihom.,1,negative,anger,0,0,0,1,2
20190630,,,N-8-2019,"PRICE OF SHAMPOO WENT UP,DELIA SAID,WHAT A CLOWN,HAS HIS HEAD STUCK DEEP IN THE SAND AND CANT GET IT OUT.....MAKES US LAUGH MORE THAN SIMON.BOTH THE JOKERS OF THE PN",1,negative,disgust,1,0,0,1,0
20190631,,20190630,N-8-2019,dan huwa li jdahhak id-dinja bina. kap ta' l-oppozizzjoni ibezlaq kliem belhani u jmieri s-sewwa u jaqilbu rasu l'isfel. meta dahrek ma' l-hajt aghlaq halqek jghid il-malti. meta migruh tibqax tbengel il-gerha ghax aghar tmur u iddenniha. forsi xi darba jdahhluha fi rjushom dawn it-tigieg.,1,negative,disgust,0,0,0,1,1
20190632,,,N-8-2019,"True Delia, it just was good enough to confound your true feelings with the script handed to you to read/follow by Simple Simon. You were too afraid to go off track. What, with him watching over your shoulder to ensure you follow HIS LINE! PS: Oh! Oh! Sorry, I almost forgot. Did the script really note that the surplus was a figment of the Administration's imagination? The way you were expressing yourself seemed to indicate, outwardly of course, that you believing the Simple Simon scripted retort.",1,negative,disgust,1,0,0,1,0
20190633,,,N-8-2019,'The 2019 Budget does not tackle any of Malta’s major problems' L Akbar problema li ghandu l pajjiz hi li mhaghndux oppozizzjoni. U dik il problema inti u l kap liehor tal PN tridu ssolvuha.,1,negative,anticipation,0,0,0,0,2
20190634,,,N-8-2019,"I have to admit, Delia is so right concerning this repetitive budget, we've been hearing every year!!!😡 They repeat the same thing every year and yet do nothing!!!😡 They should give the budget a name, like in the old labour days, to keep the labour imbeciles happy, like the RAINBOW BUDGET!!!😡 This incompetent labour government has no vision except one, where an exminister gets €100 an hour for a consultation and all the other government buddies fill up their pockets with loads of taxpayers DOSH!!!😡",1,negative,anger,0,0,0,0,0
20190635,,20190634,N-8-2019,Vera repetittiv. Dejjem jghati u ma jiehu qatt. Issa tgergir tan nies sar ghax ma hadux daqs kemm xtaqu. Qabel konna nghamlu s sommom biex naraw xhada u x hadilna. Issa jista jkun hadt ftit. Pero zgur li ma hadlekx.,1,positive,joy,0,0,1,0,1
20190636,,20190634,N-8-2019,LUMI Man LUMI Man mur kompli ghasar LEMONORA.,1,negative,disgust,0,0,0,1,1
20190637,,20190634,N-8-2019,Fik siegha nej* Mamu. Qis li tkompli tferrahna hawn. Bil-kitba tieghek inkunu nafu l-istat li jinstab fih il-bicca PN. Li kont ghandni mmur il-knisja kont nitlob biex ikollok hajja twila.,1,positive,joy,0,1,0,1,1
20190638,,20190634,N-8-2019,that's right Albie keep on inviting insults.,1,negative,anticipation,0,1,0,1,0
20190639,,20190638,N-8-2019,😂😂😂Dear Kaloo you're becoming boring. No argument!!!😡😡😨,1,negative,anger,0,0,0,1,0
20190640,,20190639,N-8-2019,really ? well I will try to be entertaining. but keep calm,1,positive,surprise,0,1,0,1,0
20190641,,20190634,N-8-2019,Your stupidity is getting more brilliant!,1,negative,surprise,1,0,0,1,0
20190642,,20190641,N-8-2019,Int kif tistenna li hmar qatt jinduna li hu hmar.,1,negative,surprise,1,0,0,1,1
20190643,,20190641,N-8-2019,😂😂😂 That's because you're so smart. You're getting screwed and enjoying it dumbo!!!😂😂😂,1,negative,disgust,0,0,0,1,0
20190644,,20190634,N-8-2019,"I diagnose you with the incurabe Simonitis Busuttilotti Actuta Mania! You rendered yourself nearly a hopeless case my friend. Try increasing the dose of lemons and add more Ilma Zhar, it will not cure you but may offer some relief. It is for your own good. You make people laugh so you deserve a free advice.",1,negative,disgust,0,0,1,1,2
20190645,,20190644,N-8-2019,"Poor Mamo...his stupidity is reaching great heights. Next step is despair...beware! Calm down man, calm down. By the way...where are your friends Mamo?",1,negative,disgust,1,0,0,1,0
20190646,,20190645,N-8-2019,"😂😂😂 Dumbo, you should have directed your comments to me and not to your imbecile friend!!!😂😂😂",1,negative,disgust,0,0,1,1,0
20190647,,20190644,N-8-2019,😂😂😂 Boy you really are TOASTED!!!😂😂😂,1,negative,disgust,0,0,0,1,0
20190648,,20190647,N-8-2019,why do you keep using blunt arrows? you are amazing at times Albie boyo.,1,negative,surprise,0,0,0,1,0
20190650,,,N-8-2019,"😂😂😂 You are funny, no taxes!!!😂 Did fuel go up, did water and electricity go up if you were not robbe. Did milk products go up just yesterday and the list goes on pea brain!!!😂 What planet are you living on??? 😂😂😨",1,negative,disgust,0,1,1,0,0
20190651,,,N-9-2019,The skill gap theory needs to stop. Skilled Maltese workers are getting better jobs abroad because they are not getting a proper wage in Malta. So they are much more skilled than what one thinks. The problem is that local companies are not urged to train local talent.,1,negative,surprise,0,0,1,1,0
20190652,,,N-10-2019,"Budget which ignores the honest hard working Maltese individual who invests his life in hard work and so needs to pay tax @ 35%. unlike those who invest in rental properties and are only required to pay 15% tax unlike foreign investors who are only required to pay 5% tax unlike foreign highly skilled professionals who are only required to pay 15% tax. unlike professional sportsmen who are only required to pay 7% tax. Despite a growing economy, tax discrimination persists. The opposition has already stated that 35 % income tax rate is excessive.",1,negative,anger,0,0,0,0,0
20190653,,,N-10-2019,"No increase in taxes, taxes increase all year round in stealth mode",1,negative,fear,0,0,0,0,0
20190655,,,N-10-2019,DEEP POCKETS!,1,negative,disgust,0,0,0,0,0
20190656,,,N-11-2019,"Whats in it for ""l-Omm li taghtna isimha""?",1,negative,anticipation,0,1,0,0,2
20190657,,,N-11-2019,"The answer to the question in title: virtually nothing. If this is what one gets when the economy is supposed to be booming, the government registers an unprecedented surplus and the PL MP's indulge in that ridiculous banging on the parliament benches at every scrap announced in the finance Minister's awfully long and boring speech, I hate to think what will be on offer when the economy, as always happens eventually, will start to retract, God forbid.",1,negative,fear,0,0,0,0,0
20190658,,,N-11-2019,"What is in the 2019 budget for me, do you ask? 4.50 euro increase WOW, now I can afford a loaf of bread You get to plant a tree for every new car imported, WOW Exactly what we need in 2019 more cars on the road. The only people that would profit from that deal is the Car Dealers and the Car Importers. Oh Minister why are you being so sweet to us? Replenish sand to some beaches of your choice so that sand can be swept back in the sea at the first rainfall? Never learn do you. What are you going to do with the Fish Farm Operators as soon as that slime starts ruining our coastline? Are they in your budget?",1,negative,anger,0,0,0,0,0
20190659,,,N-12-2019,All in all there is no doubt that we have another excellent budget due to the strong economy created by the PL Government. This budget will continue to put the Negative Party (NP) in a disarray political situation without any hope of seeing the light of the day. The right political spectrum will continue to give us banal argument in trying to stop the PL Government in strengthening the economy. But it will fail to halt the popularity of PM Joseph Muscat and his Government. And Occupyjustice will also continue to fail to convince the vast majority of the people. That its political crusade is just.,1,positive,joy,0,0,0,0,0
20190660,,,N-12-2019,"""State will be forking out €100 million on the roads."" Yet out of the 120 roads which will be newly built, NOT one in Gozo. Shame",1,negative,disgust,0,0,1,0,0
20190661,1053759613265498112,,SNS-1-2019,,1,negative,disgust,1,0,1,1,0
20190662,1053347587443564545,,SNS-1-2019,,0,neutral,joy,0,0,0,0,0
20190663,1053231521555996672,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190664,1053216145661181952,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190665,1053215855553716225,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,2
20190666,1053209242004570112,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190667,1052908456263516160,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190668,1052179340912414720,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190669,1046866886280003584,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,0
20190670,1039398447340814338,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190671,1039348226397294592,,SNS-1-2019,,0,positive,joy,0,0,1,0,0
20190672,1039221959819755524,,SNS-1-2019,,1,positive,joy,0,0,1,0,0
20190673,1030176149446504448,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190674,1030167394046672897,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190675,1030159878051049472,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190676,1030144696981569538,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190677,1030144175809867776,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190678,1030137058243817473,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190679,1030136815234121728,,SNS-1-2019,,0,neutral,anticipation,0,0,0,1,0
20190680,1030136112130342913,,SNS-1-2019,,0,neutral,joy,0,0,0,1,0
20190681,1027887352952377345,,SNS-1-2019,,1,positive,surprise,0,0,0,0,0
20190682,1026757456054169600,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190683,1026750684656484353,,SNS-1-2019,,0,neutral,joy,0,0,0,0,0
20190684,1020298791679873025,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190685,1051057718201643009,,SNS-1-2019,,0,neutral,joy,0,0,0,0,0
20190686,1052841957087748096,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190687,1052644071666319360,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190688,1052282048923226115,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190689,1052260205814136832,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190690,1052174196971843585,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190691,1052097896244502529,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190692,1044670543671234565,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190693,1053557548249464832,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190694,1052864387113992192,,SNS-1-2019,,0,positive,trust,0,0,1,0,0
20190695,1052495353247879168,,SNS-1-2019,,0,positive,trust,0,0,1,0,0
20190696,1054491848612421632,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190697,1054487831387660288,,SNS-1-2019,,1,negative,sadness,0,0,1,0,0
20190698,1054476426148220930,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190699,1054473305976123392,,SNS-1-2019,,0,negative,sadness,0,0,1,0,2
20190700,1054472820141514755,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190701,1054470643490660357,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190702,1054468639578079233,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190703,1054467951498354688,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190704,1054467946469355521,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190705,1054467069469691904,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190706,1054456241714614274,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190707,1054455502481092608,,SNS-1-2019,,0,positive,trust,0,0,0,0,0
20190708,1054453889053925376,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190709,1054453876991160321,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190710,1054452921260224512,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190711,1054447538596732928,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190712,1054445638685999104,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190713,1054445500248875008,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190714,1054445366152650752,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190715,1054445357868900352,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190716,1054445091778162694,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190717,1054443045192589313,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190718,1054442749859192834,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190719,1054439070456336385,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190720,1054437954909863937,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190721,1054436092064292864,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190722,1054434927406653441,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190723,1054434655938711552,,SNS-1-2019,,0,positive,anticipation,0,0,0,0,0
20190724,1054433997156216832,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190725,1054433579390902274,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190726,1054426745087164417,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190727,1054424244187291648,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190728,1054422556743294977,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190729,1054421313836720128,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190730,1054420186948878336,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190731,1054419042491097088,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190732,1054418800920141824,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190733,1054416542983692294,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190734,1054416207091253248,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190735,1054415697680498688,,SNS-1-2019,,0,positive,joy,0,0,0,0,0
20190736,1054413948039151617,,SNS-1-2019,,1,positive,joy,0,0,0,0,0
20190737,1054413050562965505,,SNS-1-2019,,1,positive,joy,0,0,0,0,2
20190738,1054411616756875266,,SNS-1-2019,,1,positive,anticipation,0,0,0,0,0
20190739,1054411580371333121,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190740,1054411576109924352,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190741,1054409229468135430,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190742,1054408703343030272,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
20190743,1054403504377356288,,SNS-1-2019,,0,neutral,anticipation,0,0,0,0,0
