Text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
state forking million road yet road newly built one gozo shame,,,,,,,,
problem labour government first inherited consigned history book course would rather speak problem inherited labour cry loud government must give nightmare thinking eu membership euro fledgling economy despite global financial meltdown,,,,,,,,
yes problem may inherited may well consigned history book many making trouble country many year come,,,,,,,,
one total obliteration pneeeeee opposition,,,,,,,,
best come,,,,,,,,
worrying stutter getting worse day,,,,,,,,
sure must cameron may johnson mind,,,,,,,,
avoidance doubt strictly referring maltese politics different albeit serious issue refer uk politics,,,,,,,,
stage true alternative labour pm muscat pushing right button anything else side interest,,,,,,,,
true sadly minority party slow form coalition thus easily sidelined right pn pl effective opposition,,,,,,,,
james dewar wrote show either maltese else know went year pn rule,,,,,,,,
maltese expert closely followed maltese politics various colour around year think reasonable grasp thing past present,,,,,,,,
went year asking regularly onwards permanently since political violence became le history malta joined eu passed world wide economy meltdown pretty much unscratched liberalisation market since liberalisation law maltese antique rule law etc could continue let finalise thought pl government strictly opposed eu accession one thrives today pn politics enlighten u please went year pn rule,,,,,,,,
correct sadly,,,,,,,,
really need prime minister talk good budget everybody dog know due within hour morning read super effort three local medium house effort tarnish administration bad light could,,,,,,,,
budget course sent brussels approval first put parliament,,,,,,,,
one problem relegated history book rod tonio longer minister responsible budget,,,,,,,,
point want make,,,,,,,,
ncw surplus eu cannot approve contrary budget pn governmemt deficit thus forcing pn government cut million budget,,,,,,,,
could maltese traitor could something,,,,,,,,
peace mind land becoming exponentially sinister,,,,,,,,
would like give piece mind malta childhood pillaged bear little resemblance people changed,,,,,,,,
changed even pneeeeee,,,,,,,,
yes course malta could feel lord people changed longer servile,,,,,,,,
one dimensional critique malta lord ever hereditory politician land cement baron castille glitterati hanger whole eu royal family servility malta current destiny,,,,,,,,
peace mind foot first muscat say tax budget tax introduced year,,,,,,,,
nope used happen nats mention one example say,,,,,,,,
give many example mr busutill shall talk fuel price food bread contract charge forth,,,,,,,,
must still living pn past era precisely order day,,,,,,,,
give example tax introduced year pl government,,,,,,,,
yes bad loser course,,,,,,,,
loser included realized,,,,,,,,
go illuminated one course every right prefer excessive deficit mechanism raising national debt polluting fuel oil scandal higher utility bill increase pensioner quarter century forth also maybe prefer tax increase budget others budget promise kept prefer higher unemployment higher youth unemployment good loser mean losing prefer loser,,,,,,,,
illuminated much compliment definitely idiot one devouring turn regurgitating lie coming castile,,,,,,,,
one speak one use enough solid proof one stating really reflect u think,,,,,,,,
course people refer bad loser refers ever increasing majority,,,,,,,,
let grumpy old men natters begin wailing lucky tom vent frustration,,,,,,,,
yes good free platform challenge injustice,,,,,,,,
lol using nat leaning paper challenge injustice pity never used year nat rule injustice mention discussing budget supposed anyway go tangent,,,,,,,,
paper report fact injustice see albeit disguised lack transparency shroud everything prevents full fact exposed,,,,,,,,
see also reply ganni de martino,,,,,,,,
yes indeed good platform challenge fake challenge equitable space,,,,,,,,
paper read except le hundred person parliament mp described gonzi useless forget time labour paper banned mortal sin read sell print etc etc etc anyway could always used church parvis preach labour gann one thing sure gann budget refused acceptance eu remember party power,,,,,,,,
one three club relieve stomach pain,,,,,,,,
would mlp remember burnt democracy best,,,,,,,,
yet another surplus budget long pn year deficit order day govt govt sector gone old problem unemployment pill long hospital queue high elec price etc etc etc etc true problem today problem expanding economy hard work solve,,,,,,,,
real problem maltese political syatem affect population total lack transparency endemic corruption,,,,,,,,
lack transparency say mr dewar comparison uk prime minister tried gag parliament five whole week must living shop window,,,,,,,,
boris johnston known liar unfit prime minister removed earliest opportunity unfortunately due totally ineffective opposition maltese prime minister cohort look set survive somewhat longer,,,,,,,,
uk problem fight right open parliament still waiting egrant report published whilst labour insider knowledge report therefore able call people investigated,,,,,,,,
mr pc r right tend forget previous government contend world worst economic crisis managed survive without lot scratch labour gone thru recession block japanese car bulk buying foreign interference law wage freeze private school hospital jm lucky let someone else get blow flew high thru year plan grateful end result miserable wage high cost living long hospital list except people know people bad pollution new uneducated rich overpopulated country infrastructure unable cope called progress one better cowboy care malta construction lord opportunist,,,,,,,,
give back labour stole hard earn pension mintoff stole u,,,,,,,,
understand kept pension full grudge others none given one right year totally ignored pn administration present government seeking solution even real claim try little bit honest mr scott brown,,,,,,,,
next general election vote first time would six year old labour first took office know like face sky high utility bill long list stock medication told pre people dying hunger street car mobile phone computer home school interactive whiteboards class restaurant hotel short malta third world country cannibalism order day,,,,,,,,
biggest problem labour faced fact member eu inherited billion euro fund start every success labour boast thanks membership passport sale project meps making name brussels,,,,,,,,
joseph muscat acquired home saved euro bank account since save extra cent talking solving problem since,,,,,,,,
believe problem facing year old vote next general election due lack credibility opposition choice voting pl,,,,,,,,
problem facing year old vote next election home utility bill whether afford buy home first place property price rental rising steeply problem exist six year old year old new voter also face country suffocated corruption abuse power know know related inherit quality life poor frustrating budget expecting make everyone little rich man joseph muscat promised time rich men joseph muscat created family friend regime,,,,,,,,
tell marine year old new voter never face pay exorbitant electricity bill friend friend got million commission abuse power corruption tell charitable act towards rest u shall make list never ending one mind people got rich previous government make one look like amateur getting k taking pic previous pm one took tender,,,,,,,,
million commission remember figure context allegation former say disgraced eu commissioner joseph muscat later hired consultant check fact,,,,,,,,
great work,,,,,,,,
first even inherited problem problem solved created administration perfect mr muscat sound good true usually secondly pity sake tax taking something people yes pay tax tax pay infrastructure government police medical service help le fortunate like equation put money system money come somewhere tax payer put money system likewise money go somewhere improve efficiency system still balance nature government economy pay later also mean may longer assigned responsibility good bad future present,,,,,,,,
like equation put money system money come somewhere yes quite true money come somewhere nothing say money come tax easiest solution source money tax norm past government prefers raise fund strategy fact although total amount revenue steadily increasing rate taxation increased,,,,,,,,
exactly government budget money coming tax would care illuminate u,,,,,,,,
complete breakdown government revenue see annual estimate otherwise known budget published tomorrow read parliament summary salient point detail need buy borrow book dry boring reading assure,,,,,,,,
thought could better,,,,,,,,
expect reproduce long list source government revenue information spelled estimate book try reading patience,,,,,,,,
joseph muscat mention government continue corruption policy,,,,,,,,
taken given change steady go,,,,,,,,
cannot change many skeleton,,,,,,,,
new tax hike price going way get end year earth able effort expensive electric car,,,,,,,,
annual inflation rate malta fell percent september whereas netherlands fell percent month year year,,,,,,,,
please explain month month le money left end month count netherlands money government make equally distributed people,,,,,,,,
tax follow budget,,,,,,,,
nats used remember old habit die hard gann tonio instead prof would followed naturally day follows night,,,,,,,,
question,,,,,,,,
electric car take energy,,,,,,,,
clean electricity generated lng power station people insisted need,,,,,,,,
see told folk nat grumpy old men force today lol great entertainment,,,,,,,,
needed working overtime,,,,,,,,
time start talking big problem created cheap labour sky high property price rent sky high food price criminality bank falling piece mafia style money laundering corruption speaheaded castille filth lack law everywhere look half workforce employed government bursting infrastructure education health mess year world economic crisis,,,,,,,,
quote dr muscat said labour administration inherited soaring debt political forefather previous administration said feasted racking huge bill pay credit card unquote course saint j muscat holy acolyte family done nothing sort every penny spent justified government business blatant excuse viva acapulco monaco dubai new york every place visited cannot remember,,,,,,,,
worse muscat co gave away precious public property virtually free hospital zonqor dock unaccountability lack transparency hallmark muscat regime corruption,,,,,,,,
well nice handicap pensioner taken care boarded always left wether labour nationalist government cannot work want due ailment every budget matter represented treated like people black plague remember u due voting time ty remember today u know tomorrow,,,,,,,,
problem past past still mention political mileage divert attention problem present,,,,,,,,
sure tax budget introduces new tax year,,,,,,,,
mr cassar last year budget tax inform reader fthe new tax introduced year hunch still remembering actually happened pn tenure,,,,,,,,
ok give u example tax pl government introduced year mentioned budget,,,,,,,,
peace mind country given back u peace mind greedy developer stop demolishing next door property peace mind corruption tolerated even come inner circle peace mind justice done,,,,,,,,
eye sustainability start constitution,,,,,,,,
maybe even basic mr richard le obsessive bias,,,,,,,,
le obsessive bias call talking seeing island disappear bias please,,,,,,,,
cut date importation new combustion engine vehicle please start heavy construction vehicle machine,,,,,,,,
dear pm know much take electric car reach fill charge would one leave car peytol station collect later fyi time take charge electric car little minute hour depends size battery speed charging point typical electric car kwh battery take hour charge empty full kw charging point,,,,,,,,
people living malta today worried safety security loved one country help joseph muscat invaded african muslim become real threat country joseph muscat obsessed multicultural nonsense failed every country tried look thousand innocent people including child killed raped illegal immigrant unrest people creating almost every country europe government liberal policy created hardship people house rent buy place stay exaggerated rent asked case people renting home earn kid cannot afford buy home price asked sky high expensive europe salary lowest joseph muscat lost touch reality know week pas buy shop service restaurant essential thing family need get increasing alarming rate expect pensioner single parent worker earn le euro every four week get yes government inherited lot problem last year managed create even inherited like crowding illegal immigrant foreign worker malta ever increasing food medicine rent price malta fast becoming lawless country,,,,,,,,
legacy muscat leaving generation one richer expense younger generation,,,,,,,,
problem past past people refer consequence,,,,,,,,
new tax hike budget along year yes know tactic invictus inherited previous administration,,,,,,,,
give u example tax introduced pl government mentioned budget please,,,,,,,,
power since muscat crony give u quote taste future change malta would experience line eu wide direction climate change delusional state affair exists administration,,,,,,,,
wonder actually believe crap,,,,,,,,
following ring bell malta hillary clinton compare johnson trump yes pattern total disregard fact assertion fact question dare question part real undercurrent authoritarianism get rid people disagree surround crony begin degrade every institution could possibly hold account go press part playbook wannabe sunday time london october,,,,,,,,
everyone hope minimum pay pensioner get increase budget mentioned make difference bread milk medicine increased since last budget much,,,,,,,,
pm mention administration inherited mountain debt government paid statistic belie government debt increased euro billion representing infrastructure investment preceding year desolate crumbling year time high euro billion year end period interest rate floored practically zero oil price plummeted inherited stable economy high potential growth proven including financial industry jurisdiction enjoying integrity second none inner circle cabal managed destroy extent malta held influential quarter money laundering centre undermining european union,,,,,,,,
previous administration feasted racking huge bill pay credit card got bill paid providing peace mind public food table generation come pm aware malta became debt free since far know malta debt increased billion close billion thing make absolute value look favourable debt gdp debt caput ratio went since,,,,,,,,
country huge corruption mess budget irrelevant crisis malta facing worse december,,,,,,,,
make sure eye sustainability respect electric car would take consideration load would placed upon already stretched national power supply including interconnector probably many car large vehicle people living malta see power failure even many heater many air conditioner used time,,,,,,,,
increase price key item given every week every week year,,,,,,,,
labour delivers great job,,,,,,,,
expected government spends inaugurate flyover spends taxpayer monies minibar,,,,,,,,
good nowadays optimism led everyone expect stuff,,,,,,,,
frans people high expectation high cannot match inflation,,,,,,,,
cancer patient first three day sick leave covered government major insult cancer patient respective close family member need day sick leave fight cancer assuming survive battle still job afterwards,,,,,,,,
reasonable except grant contractor scrap old machinery buy new taxpayer subsidising construction business excuse reduced pollution flagrant cover handout men undertake modernisation machinery profit,,,,,,,,
instead fining using polluting non safe machinery foot bill change still question work happen old machinery sold purposed someone else scrapped recycled,,,,,,,,
agree,,,,,,,,
agree contractor purchased crap machinery vehicle destined scrap yard originating country maximize profit well overdue contractor ruined country polluted environment start forking money national good rather exploit homeland,,,,,,,,
opposed theresa may boris johnson government maltese government clear vision future belief incentivising initiative work example woman participation work one lowest government provided free child care participation increased pregnancy leave electric car old machinery polluting dangerous provide incentive start chain change mr avalyan comment suggests element jealousy successful government,,,,,,,,
like previous government maltese government chained contractor rule malta must bow,,,,,,,,
rubbish could government incentivize mother work free childcare pet hate obfuscate vision mr tabone,,,,,,,,
firstly please read well said like previous government mean believe pn pl chained contractor argument pro pro baseless secondly argument contractor cannot understand free childcare say government good far also benefitting previous government expect everyone say everything good nobody criticise suggest move north korea thirdly contractor given k replace machinery earn thousand million excuse environmentally friendly time permit given left right centre build everywhere,,,,,,,,
refunded purchasing personal car sponsor people coffer make unlimited rich monies,,,,,,,,
trust ronnie come something original lol,,,,,,,,
lie original anthony,,,,,,,,
still obsessed happens country,,,,,,,,
oscar mifsud following posted earlier incorrectly directed mr polidano meant reply comment apology mr polidano often degiovanni little substance contribute discussion forum therefore often find necessary foul discussion forum resorting one favourite infantile tactic pointing finger unrelated issue jurisdiction planet expert use whataboutisms attempt justifying wrongdoing corrupt political master ought always keep mind degiovanni leading troll servile lackey lp pl troll stable paid fraudulent political master one suspect public expense spread propaganda misinformation disinformation smoke screen justify unsuccessfully one might add wrongdoing jm corrupt regime degiovannis standard problem doggy doo shoe long someone somewhere else also doggy doo shoe,,,,,,,,
usual,,,,,,,,
make dig road create havoc quicker,,,,,,,,
devil look would power get kickback palm need well greased manufacturing new machinery waste resource leaf carbon footprint process,,,,,,,,
invested equipment many without job know much spend keep equipment going finish work time lose eu money fund,,,,,,,,
god forbid spend money machinery instead porsches luxury mansion eh ronnie go ahead ignore eur raise non contractor get,,,,,,,,
raise cola adjustment friend got raise since always increase tax fro electricity bill reduced domestic industrial child allowance increased stipend increased childcare free school transport free pension increased vat stolen car given back police army personnel given due minimum wage increased tax involved,,,,,,,,
raise reduction together comparable increase cost living food service sense kind law control country obviously even close gargantic amount money pocketing lp friend friend profit developer money laundering,,,,,,,,
totally irrelevant one talking list show peanut rest u get comparison,,,,,,,,
wake smell coffee today cabinet taking much per week extra mind per week refunded jm stated refunded year ago,,,,,,,,
free bus travel year age offering pathetic country supposedly well would use developer feed fat cat leave mouse starve,,,,,,,,
frankly mr hill useless nit picking end beneficiary measure general public give incentive raise standard start chain improvement given incentive le costly productive enforcement,,,,,,,,
elderly commute le homework fear married pensioner dependent spouse get weekly rise single person repeatedly overlooked unjust,,,,,,,,
oh come already pay peanut c per trip max c per day e per week e per month,,,,,,,,
definitely best budget ever seen country well done prime minister team handing excellently designed planned distribution wealth need society without taxing one cent afford proud guy managing country,,,,,,,,
little gratitude hurt good tor wellbeing,,,,,,,,
middle class classist place everyone understand year old family man sole bread winner family managerial position earn owner family home etc etc absolutely nothing budget others many year remember past year affect directly tax benefit except extra bread milk approximately half increase price product year extra day leave thank cola increase like others cola increase taxable tax rebate cheque unknown value yet much year anyway call strong economy affords distribution apparently distribution reached yet,,,,,,,,
close age benefit see top one mentioned get work ferry even one yet see much going cost,,,,,,,,
myopic vision benefit child mr attard fact surplus budget continues decrease national debt make trust future fact malta afford good standard free health care free tertiary education stipend sound welfare system amongst also lesson pressure course government prodigal national wealth like greek dire effect maybe miss erstwhile budget rather give benefit take away new tax whether budget hidden following month,,,,,,,,
reasoning friend fact criticize tax government imposed budget myopic vision tax imposed order gain decrease national debt afford good standard free health care free tertiary education stipend sound welfare system lessen pressure pay directly maybe forgotten erstwhile budget took u international financial crisis provided sound solid foundation upon reach surplus budget unlike country suffered international crisis still feeling effect day crisis looming hidden tax dear friend last year pm promised arm billing system would reviewed amended remove billing anomaly may state anomaly cost region overpayment past year hidden tax know like pm solemn public promise promise turned hay even finding light day budget much believe make hay sun shine factual wrong reason,,,,,,,,
close category mr attard sharing opinion fully malta gained afford general affect personally opposite way around incurring expense advantage grouth living hell non stop construction reduction parking space island rent garage extra expense family add list increase cost food service also decreasing amount money left pocket another question exiting quality medical service last time used month period first consultancy doctor md second one scan examination think person live pain month result usual private doctor cost euro visit else missed tax refund god sake government continue insult calling way giving money high tax payer lower one exempt tax tax refund instead simply reduce amount paid payer entitle receive refund sent cheque impress people kindness initiative government simply populism buying vote exercise future investment construction industry,,,,,,,,
except school transport peanut compared million flowing foreign account konrot keith caught red handed yet still holding top government position also point distributing bit wealth officially polluted country highest probability amongst eu country dying younger age due pollution related disease money use diagnosed cancer still applauding crook taking treatment probably go figure,,,,,,,,
budget address fulltime farmer also influx foreigner paid cheap labour,,,,,,,,
ecomonics guru believe popular budget except grant contractor scrap old machinery buy new insult general public past many year suffering hand contractor would availing public funded grant go validate critisism thrown government relation mda contractor general given fact malta suffers sheer lack enforcement see old machinery indeed scrapped sold new wannabe contractor see new machinery indeed brand new another imported reject overseas company would new machinery particular brand favouring particular local business free choice,,,,,,,,
scheme exists car yes way check really happening,,,,,,,,
new car hundred get anything new car longer getting,,,,,,,,
car concrete mixer cost pollute,,,,,,,,
car earn million concrete mixer crane truck destroying country pouring million euro pocket contractor yes use profit general public exploit homeland,,,,,,,,
people use car earn million scheme change car le polluting one go truck etc,,,,,,,,
ok agree grant developer,,,,,,,,
else grant change car electric wish add sector,,,,,,,,
wish see hard earned tax going pocket developer already overflowing million considering already pretty much malta government grant wish,,,,,,,,
type enforcement,,,,,,,,
going year tested,,,,,,,,
lack enforcement yes right,,,,,,,,
plus importantly specified new machinery electrically powered,,,,,,,,
fair believe yet electrically powered construction machinery,,,,,,,,
yes gas power job assuming safe doubt air could power heavy vehicle long enough useful though,,,,,,,,
people one wonder sky limit,,,,,,,,
budget patch past future old complaint resurface inflation moving faster benefit,,,,,,,,
say need worker ask government make part time work attractive reducing tax rate part time work especially plagued home loan,,,,,,,,
good budget surpasses others time gone helping needy pensioner worker student alike without tax added keep good work,,,,,,,,
permit unbuilt apartment already sale sannat,,,,,,,,
anyone spared thought people living chronic sickness benefit mental health issue,,,,,,,,
tessa sympathise patient others various sickness least start cancer patient trust sickness addressed soon,,,,,,,,
sorry contractor important,,,,,,,,
love hate choice industry major employer sustancial part malta economy like country help goverment welcomed go sector economy,,,,,,,,
doubt construction industry major player maltese economy much made player mean player rich high flying business subsidised public money,,,,,,,,
although agree hefty hand already rich construction contractor hope proper auditing system put place ascertain money truly used replace old polluting machinery diverted towards buying second third luxurious car,,,,,,,,
hold breath,,,,,,,,
let get straight property buyer struggling get increase tax cap k even begin reflect increase property price close impossible find property k nowadays whilst contractor made million property buyer get k grant fix polluting machinery get grant fix polluting car fine polluting car first place tax polluting machinery incentivise enough,,,,,,,,
general public tax payed subsidizing building contractor contractor help pa destroying taxpayer need better living sort payback taxpayer money mda service rendered taxpayer subsidize building contractor absolute impunity treat everyone complete disregard pump exhaust dust noise increase traffic jam equipment taxpayer support hard earned cash taxpayer subsidize building contractor majority complete disregard health safety measure resulting weekly injury paid treatment cost taxpayer victim forced subidize aggressor taxpayer subsidized taking breath away,,,,,,,,
th year promising multitude project never happen blind servile lot truly believe corrupt government something new budget mentioning,,,,,,,,
whatever said budget surprise long going continue government presenting budget halloween share treat government making strategic decision direct country considering hype cut date stopping combustion engine driven vehicle published informed electrical rate reduction charge electric car government create mechanism ensure worker pensioner etc benefit economic growth without wait budget day bonanza lack example euro tax rebate euro one time payment year compensate increased cost living effect worker earning euro plus,,,,,,,,
usual work hard declare everything given stick budget take care poor seemingly poor low earner seemingly low earner lucky self employed evade tax make benefit,,,,,,,,
mean admin benefited lower income tax free childcare scheme like first time buyer second time buyer used poor mention helping need help community live suppose get income tax reduction every year mean helping,,,,,,,,
every one free interpret measure impact directly use child care buy house helping poor cannot see load looter cheat system idea narrow tired paying sum money tax misery pension self employed one purchase second property third rather paying due well country shape perople like frans blinded political emblem,,,,,,,,
poor pensioner disabled main beneficiary budget contrast forgotten put freeze long year successive pn illuminati,,,,,,,,
cost living increase cent day others receive euro day secret offshore company black labour troll still perpetuate lie euro extra paid pn mp gonzi administration without acknowledging incentive scrapped euro paid returned full mp muscat thrives supporter ignorance fact,,,,,,,,
one plan dump scrapped machinery contractor tax payer foot bill scrappage,,,,,,,,
place scrap car would imagine remember scrappage scheme car,,,,,,,,
day bank account law god one animal,,,,,,,,
huntington disease sufferer younger year old shut home age,,,,,,,,
one day extra leave two extra received last year someone confirm actually extra day leave way loosing day feast fall weekend year lost total,,,,,,,,
every pl budget year year another nail pn coffin,,,,,,,,
want understand inning budget shall understand red eyed boy always god send ask one small thing try make basic calculation benefit budget yearly basis tell whether straight face saying oh gosh best budget ever made,,,,,,,,
developer happy surprised,,,,,,,,
spot stephen fat cat getting fatter,,,,,,,,
misunderstood whole point tabone,,,,,,,,
way truly gauge budget developer happy budget fiasco simply government cannot serve people benefactor time clear government chose protect sponsor rather look people,,,,,,,,
cannot believe short sighted vision lead say,,,,,,,,
surprised government made mda happy yes live malta,,,,,,,,
budget developer satisfied educator title say anyone need make comment,,,,,,,,
yet people complain developer greed keep voting labour,,,,,,,,
lie biggest problem corrupt government support given majority biggest tragedy country sometimes democracy fails,,,,,,,,
quite victor practically impossible entice brainwashed mind step back unfortunate,,,,,,,,
teacher think world revolves around least union excellent job dedication second none mixing eduction politics good cocktail last year successfully negotiated substantial increase salary enough perhaps union resort political rhetoric wiser steer away,,,,,,,,
world evolves around developer instead fact measure suggested found way budget,,,,,,,,
seems fine developer politics mixing right,,,,,,,,
education almost every sector society cannot separated politics fact whenever something like distribution tablet free transport student implemented minister come boasting increase agreed last year ask teacher substantial price paying,,,,,,,,
actually world revolves around developer lgbt way rest u fish food,,,,,,,,
would without properly trained teacher educator,,,,,,,,
well said valid comment,,,,,,,,
social assistance euro developer want buy new crane new bulldozer good gozo ministry subsidising yacht owner put yacht summer thank god decide afford another baby bonus one euro day muscat co heart gold,,,,,,,,
well wrong country sh hole thanks developer exploiting beautiful homeland million profit government ball banned crappy second hand machinery originally destined scrapyard age ago forced developer use profit actually buy new greener machinery first place thing done modern country way round,,,,,,,,
reason easy developer finance political party power thus government submissive people,,,,,,,,
intelligent reply unbiased true,,,,,,,,
usual nonsense afraid ever following piece construction equipment leaving huge cloud black thick smoke behind must one never get house yes little gratitude towards government eho care u citizen,,,,,,,,
budget keep rich happy especially developer hotelier budget ultra capitalist,,,,,,,,
provide work imported worker work le minimum wage,,,,,,,,
failed include comment imported worker referring contributing significantly towards continuous increment gdp pension fund,,,,,,,,
go often many maltese see establishment reality provide work cheap foreign laborer expense homeland standard living turn need accommodation pushing property price sky high level levering local every buying home government going use hard earned tax local get market without needing reduce property price thus ensuring developer continue rake million brain entire budget revolves around developer maltese citizen one happy apart brainwashed cheer like sheep everything joey say,,,,,,,,
valid intelligent comment,,,,,,,,
problem running government,,,,,,,,
providing work thousand private sector according even time opinion change wind,,,,,,,,
disagree completely conclusion,,,,,,,,
course developer satisfied still scrap land left need building opposed open space waste virgin land people enjoy fresh air walk much prefer sight concrete block sunset natural landscape nothing dodgy sure board know honest day long,,,,,,,,
contractor happy getting massive grant replace old polluting machinery change machinery scrap old unit going allowed sell le fortunate contractor machinery yet visit gozo see old truck lorry year ago operated malta,,,,,,,,
course developer happy government forked revenue would otherwise collected prolong property market crash next election,,,,,,,,
looking forward recession sweeping across europe let u see satisfied smug developer get course end ghost town like spain least affordable buy rent property opposed inflated price,,,,,,,,
nice contractor get hold tax payer money update truck get even richer well done minister,,,,,,,,
reason keep voting labour simple besides fact alternative government done thing dreamt previous administration would told u budget give people without taking one cent yet gratitude option clearly,,,,,,,,
expecting outright ban odz application control concrete use making lot environmental harm together plastic bottle intiative announced multiple time,,,,,,,,
yes car poluters truck van commercial vehicle nothing taxing middle class driving big mercs audis bmws care,,,,,,,,
p car need go work tax u overtime hey say thank first hr together vat usual ni stuff say thank overlord say sorry upset grateful p take jet watch football match yacht given rebate plebe get work,,,,,,,,
bet hear nothing sort,,,,,,,,
see right bitter,,,,,,,,
prime minister wrecked havoc malta environment speaks sustainability weird get weirder,,,,,,,,
need insult able make point logically,,,,,,,,
allow rephrase anyone valid criticism keep self want become target tsunami insult hate speech labour troll labour operates attempting shut people insult,,,,,,,,
anyone shutting pl election partly shut b sidekick let alone insignificant remember nats claiming major drubbing got blogger cheek accuse pl getting rid may offer bit advice mr refuse anything may gain budget protest,,,,,,,,
refuse anything may gain budget protest say typical labour backward mentality achieve acquire skill ability need pathetic handout politician,,,,,,,,
well said handout rampantly corrupt politician people even shred dignity willing sell soul corrupt lot,,,,,,,,
pensioner would relying resource would build year would eagerly expecting budget extra euro frankly many year completely ignore budget unlike many labour pn supporter parasite never,,,,,,,,
receiving rise pension make parasite lol boy one mixed guy,,,,,,,,
getting government job deserve parasite,,,,,,,,
pensioner tell many time pension increased last six year much excluding cost living increase,,,,,,,,
increased every budget nats even one expects party pension declaring senior citizen given pension would spend drink cost living increase also labour introduction pensioner would standing street corner begging alms nats way read history carmel,,,,,,,,
expect govt buy new electric car guess want keep polluting place continuing use old banger hell environment show hypocrisy govt nothing accuse abandoning environment take step improve rest civilised country accuse introducing tax acting read carefully written electric car bound get cheaper concession buy one also cheaper run time start saving future car still able afford one year time hard luck always like cannot stop progress cannot afford electric car nats real funny people,,,,,,,,
spouting insult check fact electric car never cheaper environmentally friendly please simple mind think exhaust car harmful emission battery toxic dangerous produce slave modern world building battery youth stolen expensive unreliable render car scrap within year standard today car plan recycling really toxic component little recycle run really cheaper soon going start charging car running expensive electricity band finally energy produced somewhere else resulting pollution simple calculation take account energy loss grid battery poor performance eventually yield ageing electric car another polluting banger hydrogen run car proven feasible yet,,,,,,,,
whatever say expert according saying electric car saviour environment lessen pollution advantage one would buying,,,,,,,,
every country world electric car catching advantage outweigh disadvantage cheaper run reduced tax emission tax congestion tax ask people one abroad meanwhile want continue polluting old beloved banger go desert island live poorer side pl voter according give running f k expect,,,,,,,,
sooner later adapt caput,,,,,,,,
already gone used nissan leaf k cheaper toyota vitz tell battery expensive probably upgrade car need new battery even change make year spending much le electricity petrol spending much le service since engine oil filter spark plug change also keep using old car long want law ban import new petrol diesel hybrid car basically anyone keep buying used car petrol diesel last one scrapped number non electric car small cannot buy fuel part,,,,,,,,
well actually benefit public mean people build buy park garage instead using precious street parking thus freeing street parking people visiting alternative uk making parking space paid installing parking meter every street everyone rush buy garage save day people car sell one need instead hogging spot road,,,,,,,,
necessarily option parking street paying use public charging station expensive charging home still cheaper petrol per km driven alternative option rent car goto min ride share cool per trip including driver think decade even need car,,,,,,,,
buy one seeing poorer side stop moaning save one like buying first car say saving couple year buy new car family enough payment nat minister dalli may god grant long life enjoy fruit devalued maltese pound adding thousand price complained told best interest country heart would believed mr,,,,,,,,
forced buy electric car,,,,,,,,
let u wait see say getting excited scooter good idea malta see much rain,,,,,,,,
fully agree block subhumans,,,,,,,,
written true nazi fashion,,,,,,,,
calling name,,,,,,,,
miserable frustrated self calling others name nazi called others subhumans russian exact russian soon showed mad nazi leader subhumans remember blogger natters used call labourite good number drubbing soon showed labourite,,,,,,,,
corrupt current lot power,,,,,,,,
oner corrupt party malta beloved pl stolen many public property amongst australia hall,,,,,,,,
made day wrote something go uttering contradicting true said wouln said think leap friend,,,,,,,,
write care online insult labour troll many keep thought want subject systematic character assassination name public domain message carabott clear shut expect barrage insult,,,,,,,,
true noticing every government,,,,,,,,
sorry government pn administration systematic pilfering critic people chose criticise choice something forced onto political party pn free speech real genuine,,,,,,,,
yes noticed one support toxic joey one keep opinion self,,,,,,,,
another one idiotic idea true would answered friend way mean even friend believe writing,,,,,,,,
something feel time,,,,,,,,
frustrated friend fact lager,,,,,,,,
turd,,,,,,,,
independent one thing like government telling buying electric car expansive compared gasoline reduce price first,,,,,,,,
could agree date important earth one imagine buying decent electric car costing k k still expensive surely intended middle low class earner,,,,,,,,
rich amongst current buy car,,,,,,,,
let u see date ight year reduce price,,,,,,,,
one thing pm said one forcing buy electric car second one going done stage third one year time price electric car object tends go,,,,,,,,
well gov set cutoff date yes forced buy electric secondly hoping price go well wishful thought expensive produce concern start taxed present car old old force introduction electric car,,,,,,,,
worry predicting year year license fee keep going force u indirectly buy electric car agree idea long heavily subsidised,,,,,,,,
hater understand logic see one sentence come shite,,,,,,,,
added paul schembri wrote also incentive like country one us electric hybrid car also start saving get new car change take year come,,,,,,,,
need save well mean spend hard earned money meaning le stuff choice buy cheaper,,,,,,,,
starting protecting limited land resource stop building madness malta gozo malta gozo today become land half million polluted car truck tractor vechiles cruise liner ship etc erc much harm done malta gozo past year anything put place help one bit let u hypocritical say one thing,,,,,,,,
tax person trust cost million per annum sai mizzi salary per annum million per annum electrogas azerbaijan dubai ten million direct order million beinf paid various govt agency try repair damage financial service industry add hundred million per annum lower tax etc etc,,,,,,,,
muscat pave street wall gold shall continue enjoy denying unscrupulous crony vote keep word quit,,,,,,,,
cry wilderness friend let u wait next election perhaps one pn dinosaur left island,,,,,,,,
vote needed tomorrow see one best budget given maltese people sit back enjoy well case suck lemon,,,,,,,,
going watch jurassic dinosaur three hour reading boring script full bragging giving peanut monkey vote bonanza crony need budget dispose ample independent mean flush muscat budget toilet turn suck something else given politician,,,,,,,,
