ID,Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Raw_Text,tokens,padded,masks,exclamation_count,question_count,ellipsis_count,comma_count,period_count,exclamation_score,question_score,ellipsis_score,comma_score,period_score,polarity_score,Subjectivity Score,Sarcasm Score,Irony Score,Negation Score,afinn_score
20200298,spouting insult check fact electric car never cheaper environmentally friendly please simple mind think exhaust car harmful emission battery toxic dangerous produce slave modern world building battery youth stolen expensive unreliable render car scrap within year standard today car plan recycling really toxic component little recycle run really cheaper soon going start charging car running expensive electricity band finally energy produced somewhere else resulting pollution simple calculation take account energy loss grid battery poor performance eventually yield ageing electric car another polluting banger hydrogen run car proven feasible yet,1,negative,sadness,0,0,1,"Before spouting insults, check your facts. An electric car will never be cheaper nor more environmentally friendly, it will only please simple minds that think exhaust from cars are the only harmful emissions. Batteries are very toxic and dangerous to produce, the slaves of the modern world are building these batteries having their youth stolen from them. They are very expensive and unreliable such that they will render a car into scrap within 5 years against the standard 10 of today's cars, do we have plans for recycling - not really as the most toxic components have very little to recycle. And to run, not really cheaper cause as soon as you are going to start charging your car, you will be running into the most expensive electricity band. Finally, the energy has to be produced somewhere else with the resulting pollution. A simple calculation which takes into account energy losses over the grid and battery poor performance will eventually yield an ageing electric car into another polluting banger. As for hydrogen run cars, not proven feasible yet.","['spo', '##uting', 'ins', '##ult', 'check', 'fact', 'electric', 'car', 'never', 'cheap', '##er', 'environmental', '##ly', 'friendly', 'please', 'simple', 'mind', 'think', 'ex', '##haus', '##t', 'car', 'harm', '##ful', 'emission', 'battery', 'toxic', 'dangerous', 'produce', 'slave', 'modern', 'world', 'building', 'battery', 'youth', 'stolen', 'expensive', 'un', '##rel', '##ia', '##ble', 'rende', '##r', 'car', 'sc', '##rap', 'within', 'year', 'standard', 'today', 'car', 'plan', 'rec', '##yc', '##ling', 'really', 'toxic', 'component', 'little', 'rec', '##yc', '##le', 'run', 'really', 'cheap', '##er', 'soon', 'going', 'start', 'char', '##ging', 'car', 'running', 'expensive', 'electricity', 'band', 'finally', 'energy', 'produced', 'somewhere', 'else', 'resulting', 'pollution', 'simple', 'calculation', 'take', 'account', 'energy', 'loss', 'grid', 'battery', 'poor', 'performance', 'eventually', 'yield', 'age', '##ing', 'electric', 'car', 'another', 'poll', '##uting', 'bang', '##er', 'hydrogen', 'run', 'car', 'proven', 'fe', '##asi', '##ble', 'yet']","[101, 87134, 64385, 15450, 15018, 24792, 17772, 15988, 12485, 13362, 78026, 10177, 21199, 10563, 35751, 38881, 15511, 15849, 21506, 11460, 14408, 10123, 12485, 68228, 15836, 25501, 34794, 69818, 30728, 17279, 31173, 11485, 10228, 12262, 34794, 16433, 55501, 53936, 10119, 20989, 10278, 11522, 54129, 10131, 12485, 16427, 65968, 12325, 10817, 13145, 13980, 12485, 12289, 44909, 52327, 12024, 25165, 69818, 35128, 11975, 44909, 52327, 10301, 12793, 25165, 78026, 10177, 16211, 17010, 13982, 55804, 14094, 12485, 16484, 53936, 42193, 10945, 18692, 14828, 13574, 64958, 28624, 26822, 53699, 15511, 70082, 11622, 21157, 14828, 18085, 36047, 34794, 20323, 13512, 15800, 80661, 11323, 10285, 15988, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.07142857142857142,0.0625,0.34487568121403456,1.5147496727089829,0.49527973,0.8292174935340881,0.38026678562164307,-21.0
20200299,whatever say expert according saying electric car saviour environment lessen pollution advantage one would buying,1,neutral,anticipation,1,0,1,"Whatever you say. You're the expert (according to you). I'm not saying that electric cars are saviours of the environment ,but they lessen pollution. And if they didn't have advantages no one would be buying them .","['whatever', 'say', 'expert', 'according', 'saying', 'electric', 'car', 'sav', '##iou', '##r', 'environment', 'less', '##en', 'pollution', 'advantage', 'one', 'would', 'buying']","[101, 57030, 16497, 31601, 12856, 22811, 15988, 12485, 32487, 23979, 10131, 19569, 15095, 10142, 53699, 35867, 10399, 11008, 95909, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.33816209849384093,1.8043514634434776,0.48914438,0.8233023881912231,0.3187817335128784,-1.0
20200301,every country world electric car catching advantage outweigh disadvantage cheaper run reduced tax emission tax congestion tax ask people one abroad meanwhile want continue polluting old beloved banger go desert island live poorer side pl voter according give running f k expect,1,positive,joy,0,0,0,"In every other country in the world electric cars are catching on. The advantages outweigh the disadvantages ----cheaper to run, reduced taxes , no emission tax ,no congestion tax and so on. Just ask people who have one when are abroad. Meanwhile if you want to continue polluting with your old beloved banger go on a desert island and live by yourself. And the poorer side (the PL voters according to you) don't give a running f...k to what expect.","['every', 'country', 'world', 'electric', 'car', 'catch', '##ing', 'advantage', 'out', '##wei', '##gh', 'disa', '##dva', '##nta', '##ge', 'cheap', '##er', 'run', 'reduced', 'tax', 'emission', 'tax', 'cong', '##esti', '##on', 'tax', 'ask', 'people', 'one', 'abroad', 'meanwhile', 'want', 'continue', 'poll', '##uting', 'old', 'belo', '##ved', 'bang', '##er', 'go', 'desert', 'island', 'live', 'poore', '##r', 'side', 'pl', 'voter', 'according', 'give', 'running', 'f', 'k', 'ex', '##pect']","[101, 13667, 11913, 10228, 15988, 12485, 36410, 10285, 35867, 10871, 49962, 14547, 31021, 92468, 13510, 10592, 78026, 10177, 12793, 25422, 22389, 25501, 22389, 11638, 24679, 10273, 22389, 30316, 11227, 10399, 42570, 37637, 16612, 17576, 41066, 64385, 11737, 45409, 20516, 12221, 10177, 11335, 21546, 11409, 11343, 48255, 10131, 12029, 16360, 84006, 12856, 16118, 16484, 148, 153, 11460, 84789, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.017857142857142856,0.05357142857142857,0.07142857142857142,0.30254114020083633,1.3671044788253128,0.48917034,0.7489740252494812,0.31148308515548706,2.0
20200303,sooner later adapt caput,1,negative,sadness,0,0,0,They will be sooner or later. Now adapt or you're caput.,"['soon', '##er', 'later', 'ada', '##pt', 'caput']","[101, 16211, 10177, 10844, 14123, 15903, 65244, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.26622890681028366,1.8707495720708742,0.48741233,0.9396383166313171,0.19975848495960236,0.0
20200304,already gone used nissan leaf k cheaper toyota vitz tell battery expensive probably upgrade car need new battery even change make year spending much less electricity petrol spending much less service since engine oil filter spark plug change also keep using old car long want law ban import new petrol diesel hybrid car basically anyone keep buying used car petrol diesel last one scrapped number non electric car small cannot buy fuel part,1,positive,anticipation,0,0,1,"Haven't we already gone over this? A used Nissan leaf is €10k. That's cheaper than a Toyota Vitz. And don't tell me the battery is expensive, you'll probably upgrade the car before you need a new battery, and even if you do change it you'll more than make up for it over they years by spending much less on electricity than you do now on petrol, and spending much less on services since there's no engine oil, filters or spark plugs to change. Also, you can keep using your old car as long as you want. The law will only ban imports of new petrol, diesel and hybrid cars. Basically anyone can keep buying used cars with petrol and diesel until the last one is scrapped or the number of non-electric cars is so small that you can't buy fuel or parts for them any more.","['already', 'gone', 'used', 'nissan', 'leaf', 'k', 'cheap', '##er', 'toyota', 'vit', '##z', 'tell', 'battery', 'expensive', 'probably', 'upgrade', 'car', 'need', 'new', 'battery', 'even', 'change', 'make', 'year', 'spending', 'much', 'less', 'electricity', 'petrol', 'spending', 'much', 'less', 'service', 'since', 'engine', 'oil', 'filter', 'spark', 'plug', 'change', 'also', 'keep', 'using', 'old', 'car', 'long', 'want', 'law', 'ban', 'import', 'new', 'petrol', 'diesel', 'hybrid', 'car', 'basica', '##lly', 'anyone', 'keep', 'buying', 'used', 'car', 'petrol', 'diesel', 'last', 'one', 'sc', '##rap', '##ped', 'number', 'non', 'electric', 'car', 'small', 'cannot', 'buy', 'fuel', 'part']","[101, 18874, 23398, 11173, 40352, 31222, 153, 78026, 10177, 28557, 26240, 10311, 21166, 34794, 53936, 22984, 82684, 12485, 15415, 10246, 34794, 12818, 13780, 12696, 10817, 47882, 12977, 15095, 42193, 76396, 47882, 12977, 15095, 11416, 11500, 16632, 16256, 54611, 85426, 72670, 13780, 10398, 19311, 13136, 11737, 12485, 11134, 16612, 11785, 10972, 50373, 10246, 76396, 26009, 40801, 12485, 61997, 16290, 42946, 19311, 95909, 11173, 12485, 76396, 26009, 11706, 10399, 16427, 65968, 18490, 11395, 10466, 15988, 12485, 11871, 25004, 35172, 26150, 10649, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,6.0,5.0,0.0,0.01282051282051282,0.0,0.07692307692307693,0.0641025641025641,0.3344812179223085,1.3918863638804297,0.48715508,0.9562123417854309,0.3002607226371765,-1.0
20200306,well actually benefit public mean people build buy park garage instead using precious street parking thus freeing street parking people visiting alternative uk making parking space paid installing parking meter every street everyone rush buy garage save day people car sell one need instead hogging spot road,1,positive,anticipation,0,0,0,"Well, as such this actually benefits the public more. It means people will have to build/buy and park in garages instead of using precious street parking - thus freeing up street parking for people who are visiting. The alternative is doing what they do in the UK - making all parking spaces paid, by installing parking meters on every street. Then everyone will rush out to buy a garage to save €2 a day, and people with 7 cars will sell all the ones they don't need instead of hogging all the spots on the road.","['well', 'actually', 'benefit', 'public', 'mean', 'people', 'build', 'buy', 'park', 'garage', 'instead', 'using', 'precious', 'street', 'parking', 'thus', 'free', '##ing', 'street', 'parking', 'people', 'visiting', 'alternative', 'uk', 'making', 'parking', 'space', 'paid', 'instal', '##ling', 'parking', 'meter', 'every', 'street', 'everyone', 'rush', 'buy', 'garage', 'save', 'day', 'people', 'car', 'sell', 'one', 'need', 'instead', 'hog', '##ging', 'spot', 'road']","[101, 11327, 23785, 37535, 11347, 25659, 11227, 21536, 35172, 10826, 45918, 16209, 13136, 74315, 11902, 23523, 16021, 12487, 10285, 11902, 23523, 11227, 38219, 18410, 10419, 13566, 23523, 12732, 25033, 48700, 12024, 23523, 10591, 13667, 11902, 36053, 28006, 35172, 45918, 21343, 11111, 11227, 12485, 32282, 10399, 15415, 16209, 57894, 14094, 24311, 11925, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.06,0.06,0.3445504501461983,1.5253532226999242,0.49161872,0.7509417533874512,0.3472951650619507,4.0
20200308,necessarily option parking street paying use public charging station expensive charging home still cheaper petrol per km driven alternative option rent car goto min ride share cool per trip including driver think decade even need car,1,positive,anticipation,0,0,1,"Not necessarily. You have the option of parking on the street and paying to use the public charging stations. They are more expensive than charging at home but still cheaper than petrol per km driven. And then you have alternative options - rent a car with GoTo (€0.28/min.), or ride-share with Cool (€5 per trip including driver). I think in a few decades we won't even need cars any more.","['necessarily', 'option', 'parking', 'street', 'paying', 'use', 'public', 'char', '##ging', 'station', 'expensive', 'char', '##ging', 'home', 'still', 'cheap', '##er', 'petrol', 'per', 'km', 'driven', 'alternative', 'option', 'rent', 'car', 'got', '##o', 'min', 'ride', 'share', 'cool', 'per', 'trip', 'including', 'driver', 'think', 'decade', 'even', 'need', 'car']","[101, 76054, 28961, 23523, 11902, 74838, 11868, 11347, 55804, 14094, 11433, 53936, 55804, 14094, 11402, 12440, 78026, 10177, 76396, 10174, 10166, 35729, 18410, 28961, 46057, 12485, 15517, 10132, 12979, 25069, 22522, 26462, 10174, 26831, 11371, 21338, 21506, 29468, 12818, 15415, 12485, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.025,0.1,0.3358053117990494,1.4337033243299069,0.49166214,0.9241202473640442,0.2756192088127136,5.0
20200309,buy one seeing poorer side stop moaning save one like buying first car say saving couple year buy new car family enough payment nat minister dalli may god grant long life enjoy fruit devalued maltese pound adding thousand price complained told best interest country heart would believed mr,1,negative,anger,0,0,0,"Buy one seeing as how you're not on the poorer side. Stop moaning and save up for one like I did when buying my first car. So what should I say ---I had been saving for a couple of years to buy a new car for the family and just when I had enough for a down payment ,the Nat minister Dalli (may God grant him long life to enjoy the fruit of his ....) devalued the Maltese pound adding more than a thousand to the price. When I complained he told me that he had the best interest of the country at heart (would you have believed him,Mr T?)","['buy', 'one', 'seeing', 'poore', '##r', 'side', 'stop', 'mo', '##anin', '##g', 'save', 'one', 'like', 'buying', 'first', 'car', 'say', 'saving', 'couple', 'year', 'buy', 'new', 'car', 'family', 'enough', 'payment', 'nat', 'minister', 'dall', '##i', 'may', 'god', 'grant', 'long', 'life', 'enjoy', 'fruit', 'deva', '##lue', '##d', 'maltese', 'pound', 'adding', 'thousand', 'price', 'comp', '##lain', '##ed', 'told', 'best', 'interest', 'country', 'heart', 'would', 'believed', 'mr']","[101, 35172, 10399, 43842, 48255, 10131, 12029, 16292, 10837, 40426, 10251, 21343, 10399, 11531, 95909, 10403, 12485, 16497, 53938, 20344, 10817, 35172, 10246, 12485, 11214, 19351, 58696, 18081, 12774, 12661, 10116, 10431, 13131, 15938, 11134, 10287, 61530, 25527, 76557, 47959, 10163, 95753, 50134, 41547, 29808, 16993, 85065, 44409, 10390, 20917, 11146, 17079, 11913, 13645, 11008, 20863, 12854, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,1.0,2.0,3.0,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.05357142857142857,0.35320793837308884,1.5883906102840752,0.4917568,0.9301720857620239,0.310955286026001,5.0
20200310,forced buy electric car,1,neutral,anticipation,0,0,0,When will you be forced to buy an electric car?,"['forced', 'buy', 'electric', 'car']","[101, 19961, 35172, 15988, 12485, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.43218064308166504,1.5394286756727167,0.4868589,0.595859706401825,0.25144481658935547,-1.0
20200312,let u wait see say getting excited scooter good idea malta see much rain,1,positive,anticipation,0,0,1,"Let's wait and see what he says before getting all excited. Scooter good idea ,Malta doesn't see much rain.","['let', 'u', 'wait', 'see', 'say', 'getting', 'ex', '##cite', '##d', 'sc', '##oot', '##er', 'good', 'idea', 'malta', 'see', 'much', 'rain']","[101, 12421, 163, 41550, 11811, 16497, 27948, 11460, 27710, 10163, 16427, 35828, 10177, 12050, 14653, 22821, 11811, 12977, 19662, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.30331355581680935,1.537882996579729,0.48787826,0.6231693029403687,0.23838113248348236,6.0
20200317,fully agree block subhumans,1,negative,sadness,0,0,0,I fully agree with you just block the subhumans,"['fully', 'agree', 'block', 'sub', '##hum', '##ans']","[101, 26344, 60982, 18612, 13241, 31737, 15855, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3686896115541458,1.3520505541939514,0.48711017,0.6336968541145325,0.3151400685310364,0.0
20200318,written true nazi fashion,1,negative,disgust,0,0,0,Written in true Nazi fashion.,"['written', 'true', 'nazi', 'fashion']","[101, 13485, 16222, 20941, 23589, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39494288712739944,1.5888299550394154,0.48770165,0.8624063730239868,0.2156713306903839,2.0
