Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20200537,,20200536,N-7-2020,In what kind of three are you living there ?,1,neutral,surprise,0,1,0,1,0
20200538,,20200536,N-7-2020,"It looks to me that we here in Malta we still have undemocratic people who think that they are above the law and do not want to see any comments. WEll, if you want to live and hide in a hole, go ahead.",1,negative,anger,1,0,1,1,0
20200539,,20200536,N-7-2020,Yes we don't want to see banal comments...,1,neutral,sadness,0,0,1,1,0
20200540,,20200536,N-7-2020,looks all the hmir are coming out of their shell...Vasily...you do not sound well. take a pill.,1,negative,disgust,0,0,1,1,2
20200541,,20200536,N-7-2020,What don't you go and take yours with you... I am sure Malta will find someone to fill your space.,1,negative,anger,0,0,1,1,0
20200542,,,N-7-2020,Tal-blieh. Prosit tax-xoghol.,1,positive,joy,0,0,0,0,1
20200543,,,N-7-2020,Ma nafx.... Hafna nies fejn kienu ha jibqghu. Ghal middle class m hemm xejn sura,1,negative,sadness,0,0,1,0,2
20200544,,20200543,N-7-2020,Vera budget brodu...insomma dejjem hekk ... kif inkella ha ihallsu il-miljini lil-certu nies!,1,negative,disgust,0,1,0,0,2
20200545,,20200544,N-7-2020,I think you are referring to PN's budget proposals,1,neutral,anticipation,0,1,0,1,0
20200546,,20200544,N-7-2020,Malta does NOT NEED THE PN TO FUNCTION EFFICIENTLY,1,negative,anticipation,0,0,1,1,0
20200547,,20200544,N-7-2020,Il-brodu mohhok.,1,negative,disgust,0,0,0,1,1
20200548,,20200547,N-7-2020,Ahjar tiekol iktar brodu!!,1,negative,anticipation,0,1,0,1,1
20200549,,20200547,N-7-2020,"Jekk ikun maghmul minn mohhok, zgur ma nieklux ghax nibza ghal sahhti.",1,negative,disgust,1,0,1,1,1
20200550,,,N-7-2020,"New scheme will see people under 40 who cannot cover the 10% deposit to buy a house, eligible for a government interest-free loan up to maximum of €17,000, paid back over 15 years. If a person was not capable to save some money to afford a deposit for purchase of property, how on earth will he be able to meet monthly loan repayments for 15 years. And besides nowadays which property is worth €17,000?",1,negative,sadness,0,0,1,0,0
20200551,,20200550,N-7-2020,"Are you awake? The €17,000 is not the cost of the property, but the deposit. €17,000 would be the deposit for a property worth €170,000. It will be paid back, interest free, over 15 years. Please wash your face before venturing to comment.",1,neutral,disgust,0,1,0,0,0
20200552,,20200551,N-7-2020,You still haven't replied on how the individual can afford to make the laon repayments and from where he will get the remaining balance after the deposit. It's better if you wash your face.,1,negative,fear,0,1,1,0,0
20200553,,20200552,N-7-2020,"Have you woken? You have not yet understood that this scheme is intended to help those who's difficulty is to raise the amount required as deposit on a loan. Their problem is not the loan repayments. They simply don't have the ready cash to secure the loan. THAT is what the government will be doing - providing the cash to enable them to get the loan from a bank. If they had the cash, they would give it to the bank who would then grant the loan required. They are not worried about repaying the loan. They simply don't have the cash to get the loan in the first place. With this facility, instead of forking out €17,000 before starting to make monthly payments to settle the remaining €153,000 + interest, they will be making monthly payments to the bank to settle the full amount (€170,000) without having to fork out €17,000 beforehand. The €17,000 are an interest-free loan by the government. Geez, is that so difficult to understand?",1,positive,trust,0,0,1,0,0
20200554,,20200552,N-7-2020,"It's difficult to understand you, yes of course. - how on earth will they pay the €17k and the bank loan, if they can't even afford to put up some front finance ?? !!",1,negative,fear,0,0,1,0,0
20200555,,20200552,N-7-2020,"Sorry, but you need to have the minimum of grey matter to understand. No matter. I'll try to be patient. My teacher training will come in handy. When someone doesn't have a €17,000 lump sum, that doesn't mean that they won't have the minimal fraction of that sum they would be required to pay the government each month. without any additional interest to pay. GOT IT?",1,neutral,anticipation,0,0,1,0,0
20200556,,20200552,N-7-2020,"And what about the greater monthly portion payable to the bank ?? As a teacher you should include everything, Sir Jocar !! ??",1,negative,fear,0,1,0,1,0
20200557,,20200552,N-7-2020,"What greater monthly portion? They will have €170,000 - €17,000 - the interest on those €17,000. What else is is there to include? They had no problem with paying back the loan. Their problem was unavailable cash to pay the deposit. That problem will have been eliminated.",1,neutral,anticipation,0,0,1,0,0
20200558,,20200552,N-7-2020,A whole confusion in your mind - you don't know what you are talking about. Continue watching Super One.,1,negative,disgust,1,0,1,1,0
20200559,,20200552,N-7-2020,Stop talking to the mirror. It's just as hopeless as you are.,1,negative,sadness,1,0,0,1,0
20200560,,20200552,N-7-2020,"Exactly, talking to you is just like talking to the mirror, because you are completely on a different wavelength.",1,negative,anger,0,0,0,1,0
20200561,,20200552,N-7-2020,Who would want to be on your wavelength?,1,negative,disgust,0,1,0,1,0
20200562,,20200552,N-7-2020,"To pay 17,000 in 15 years interest free it will only cost the individual 94.45 a month. So do your maths and wash your face before you speak.",1,negative,anger,0,1,0,1,0
20200563,,20200552,N-7-2020,"Very intelligent. What about the monthly bank repayment of some €500 or more? I'm sure you're not stupid, but reality warper, hoping that all around you are gullible idiots.",1,negative,anger,1,0,1,1,0
20200564,,20200552,N-7-2020,"Gahan, if the person in question is living in rent, paying some €800 a month, can easily cover the €94.45 from the government loan plus some €600 monthly for the bank loan, leaving the same individual with a €105.55 per month to spend on other things. This is mostly targeted at those who are renting and not those that spend every penny they have on worthless things, I don't think that the government will help someone, if that same person is not able to prove that they can pay both loans at once.",1,neutral,trust,0,0,1,0,2
20200565,,20200552,N-7-2020,I am amazed to what lengths you are willing to go to cover up Castille's blunders. Who do you think is that stupid and short sighted local citizen who is ready to pay €800 monthly rent with no investment instead of paying €500 monthly bank loan while investing in a property of his likings? Do you think that this measure was supposed to cover such high earning citizens or citizens on minimum wage who can't afford even to save for a property deposit?,1,negative,surprise,0,0,1,0,0
20200566,,20200552,N-7-2020,"I am amazed how many people are left living under a rock, not everyone has the easy life as others have, not everyone can live with their parents to save up and purchase their house/apartment. Leaving them with the only option, if you don't have 10% deposit + other fees, go live in a rented place. And thanks to this scheme, they will be able to afford to buy their house. And let's be frank, I don't cover for anyone, what's good is good.",1,positive,joy,0,0,1,0,0
20200567,,20200552,N-7-2020,"My point is that those renting €800 a month are not those who can't afford to save 10% purchasing deposit. The latter are most probably minimum wage earners, but it seems they can expect no compassion from your side and Castille.",1,negative,disgust,0,0,1,1,0
20200569,,,N-7-2020,The ignorant one is you because you do not know absolutely the criteria how loans are granted and how they have to be repaid. What will happen if the loan granted by the Government as front finance is not paid? Will they chuck out the person involved out of his house and sell his / her property? And what will be the position of the bank then as the regards the bank loan. Think before you speak ignorant moron.,1,negative,anger,0,0,1,0,0
20200570,,20200569,N-7-2020,"Without going too deep, what will happen if you don't pay your taxes and the department finds out? You will be prosecuted by the Republic of Malta. It's up to the judge then what will happen. It's not as simple as ""what will happen if the loan granted by the government as front finance is not paid"", every case is different.",1,neutral,anticipation,0,0,1,0,0
20200571,,20200550,N-7-2020,Its just a “generous” scheme to bail out developers to offload flats which have stalled.... plus allow a few extra commission for some!,1,negative,anger,0,1,0,0,0
20200572,,20200571,N-7-2020,"I'm ok with the budget overall, but this property ""help"" they're giving is only going to be exploited by the sellers who will control the price. This scheme will likely virtually help VERY FEW GENUINE people. Mostly it will just encourage people who don't save up anything to get into commitments they likely won't be able to upkeep and still end up in the streets, in the meantime the developers will be able to move their properties and generate cashflow to build more monstrous atrocities to hold onto.",1,negative,fear,0,0,1,0,0
20200573,,20200572,N-7-2020,Practically it will be aimed at helping people who are currently renting but cannot save up for the down payment because the rent is too high. So the governmnet will cover the downpayment then you switch from rent to loan.,1,positive,trust,0,0,1,0,0
20200575,,,N-7-2020,"Mela mhux hekk.. 40,000 signed up to the MDA.. all opportunistic voters like yourself.. soon they will vote PN again!!",1,negative,disgust,0,0,0,1,2
20200576,,20200550,N-7-2020,"Bahhu. Zattut, Basta tpaccpac fil-vojt, tixbah hafna lil Kap tan-nejk taghkhom.! Insomma b`zmien kollha gejtu birds of the same feather...flocks tagether. !",1,negative,disgust,0,0,0,1,2
20200577,,20200550,N-7-2020,From this budget on Malta DOES NOT NEED THE PN TO FUNCTION,1,positive,anticipation,0,0,1,1,0
20200578,,,N-7-2020,""" Those who introduced PV panels some years ago and whose pay back rate is running out will benefit from a €1,000 grant to buy their own battery to store electricity "" ......... This proposal will generate more battery scrap, it would have been better to offer different feed-in tariff ( lower then those of newer installations). Why create new waste when there is actually no need, the grid already acts as a battery. Physically in the network nothing changes with the expiry of a contract just adjustment in tariff would be enough.",1,negative,sadness,0,0,1,0,0
20200579,,20200578,N-7-2020,"Absolutely spot on, but battery use is going to involve hidden taxes, first by installing them, and second even higher when after five years you’ll have to scrap them. Plus, as you said the system is already there, considering that the government cheapest price per unit is 13c (by night), all it has to do is to at least give 10/11c per unit.",1,negative,anticipation,0,0,0,0,0
20200580,,20200579,N-7-2020,Agreed with both of you! The network is NOT overloaded and can take whatever is PV produced. So why the complication??? Simply extend the paid in tariff for exported energy after the EU conditions concession expires.,1,neutral,surprise,0,0,1,0,0
20200581,,20200580,N-7-2020,"Cheers mate, glad, you understand.",1,positive,joy,0,0,0,1,0
20200582,,,N-7-2020,"once again the financial minister failed to pay his dues ,to the ex servicemen who had suffered pension reductions although their national insurance contributions were to the full",1,negative,sadness,0,0,0,0,0
20200583,,,N-7-2020,"I preferred everything remain the same as it was yesterday because it had been given 3.5 euros per week and the cost of living will soon rise more than 3.5 erous per week. The foreign workers from third countries, cheap labour should decrease because the Maltese are suffering by them.",1,negative,fear,0,0,0,0,0
20200584,,,N-7-2020,"Weren’t all pensioners promised free bus service, and what about the disabled same promise?",1,neutral,sadness,0,0,0,0,0
20200585,,,N-7-2020,Naghtu Gieh ir- Republika lil Fatso Arriva talli irnexxilu ikisser l- ekonomija Maltija! Lol.,1,negative,disgust,0,1,0,1,2
20200586,,,N-7-2020,Din I’d-darba ma missni xejn hlief is-zieda tal-hajja. grazzi talli ma hadtulix milli ghandi diga. Proset!,1,positive,joy,0,0,0,0,1
20200587,,20200586,N-7-2020,Read the budget speech again please,1,neutral,anticipation,0,0,0,1,0
20200588,,20200587,N-7-2020,Ehhhhhh ? No way hose. I had the very honorable minister Scicluna read it for me. Deliar will try his best to explain it to me.....hahahahahaha no harm in trying is there ?,1,positive,trust,1,0,1,1,0
20200589,,20200588,N-7-2020,Looks lie vasily is making the rounds on behalf of the prime minister to answer all the questions.,1,negative,anticipation,0,0,0,1,0
20200590,,,N-7-2020,Dejjem mit-tajjeb ghal l-ahjar that dan il-gvern . f`zmien in-Nazz Dejjem mil-hazin ghal aghr. !!,1,positive,trust,0,0,0,0,1
20200591,,,N-7-2020,Laqx,1,negative,disgust,0,0,0,1,1
20200592,,20200591,N-7-2020,Tehodhomx issa,1,negative,disgust,0,0,0,1,1
20200593,,20200592,N-7-2020,nohodom ghax fejn nista nislohlu naghmilha bil qalb,1,negative,anger,0,0,0,1,1
20200594,,20200593,N-7-2020,Tihom lil partit fallut tieghek. Kull Qatra tghodd.,1,negative,disgust,0,0,0,1,1
20200595,,20200593,N-7-2020,jien l partit tieghi l but. u nirringrazzja l alla mimli sew. bis sahha tieghi u ta hadd iktar,1,positive,joy,0,0,0,1,1
20200596,,20200593,N-7-2020,"Kif spiccajtu tisthu tghidu li intom Nazzjonalisti f'hiex gabukhom Dr Bullshit, il-Bicca Blogger u DeLiaR",1,negative,disgust,0,0,0,1,2
20200597,,20200593,N-7-2020,Ibqa ffissat fuq l politika bahnan. Dawk laham wiehed. Ma fihomx x taghzel. Ahdem b rasek u hallik mill ghamad politiku. Ha tibqa mwahhal fil pn u l pl. qisu qed igibuhulek shun d dar,1,negative,disgust,0,0,0,1,1
20200598,,20200593,N-7-2020,Jahasra kemm sirtu oggetivi kemm ilu li l-PN taghkhom sfaxxa fix-xejn. U tghid mhux ser niehu lezzjonijiet min-nies bhalek li tisthu tghidu li intom Nazzjonalisti. Kif spiccalkhom in-nejk ta' Fejn Huma L-Laburisti u b'5 min fuq fil-Parlament m'hemmx ghalfejn nidhlu l-Parlament jew dak il-buffu Babbu Fenech Adami jghid li l-PL ma jezisthiex.,1,negative,disgust,0,0,1,1,1
20200599,,20200593,N-7-2020,Hadd ma qallek tiehu lezzjonijiet minghandi. Lili ma taffettwanix jekk inti tibqax iblah fuq l politici jew le. Dik affari tieghek. Ara jien ma rridomx habbata wara biebi. La lilom u lanqas lill familtom,1,negative,anger,0,0,0,1,1
20200600,,20200593,N-7-2020,Kif ghidtlek Nazzjonalist iehor li jisthi jghid li hu Nazzjonalist u issa min ghalih jista jaghti l-lezzjonijiet. Hallina nghixu trid,1,negative,disgust,0,0,0,1,1
20200601,,20200593,N-7-2020,"ghadek zmien l medju evu. zmien is salvatur tal pipa. tpoggi n nies f kaxxi. 2 kaxxi biss jezistu f mohhok. meta tara persuna titfaghha fil kaxxa tal pn jew pl. Jien nara differenti l hajja bahbuh. Kif ghedtlek qabel, l politici u familtom ma rridomx habbata wara biebi.",1,negative,disgust,1,0,0,1,1
20200602,,20200593,N-7-2020,Kif ghidtlek ma niehux lezzjonijiet min ghand Nazzjonalisti li llum saru jahsbu li huma oggetievi sempliciment ghax fallew l-istess partit taghhom u ghandhom mexxej li vvuttaw ghalih huma stess u wara m'accetawhx.,1,negative,disgust,0,0,1,1,1
20200603,,20200593,N-7-2020,"Missieri kien jghidli jekk trid tghatti l-faqar, ixtri karozza lussuza u ghoqod dur biha ha jarak kullhadd !",1,neutral,sadness,0,0,0,1,1
20200604,,20200593,N-7-2020,dak ghadda dak z zmien. Illum min irid jghatti l faqar jixtri boat u jintefa l hofriet fil weekend u joqghod idoqq id diski ta Freddy portelli.,1,neutral,disgust,0,0,0,1,2
20200605,,20200593,N-7-2020,Ehe ? Vera cuc min hu ta ! Ghax fuq il-bahar.....kemm ser jarawh nies ?,1,negative,surprise,0,0,0,1,1
20200606,,20200593,N-7-2020,mela ilek ma tmur l bahar ta! ghax mifqugh dghajjes. jghattu l faqar,1,negative,surprise,0,0,0,1,1
20200607,,20200593,N-7-2020,Nahseb falluti certu nies fil fvern ghax Il-kontiniet privati Ta avukati qed ihallashom il-gvern!!,1,negative,anger,0,0,0,1,1
20200608,,20200593,N-7-2020,Jekk mhux qed ihallsu kontijiet.........kif huma falluti ? Nahseb fallut l-argument tieghek habib.,1,negative,surprise,0,0,0,1,1
20200609,,20200593,N-7-2020,"Biki, biki u gib lill min jibki...dak sar ix - xoghol tal PN ers",1,negative,disgust,1,0,0,1,2
20200610,,,N-7-2020,"PROSIT SANSUN, ONE OF THE BEST SUMMARIES I'VE READ.",1,positive,joy,0,0,0,0,2
20200611,,,N-7-2020,"What does the ""Injustice fund"" do to get anothe injection of €13 million? And how much monies is budgeted to this fund overall. I find this very interesting.",1,neutral,anticipation,0,1,0,0,0
20200612,,20200611,N-7-2020,"Iva, qieghed Jirrangaw il-hnizrijiet li saru that gvernijiet tan-Nazzi. Il-hdura u l-ingustizzji li kienu saru ghaliex kienu Laburisti. Justice is being done. !!",1,positive,joy,0,0,0,0,2
20200613,,20200612,N-7-2020,"how naive you are. Don't you know that if it weren't for the PN, we would not be in the PN and we would not be where we are today. See, you can twist it anyway you want, Malta is part of the EU, Joseph embraced it, as did the whole PL lot, and they can thank Eddie Fenech Adami and the PN for Malta doing so well today. And by the way, Malta must always follow all EU directives, whether you and I like it or not. See, we are all happy now. Veru ma tifhiemx.",1,positive,anger,0,0,1,1,2
20200614,,20200613,N-7-2020,"Naive ??? Int nahseb li lanqas taf taqra. Jiena qieghed nghid ghal vendikazzjonijiet li saru mal-Laburisti taht Gvernijiet Tan-Nazzi , Iblah. Iva sewwa qieghed jaghmel il-Gvern, li jaghti lil dawn in-nies dak li jew hadilhom jew ma taghhomx jew li saret ingustizzja maghhom fil-passat.",1,negative,disgust,0,0,0,1,2
20200615,,20200613,N-7-2020,"You are naive indeed.. X'tahseb li hi il politika. Donnok ghadek kemm twelid. Il Lum tal labour kolla fil politika kolla favur il EU ghax jafu mnejn gejja il manna. Tkunx iktar iblah. Kieku ma kienx Eddie, il labour ma jista jaghmel xejn li qieghed jaghmel il lum. Xi tghid.",1,negative,anger,0,0,1,1,2
20200616,,,N-7-2020,"Just asking, if those who buy an electric car, obviously the very well doing, are going to gain a lower electricity tariff of 13c, (by night), how much is the going lowest tariff?",1,neutral,anticipation,0,0,0,0,0
20200617,,,N-7-2020,The PROBLEM is ...that though Malta needs an opposition like the air that it breeds......DOES IT NEED THE PN TO FUNCTION?,1,negative,anticipation,0,0,0,1,0
20200618,,20200617,N-7-2020,"Maltees air is very polluted, everyone has to breed it, red or blue.",1,negative,sadness,0,1,0,1,0
20200619,,20200617,N-7-2020,ANY SUGGESTIONS.....?,1,neutral,anticipation,0,1,0,1,0
20200620,,,N-7-2020,"This budget doesnt give the impression that we are living in “L-aqwa zmien”... insomna some are and clearly the rest of us are paying for it!! Bland, boring and reads like the government is expecting a sharp slow down in economic growth!! Did Scicluna budget a few extra million legal fees to shut down freedom of speech in our country?? Uwejja come on!",1,negative,disgust,1,0,0,0,2
20200621,,,N-8-2020,Good work on this presentation. Makes a nice change from the copy-paste text we usually see in the local press.,1,positive,joy,0,0,0,0,0
20200622,,,N-8-2020,Some over optimistic predictions especially on VAT and income tax with a slowdown in the offing.,1,negative,fear,0,0,0,0,0
20200623,,,N-8-2020,The Prime Minister and his Finance Minister talk about economic sustainability. Well the above doesn't really show sustainability!!,1,negative,anger,0,0,0,0,0
20200624,,20200623,N-8-2020,Teach us.....,1,neutral,anticipation,0,1,0,1,0
20200625,,,N-9-2020,More of a question rather than a comment. How am I going to be able to charge my car if I end up parking about 300 meters away from my residence? This happens to me very single day.,1,neutral,anticipation,0,0,0,0,0
20200626,,,N-9-2020,"Why would TMI use the preferential night tariff bit as a heading, yet not remind the public what Labour's reaction was when this was suggested by another party? Is this how a pillar of democracy should work?",1,negative,surprise,0,0,1,1,0
20200627,,20200626,N-9-2020,When it was suggested by the other party it was for washing your under wear at night!,1,neutral,surprise,0,1,0,1,0
20200628,,,N-9-2020,So Muscat thinks that lower electricity night tariffs are a good idea now? Has he forgotten how Labour laughed when this was suggested by the opposition? Does he think that people have no memory?,1,negative,anger,0,0,0,0,0
20200629,,,N-9-2020,When preferential night tariffs for electricity were introduced by the PN in government during PM Gonzi's time the PL ridiculed him for all it was worth. Wonder why these night tariffs are acceptable now - not really you know.,1,negative,anger,0,0,1,0,0
20200630,,,N-9-2020,"Taking all the BULL aside, If it was me running the island and not with a personal gain intend, maybe in some foreign bank. I would hide myself and not show up few hours before the budget. When I remember (if I have a conscious) that children are going to school without lunch and others have no place where to sleep for a start. As the saying goes isthi jekk taf!",1,negative,disgust,0,0,1,1,2
20200631,,,N-9-2020,"Cars are NOT the biggest polluters. Cruise Ships are. Each Cruise Ship emits the equivalent of up to 1 million cars a day. Often there are 2 Cruise Ships docked in the Grand Harbour and their emissions most go towards the 3 cities, Cottonera, Zabbar and Paola as the prevailing wind in Malta is North West!",1,negative,sadness,0,0,1,0,0
20200632,,,N-9-2020,Stop the desert truck monster going round the island creating pollution and cancers. Then we believe your lie words,1,negative,anger,0,0,0,1,0
20200633,,,N-9-2020,are the gov cars going to be changed to electric,1,neutral,anticipation,0,0,0,0,0
20200634,,,N-9-2020,First stop all the cancerous pollution that you created. Bmin trid titnejjek,1,negative,anger,0,0,0,0,2
20200635,,,N-9-2020,Perfect. We need incentives to change to electricity cars. Thanks.,1,positive,joy,0,0,0,0,0
20200636,,20200635,N-9-2020,"The incentives right now are for those buying and importing second hand cars with much dirtier engines than regulations allow for new cars. If only you relied on your eyes and nose instead of believing every twisted story Muscat said, you would realize what is true and what would make Pinocchio grow a whopper of a nose.",1,negative,disgust,1,0,0,0,0
20200637,,20200635,N-9-2020,After seven years still planing on nationalist budgets.The road map off Joseph Muscat.,1,negative,sadness,0,1,0,1,0
20200638,,,N-9-2020,Another tax break for the well to do.,1,negative,anger,0,1,0,0,0
20200639,,,N-9-2020,4 euro zieda lanqas bizzejjed ghall-gholi ta' din is-sena. Tal-2020 nieklu minn gewwa.,1,negative,sadness,0,0,0,0,2
20200640,,20200639,N-9-2020,"It tariffa tad dawl ta bil lejl.Khemm dahhaq nies b'Gonzi dan il buffu primministru,f'kliemu gie issa.Mela tghezisti it tariffa ta bil lejl buffu.",1,negative,disgust,0,0,0,0,1
20200641,,20200640,N-9-2020,Sewwa qed tghid...buffu ta veru,1,negative,disgust,0,0,0,1,1
20200642,,20200640,N-9-2020,Prosit tajjeb li infakkruh lill poplu.,1,positive,joy,0,0,0,1,1
20200643,,,N-9-2020,Diga' naf x'se jghid il-ministru scicluna s-soltu repitazzjoni ta' budgets ta' qabel. Fuq l-overtime tal-pulizija li se jiehdu cekk meta dawn ilhom lesti gimghat mizmuma ftahir qarrier ghall-ahhar. Fil-2012 il-pn permezz ta' Tonio Fenech kien offra 9 miljuni lil pulizija somma li irrifjutaw fuq parir tal-PL li qallhom li intitolati ghal flus kollha. Issa taht JM b'kollox ser ikunu hadu xi 6 miljuni u nofs. Dan wara sebgha snin. Biex jghatti ghal dan il-qerq biex akwista l-gvern issa vilment il-ministru scicluna qed jghid li l-pulizija ma kienux intitolati ghal hlas tal-overtime. Nappella lil JM izomm il-weghda li ghall-anqas izied ghal 9 miljuni u l-gvern ma jibqax jinsulenta lin-nies.,1,negative,disgust,0,0,0,0,2
20200644,,,N-9-2020,So we have to wake up in the middle of the night to plug our cars in!!!!????,1,negative,surprise,0,0,0,0,0
20200645,,20200644,N-9-2020,yes greta orders .only in malta,1,neutral,sadness,0,1,0,1,0
20200646,,20200644,N-9-2020,"Iva ghax issa mghadniex nitnejku bin nies,it tariffa ta bil lejl vera tghezisti.Primministru kodard,ARTFUL DODGER.",1,negative,anger,0,0,1,1,2
20200647,,20200644,N-9-2020,No. Plug it before you go early to sleep! Pathetic!,1,negative,disgust,0,0,0,1,0
20200648,,20200647,N-9-2020,"Pathetic,kontu tidku b'Gonzi meta kien jghid li id dawl bil lejl jigi irhas,bil panelli li il kont jigi zero,khemm tnejjek bikhom Joseph,il hazin ta qabel gie kollu tajjeb Gahan,khemm int tan nejk.",1,negative,disgust,0,0,0,1,2
20200649,,,N-9-2020,There are people who are currently getting sick and dying because of traffic pollution. Accordingly there are measures which can and need to be taken now.,1,negative,sadness,0,0,0,0,0
20200650,,,N-9-2020,"In other words, Muscat is telling the Maltese that he couldn't give a fig about their wishes concerning integration. A middle finger salute to the people who elected him -- let them rejoice. As regards pollution, he forgot to mention that cruise liners and other ships are also among the heaviest air polluters -- but perhaps there are too many business interests in that area for him to mention it. While electric or hydrogen cars may be imposed on the helpless population, banning ships is another matter altogether. I remain totally unimpressed with his bragging.",1,negative,disgust,1,0,1,0,0
20200651,,,N-10-2020,A budget for the rich to get richer.,1,negative,disgust,0,0,0,0,0
20200652,,,N-10-2020,"Taf'x ma ta' Kaz, il-problema li hemm fid-djar tan-nies f'dik li Luce eletrika il-hin kollu ilebleb min filghodu sa filghaxija. Min fejn gejj din il-problema. Mil-power station Jew min xi substation. Wiehed jixtieq jaf.",1,negative,sadness,0,0,0,0,3
20200653,,,N-10-2020,The PL Castle ministers already had their income double that of the previous years. They do not bother about the common people,1,negative,anger,0,0,1,1,0
20200654,,,N-10-2020,"Much ado about nothing. In real terms, there will be no improvement in the standard of living of any category except, of course, the privileged few such as Muscat's Castile entourage and those under a political appointment contract. The reference to a new setup for integration is truly worrying and runs counter to the wishes and interests of the Maltese people. Its implications are profound and far reaching. Once again, Muscat shows lack of respect for the preservation of our way of life, beliefs and traditions.",1,negative,fear,0,0,1,0,0
20200655,,,N-10-2020,The comments on tax evasion are just bizarre. There's a reason why there are more cash transactions in Malta than any other EU country. Tax evasion at street level is the rule not the exception.,1,negative,disgust,0,0,1,0,0
20200656,,,N-10-2020,"After paying my Social Security contribution at scale 8, my pension is still capped at 1000Euros. Praise be the Lord, that of our parliamentarians and MEPs has no limits. U halluna kollha kemm intom.",1,negative,anger,1,0,1,0,2
20200657,,,N-10-2020,We pay taxes to finance Labour's nepotism and rampant abuse. And the Finance Minister tells us 'nikrbru flimkien'. Halluna.,1,negative,anger,0,0,0,0,2
20200658,,,N-10-2020,I will also get €3.49c every week and a Maltese Government delegation spent €800 in one night at the Hotel's mini bar.,1,negative,disgust,0,1,0,0,0
20200659,,,N-10-2020,"Wow growing together, so I will get a 17 black this budget?",1,positive,disgust,0,1,0,0,0
20200660,,,N-11-2020,"Equal pay for equal work to be introduced in the private sector Finally it looks like the issue of employers ""advising"" (read ordering) their (mostly clerical/staff as opposed to machine operators) employees not to discuss their salary and perks with anyone, including colleagues, because this is considered as sharing confidential company information, is going to be prohibited. This abuse of treating sharing of salary & perk information as ""confidential company information"" needs to be clearly addressed, otherwise, how can employees ensure that their rights are not being broken?",1,positive,anticipation,0,0,1,0,0
20200661,,,N-11-2020,No cash when worth more then 10000?. Use offshore accounts.,1,negative,anticipation,0,1,0,1,0
20200662,,,N-12-2020,"Budget 2020 reactions: Some say it’s good, others say it’s bad... and I so earnestly picked up the latter and I say it's REALLY BAD! GRANPINTO Hamrun",1,negative,anger,0,0,0,0,0
20200663,,,N-12-2020,"Budget 2020 reactions: Some say it’s good, others say it’s bad Why does this happen? Just because the political alliance of whoever comments plays a large part in what he/she says.",1,neutral,sadness,0,0,0,0,0
20200664,1230523047582535680,,SNS-1-2020,,1,positive,joy,0,0,1,0,0
20200665,1230522925788385280,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200666,1211653765981507584,,SNS-1-2020,,0,positive,trust,0,0,0,0,0
20200667,1204543639214538761,,SNS-1-2020,,1,positive,trust,0,0,0,0,0
20200668,1203311097186357250,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20200669,1198155697453711361,,SNS-1-2020,,0,positive,trust,0,0,0,0,0
20200670,1191288169620226048,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20200671,1190281777769861122,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,0
20200672,1189962955657482240,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20200673,1189962664857997312,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20200674,1189889200096792576,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20200675,1189672797028724737,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200676,1189672681228115969,,SNS-1-2020,,0,positive,joy,0,0,1,0,0
20200677,1189672618925969413,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20200678,1189583169219125248,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20200679,1189582735020613632,,SNS-1-2020,,0,neutral,anticipation,0,0,0,0,2
20200680,1189490254698430464,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20200681,1189471848947507205,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200682,1189471837186674688,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200683,1189155817758646273,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200684,1189091626658009088,,SNS-1-2020,,1,positive,joy,0,0,0,0,0
20200685,1188910222045319173,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200686,1188910160498085889,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200687,1188906753737592837,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200688,1188906201469337605,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200689,1188905696953282561,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200690,1188905473942212608,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
20200691,1188848360003981312,,SNS-1-2020,,0,positive,joy,0,0,0,0,3
20200692,1188500243895275522,,SNS-1-2020,,1,positive,joy,0,0,0,0,2
20200693,1188110954367717376,,SNS-1-2020,,1,positive,joy,0,0,0,0,2
20200694,1188076151819907072,,SNS-1-2020,,0,positive,joy,0,0,0,0,0
